"rgn_id","year","population"
5,1950,63000
5,1951,64000
5,1952,65000
5,1953,66000
5,1954,67000
5,1955,69000
5,1956,70000
5,1957,71000
5,1958,74000
5,1959,76000
5,1960,79000
5,1961,81000
5,1962,84000
5,1963,87000
5,1964,89000
5,1965,92000
5,1966,94000
5,1967,97000
5,1968,1e+05
5,1969,103000
5,1970,107000
5,1971,112000
5,1972,117000
5,1973,123000
5,1974,128000
5,1975,134000
5,1976,140000
5,1977,144000
5,1978,146000
5,1979,147000
5,1980,149000
5,1981,151000
5,1982,152000
5,1983,154000
5,1984,156000
5,1985,159000
5,1986,162000
5,1987,164000
5,1988,167000
5,1989,170000
5,1990,174000
5,1991,179000
5,1992,184000
5,1993,188000
5,1994,193000
5,1995,198000
5,1996,203000
5,1997,207000
5,1998,212000
5,1999,216000
5,2000,221000
5,2001,225000
5,2002,230000
5,2003,234000
5,2004,239000
5,2005,243000
5,2006,246000
5,2007,249000
5,2008,252000
5,2009,255000
5,2010,259000
5,2011,264000
5,2012,269000
5,2013,274000
5,2014,279000
5,2015,283000
5,2016,283000
5,2017,284000
5,2018,284000
5,2019,284000
5,2020,284000
5,2021,285000
5,2022,286000
5,2023,288000
6,1950,51000
6,1951,52000
6,1952,53000
6,1953,54000
6,1954,55000
6,1955,56000
6,1956,57000
6,1957,59000
6,1958,60000
6,1959,62000
6,1960,64000
6,1961,65000
6,1962,67000
6,1963,69000
6,1964,71000
6,1965,73000
6,1966,75000
6,1967,78000
6,1968,80000
6,1969,83000
6,1970,85000
6,1971,88000
6,1972,90000
6,1973,93000
6,1974,96000
6,1975,99000
6,1976,102000
6,1977,105000
6,1978,108000
6,1979,112000
6,1980,114000
6,1981,117000
6,1982,120000
6,1983,122000
6,1984,126000
6,1985,129000
6,1986,132000
6,1987,135000
6,1988,139000
6,1989,143000
6,1990,146000
6,1991,150000
6,1992,154000
6,1993,158000
6,1994,161000
6,1995,165000
6,1996,169000
6,1997,173000
6,1998,176000
6,1999,180000
6,2000,184000
6,2001,189000
6,2002,193000
6,2003,198000
6,2004,203000
6,2005,208000
6,2006,213000
6,2007,219000
6,2008,224000
6,2009,230000
6,2010,236000
6,2011,241000
6,2012,246000
6,2013,252000
6,2014,257000
6,2015,263000
6,2016,269000
6,2017,275000
6,2018,282000
6,2019,289000
6,2020,295000
6,2021,302000
6,2022,309000
6,2023,317000
7,1950,108000
7,1951,110000
7,1952,112000
7,1953,115000
7,1954,118000
7,1955,121000
7,1956,124000
7,1957,127000
7,1958,130000
7,1959,134000
7,1960,138000
7,1961,141000
7,1962,145000
7,1963,148000
7,1964,151000
7,1965,155000
7,1966,159000
7,1967,162000
7,1968,166000
7,1969,170000
7,1970,175000
7,1971,179000
7,1972,183000
7,1973,187000
7,1974,192000
