zone,pop_2000,pop_2001,pop_2002,pop_2003,pop_2004,pop_2005,pop_2006,pop_2007,pop_2008,pop_2009,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,2881.0002714397215,2893.200249835449,2905.4001857122207,2917.600175964974,2929.8001094175934,2942.00008993441,2924.8000855235223,2907.6000555463393,2890.3999997243977,2873.1999703148,2855.9999654860126,2865.3998941808654,2874.799827573765,2884.1997512784587,2893.5996823529085,2902.9996104638044,2908.7997561050797,2914.599879728724,2920.4000050266613,2926.2001248910356,2932.000271356255
96,1653330.3473466183,1743319.305824231,1833308.2722483482,1923297.2250212408,2013286.189605997,2103275.150860885,2170469.181714685,2237663.2137185154,2304857.252014204,2372051.2911932617,2439245.3220115765,2506153.6375720776,2573061.9600269184,2639970.2746069264,2706878.5968001317,2773786.9126659436,2845302.461642109,2916817.9987157984,2988333.534393878,3059849.0771558923,3131364.622206704
97,1512369.4405653733,1560222.3089293975,1608075.1817185944,1655928.0475274876,1703780.9202409913,1751633.7884378943,1835746.1485927966,1919858.502902385,2003970.856566702,2088083.212988398,2172195.571813803,2244262.875540373,2316330.1814989224,2388397.488352049,2460464.7881012307,2532532.0920274616,2612720.8528386885,2692909.6082861964,2773098.3725485597,2853287.1232436476,2933475.8838237426
98,1673091.1040511131,1727341.7152172327,1781592.3193967342,1835842.9246820211,1890093.5356078148,1944344.1466308832,2014172.6222510338,2084001.0936535597,2153829.56742692,2223658.042376399,2293486.515124798,2383063.3027254343,2472640.096774578,2562216.8946791887,2651793.683258295,2741370.4707483053,2854575.5473561287,2967780.63137424,3080985.7102304697,3194190.7840709686,3307395.8717261553
99,2429782.087724082,2506126.510996949,2582470.927329749,2658815.328152586,2735159.7464385703,2811504.1675459407,2896542.363048654,2981580.5514971577,3066618.766508296,3151656.959182054,3236695.1532209963,3328882.3851421922,3421069.6129891723,3513256.8221209496,3605444.048139617,3697631.281989917,3803648.399727784,3909665.5324751735,4015682.6530166566,4121699.786643572,4227716.904172346
100,691430.2654556121,706256.2656639181,721082.2657878413,735908.2638856518,750734.2663746462,765560.2645974089,769620.5882764609,773680.919729938,777741.2382182633,781801.5697974876,785861.8934239715,773780.0876739197,761698.278942928,749616.4720070208,737534.6680566436,725452.8597875598,702217.3998198914,678981.9418038654,655746.4842770118,632511.0233157529,609275.5666782742
101,93967.6918776998,97483.52249134285,100999.35308169332,104515.18398940643,108031.0137007935,111546.84452947581,116131.51835049731,120716.19269554692,125300.86516834017,129885.53976000036,134470.21352915154,141189.95116480044,147909.68859946978,154629.42777538096,161349.16578038887,168068.90342814033,176116.28482215907,184163.66691543572,192211.0478898229,200258.43014665836,208305.81165037584
102,13638908.451517329,13838702.101372138,14038495.743637372,14238289.39876319,14438083.04876526,14637876.693669233,14821890.444600606,15005904.179746713,15189917.949744854,15373931.687153079,15557945.436450142,15712899.931894436,15867854.422734033,16022808.928399349,16177763.417868843,16332717.913024299,16441076.753399828,16549435.612373514,16657794.43934668,16766153.307833875,16874512.142681375
103,137163.98006491084,140360.3945668079,143556.80910959654,146753.22315640468,149949.63820419367,153146.052152453,156692.845751022,160239.63954532053,163786.43320054654,167333.22641251143,170880.0203133952,174772.82377947122,178665.62722389027,182558.43127554096,186451.23467954807,190344.03820557147,194483.0401005894,198622.04145373125,202761.04342119582,206900.044655337,211039.04664540943
104,293777.81322917086,305203.65159559203,316629.49123190367,328055.3282408158,339481.16792049725,350907.0062765584,363498.34884219384,376089.692776819,388681.03613766655,401272.3792418698,413863.72295020916,428299.182015812,442734.6400161411,457170.10099689197,471605.5618674662,486041.01860315213,501898.65663272655,517756.29529948207,533613.9340582634,549471.5712704654,565329.2094421708
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,6082911.338661204,6275856.483376385,6468801.618599529,6661746.7677269,6854691.904163722,7047637.04786591,7267053.434787337,7486469.801720895,7705886.16093385,7925302.527442286,8144718.914482862,8376378.552902995,8608038.19322533,8839697.847440712,9071357.478477009,9303017.11990167,9535927.19942013,9768837.283213189,10001747.363642074,10234657.446977846,10467567.527647272
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,64034.99972870294,64252.79984195018,64470.59979209723,64688.40024780994,64906.200314409565,65124.00036174152,64890.000086931046,64656.000044802204,64422.000376007054,64188.000330063514,63954.00005716039,63563.99980413681,63173.999282102566,62783.99962616898,62393.99905835837,62003.99885111116,61731.99859110452,61459.99814878218,61187.99764964171,60915.99706999026,60643.99690153636
110,297890.9685179463,304161.36216659844,310431.7569980406,316702.14950384165,322972.5444385081,329242.93804897834,335560.3503764399,341877.76230168954,348195.1766832689,354512.5886064183,360830.00097739545,366267.8011941218,371705.60078250803,377143.40023201704,382581.19982315827,388019.0000407489,392341.0006637027,396662.99836783437,400984.99884166196,405306.9965803141,409628.99718448595
111,18875.998815012397,20390.798368679898,21905.598045673658,23420.397623250174,24935.19716174509,26449.996849933756,27358.59685543619,28267.196618933056,29175.796537346003,30084.396427243642,30992.99632766821,31662.196785010587,32331.397070290288,33000.59748449718,33669.79764653562,34338.99811145293,34862.199271540514,35385.40041260325,35908.60134552031,36431.80245551845,36955.00360936967
112,10454738.802271677,10481857.318276687,10508975.826765629,10536094.333178274,10563212.841293585,10590331.357225165,10599224.92665445,10608118.487878263,10617012.071083147,10625905.632160116,10634799.201783532,10650212.375755752,10665625.561799604,10681038.73417573,10696451.917847533,10711865.09378664,10707513.009035274,10703160.931432966,10698808.867159648,10694456.789564878,10690104.705024239
113,41684.99931450817,43072.59889089689,44460.198259790894,45847.7974425822,47235.396836646134,48622.99636552809,50000.19699807465,51377.39791482082,52754.59826115146,54131.79908461636,55508.999953435734,56400.59891210799,57292.19744521147,58183.796537014656,59075.3952801649,59966.994269116316,60751.794969956856,61536.59518361138,62321.39572735643,63106.1961301961,63890.996876932215
114,8099426.218335036,8234297.922782138,8369169.620906766,8504041.344883624,8638913.046361603,8773784.749879887,8915256.263384467,9056727.77696129,9198199.318622913,9339670.832033414,9481142.347725444,9620624.843136584,9760107.336468637,9899589.83736282,10039072.333483797,10178554.826869147,10312977.587776529,10447400.34283125,10581823.117931625,10716245.86402333,10850668.629338728
115,7395987.990186462,7524060.555160562,7652133.125975778,7780205.6755469,7908278.244239565,8036350.81027161,8164634.901186333,8292918.972583944,8421203.069912411,8549487.140849762,8677771.232858405,8803354.270000428,8928937.300338794,9054520.33937881,9180103.372342944,9305686.40581126,9424563.501810847,9543440.60366163,9662317.70362318,9781194.80532124,9900071.901724871
116,3905482.956431233,3898166.6611129697,3890850.3701134953,3883534.0725007188,3876217.78374088,3868901.4867451126,3858329.9897564417,3847758.491208217,3837186.9862464713,3826615.4878881536,3816043.990834646,3810739.2160700774,3805434.438128909,3800129.656687051,3794824.878940926,3789520.103916418,3788012.5447730287,3786504.9886843264,3784997.432306673,3783489.8758864887,3781982.3167148484
117,20643.049053646042,21148.247853193432,21653.446590486914,22158.645291191177,22663.844020996825,23169.04283098434,23979.84371862479,24790.644616214908,25601.44568760984,26412.246478203684,27223.047454160405,27801.84748458315,28380.647439833847,28959.447637271252,29538.247570208623,30117.047622437356,30622.249294968322,31127.45073738636,31632.652559775277,32137.8539815736,32643.055660406826
118,11071.003824047744,11384.202612832189,11697.401308223605,12010.60019889474,12323.798880949616,12636.997677236795,12863.198693186045,13089.399659112096,13315.60067884624,13541.801740974188,13768.002693802118,13937.202563688159,14106.402425393462,14275.602230548859,14444.802066504955,14614.00194402039,14744.402150571346,14874.80240932107,15005.202742666006,15135.602993786335,15266.003211781383
119,45543.9982216917,46262.99874124676,46981.99943998456,47700.99966785684,48420.00035896525,49139.00086898357,49781.60048748553,50424.20009648055,51066.799759652466,51709.399439226836,52351.998980704695,52995.99849008769,53639.99798414856,54283.997726831585,54927.997303862125,55571.996768422425,56152.19725685567,56732.39806075394,57312.5982359983,57892.79897524789,58472.99946010485
120,77647.99651070149,78631.39665202494,79614.79702490312,80598.19686010852,81581.59725518944,82564.99738968816,83498.59663472162,84432.19668931491,85365.7965557673,86299.3968247138,87232.9960767806,88149.9959295725,89066.99571937276,89983.99553607963,90900.9955483696,91817.99536941457,92736.99672583304,93655.99851295352,94574.99991470226,95494.00164019153,96413.00303290924
121,4955.999604673125,4920.199657258578,4884.3996087880805,4848.599650097545,4812.799597335514,4776.9996499209665,4812.199756931514,4847.399808811024,4882.599884380121,4917.799929583911,4953.000039932318,4987.399921657518,5021.799795790575,5056.199716616888,5090.5995907499455,5124.999472475145,5149.399618806317,5173.799757262226,5198.199816074688,5222.599954530597,5247.000100861769
122,156949.0286777392,158640.61476565152,160332.2003457807,162023.78708465397,163715.37311396375,165406.95884234086,167804.966390308,170202.9746378772,172600.98360419646,174998.99194060639,177396.99948404357,178917.40449134633,180437.80766517296,181958.2102240771,183478.6133807078,184999.01840577275,186352.21670422703,187705.41495741904,189058.61353152618,190411.8117761053,191765.01009032503
123,69679.00244123209,69851.60317300633,70024.20403048862,70196.80404711328,70369.40491210576,70542.00563917123,70667.00501335692,70792.0047632521,70917.003822539,71042.003629148,71167.00295782555,71469.60208917316,71772.20117867924,72074.80020740256,72377.39933118131,72679.99846443627,73008.5990460543,73337.19996283483,73665.8009028323,73994.40179529414,74323.00260150246
124,269838.000096038,270673.00562658906,271508.011094138,272343.0164952874,273178.02190990746,274013.0274704993,275123.6226403117,276234.2170318216,277344.8107122034,278455.4050808251,279566.0002735257,280495.79240323603,281425.5842650384,282355.3767029345,283285.1685227752,284214.96069444716,284901.3611200303,285587.7595565766,286274.1609224379,286960.5593818724,287646.95981508493
125,101619.95279091224,101886.1538105309,102152.35492891073,102418.55550921336,102684.756620083,102950.95764339715,103296.1759605147,103641.39362582192,103986.61173721403,104331.82915790379,104677.04773084447,105106.63596083224,105536.22441502288,105965.81281741709,106395.40122958645,106824.9894682169,107337.38728052005,107849.78578533977,108362.18333833665,108874.58184983209,109386.9796602279
126,1267980.001995504,1273770.6866470035,1279561.371004398,1285352.055829811,1291142.7391628474,1296933.4246780146,1303165.646910944,1309397.8697407134,1315630.0983002922,1321862.321141461,1328094.5432237545,1334493.1455612816,1340891.7472335706,1347290.351069727,1353688.9527085777,1360087.5549321705,1363619.4019374577,1367151.247723938,1370683.0898739696,1374214.935580222,1377746.7826676443
127,107897.02648124099,108067.42085908353,108237.8155797869,108408.2094013989,108578.6041161418,108748.9985100776,108862.40437719226,108975.80990626663,109089.21667622775,109202.62222392857,109316.02808699012,109345.22328956425,109374.41795804352,109403.6130136773,109432.80756318569,109462.00284682214,109717.80925371498,109973.61561339349,110229.42258991301,110485.22895114124,110741.03535338491
129,2974224.242527061,3031676.319995539,3089128.3926539603,3146580.472699535,3204032.5484547815,3261484.623678169,3321087.472550954,3380690.322362685,3440293.1731969756,3499896.0228831293,3559498.8725893795,3620618.371132575,3681737.8809605306,3742857.380671096,3803976.8929914576,3865096.3902626294,3924932.8363229274,3984769.281624231,4044605.736029689,4104442.1815766427,4164278.6262425883
130,1703569.9215698896,1736219.057101679,1768868.192185667,1801517.329129058,1834166.4637053097,1866815.599727852,1897704.9504946414,1928594.3009716154,1959483.65092845,1990373.0018640053,2021262.352322956,2049395.3008364954,2077528.2485763205,2105661.195165525,2133794.1424370967,2161927.0907349107,2187913.2209253907,2213899.3513994333,2239885.4798195367,2265871.6100977203,2291857.7403233754
131,2474942.467850743,2500256.0465991385,2525569.6339115365,2550883.2134374413,2576196.8008807264,2601510.3796229535,2625699.417628052,2649888.4603838,2674077.493470255,2698266.536427918,2722455.574597891,2743731.209945584,2765006.8432556908,2786282.4764624983,2807558.110861157,2828833.745679597,2848064.828079502,2867295.912678693,2886526.996115665,2905758.0806680983,2924989.1629644474
132,6615346.672884996,6732405.042507831,6849463.399121226,6966521.769333792,7083580.129714014,7200638.496561777,7312993.926772595,7425349.351982092,7537704.7765460275,7650060.2034515515,7762415.631470768,7864184.318246489,7965953.00893114,8067721.685868431,8169490.373370517,8271259.0625922,8355746.789651163,8440234.516037576,8524722.261553502,8609209.985346282,8693697.715363756
133,2339559.5342193516,2383087.606700717,2426615.685198676,2470143.7576275645,2513671.8365236386,2557199.90875692,2599144.551692563,2641089.195437395,2683033.845373342,2724978.488195063,2766923.13196328,2804523.1757997144,2842123.221238529,2879723.2666065907,2917323.3126720698,2954923.3560766187,2992464.1839965023,3030005.010148118,3067545.839256886,3105086.6656950023,3142627.493144268
134,4676295.454599047,4699697.291849166,4723099.143951274,4746500.98142392,4769902.831782712,4793304.670717496,4810233.2216285495,4827161.7679850655,4844090.313422424,4861018.86035063,4877947.41124429,4894666.699073932,4911385.979238714,4928105.254886832,4944824.536345364,4961543.824134579,4979925.590466033,4998307.357840691,5016689.124949528,5035070.889721076,5053452.657642599
135,18954597.63169022,19264541.051240347,19574484.462843288,19884427.882134736,20194371.29194398,20504314.711185124,20880855.485413473,21257396.267001692,21633937.074663576,22010477.847781368,22387018.628523532,22719722.098115277,23052425.56863764,23385129.021685775,23717832.486825045,24050535.961145718,24233586.37333345,24416636.76118235,24599687.17231533,24782737.56534867,24965787.970309377
136,1772059.0955885444,1815614.8798246426,1859170.665287803,1902726.450875863,1946282.2353947249,1989838.0204409973,2033952.235383767,2078066.4562233929,2122180.6716052196,2166294.892093078,2210409.107274903,2254982.008706418,2299554.9092118815,2344127.813205774,2388700.7144000595,2433273.6156634,2477949.1984944274,2522624.7817165283,2567300.3659572275,2611975.9495297596,2656651.5320128
137,4844379.748379758,4926107.90898147,5007836.072425863,5089564.235835234,5171292.401752004,5253020.5615268145,5340666.510458393,5428312.466866609,5515958.433955279,5603604.3897260595,5691250.339119808,5778279.604530509,5865308.866272314,5952338.129903116,6039367.388743526,6126396.654576232,6210588.103606133,6294779.563517768,6378971.00823248,6463162.467386093,6547353.91519732
138,13054248.072051078,13275386.62227748,13496525.148566872,13717663.741926692,13938802.256141568,14159940.815040234,14392511.14919745,14625081.451459482,14857651.81010215,15090222.10979005,15322792.443101041,15584501.379775617,15846210.332877003,16107919.253546953,16369628.206535447,16631337.148308259,16889420.833266266,17147504.52228578,17405588.18223703,17663671.881432027,17921755.562430605
139,13236059.547782611,13461457.06566494,13686854.58134043,13912252.09444622,14137649.612000337,14363047.129557934,14579145.35327239,14795243.580559222,15011341.790218834,15227440.023242198,15443538.240976825,15645203.469830705,15846868.676563539,16048533.921249993,16250199.124183316,16451864.354003334,16641471.374772068,16831078.39881429,17020685.418990746,17210292.439057007,17399899.463564035
140,780730.4712110981,785560.9619097877,790391.4546973649,795221.9475131929,800052.4400398508,804882.9307828564,804705.943266416,804528.959060628,804351.9711876083,804174.9867767803,803997.9994398691,805579.3652497921,807160.7315549403,808742.0961639564,810323.4626393802,811904.8283954132,812293.7912649885,812682.7537684888,813071.7168086758,813460.6791997319,813849.6421443047
141,46491.00001600227,46860.19938514455,47229.39899145817,47598.59813058192,47967.797713701715,48336.99709774428,48382.997436215686,48428.998190332815,48474.9990065153,48520.999709823984,48567.000079728685,48493.3993263445,48419.79828715292,48346.19760580425,48272.596626214494,48198.99584335748,48310.19663318085,48421.39805581683,48532.59903210621,48643.80047925192,48755.0012823768
143,274495.7177486496,277576.57789482217,280657.4373089374,283738.297323619,286819.15672500595,289900.01689128915,294113.0709755254,298326.1238401297,302539.1780810614,306752.2309020498,310965.2849396916,313244.32274973125,315523.36114087276,317802.39834348153,320081.43661128683,322360.47449351504,324903.42196477175,327446.3712937261,329989.31860469433,332532.2679938714,335075.2154423067
144,30.75231711554227,31.352499975990554,31.952682939266765,32.55286592379366,33.15304888567289,33.753232794800624,34.60097469657853,35.448716556951695,36.2964583690125,37.144200228510726,37.991942134660576,38.992529542949796,39.993116421671175,40.99370381297945,41.99429075779926,42.99487816515352,44.00773444924482,45.0205910509585,46.03344732001949,47.04630378695333,48.05916010969452
145,56174.00581481812,56329.8049487253,56485.60415298153,56641.40354805589,56797.20273488478,56953.001888359024,56871.60143077265,56790.20110692099,56708.80061119464,56627.40031135454,56545.99983323904,56474.0000760792,56402.000396152434,56330.000754191715,56258.00104201259,56186.001294522444,56240.40181854458,56294.802453916884,56349.202960324095,56403.603625036,56458.00413424059
146,101.99999960789864,105.11046841263305,108.22093737204705,111.33140626665408,114.44187516739476,117.55234402288625,121.13707867839548,124.72181318124058,128.30654800672346,131.89128293425165,135.47601739977108,139.60732997942978,143.7386433614156,147.86995616540662,152.00127083448024,156.13258287769713,160.89381631640572,165.65504484471603,170.41627535916632,175.1775035335886,179.93873681582045
147,237267.00042315596,240790.396027904,244313.79158380226,247837.18635477906,251360.58192185842,254883.9775775929,257520.18436004274,260156.3917924735,262792.5982904492,265428.80573224963,268065.0125917403,271004.8176230153,273944.62219688506,276884.4274683492,279824.232010899,282764.0370781197,285464.6253956574,288165.2139815825,290865.802163704,293566.3909247269,296266.9791241904
148,8703.722850009799,8720.894157584757,8738.06556886807,8755.236943140626,8772.408376567066,8789.579688701779,8871.514903817326,8953.450276765972,9035.385497201234,9117.32077198103,9199.256027985364,9296.261888675392,9393.26751529798,9490.273301575333,9587.278998143971,9684.28481585905,9818.267586257309,9952.250273540616,10086.233051337302,10220.215782489628,10354.198541443795
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,57522.000147146304,57840.9998567123,58159.9991344906,58478.99924475953,58797.99856732234,59116.99829356553,58420.798677502324,57724.59915129544,57028.39910840662,56332.199722230616,55635.9999942052,55616.399012190224,55596.79846166725,55577.197435111295,55557.59677008826,55537.99592411622,55599.795878865225,55661.59597049909,55723.39628322684,55785.19611357303,55846.996187982084
152,174613.95748663918,175676.7658790967,176739.57465575542,177802.38264162722,178865.19142899988,179927.99981741916,181148.20466609154,182368.4098869289,183588.6145396269,184808.81970782965,186029.02459521708,187468.81673841516,188908.60928488345,190348.40163892732,191788.19421519796,193227.98633288522,194412.78581149568,195597.58508157296,196782.3852143518,197967.18454924913,199151.9837074697
153,17826.004164450012,18140.604187539975,18455.20418349143,18769.804107871212,19084.404124583714,19399.004140673856,19576.0039595227,19753.003665197222,19930.00352869344,20107.00323905857,20284.003031994296,20393.803109526973,20503.603252658402,20613.403296863,20723.203345051217,20833.003497820322,20956.002421230827,21079.001295742702,21202.000295471484,21324.999157755094,21447.998083451064
154,1899.999680066714,1857.1997904297023,1814.3998963283666,1771.5999968232936,1728.8001017133356,1686.0002132949594,1673.000278079795,1660.0003420155263,1647.0004138961085,1634.0004827650555,1621.000546856987,1618.8003166300477,1616.6000871009019,1614.3998514350387,1612.199623558874,1609.9993945465103,1612.1995571321168,1614.3997282654163,1616.5998793938925,1618.8000474500877,1621.0002143942984
155,97898.02892298126,98490.03029706964,99082.03125165371,99674.03297984076,100266.03393154891,100858.03530857281,101475.8355581291,102093.63566429868,102711.4355790483,103329.23565727074,103947.03593408126,104391.63784006261,104836.23982287243,105280.84149206056,105725.44344538101,106170.04535864905,107088.23051236797,108006.41524940706,108924.60105197775,109842.78577854877,110760.97093086326
156,1552.0001941173332,1483.60008991643,1415.199991614525,1346.7998987756991,1278.399790385707,1209.9996913033538,1194.9998209727783,1179.999943165487,1165.0000661983058,1150.0001858876194,1135.0003169279507,1158.0003322492475,1181.0003489004157,1204.000367226101,1227.0003799526758,1250.0003967585008,1271.4002609590461,1292.800137154968,1314.19999314317,1335.59986674629,1356.9997335694397
157,53.86440908908844,51.2734500169754,48.68249100446701,46.09152811765671,43.500569105148315,40.90961003303528,38.903023451566696,36.89643305540085,34.889846444129944,32.88325986266136,30.876671373844147,29.202332019805908,27.527994573116302,25.853655219078064,24.179315894842148,22.504978448152542,21.20967271924019,19.914366975426674,18.61906124651432,17.32375741004944,16.02845072746277
158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,14497.000865494367,14446.800326519646,14396.59980536648,14346.399245179957,14296.19871592056,14245.998185528908,14109.79743150738,13973.596655232832,13837.39580022986,13701.195014239755,13564.994264271343,13482.195223191753,13399.396199352574,13316.597149155336,13233.798133303178,13150.999088289682,13138.7989456621,13126.598804259906,13114.398538299138,13102.198396062478,13089.99825438857
162,3712412.6207181667,3766631.7709765136,3820850.927194168,3875070.075144002,3929289.2306047603,3983508.3813322494,4029710.764828993,4075913.1503056716,4122115.530200152,4168317.916432488,4214520.299387193,4246356.183744479,4278192.066931971,4310027.948274634,4341863.831236845,4373699.7158044055,4413638.13353962,4453576.548489939,4493514.966354291,4533453.380647435,4573391.799160141
163,94724390.55344206,95483191.02131855,96241991.47520292,97000791.90962978,97759592.37263544,98518392.83407786,99270650.80992143,100022908.75048009,100775166.70603919,101527424.65155262,102279682.62462023,102865887.56457104,103452092.48962776,104038297.41406432,104624502.33840814,105210707.2811022,105739006.00009558,106267304.71471286,106795603.4799835,107323902.19445351,107852200.91248772
164,201017.75891164225,206870.1634375538,212722.56731584412,218574.97076582792,224427.37478648766,230279.77922764607,236509.22598076938,242738.6727137376,248968.11852407746,255197.56483463757,261427.01158832503,267539.7943511716,273652.5769087763,279765.3591526018,285878.14201619115,291990.9242677151,298236.64885707246,304482.3742608329,310728.0991701387,316973.8245320455,323219.5493037191
166,2600094.454729419,2615653.148508327,2631211.8514661193,2646770.545301592,2662329.2480071373,2677887.941930527,2690560.9933402035,2703234.0436675865,2715907.087183114,2728580.13699146,2741253.188658271,2751669.5535534695,2762085.9121194948,2772502.267094478,2782918.6265350226,2793334.9906460624,2802690.033562394,2812045.067875361,2821400.1156060304,2830755.1498837117,2840110.1928143483
167,638964.8414470674,638323.306113197,637681.7721759488,637040.2367369307,636398.7027890794,635757.1675382771,636863.8529390494,637970.5380224478,639077.2199681472,640183.9050555906,641290.590415962,642798.9339102197,644307.2804217163,645815.6256170708,647323.9719076462,648832.3155076331,651262.726028501,653693.1378640898,656123.5492485102,658553.9611327938,660984.3716407099
168,410762.13690007594,412793.30198694085,414824.4669365051,416855.6329744968,418886.7980870075,420917.9631404362,425496.15063450264,430074.3381048428,434652.5272008169,439230.7148021435,443808.90230464726,448174.38657883386,452539.86868189723,456905.35234012955,461270.8353122857,465636.31936897855,469519.3486067806,473402.37829248863,477285.40897458326,481168.4383122543,485051.46759336255
169,123213.93566815798,127910.52065947936,132607.10615111873,137303.69235163092,142000.27748139767,146696.86269689232,149358.01731757523,152019.1708647339,154680.32674897977,157341.4803003373,160002.63489843477,162709.81264322757,165416.9899371886,168124.16616125306,170831.34348888538,173538.52120199663,175742.0264901972,177945.53156104012,180149.0374311345,182352.54247991773,184556.047779083
171,59589598.38666322,60515129.033775665,61440659.6518518,62366190.27129361,63291720.890814304,64217251.54002118,64967005.43862939,65716759.40620866,66466513.30861611,67216267.2606212,67966021.16405104,68650083.12888098,69334145.0624911,70018207.06594028,70702268.98671259,71386330.96030016,71990154.01060319,72593977.08863808,73197800.19993626,73801623.28675142,74405446.33435333
172,15151010.171335336,15351782.153589316,15552554.113998009,15753326.111369943,15954098.07664964,16154870.057914373,16362165.134741742,16569460.213717753,16776755.268482268,16984050.33956305,17191345.421150997,17416702.317388766,17642059.22801836,17867416.06765601,18092772.974295333,18318129.884209916,18544741.4275051,18771353.060365327,18997964.632300843,19224576.29803297,19451187.837868907
173,2350628.4993277183,2356025.2160030743,2361421.9398543565,2366818.6561635197,2372215.3783756346,2377612.0957715968,2388780.141968373,2399948.1908910368,2411116.2479758887,2422284.2977459147,2433452.343400024,2445568.5815891447,2457684.811643069,2469801.041971192,2481917.271257623,2494033.509498532,2506948.122242787,2519862.744512389,2532777.354738438,2545691.977731727,2558606.59045056
174,2844659.5762052727,2860602.370308533,2876545.1630723607,2892487.950658341,2908430.743174001,2924373.5375979706,2946031.1626154557,2967688.791903313,2989346.424401041,3011004.053288892,3032661.678530029,3056013.2577057304,3079364.8241231693,3102716.410626601,3126067.976182544,3149419.5556726833,3166564.817390116,3183710.0842174543,3200855.342886798,3218000.6093292157,3235145.8711787616
175,5130035.481596781,5145624.927477889,5161214.36880643,5176803.8140207585,5192393.255226009,5207982.700942844,5233776.857910609,5259571.010118416,5285365.163685579,5311159.315948132,5336953.472542807,5359824.703382235,5382695.926147462,5405567.152074562,5428438.374830656,5451309.604900766,5472020.208017362,5492730.806688328,5513441.417548632,5534152.016056145,5554862.61916941
176,7740979.772246715,7734786.915156044,7728594.066348945,7722401.204056597,7716208.35478351,7710015.498105692,7700089.792969915,7690164.083614748,7680238.372927547,7670312.663899747,7660386.958587866,7670118.2466867855,7679849.53642784,7689580.832529933,7699312.121842479,7709043.410204517,7707726.926095628,7706410.467895545,7705093.969239787,7703777.510974081,7702461.026979915
177,11106584.038066057,11177644.07882545,11248704.141970787,11319764.180927392,11390824.243249634,11461884.284553822,11514799.631628906,11567714.97689777,11620630.30742465,11673545.651420256,11726461.000059905,11779425.40443299,11832389.810184777,11885354.221596748,11938318.627452455,11991283.031866325,12040549.729848918,12089816.417493924,12139083.137794739,12188349.822914178,12237616.522881605
178,3333543.59886842,3339732.378449804,3345921.1557956655,3352109.953609912,3358298.730913708,3364487.510607931,3372897.738956512,3381307.9664619183,3389718.187517458,3398128.4147338457,3406538.6431533075,3413247.7559577497,3419956.875902245,3426666.018504517,3433375.1384960706,3440084.251432675,3441499.358659178,3442914.464917508,3444329.567759076,3445744.671851425,3447159.780108262
179,15097711.765525037,15219889.585786056,15342067.391242051,15464245.203346903,15586423.009590298,15708600.828460693,15826691.396561593,15944781.969272733,16062872.54624501,16180963.119384442,16299053.687744422,16404854.169493582,16510654.64789987,16616455.131645741,16722255.609771404,16828056.092039224,16930383.116639383,17032710.14207426,17135037.151062876,17237364.17563374,17339691.20145387
180,40727190.765740074,40906645.56692821,41086100.391517766,41265555.19495389,41445010.025823325,41624464.82143065,41965282.58725655,42306100.35560094,42646918.12534571,42987735.89973956,43328553.66242068,43600018.77286799,43871483.87466908,44142948.989156574,44414414.08903436,44685879.20160283,44956250.66524728,45226622.1359062,45496993.61759975,45767365.092314586,46037736.55443828
181,3306997.977177009,3366600.153113558,3426202.3284544777,3485804.4978454076,3545406.671595753,3605008.8478826927,3672975.727095059,3740942.602931573,3808909.4809045824,3876876.358659323,3944843.236242126,3954070.044348986,3963296.848108833,3972523.6491034864,3981750.45224618,3990977.2609932898,4019370.1273158914,4047763.0011946205,4076155.8701935774,4104548.7410764173,4132941.607915213
182,21013419.240150012,21354358.086775783,21695296.93106682,22036235.78383329,22377174.62068635,22718113.471678976,23025235.298998147,23332357.14247854,23639478.945819415,23946600.7908832,24253722.617206022,24226979.481962334,24200236.394737702,24173493.287025154,24146750.19845386,24120007.064177163,24151181.846831046,24182356.63561494,24213531.418112155,24244706.207744993,24275880.988256264
