"rgn_id","year","fis_catch"
1,2005,189.42234122
1,2006,195.3145543
1,2007,201.1132304204
1,2008,174.6536438
1,2009,166.41347259
1,2010,164.19383438
1,2011,169.09615737
1,2012,170.11396207
1,2013,167.34508477
1,2014,163.05165957
1,2015,173.71263272
1,2016,184.37362588
1,2017,195.03459793
1,2018,205.69557922
1,2019,205.00556275
2,2005,25.3847561543
2,2006,26.7579101907
2,2007,28.143545155
2,2008,29.6520387211
2,2009,30.8095167505
2,2010,29.994814381
2,2011,31.4143992506
2,2012,29.3853214368
2,2013,30.4287177776
2,2014,37.561787844
2,2015,26.86127118
2,2016,26.14919712
2,2017,25.44778794
2,2018,24.75703778
2,2019,22.6540556
3,2005,108.8258296599
3,2006,24.9964337654
3,2007,73.7085493819
3,2008,16.130643722
3,2009,26.399610498
3,2010,416.880039207
3,2011,414.4924495026
3,2012,371.1889914371
3,2013,274.2672441422
3,2014,268.75835757
3,2015,37.75419428
3,2016,19.206142678
3,2017,16.056007272
3,2018,13.96172371
3,2019,7.0218807
4,2005,55.71213
4,2006,248.7209227
4,2007,321.2556081
4,2008,389.7396673
4,2009,516.5680132
4,2010,263.670101
4,2011,314.3047311
4,2012,302.8318917
4,2013,368.6646246
4,2014,408.6405225
4,2015,324.2868245
4,2016,434.112865
4,2017,434.112865
4,2018,434.112865
4,2019,434.112865
5,2005,9805.32592545
5,2006,10391.7110360345
5,2007,11257.04539945
5,2008,11215.58971882
5,2009,9863.49733216
5,2010,11458.549873851
5,2011,11437.39491638
5,2012,11450.78790362
5,2013,11466.74518156
5,2014,11489.26982557
5,2015,10949.66181513
5,2016,11097.92491972
5,2017,11280.2656232
5,2018,11358.486523786
5,2019,9814.0235046219
6,2005,18964.2066948184
6,2006,22216.185639636
6,2007,22122.5536358412
6,2008,32920.0212965691
6,2009,27941.055516097
6,2010,29718.5342348844
6,2011,22365.3789315758
6,2012,21591.2475681362
6,2013,18988.2502229984
6,2014,16894.1458032898
6,2015,17148.3551143101
6,2016,14030.4895933403
6,2017,28395.038988938
6,2018,16229.2809372873
6,2019,4855.7235357115
7,2005,167009.695348629
7,2006,177775.207108257
7,2007,170359.973544282
7,2008,212833.296916438
7,2009,188359.042165714
7,2010,238063.558870348
7,2011,236910.113266588
7,2012,125991.854918664
7,2013,159620.683608569
7,2014,119563.653842454
7,2015,155329.979096701
7,2016,180903.751887003
7,2017,219088.932711114
7,2018,144760.356680509
7,2019,25302.99038241
8,2005,7812.468204552
8,2006,10051.926264786
8,2007,12382.36429848
8,2008,18405.60508076
8,2009,10102.7398987075
8,2010,4112.5786566797
8,2011,3321.7762102468
8,2012,5465.451556761
8,2013,9865.2779381
8,2014,5532.11293728
8,2015,2798.4365399511
8,2016,4664.3451883501
8,2017,16727.171784181
8,2018,8938.326243542
8,2019,2167.6504431618
9,2005,329127.158632191
9,2006,289512.255377327
9,2007,291676.983007271
9,2008,191669.204750178
9,2009,272054.595095572
9,2010,235214.67236339
9,2011,192352.471394319
9,2012,255749.538311335
9,2013,277365.507881897
9,2014,181485.848014226
9,2015,188506.651184307
9,2016,266471.516698697
9,2017,252711.917177975
9,2018,355902.655575797
9,2019,5057.165738977
10,2005,60671.9638688349
10,2006,49301.7853749958
10,2007,76809.902434018
10,2008,67200.911017164
10,2009,53172.4886769258
10,2010,63415.159571929
10,2011,87371.5750222394
10,2012,55175.308941368
10,2013,120672.83748472
10,2014,151402.703269757
10,2015,71501.3251873929
10,2016,97191.8905393164
10,2017,64876.0831567236
10,2018,127637.70583157
10,2019,1189.1942119346
11,2005,45289.5020620148
11,2006,48938.9371983494
11,2007,28067.39272842
11,2008,36234.34508749
11,2009,36361.0832874584
11,2010,36696.3946200405
11,2011,35857.1929416402
11,2012,60523.82336656
11,2013,66215.3980271861
11,2014,142078.504656443
11,2015,65109.6516170534
11,2016,117533.231309792
11,2017,50514.3643749599
11,2018,82448.142309371
11,2019,5131.7434676398
12,2005,1.3554167662
12,2006,3.03155287854
12,2007,23.60298254768
12,2008,5.27764211711
12,2009,4.77788070635
12,2010,2.24833623635
