name,count,code,country,presence,origin,distribution_code
19855,33,AR,Argentina,Extant,Introduced,Introduced
19855,33,AU,Australia,Extant,Introduced,Introduced
19855,33,BE,Belgium,Extinct Post-1500,Native,Regionally Extinct
19855,33,BY,Belarus,Extant,Native,Native
19855,33,CA,Canada,Extant,Native,Native
19855,33,CH,Switzerland,Extinct Post-1500,Native,Regionally Extinct
19855,33,CL,Chile,Extant,Introduced,Introduced
19855,33,CN,China,Extant,Introduced,Introduced
19855,33,CZ,Czechia,Extinct Post-1500,Native,Regionally Extinct
19855,33,DE,Germany,Extant,Reintroduced,Reintroduced
19855,33,DK,Denmark,Extant,Native,Native
19855,33,EE,Estonia,Extant,Native,Native
19855,33,ES,Spain,Extant,Native,Native
19855,33,FI,Finland,Extant,Native,Native
19855,33,FO,Faroe Islands,Extant,Native,Native
19855,33,FR,France,Extant,Native,Native
19855,33,GB,United Kingdom of Great Britain and Northern Ireland,Extant,Native,Native
19855,33,GL,Greenland,Extant,Native,Native
19855,33,IE,Ireland,Extant,Native,Native
19855,33,IM,Isle of Man,Extant,Native,Native
19855,33,IS,Iceland,Extant,Native,Native
19855,33,KP,"Korea, Democratic People's Republic of",Extant,Introduced,Introduced
19855,33,LT,Lithuania,Extant,Native,Native
19855,33,LV,Latvia,Extant,Native,Native
19855,33,NL,Netherlands,Extinct Post-1500,Native,Regionally Extinct
19855,33,NO,Norway,Extant,Native,Native
19855,33,PL,Poland,Extinct Post-1500,Native,Regionally Extinct
19855,33,PT,Portugal,Extant,Native,Native
19855,33,RU,Russian Federation,Extant,Native,Native
19855,33,SE,Sweden,Extant,Native,Native
19855,33,SK,Slovakia,Extinct Post-1500,Native,Regionally Extinct
19855,33,TF,French Southern Territories,Extant,Introduced,Introduced
19855,33,US,United States of America,Extant,Native,Native
