name,year,assess_year,code,category
15421,2017,2017,DD,Data Deficient
15421,2013,2008,DD,Data Deficient
15421,2008,2008,DD,Data Deficient
15421,1996,1996,LR/cd,Lower Risk/conservation dependent
15421,1994,1994,K,Insufficiently Known
