iso3c,production,reported_by_fao,year,nutrient,nearest,country_application,method,gapfilled
ATG,1300.8822555541992,Yes,2015,K2O,ATG,2.82,none,0
MSR,597.2594909667969,No,2015,K2O,3.72,3.72,nearest use,1
FSM,377.7010202407837,No,2015,K2O,3.72,3.72,nearest use,1
NIU,365.32257080078125,No,2015,K2O,3.72,3.72,nearest use,1
KIR,362.8517019748688,No,2015,K2O,3.72,3.72,nearest use,1
PSE,259.6483723522413,No,2015,K2O,3.72,3.72,nearest use,1
KNA,254.51612854003903,Yes,2015,K2O,KNA,3.72,none,0
VGB,169.47203826904297,No,2015,K2O,3.72,3.72,nearest use,1
AND,124.50000250339507,No,2015,K2O,30.5,30.5,nearest use,1
ESH,124.03519773483276,No,2015,K2O,30.5,30.5,nearest use,1
WLF,74.63145104050636,No,2015,K2O,30.5,30.5,nearest use,1
SYC,51.590001583099365,Yes,2015,K2O,SYC,30.5,none,0
CYM,18.799999237060547,No,2015,K2O,21.82,21.82,nearest use,1
HKG,7.1721498655297875,No,2015,K2O,21.82,21.1654,nearest use,1
ABW,0,No,2015,K2O,21.82,21.82,nearest use,1
AIA,0,No,2015,K2O,21.82,21.82,nearest use,1
ASM,0,No,2015,K2O,21.82,21.82,nearest use,1
BES,0,No,2015,K2O,21.82,21.82,nearest use,1
BLM,0,No,2015,K2O,21.82,21.82,nearest use,1
CCK,0,No,2015,K2O,21.82,21.82,nearest use,1
COK,0,Yes,2015,K2O,COK,21.82,none,0
COM,0,No,2015,K2O,21.82,21.82,nearest use,1
CPV,0,No,2015,K2O,21.82,21.82,nearest use,1
CUW,0,No,2015,K2O,21.82,21.82,nearest use,1
FLK,0,No,2015,K2O,21.82,21.82,nearest use,1
FRO,0,No,2015,K2O,21.82,18.72156,nearest use,1
GIB,0,No,2015,K2O,21.82,18.72156,nearest use,1
GRL,0,No,2015,K2O,21.82,21.82,nearest use,1
IMN,0,No,2015,K2O,21.82,21.82,nearest use,1
IOT,0,No,2015,K2O,21.82,21.82,nearest use,1
LIE,0,No,2015,K2O,21.82,21.82,nearest use,1
MAC,0,No,2015,K2O,21.82,21.1654,nearest use,1
MAF,0,No,2015,K2O,21.82,21.82,nearest use,1
MCO,0,No,2015,K2O,21.82,21.82,nearest use,1
MDV,0,Yes,2015,K2O,MDV,9.36,none,0
MHL,0,No,2015,K2O,21.82,21.82,nearest use,1
MNP,0,No,2015,K2O,21.82,21.82,nearest use,1
MYT,0,No,2015,K2O,21.82,21.82,nearest use,1
NFK,0,No,2015,K2O,21.82,21.82,nearest use,1
NRU,0,Yes,2015,K2O,NRU,0,none,0
PCN,0,No,2015,K2O,21.82,21.82,nearest use,1
PLW,0,No,2015,K2O,21.82,21.82,nearest use,1
REU,0,No,2015,K2O,21.82,21.82,nearest use,1
SHN,0,No,2015,K2O,21.82,21.82,nearest use,1
SJM,0,No,2015,K2O,21.82,18.72156,nearest use,1
SMR,0,No,2015,K2O,21.82,21.82,nearest use,1
SPM,0,No,2015,K2O,21.82,21.82,nearest use,1
SXM,0,No,2015,K2O,21.82,21.82,nearest use,1
TCA,0,No,2015,K2O,21.82,21.82,nearest use,1
TKL,0,No,2015,K2O,21.82,21.82,nearest use,1
TUV,0,No,2015,K2O,21.82,21.82,nearest use,1
VIR,0,No,2015,K2O,21.82,21.82,nearest use,1
WSM,0,Yes,2015,K2O,WSM,1.73,none,0
CHN,2267414909.013471,Yes,2016,K2O,CHN,11280506.3406,none,0
USA,1685696968.1634908,Yes,2016,K2O,USA,4192165.25548,none,0
IND,1298334009.3600392,Yes,2016,K2O,IND,2508300,none,0
RUS,393538249.3994526,Yes,2016,K2O,RUS,309000.744,none,0
DEU,370973013.91670436,Yes,2016,K2O,DEU,369008.64,none,0
IDN,342701278.9558128,Yes,2016,K2O,IDN,1642053.64,none,0
FRA,331406239.8252842,Yes,2016,K2O,FRA,337413.648,none,0
PAK,305394562.04671705,Yes,2016,K2O,PAK,28954,none,0
AUS,294279917.9619316,Yes,2016,K2O,AUS,172118.01178,none,0
EGY,276096501.37281895,Yes,2016,K2O,EGY,76100,none,0
BRA,265053819.25387812,Yes,2016,K2O,BRA,5604306.15636,none,0
THA,250650979.07415372,Yes,2016,K2O,THA,568806.26,none,0
MEX,244714768.83693212,Yes,2016,K2O,MEX,192319.79,none,0
CAN,213816256.9340958,Yes,2016,K2O,CAN,393000,none,0
ARG,200824807.52287441,Yes,2016,K2O,ARG,39753,none,0
VNM,175531253.24923196,Yes,2016,K2O,VNM,598959.74,none,0
UKR,169486497.68667194,Yes,2016,K2O,UKR,239570.8,none,0
IRN,129910329.12320079,Yes,2016,K2O,IRN,34112.3755,none,0
ITA,127819881.1273082,Yes,2016,K2O,ITA,99244.86,none,0
ESP,124586547.10772365,Yes,2016,K2O,ESP,325188.006,none,0
PHL,122448932.7718554,Yes,2016,K2O,PHL,162480.29,none,0
BGD,117668736.34127656,Yes,2016,K2O,BGD,436200,none,0
MYS,113914676.43505079,Yes,2016,K2O,MYS,951021.18,none,0
GBR,109019734.02652495,Yes,2016,K2O,GBR,231660,none,0
POL,107416258.81941463,Yes,2016,K2O,POL,476876.4,none,0
JPN,100319549.95629139,Yes,2016,K2O,JPN,257299.9,none,0
COL,79846359.37517765,Yes,2016,K2O,COL,426804.37,none,0
TUR,76049183.09535167,Yes,2016,K2O,TUR,118311,none,0
NLD,70788056.33485001,Yes,2016,K2O,NLD,52418.652,none,0
ROU,67355533.9592786,Yes,2016,K2O,ROU,37431.108,none,0
UZB,66272017.93972518,Yes,2016,K2O,UZB,75600.72,none,0
GTM,56733102.49160689,Yes,2016,K2O,GTM,54605.57,none,0
ZAF,56112834.05497494,Yes,2016,K2O,ZAF,120250,none,0
PER,51883022.74158923,Yes,2016,K2O,PER,70952.7,none,0
MMR,47367605.74191096,Yes,2016,K2O,MMR,24659.84,none,0
BLR,47182114.28745654,Yes,2016,K2O,BLR,377946.675,none,0
DNK,44849307.75908263,Yes,2016,K2O,DNK,49319.556,none,0
MAR,44230673.90954738,Yes,2016,K2O,MAR,62187.86,none,0
PRY,40807672.72664807,Yes,2016,K2O,PRY,186420.07,none,0
BEL,37881620.430979386,Yes,2016,K2O,BEL,51336.714,none,0
SWE,37143224.497521594,Yes,2016,K2O,SWE,30096.066,none,0
ECU,36358870.95008872,Yes,2016,K2O,ECU,99682.07,none,0
CHL,35358705.215926774,Yes,2016,K2O,CHL,83300,none,0
HUN,33193416.77833699,Yes,2016,K2O,HUN,84664.008,none,0
KOR,33154489.12534804,Yes,2016,K2O,KOR,143398.1,none,0
DZA,32143603.141003493,Yes,2016,K2O,DZA,26700,none,0
GRC,31918293.246788524,Yes,2016,K2O,GRC,37636.17,none,0
KAZ,29929723.955679696,Yes,2016,K2O,KAZ,2269.08,none,0
CZE,29788124.38627481,Yes,2016,K2O,CZE,32227.338,none,0
PRT,28506095.278970405,Yes,2016,K2O,PRT,27448.14072,none,0
NPL,26876323.37709631,Yes,2016,K2O,NPL,5303.5,none,0
CUB,26294904.08919849,Yes,2016,K2O,CUB,31101.12,none,0
GHA,24756986.966226343,Yes,2016,K2O,GHA,31200,none,0
SRB,22487966.389169283,Yes,2016,K2O,SRB,47465.0671071565,none,0
NGA,22359247.217234705,Yes,2016,K2O,NGA,38226.34,none,0
ETH,22181941.102866244,Yes,2016,K2O,ETH,323.98,none,0
LVA,20371689.546484135,Yes,2016,K2O,LVA,26141.544,none,0
SDN,19222229.623063345,Yes,2016,K2O,SDN,2998.44,none,0
TZA,19013640.007680494,Yes,2016,K2O,TZA,7952.89,none,0
AUT,18718651.40663913,Yes,2016,K2O,AUT,27109.37658,none,0
NIC,17610256.38688291,Yes,2016,K2O,NIC,13930.54,none,0
PRK,17014139.914172295,No,2016,K2O,13930.54,13930.54,nearest use,1
VEN,15907817.17073627,Yes,2016,K2O,VEN,135800,none,0
TWN,15451483.585332446,Yes,2016,K2O,TWN,121340.61,none,0
AZE,14907447.192262892,Yes,2016,K2O,AZE,1300,none,0
CHE,14525092.945975028,Yes,2016,K2O,CHE,17635.35,none,0
FIN,14055662.784255108,Yes,2016,K2O,FIN,28201.602,none,0
NZL,13942387.220853884,Yes,2016,K2O,NZL,20745.621199999994,none,0
KGZ,13692151.529250788,Yes,2016,K2O,KGZ,240.6,none,0
CMR,13637400.23891997,Yes,2016,K2O,CMR,14948.54,none,0
KHM,13595715.82186319,Yes,2016,K2O,KHM,4326.83,none,0
CIV,12955457.408819854,Yes,2016,K2O,CIV,53943.08,none,0
HND,12780212.949240863,Yes,2016,K2O,HND,36674.82,none,0
SAU,12683449.049103377,Yes,2016,K2O,SAU,19600,none,0
MLI,12463161.338653237,Yes,2016,K2O,MLI,37154.02,none,0
LTU,12354101.599334715,Yes,2016,K2O,LTU,61272.354,none,0
TUN,12035264.377723213,Yes,2016,K2O,TUN,14300,none,0
MDG,11867310.836907458,Yes,2016,K2O,MDG,4317.86,none,0
LAO,11740312.049463883,No,2016,K2O,4317.86,4317.86,nearest use,1
AGO,11316164.06115643,Yes,2016,K2O,AGO,8151.21,none,0
SVK,11271125.355770351,Yes,2016,K2O,SVK,16189.602,none,0
LKA,11254375.594190333,Yes,2016,K2O,LKA,18829.73,none,0
AFG,11103174.046912694,Yes,2016,K2O,AFG,71.73,none,0
KEN,10772148.531103551,Yes,2016,K2O,KEN,26637.93,none,0
NOR,10740117.096851815,Yes,2016,K2O,NOR,41223,none,0
TKM,10726360.416745638,No,2016,K2O,41223,41223,nearest use,1
SYR,10559246.660225878,Yes,2016,K2O,SYR,1522.34,none,0
ISR,10317064.779519146,Yes,2016,K2O,ISR,30200,none,0
DOM,10152260.896133812,Yes,2016,K2O,DOM,43728.59,none,0
TJK,9741323.549771942,Yes,2016,K2O,TJK,294.5,none,0
YEM,9554599.044593014,Yes,2016,K2O,YEM,862.31,none,0
SWZ,9477485.681020593,No,2016,K2O,862.31,862.31,nearest use,1
IRL,9129797.634830145,Yes,2016,K2O,IRL,120998.64348,none,0
MWI,8903642.548293917,Yes,2016,K2O,MWI,10543.47,none,0
SLV,8782144.894177927,Yes,2016,K2O,SLV,9640.25,none,0
BOL,8670978.747869343,Yes,2016,K2O,BOL,3326.78,none,0
MDA,8538527.205399537,Yes,2016,K2O,MDA,9777.38,none,0
BGR,7926581.878972925,Yes,2016,K2O,BGR,29182.296000000002,none,0
URY,7816526.595472928,Yes,2016,K2O,URY,43632.42,none,0
EST,7745325.367166781,Yes,2016,K2O,EST,9359.922,none,0
IRQ,7661246.997111124,Yes,2016,K2O,IRQ,1762.71,none,0
HRV,7451541.9081978705,Yes,2016,K2O,HRV,15853.266,none,0
ZMB,7340673.0285031125,Yes,2016,K2O,ZMB,16719.59,none,0
ZWE,7083056.152574739,Yes,2016,K2O,ZWE,33200,none,0
CRI,6996794.074496098,Yes,2016,K2O,CRI,40042.17,none,0
COD,6643288.819602948,Yes,2016,K2O,COD,4788.09,none,0
BEN,6277503.905782782,Yes,2016,K2O,BEN,6823.53,none,0
UGA,6191792.702472046,Yes,2016,K2O,UGA,2245.12,none,0
ALB,6057152.999387405,Yes,2016,K2O,ALB,803.5,none,0
MOZ,5544543.034773104,Yes,2016,K2O,MOZ,4184.79,none,0
NER,5324185.605239309,Yes,2016,K2O,NER,159.68,none,0
PNG,5249871.930766702,Yes,2016,K2O,PNG,10698.61,none,0
ARM,5225264.465244473,Yes,2016,K2O,ARM,914.7,none,0
GUY,4954922.981898397,Yes,2016,K2O,GUY,1084.81,none,0
SEN,4899747.942125075,Yes,2016,K2O,SEN,18444.25,none,0
HTI,4721179.39972458,No,2016,K2O,18444.25,18444.25,nearest use,1
BIH,4210665.446934637,Yes,2016,K2O,BIH,12578.77,none,0
BFA,3923855.232149631,Yes,2016,K2O,BFA,32609.24,none,0
JOR,3895682.771797947,Yes,2016,K2O,JOR,3622,none,0
LBN,3502117.49785091,Yes,2016,K2O,LBN,7906.57,none,0
MUS,3487113.817627549,Yes,2016,K2O,MUS,7136.29,none,0
ARE,3460651.270073656,Yes,2016,K2O,ARE,12230.96,none,0
LBY,3425715.4297097246,Yes,2016,K2O,LBY,514.17,none,0
PAN,3267217.61708053,Yes,2016,K2O,PAN,8422.38,none,0
BDI,2748742.92866233,Yes,2016,K2O,BDI,4273.31,none,0
SVN,2525702.7958724904,Yes,2016,K2O,SVN,9743.448,none,0
RWA,2396067.7596552595,Yes,2016,K2O,RWA,2027.15,none,0
OMN,2233642.493901007,Yes,2016,K2O,OMN,13210.99,none,0
GIN,2037378.3660401627,Yes,2016,K2O,GIN,40,none,0
JAM,1927771.3420681953,Yes,2016,K2O,JAM,1239.39,none,0
GEO,1714112.967168633,Yes,2016,K2O,GEO,2406.06,none,0
MKD,1678187.252377656,Yes,2016,K2O,MKD,4532.2,none,0
TCD,1631199.0443771405,No,2016,K2O,4532.2,4532.2,nearest use,1
XKO,1505488.8990551075,Yes,2016,K2O,XKO,2422.4028928435,none,0
LUX,1461422.4844591722,Yes,2016,K2O,LUX,1166.022,none,0
MNE,1338660.950568848,Yes,2016,K2O,MNE,622.3,none,0
TGO,1158866.0873362347,Yes,2016,K2O,TGO,14729.92,none,0
SOM,1038368.1028475016,No,2016,K2O,3301.61,3301.61,nearest use,1
CYP,1030471.4808870537,Yes,2016,K2O,CYP,2832.7813800000004,none,0
SLE,1028081.6690776274,No,2016,K2O,3301.61,3301.61,nearest use,1
FJI,1011223.8870821148,Yes,2016,K2O,FJI,1232.02,none,0
SUR,878341.9295825958,Yes,2016,K2O,SUR,902.5,none,0
COG,817013.5914447829,Yes,2016,K2O,COG,589.94,none,0
MNG,708403.239158292,Yes,2016,K2O,MNG,1278.58,none,0
GNB,582822.1520262472,No,2016,K2O,3233.94,3233.94,nearest use,1
GAB,472134.8084433824,Yes,2016,K2O,GAB,3233.94,none,0
MRT,465262.4154650011,No,2016,K2O,3233.94,3233.94,nearest use,1
LBR,403184.49088207074,No,2016,K2O,2100,2100,nearest use,1
QAT,368794.1200319603,Yes,2016,K2O,QAT,2100,none,0
TLS,345131.65923787653,No,2016,K2O,4251.99,4251.99,nearest use,1
KWT,329516.8733068891,Yes,2016,K2O,KWT,4251.99,none,0
CAF,311807.46240679733,Yes,2016,K2O,CAF,113.74,none,0
BTN,211961.66956338336,Yes,2016,K2O,BTN,221.54,none,0
GMB,164120.41320878267,Yes,2016,K2O,GMB,51.79,none,0
ERI,157223.43264709655,Yes,2016,K2O,ERI,0.69,none,0
XMI,147685.73278356518,Yes,2016,K2O,XMI,0,none,0
SSD,121669.49473145345,No,2016,K2O,0,0,nearest use,1
CXR,112599.20039215684,No,2016,K2O,6816.58,6816.58,nearest use,1
ALA,90919.16266685673,No,2016,K2O,6816.58,5848.62564,nearest use,1
LSO,88594.53884182841,No,2016,K2O,6816.58,6816.58,nearest use,1
BLZ,83628.44249719381,Yes,2016,K2O,BLZ,6816.58,none,0
BHR,81095.11913231015,Yes,2016,K2O,BHR,145.5,none,0
MLT,69660.46047009453,Yes,2016,K2O,MLT,127.73046000000001,none,0
"NAM",66674.56633578241,Yes,2016,K2O,"NAM",331.69,none,0
BRN,38542.701472287066,Yes,2016,K2O,BRN,234,none,0
TTO,36921.29870283604,Yes,2016,K2O,TTO,2100,none,0
GNQ,35972.30806827545,No,2016,K2O,2100,2100,nearest use,1
PRI,28662.257500866424,No,2016,K2O,723.4,723.4,nearest use,1
GUF,26967.58330526948,No,2016,K2O,723.4,723.4,nearest use,1
BWA,24817.926067456105,Yes,2016,K2O,BWA,723.4,none,0
GLP,23751.10955373943,No,2016,K2O,723.4,723.4,nearest use,1
DJI,22681.95148062706,No,2016,K2O,723.4,723.4,nearest use,1
GRD,21957.41449737549,No,2016,K2O,723.4,723.4,nearest use,1
SGP,20506.614683747295,No,2016,K2O,484.76,484.76,nearest use,1
SLB,17624.222730457783,No,2016,K2O,484.76,484.76,nearest use,1
MTQ,17572.376029849052,No,2016,K2O,484.76,484.76,nearest use,1
VUT,16904.80774780363,No,2016,K2O,484.76,484.76,nearest use,1
BHS,16526.3634185791,Yes,2016,K2O,BHS,484.76,none,0
ISL,8912.380160093307,Yes,2016,K2O,ISL,4292,none,0
NCL,7881.618533998728,Yes,2016,K2O,NCL,528,none,0
JEY,6522.582320484483,No,2016,K2O,178.59,178.59,nearest use,1
BRB,5771.393712043762,Yes,2016,K2O,BRB,178.59,none,0
GGY,5565.868829096662,Yes,2016,K2O,GGY,0,none,0
DMA,5268.732059001923,Yes,2016,K2O,DMA,186.85,none,0
LCA,3284.654992580414,Yes,2016,K2O,LCA,110.52,none,0
STP,2771.982379555702,No,2016,K2O,55.72,55.72,nearest use,1
TON,2357.369364261627,Yes,2016,K2O,TON,55.72,none,0
GUM,2163.8583984375,No,2016,K2O,55.72,55.72,nearest use,1
BMU,1939.9529418945312,Yes,2016,K2O,BMU,15.2,none,0
PYF,1880.0881591588259,Yes,2016,K2O,PYF,134,none,0
VCT,1753.1834526062012,No,2016,K2O,134,134,nearest use,1
ATG,1300.8822555541992,Yes,2016,K2O,ATG,5.03,none,0
MSR,597.2594909667969,No,2016,K2O,7.24,7.24,nearest use,1
FSM,377.7010202407837,No,2016,K2O,7.24,7.24,nearest use,1
NIU,365.32257080078125,No,2016,K2O,7.24,7.24,nearest use,1
KIR,362.8517019748688,No,2016,K2O,7.24,7.24,nearest use,1
PSE,259.6483723522413,No,2016,K2O,7.24,7.24,nearest use,1
KNA,254.51612854003903,Yes,2016,K2O,KNA,7.24,none,0
VGB,169.47203826904297,No,2016,K2O,7.24,7.24,nearest use,1
AND,124.50000250339507,No,2016,K2O,18.89,18.89,nearest use,1
ESH,124.03519773483276,No,2016,K2O,18.89,18.89,nearest use,1
WLF,74.63145104050636,No,2016,K2O,18.89,18.89,nearest use,1
SYC,51.590001583099365,Yes,2016,K2O,SYC,18.89,none,0
CYM,18.799999237060547,No,2016,K2O,8.88,8.88,nearest use,1
HKG,7.1721498655297875,No,2016,K2O,8.88,8.6136,nearest use,1
ABW,0,No,2016,K2O,8.88,8.88,nearest use,1
AIA,0,No,2016,K2O,8.88,8.88,nearest use,1
ASM,0,No,2016,K2O,8.88,8.88,nearest use,1
BES,0,No,2016,K2O,8.88,8.88,nearest use,1
BLM,0,No,2016,K2O,8.88,8.88,nearest use,1
CCK,0,No,2016,K2O,8.88,8.88,nearest use,1
COK,0,Yes,2016,K2O,COK,8.88,none,0
COM,0,No,2016,K2O,8.88,8.88,nearest use,1
CPV,0,No,2016,K2O,8.88,8.88,nearest use,1
CUW,0,No,2016,K2O,8.88,8.88,nearest use,1
FLK,0,No,2016,K2O,8.88,8.88,nearest use,1
FRO,0,No,2016,K2O,8.88,7.619040000000001,nearest use,1
GIB,0,No,2016,K2O,8.88,7.619040000000001,nearest use,1
GRL,0,No,2016,K2O,8.88,8.88,nearest use,1
IMN,0,No,2016,K2O,8.88,8.88,nearest use,1
IOT,0,No,2016,K2O,8.88,8.88,nearest use,1
LIE,0,No,2016,K2O,8.88,8.88,nearest use,1
MAC,0,No,2016,K2O,8.88,8.6136,nearest use,1
MAF,0,No,2016,K2O,8.88,8.88,nearest use,1
MCO,0,No,2016,K2O,8.88,8.88,nearest use,1
MDV,0,Yes,2016,K2O,MDV,15.45,none,0
MHL,0,No,2016,K2O,8.88,8.88,nearest use,1
MNP,0,No,2016,K2O,8.88,8.88,nearest use,1
MYT,0,No,2016,K2O,8.88,8.88,nearest use,1
NFK,0,No,2016,K2O,8.88,8.88,nearest use,1
NRU,0,Yes,2016,K2O,NRU,0,none,0
PCN,0,No,2016,K2O,8.88,8.88,nearest use,1
PLW,0,No,2016,K2O,8.88,8.88,nearest use,1
REU,0,No,2016,K2O,8.88,8.88,nearest use,1
SHN,0,No,2016,K2O,8.88,8.88,nearest use,1
SJM,0,No,2016,K2O,8.88,7.619040000000001,nearest use,1
SMR,0,No,2016,K2O,8.88,8.88,nearest use,1
SPM,0,No,2016,K2O,8.88,8.88,nearest use,1
SXM,0,No,2016,K2O,8.88,8.88,nearest use,1
TCA,0,No,2016,K2O,8.88,8.88,nearest use,1
TKL,0,No,2016,K2O,8.88,8.88,nearest use,1
TUV,0,No,2016,K2O,8.88,8.88,nearest use,1
VIR,0,No,2016,K2O,8.88,8.88,nearest use,1
WSM,0,Yes,2016,K2O,WSM,29.7,none,0
CHN,2267414909.013471,Yes,2017,K2O,CHN,10975867.1415,none,0
USA,1685696968.1634908,Yes,2017,K2O,USA,4244434.36916,none,0
IND,1298334009.3600392,Yes,2017,K2O,IND,2778800,none,0
RUS,393538249.3994526,Yes,2017,K2O,RUS,359903.412,none,0
DEU,370973013.91670436,Yes,2017,K2O,DEU,336027.12,none,0
IDN,342701278.9558128,Yes,2017,K2O,IDN,2087754.54,none,0
FRA,331406239.8252842,Yes,2017,K2O,FRA,397144.176,none,0
PAK,305394562.04671705,Yes,2017,K2O,PAK,54173,none,0
AUS,294279917.9619316,Yes,2017,K2O,AUS,184087.05206000002,none,0
EGY,276096501.37281895,Yes,2017,K2O,EGY,94000,none,0
BRA,265053819.25387812,Yes,2017,K2O,BRA,6231075.9486,none,0
THA,250650979.07415372,Yes,2017,K2O,THA,647574.15,none,0
MEX,244714768.83693212,Yes,2017,K2O,MEX,260221.01,none,0
CAN,213816256.9340958,Yes,2017,K2O,CAN,427000,none,0
ARG,200824807.52287441,Yes,2017,K2O,ARG,42132,none,0
VNM,175531253.24923196,Yes,2017,K2O,VNM,764285.52,none,0
UKR,169486497.68667194,Yes,2017,K2O,UKR,293353.2,none,0
IRN,129910329.12320079,Yes,2017,K2O,IRN,34112.3755,none,0
ITA,127819881.1273082,Yes,2017,K2O,ITA,98335.38,none,0
ESP,124586547.10772365,Yes,2017,K2O,ESP,334301.68200000003,none,0
PHL,122448932.7718554,Yes,2017,K2O,PHL,218623.8,none,0
BGD,117668736.34127656,Yes,2017,K2O,BGD,473400,none,0
MYS,113914676.43505079,Yes,2017,K2O,MYS,992153.93,none,0
GBR,109019734.02652495,Yes,2017,K2O,GBR,236808,none,0
POL,107416258.81941463,Yes,2017,K2O,POL,479707.8,none,0
JPN,100319549.95629139,Yes,2017,K2O,JPN,257584,none,0
COL,79846359.37517765,Yes,2017,K2O,COL,431107.27,none,0
TUR,76049183.09535167,Yes,2017,K2O,TUR,124945,none,0
NLD,70788056.33485001,Yes,2017,K2O,NLD,55000.374,none,0
ROU,67355533.9592786,Yes,2017,K2O,ROU,47412.222,none,0
UZB,66272017.93972518,Yes,2017,K2O,UZB,75600.72,none,0
GTM,56733102.49160689,Yes,2017,K2O,GTM,83189.16,none,0
ZAF,56112834.05497494,Yes,2017,K2O,ZAF,130735.8,none,0
PER,51883022.74158923,Yes,2017,K2O,PER,109112.5,none,0
MMR,47367605.74191096,Yes,2017,K2O,MMR,78522.63,none,0
BLR,47182114.28745654,Yes,2017,K2O,BLR,306552.4,none,0
DNK,44849307.75908263,Yes,2017,K2O,DNK,87615.99990000001,none,0
MAR,44230673.90954738,Yes,2017,K2O,MAR,99039.2,none,0
PRY,40807672.72664807,Yes,2017,K2O,PRY,195528.78,none,0
BEL,37881620.430979386,Yes,2017,K2O,BEL,51880.69458,none,0
SWE,37143224.497521594,Yes,2017,K2O,SWE,31566.678,none,0
ECU,36358870.95008872,Yes,2017,K2O,ECU,123455.57,none,0
CHL,35358705.215926774,Yes,2017,K2O,CHL,81770,none,0
HUN,33193416.77833699,Yes,2017,K2O,HUN,99563.178,none,0
KOR,33154489.12534804,Yes,2017,K2O,KOR,143526.15,none,0
DZA,32143603.141003493,Yes,2017,K2O,DZA,26700,none,0
GRC,31918293.246788524,Yes,2017,K2O,GRC,39196.014,none,0
KAZ,29929723.955679696,Yes,2017,K2O,KAZ,3655.34,none,0
CZE,29788124.38627481,Yes,2017,K2O,CZE,29126.526,none,0
PRT,28506095.278970405,Yes,2017,K2O,PRT,28564.338659999998,none,0
NPL,26876323.37709631,Yes,2017,K2O,NPL,6577,none,0
CUB,26294904.08919849,Yes,2017,K2O,CUB,32737.79,none,0
GHA,24756986.966226343,Yes,2017,K2O,GHA,47400,none,0
SRB,22487966.389169283,Yes,2017,K2O,SRB,48239.7983210935,none,0
NGA,22359247.217234705,Yes,2017,K2O,NGA,136200,none,0
ETH,22181941.102866244,Yes,2017,K2O,ETH,1057.43,none,0
LVA,20371689.546484135,Yes,2017,K2O,LVA,25888.434,none,0
SDN,19222229.623063345,Yes,2017,K2O,SDN,3894.48,none,0
TZA,19013640.007680494,Yes,2017,K2O,TZA,11037.68,none,0
AUT,18718651.40663913,Yes,2017,K2O,AUT,32683.991340000004,none,0
NIC,17610256.38688291,Yes,2017,K2O,NIC,28705.33,none,0
PRK,17014139.914172295,No,2017,K2O,28705.33,28705.33,nearest use,1
VEN,15907817.17073627,Yes,2017,K2O,VEN,76700,none,0
TWN,15451483.585332446,Yes,2017,K2O,TWN,112242.3,none,0
AZE,14907447.192262892,Yes,2017,K2O,AZE,3795,none,0
CHE,14525092.945975028,Yes,2017,K2O,CHE,17414.15,none,0
FIN,14055662.784255108,Yes,2017,K2O,FIN,28929.186,none,0
NZL,13942387.220853884,Yes,2017,K2O,NZL,23219.86959999999,none,0
KGZ,13692151.529250788,Yes,2017,K2O,KGZ,172.95,none,0
CMR,13637400.23891997,Yes,2017,K2O,CMR,24375.49,none,0
KHM,13595715.82186319,Yes,2017,K2O,KHM,2779.92,none,0
CIV,12955457.408819854,Yes,2017,K2O,CIV,60552.58,none,0
HND,12780212.949240863,Yes,2017,K2O,HND,43065.04,none,0
SAU,12683449.049103377,Yes,2017,K2O,SAU,27500,none,0
MLI,12463161.338653237,Yes,2017,K2O,MLI,20633.95,none,0
LTU,12354101.599334715,Yes,2017,K2O,LTU,65156.520000000004,none,0
TUN,12035264.377723213,Yes,2017,K2O,TUN,15200,none,0
MDG,11867310.836907458,Yes,2017,K2O,MDG,3637.91,none,0
LAO,11740312.049463883,No,2017,K2O,3637.91,3637.91,nearest use,1
AGO,11316164.06115643,Yes,2017,K2O,AGO,13642.31,none,0
SVK,11271125.355770351,Yes,2017,K2O,SVK,15166.600019999998,none,0
LKA,11254375.594190333,Yes,2017,K2O,LKA,25793.37,none,0
AFG,11103174.046912694,Yes,2017,K2O,AFG,31.48,none,0
KEN,10772148.531103551,Yes,2017,K2O,KEN,45155.23,none,0
NOR,10740117.096851815,Yes,2017,K2O,NOR,40314,none,0
TKM,10726360.416745638,No,2017,K2O,40314,40314,nearest use,1
SYR,10559246.660225878,Yes,2017,K2O,SYR,5395.23,none,0
ISR,10317064.779519146,Yes,2017,K2O,ISR,34751.61,none,0
DOM,10152260.896133812,Yes,2017,K2O,DOM,41729.65,none,0
TJK,9741323.549771942,Yes,2017,K2O,TJK,962.75,none,0
YEM,9554599.044593014,Yes,2017,K2O,YEM,677.48,none,0
SWZ,9477485.681020593,No,2017,K2O,677.48,677.48,nearest use,1
IRL,9129797.634830145,Yes,2017,K2O,IRL,136821.41616,none,0
MWI,8903642.548293917,Yes,2017,K2O,MWI,17517.9,none,0
SLV,8782144.894177927,Yes,2017,K2O,SLV,15089.81,none,0
BOL,8670978.747869343,Yes,2017,K2O,BOL,3420.85,none,0
MDA,8538527.205399537,Yes,2017,K2O,MDA,9641,none,0
BGR,7926581.878972925,Yes,2017,K2O,BGR,31667.922,none,0
URY,7816526.595472928,Yes,2017,K2O,URY,45361.34,none,0
EST,7745325.367166781,Yes,2017,K2O,EST,11214.06,none,0
IRQ,7661246.997111124,Yes,2017,K2O,IRQ,5231.4,none,0
HRV,7451541.9081978705,Yes,2017,K2O,HRV,35995.674,none,0
ZMB,7340673.0285031125,Yes,2017,K2O,ZMB,25768.55,none,0
ZWE,7083056.152574739,Yes,2017,K2O,ZWE,40000,none,0
CRI,6996794.074496098,Yes,2017,K2O,CRI,48866.2,none,0
