"rgn_id","habitat","km2","trend","variable","gapfill"
13,"saltmarsh",0.0896971205078647,-0.015,"trend",1
14,"saltmarsh",58.3673083084199,-0.015,"trend",1
16,"saltmarsh",13620.3889842638,-0.015,"trend",1
42,"saltmarsh",58.1040653032097,-0.015,"trend",1
54,"saltmarsh",76.950827264149,-0.015,"trend",1
59,"saltmarsh",3.6767821505276,-0.015,"trend",1
69,"saltmarsh",3.55461862272211,-0.015,"trend",1
70,"saltmarsh",39.6945824055201,-0.015,"trend",1
71,"saltmarsh",0.631411340067118,-0.015,"trend",1
72,"saltmarsh",54.7283049933894,-0.015,"trend",1
73,"saltmarsh",12408.2843227432,-0.015,"trend",1
76,"saltmarsh",256.29913200426,-0.015,"trend",1
81,"saltmarsh",19.6136878298001,-0.015,"trend",1
82,"saltmarsh",77.8237480196703,-0.015,"trend",1
102,"saltmarsh",62.2439012877101,-0.015,"trend",1
116,"saltmarsh",60.3211154227584,-0.015,"trend",1
135,"saltmarsh",2931.42001631665,-0.015,"trend",1
137,"saltmarsh",12.8695140969152,-0.015,"trend",1
138,"saltmarsh",328.408344573925,-0.015,"trend",1
143,"saltmarsh",33.9966480085317,-0.015,"trend",1
151,"saltmarsh",0.00373038159668818,-0.015,"trend",1
162,"saltmarsh",196.503957171651,-0.015,"trend",1
163,"saltmarsh",18855.2340400485,-0.015,"trend",1
171,"saltmarsh",72.5498058703382,-0.015,"trend",1
172,"saltmarsh",1316.46283202069,-0.015,"trend",1
173,"saltmarsh",47.0624097862033,-0.015,"trend",1
174,"saltmarsh",132.753069828417,-0.015,"trend",1
175,"saltmarsh",303.56531564485,-0.015,"trend",1
176,"saltmarsh",213.424978783909,-0.015,"trend",1
177,"saltmarsh",228.66583408805,-0.015,"trend",1
179,"saltmarsh",800.795175281072,-0.015,"trend",1
180,"saltmarsh",825.648028755955,-0.015,"trend",1
181,"saltmarsh",126.005378192606,-0.015,"trend",1
182,"saltmarsh",930.703969627436,-0.015,"trend",1
183,"saltmarsh",279.875094405734,-0.015,"trend",1
184,"saltmarsh",479.718970912921,-0.015,"trend",1
186,"saltmarsh",1.05091476361626,-0.015,"trend",1
187,"saltmarsh",6.0826179093133,-0.015,"trend",1
188,"saltmarsh",2.95633810600943,-0.015,"trend",1
207,"saltmarsh",3.08670597961368,-0.015,"trend",1
209,"saltmarsh",5472.62308542273,-0.015,"trend",1
218,"saltmarsh",1186.49512566673,-0.015,"trend",1
222,"saltmarsh",79.602859707307,-0.015,"trend",1
224,"saltmarsh",14.6143562543583,-0.015,"trend",1
5,"saltmarsh",0.112172830924511,-0.015,"trend",1
6,"saltmarsh",0.224345661849022,-0.015,"trend",1
15,"saltmarsh",0.224345661849022,-0.015,"trend",1
18,"saltmarsh",0.112172830924511,-0.015,"trend",1
20,"saltmarsh",0.336518492773533,-0.015,"trend",1
21,"saltmarsh",0.112172830924511,-0.015,"trend",1
40,"saltmarsh",1.12172830924511,-0.015,"trend",1
43,"saltmarsh",0.224345661849022,-0.015,"trend",1
44,"saltmarsh",0.112172830924511,-0.015,"trend",1
46,"saltmarsh",0.112172830924511,-0.015,"trend",1
47,"saltmarsh",0.112172830924511,-0.015,"trend",1
48,"saltmarsh",0.112172830924511,-0.015,"trend",1
49,"saltmarsh",0.112172830924511,-0.015,"trend",1
50,"saltmarsh",1.45824680201864,-0.015,"trend",1
51,"saltmarsh",0.560864154622555,-0.015,"trend",1
52,"saltmarsh",0.448691323698044,-0.015,"trend",1
53,"saltmarsh",0.224345661849022,-0.015,"trend",1
58,"saltmarsh",0.224345661849022,-0.015,"trend",1
61,"saltmarsh",0.224345661849022,-0.015,"trend",1
62,"saltmarsh",0.336518492773533,-0.015,"trend",1
63,"saltmarsh",0.112172830924511,-0.015,"trend",1
64,"saltmarsh",0.336518492773533,-0.015,"trend",1
65,"saltmarsh",0.224345661849022,-0.015,"trend",1
67,"saltmarsh",0.224345661849022,-0.015,"trend",1
68,"saltmarsh",0.112172830924511,-0.015,"trend",1
74,"saltmarsh",0.224345661849022,-0.015,"trend",1
75,"saltmarsh",0.448691323698044,-0.015,"trend",1
80,"saltmarsh",9.31034496673441,-0.015,"trend",1
84,"saltmarsh",0.224345661849022,-0.015,"trend",1
101,"saltmarsh",0.448691323698044,-0.015,"trend",1
106,"saltmarsh",0.224345661849022,-0.015,"trend",1
110,"saltmarsh",0.112172830924511,-0.015,"trend",1
112,"saltmarsh",0.336518492773533,-0.015,"trend",1
120,"saltmarsh",0.112172830924511,-0.015,"trend",1
129,"saltmarsh",0.224345661849022,-0.015,"trend",1
130,"saltmarsh",0.224345661849022,-0.015,"trend",1
131,"saltmarsh",0.112172830924511,-0.015,"trend",1
139,"saltmarsh",0.448691323698044,-0.015,"trend",1
145,"saltmarsh",0.560864154622555,-0.015,"trend",1
153,"saltmarsh",0.112172830924511,-0.015,"trend",1
155,"saltmarsh",0.224345661849022,-0.015,"trend",1
168,"saltmarsh",0.112172830924511,-0.015,"trend",1
178,"saltmarsh",1.0095554783206,-0.015,"trend",1
189,"saltmarsh",0.112172830924511,-0.015,"trend",1
190,"saltmarsh",0.336518492773533,-0.015,"trend",1
191,"saltmarsh",0.673036985547066,-0.015,"trend",1
200,"saltmarsh",0.448691323698044,-0.015,"trend",1
202,"saltmarsh",0.112172830924511,-0.015,"trend",1
203,"saltmarsh",0.785209816471577,-0.015,"trend",1
210,"saltmarsh",1.0095554783206,-0.015,"trend",1
214,"saltmarsh",0.785209816471577,-0.015,"trend",1
223,"saltmarsh",0.785209816471577,-0.015,"trend",1
