"rgn_id","rgn_type","type_w_ant","rgn_ant_id","rgn_name","mean","year"
1,"eez","eez",1,"Cocos Islands",NA,"2008"
2,"eez","eez",2,"Christmas Island",NA,"2008"
3,"eez","eez",3,"Norfolk Island",NA,"2008"
4,"eez","eez",4,"Macquarie Island",NA,"2008"
5,"eez","eez",5,"New Caledonia",0.00112234731698457,"2008"
6,"eez","eez",6,"Vanuatu",0.00202004205357362,"2008"
7,"eez","eez",7,"Solomon Islands",0.000440929789433708,"2008"
8,"eez","eez",8,"Palau",5.21196307131803e-05,"2008"
9,"eez","eez",9,"Micronesia",0.00168982273719797,"2008"
10,"eez","eez",10,"Nauru",3.39529882313474e-06,"2008"
11,"eez","eez",11,"Marshall Islands",NA,"2008"
12,"eez","eez",12,"Wake Island",NA,"2008"
13,"eez","eez",13,"Northern Mariana Islands and Guam",0.000143804612762163,"2008"
14,"eez","eez",14,"Taiwan",0.0510162995761586,"2008"
15,"eez","eez",15,"Philippines",0.0171933710358456,"2008"
16,"eez","eez",16,"Australia",0.0126886623954427,"2008"
17,"eez","eez",17,"Papua New Guinea",0.00279858783179835,"2008"
18,"eez","eez",18,"Fiji",0.0109505394057632,"2008"
19,"eez","eez",19,"Tuvalu",NA,"2008"
20,"eez","eez",20,"South Korea",0.0332420601594438,"2008"
21,"eez","eez",21,"North Korea",0.0441162105310248,"2008"
24,"eez","eez",24,"Cambodia",0.00545084388960999,"2008"
25,"eez","eez",25,"Thailand",0.0306814979332243,"2008"
26,"eez","eez",26,"Andaman and Nicobar",0.000722275199539762,"2008"
28,"eez","eez",28,"Comoro Islands",0.000414316749563176,"2008"
29,"eez","eez",29,"Mayotte",0.0104666169075574,"2008"
30,"eez","eez",30,"Glorioso Islands",NA,"2008"
31,"eez","eez",31,"Seychelles",0.0136571993544708,"2008"
32,"eez","eez",32,"Reunion",NA,"2008"
33,"eez","eez",33,"Juan de Nova Island",NA,"2008"
34,"eez","eez",34,"Bassas da India",NA,"2008"
