"rgn_id","stock_id_taxonkey","year","catch"
1,"Gerreidae-57_400326",2001,27.4334247
1,"Labridae-57_400362",2001,11.46103623
2,"Gerreidae-57_400326",2001,1.71849078
2,"Labridae-57_400362",2001,1.71849078
3,"Cephalopholis_miniata-81_606450",2001,0.04921101
5,"Gerreidae-71_400326",2001,13.5435204
5,"Labridae-71_400362",2001,33.8587875
5,"Rastrelliger_kanagurta-71_600111",2001,12.110427
5,"Gerreidae-81_400326",2001,1.55400921
5,"Labridae-81_400362",2001,3.88502208
5,"Rastrelliger_kanagurta-81_600111",2001,1.3895739
6,"Holocentridae-71_400243",2001,105.66765
6,"Gerreidae-71_400326",2001,21.13353
6,"Mullidae-71_400332",2001,105.66765
6,"Labridae-71_400362",2001,105.66765
6,"Acanthuridae-71_400412",2001,105.66765
6,"Decapterus-71_502102",2001,0
6,"Pellona_ditchela-71_601641",2001,0
6,"Holocentridae-81_400243",2001,3.1802544
6,"Gerreidae-81_400326",2001,0.63605097
6,"Mullidae-81_400332",2001,3.1802544
6,"Labridae-81_400362",2001,3.1802544
6,"Acanthuridae-81_400412",2001,3.1802544
6,"Decapterus-81_502102",2001,0
6,"Pellona_ditchela-81_601641",2001,0
7,"Encrasicholina_punctifer-71_600558",2001,10.1196
8,"Holocentridae-71_400243",2001,17.2782522
8,"Gerreidae-71_400326",2001,18.091098
8,"Mullidae-71_400332",2001,44.009217
8,"Labridae-71_400362",2001,19.0610604
8,"Acanthuridae-71_400412",2001,99.651474
8,"Rastrelliger_kanagurta-71_600111",2001,0.225
9,"Synodontidae-71_400160",2001,0
9,"Exocoetidae-71_400206",2001,0.011589039
9,"Labridae-71_400362",2001,26.0286465204
9,"Acanthuridae-71_400412",2001,2.32302123
9,"Caesionidae-71_400459",2001,0.062377749
9,"Pomacanthidae-71_400460",2001,6.335824536
9,"Monacanthidae-71_400517",2001,0.00022408209
9,"Decapterus-71_502102",2001,0
9,"Rastrelliger_kanagurta-71_600111",2001,0.016332318
9,"Selar_crumenophthalmus-71_600387",2001,5.0933835
9,"Pellona_ditchela-71_601641",2001,0
9,"Mulloidichthys_flavolineatus-71_605983",2001,29.37069342
9,"Cephalopholis_boenak-71_606444",2001,0.00020775492
9,"Cephalopholis_miniata-71_606450",2001,0.0009134478
11,"Synodontidae-71_400160",2001,0
11,"Holocentridae-71_400243",2001,92.081844
11,"Gerreidae-71_400326",2001,16.1939259
11,"Mullidae-71_400332",2001,31.6779597
11,"Labridae-71_400362",2001,16.4467683
11,"Acanthuridae-71_400412",2001,51.708852
11,"Decapterus-71_502102",2001,0
11,"Pellona_ditchela-71_601641",2001,0
12,"Acanthuridae-61_400412",2001,0.038126017998
12,"Pellona_ditchela-61_601641",2001,0
12,"Acanthuridae-71_400412",2001,0.059912450442
12,"Pellona_ditchela-71_601641",2001,0
13,"Synodontidae-61_400160",2001,0
13,"Holocentridae-61_400243",2001,0.59305725
13,"Mullidae-61_400332",2001,0.81778032
13,"Labridae-61_400362",2001,0.256111812
13,"Acanthuridae-61_400412",2001,4.8200148
13,"Decapterus-61_502102",2001,0
13,"Cololabis_saira-61_600303",2001,0
13,"Selar_crumenophthalmus-61_600387",2001,7.9830792
13,"Pellona_ditchela-61_601641",2001,0
13,"Synodontidae-71_400160",2001,0.150984999
13,"Exocoetidae-71_400206",2001,0.0163579635
13,"Holocentridae-71_400243",2001,7.232976
13,"Scorpaenidae-71_400264",2001,0.202726242
13,"Leiognathidae-71_400318",2001,0.259071696
13,"Gerreidae-71_400326",2001,1.48698009
13,"Mullidae-71_400332",2001,13.2957234
13,"Labridae-71_400362",2001,8.1131112
13,"Acanthuridae-71_400412",2001,73.592883
13,"Bothidae-71_400439",2001,0.134679222
13,"Soleidae-71_400441",2001,0
13,"Tetraodontidae-71_400448",2001,0.081975375
13,"Engraulidae-71_400454",2001,0.026267841
