iucn_sid,iucn_rgn,years,cat_ts,scores,pop_trend_desc,calc_trend
195432,global,"2011, 2020","LC, LC","0, 0",stable,0
195435,global,"2011, 2020","LC, LC","0, 0",stable,0
195437,global,"2020, 2021","VU, VU","0.4, 0.4",decreasing,0
195438,global,"2012, 2020, 2021","NT, VU, VU","0.2, 0.4, 0.4",unknown,0.02329
195444,global,"2011, 2015","LC, LC","0, 0",unknown,0
195445,global,"2011, 2015","LC, LC","0, 0",unknown,0
195446,global,"2011, 2021","NT, NT","0.2, 0.2",decreasing,0
195448,global,"2012, 2015","LC, LC","0, 0",stable,0
195451,global,"2011, 2015","LC, LC","0, 0",unknown,0
195453,global,"2011, 2015","LC, LC","0, 0",unknown,0
195455,global,"2011, 2015, 2016","LC, LC, LC","0, 0, 0",unknown,-0
195456,global,"2012, 2016","VU, VU","0.4, 0.4",decreasing,0
195458,global,"2011, 2015","LC, LC","0, 0",unknown,0
195459,global,"2011, 2019, 2022","VU, VU, VU","0.4, 0.4, 0.4",decreasing,-0
195460,global,"2011, 2015","LC, LC","0, 0",unknown,0
195462,global,"2011, 2015","LC, LC","0, 0",unknown,0
195464,global,"2011, 2015","LC, LC","0, 0",unknown,0
195465,global,"2011, 2015","LC, LC","0, 0",unknown,0
195468,global,"2011, 2015","LC, LC","0, 0",unknown,0
195469,global,"2011, 2015","LC, LC","0, 0",unknown,0
195470,global,"2012, 2015","LC, LC","0, 0",unknown,0
195472,global,"2011, 2015","LC, LC","0, 0",unknown,0
195473,global,"2011, 2015","LC, LC","0, 0",unknown,0
195487,global,"2011, 2018","LC, LC","0, 0",stable,0
196308,global,"2012, 2021","LC, LC","0, 0",stable,0
196313,global,"2012, 2019","LC, LC","0, 0",unknown,0
196315,global,"2012, 2021","LC, LC","0, 0",stable,0
196317,global,"2012, 2017, 2019","LC, LC, LC","0, 0, 0",unknown,-0
196324,global,"2012, 2019","LC, LC","0, 0",stable,0
196327,global,"2012, 2019","LC, LC","0, 0",unknown,0
196335,global,"2012, 2019","LC, LC","0, 0",unknown,0
196336,global,"2012, 2021","LC, LC","0, 0",unknown,0
196350,global,"2012, 2021","LC, LC","0, 0",unknown,0
196351,global,"2012, 2017, 2019","LC, LC, LC","0, 0, 0",stable,-0
196352,global,"2012, 2019","LC, LC","0, 0",unknown,0
196356,global,"2012, 2021","LC, LC","0, 0",unknown,0
196371,global,"2012, 2019","LC, LC","0, 0",stable,0
196378,global,"2012, 2019","LC, LC","0, 0",unknown,0
196385,global,"2012, 2021","LC, LC","0, 0",unknown,0
196396,global,"2012, 2021","LC, LC","0, 0",stable,0
196403,global,"2012, 2019","LC, LC","0, 0",unknown,0
196410,global,"2012, 2021","LC, LC","0, 0",unknown,0
196417,global,"2012, 2017","LC, LC","0, 0",unknown,0
196421,global,"2012, 2017","LC, LC","0, 0",unknown,0
196673,global,"2015, 2018","LC, LC","0, 0",unknown,0
196674,global,"2015, 2018","VU, VU","0.4, 0.4",unknown,0
196690,global,"2015, 2020","LC, LC","0, 0",stable,0
196815,global,"2015, 2020","LC, LC","0, 0",unknown,0
197019,global,"2015, 2020","VU, VU","0.4, 0.4",unknown,0
197047,global,"2012, 2017","LC, LC","0, 0",unknown,0
197054,global,"2014, 2017","LC, LC","0, 0",unknown,0
197277,global,"2014, 2019","LC, LC","0, 0",unknown,0
197279,global,"2014, 2019","LC, LC","0, 0",unknown,0
198668,global,"2014, 2022","LC, LC","0, 0",stable,0
198706,global,"2015, 2020","LC, LC","0, 0",unknown,0
198707,global,"2015, 2020","NT, NT","0.2, 0.2",decreasing,0
198708,global,"2015, 2020","LC, LC","0, 0",unknown,0
198764,global,"2014, 2015","LC, LC","0, 0",unknown,0
198920,global,"2011, 2012, 2017","VU, VU, VU","0.4, 0.4, 0.4",decreasing,-0
198921,global,"2011, 2018, 2020, 2022","VU, VU, EN, EN","0.4, 0.4, 0.6, 0.6",decreasing,0.01891
198973,global,"2014, 2019, 2020","VU, VU, VU","0.4, 0.4, 0.4",unknown,-0
199363,global,"2015, 2020","LC, LC","0, 0",unknown,0
199622,global,"2012, 2017","LC, LC","0, 0",stable,0
199932,global,"2011, 2020, 2021","NT, NT, NT","0.2, 0.2, 0.2",decreasing,-0
202053,global,"2011, 2015","LC, LC","0, 0",unknown,0
202632,global,"2013, 2015","LC, NT","0, 0.2",decreasing,0.1
202833,global,"2012, 2019","LC, LC","0, 0",stable,0
14134429,global,"2012, 2020","LC, NT","0, 0.2",decreasing,0.025
15522042,global,"2015, 2016","LC, LC","0, 0",stable,0
15622590,global,"2015, 2020","LC, LC","0, 0",stable,0
16208224,global,"2012, 2021","VU, EN","0.4, 0.6",decreasing,0.02222
16285718,global,"2012, 2019","LC, LC","0, 0",increasing,0
16369383,global,"2012, 2021","VU, LC","0.4, 0",unknown,-0.04444
16370739,global,"2012, 2021","EN, EN","0.6, 0.6",decreasing,0
16439534,global,"2015, 2021","LC, LC","0, 0",unknown,0
16439642,global,"2015, 2021","LC, LC","0, 0",unknown,0
16465952,global,"2015, 2017","LC, LC","0, 0",unknown,0
16465969,global,"2015, 2017","LC, LC","0, 0",unknown,0
16466332,global,"2015, 2017","LC, LC","0, 0",unknown,0
16674437,global,"2012, 2022","VU, LC","0.4, 0",increasing,-0.04
16749758,global,"2015, 2020","LC, LC","0, 0",unknown,0
16749978,global,"2015, 2020","LC, LC","0, 0",unknown,0
16759101,global,"2015, 2020","VU, EN","0.4, 0.6",decreasing,0.04
17345844,global,"2012, 2016","LC, LC","0, 0",increasing,0
17367725,global,"2012, 2016","EN, EN","0.6, 0.6",increasing,0
18258202,global,"2014, 2015","LC, LC","0, 0",unknown,0
18435966,global,"2014, 2019, 2020","NT, VU, VU","0.2, 0.4, 0.4",unknown,0.03548
19014407,global,"2013, 2021","LC, LC","0, 0",stable,0
21133172,global,"2015, 2017","LC, LC","0, 0",unknown,0
22678576,global,"2002, 2004, 2007, 2008, 2012, 2013, 2016, 2021","EN, EN, EN, EN, EN, EN, EN, CR","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.8",decreasing,0.00754
22678588,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22678611,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22678620,global,"2004, 2008, 2012, 2016, 2021","EN, EN, EN, EN, NT","0.6, 0.6, 0.6, 0.6, 0.2",unknown,-0.01991
22678632,global,"2004, 2008, 2012, 2016, 2021","VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22679830,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22679846,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22679859,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22679869,global,"2004, 2006, 2008, 2012, 2014, 2016","EN, EN, VU, VU, VU, VU","0.6, 0.6, 0.4, 0.4, 0.4, 0.4",decreasing,-0.01786
22679872,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22679881,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22679896,global,"2004, 2008, 2009, 2012, 2016, 2018, 2021","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",increasing,0
22679919,global,"2004, 2006, 2008, 2012, 2016","NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22679943,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22679946,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22679958,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22679978,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22680011,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22680015,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22680021,global,"2004, 2008, 2009, 2012, 2016, 2018","CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8",unknown,0
22680024,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22680029,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22680033,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22680038,global,"2004, 2006, 2008, 2010, 2012, 2016, 2018","NT, NT, NT, NT, VU, VU, VU","0.2, 0.2, 0.2, 0.2, 0.4, 0.4, 0.4",decreasing,0.01812
22680047,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22680052,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680130,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22680145,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22680153,global,"2004, 2006, 2008, 2012, 2015, 2016","LC, NT, NT, NT, NT, NT","0, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.01021
22680157,global,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680163,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680170,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22680174,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680178,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22680214,global,"2004, 2006, 2008, 2012, 2016","VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22680217,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22680221,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22680229,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22680236,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22680243,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22680247,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680252,global,"2004, 2006, 2008, 2012, 2013, 2016","EN, EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22680287,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22680301,global,"2004, 2008, 2009, 2012, 2013, 2016, 2017, 2019","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",decreasing,0
22680306,global,"2004, 2006, 2008, 2012, 2016","VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22680310,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22680313,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680358,global,"2004, 2008, 2009, 2012, 2015, 2016, 2017, 2019, 2021","LC, LC, LC, LC, VU, VU, VU, VU, VU","0, 0, 0, 0, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.03321
22680364,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22680367,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22680387,global,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22680391,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22680398,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680402,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22680405,global,"2004, 2008, 2009, 2012, 2015, 2016, 2018","LC, LC, LC, LC, NT, NT, NT","0, 0, 0, 0, 0.2, 0.2, 0.2",unknown,0.01855
22680409,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680412,global,"2004, 2008, 2009, 2012, 2016, 2018, 2018, 2020","LC, LC, LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0, 0, 0.2, 0.2",decreasing,0.01018
22680415,global,"2004, 2005, 2006, 2008, 2010, 2012, 2013, 2016, 2018","LC, VU, VU, VU, VU, VU, VU, VU, VU","0, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0.01286
22680423,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22680427,global,"2004, 2008, 2009, 2011, 2012, 2016, 2018","LC, LC, LC, LC, VU, VU, VU","0, 0, 0, 0, 0.4, 0.4, 0.4",decreasing,0.03674
22680441,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680455,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22680462,global,"2004, 2008, 2009, 2012, 2016, 2022","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22680465,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22680472,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22680485,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22680492,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22683027,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22683033,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22683037,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22683042,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22683045,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22683093,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22683099,global,"2004, 2008, 2009, 2014, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22683106,global,"2004, 2008, 2009, 2014, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22683112,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22683117,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22683213,global,"2004, 2008, 2012, 2016","NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2",decreasing,0
22683227,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22683230,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22683249,global,"2004, 2008, 2009, 2012, 2016, 2022","LC, LC, LC, LC, LC, VU","0, 0, 0, 0, 0, 0.4",decreasing,0.01985
22683265,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22683368,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22683399,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22683422,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22683442,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",increasing,0
22683616,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22683634,global,"2004, 2008, 2009, 2012, 2016, 2020","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22683645,global,"2004, 2008, 2009, 2012, 2016, 2017","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22683649,global,"2004, 2008, 2009, 2012, 2016, 2020","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22683652,global,"2004, 2008, 2009, 2012, 2016, 2020","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22683744,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22683982,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22685200,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22686806,global,"2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22686815,global,"2004, 2008, 2009, 2012, 2015, 2016, 2018, 2019","LC, LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0, 0",stable,0
22686831,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22686839,global,"2004, 2008, 2009, 2012, 2016, 2018","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22689032,global,"2004, 2008, 2009, 2012, 2016, 2017, 2018","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",decreasing,0
22689535,global,"2004, 2008, 2009, 2012, 2015, 2016, 2021","LC, LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0, 0",stable,0
22689714,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22689906,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22689985,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22692146,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22692151,global,"2004, 2006, 2007, 2008, 2012, 2016","VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4",increasing,0
22692167,global,"2004, 2008, 2009, 2012, 2013, 2016, 2021","EN, EN, EN, EN, EN, EN, VU","0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.4",decreasing,-0.00979
22692384,global,"2004, 2005, 2006, 2008, 2012, 2016, 2018","VU, VU, VU, VU, VU, VU, VU","0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4",decreasing,0
22692425,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22692521,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22692535,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22692667,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22692680,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22692705,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22692778,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22692913,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22693102,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22693133,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22693150,global,"2004, 2006, 2008, 2012, 2016, 2017","LC, NT, NT, NT, NT, NT","0, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.00906
22693154,global,"2004, 2008, 2009, 2012, 2016, 2021","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22693158,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0.2, 0.2",decreasing,0.01871
22693162,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693178,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693182,global,"2004, 2006, 2008, 2012, 2016, 2020","VU, VU, VU, VU, VU, NT","0.4, 0.4, 0.4, 0.4, 0.4, 0.2",decreasing,-0.00947
22693185,global,"2004, 2008, 2009, 2010, 2012, 2015, 2016, 2018","CR, CR, CR, CR, CR, CR, CR, CR","0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8, 0.8",decreasing,0
22693190,global,"2004, 2008, 2012, 2015, 2016, 2017","LC, NT, NT, NT, NT, NT","0, 0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0.01231
22693195,global,"2004, 2006, 2008, 2009, 2012, 2016","NT, NT, LC, LC, LC, LC","0.2, 0.2, 0, 0, 0, 0",decreasing,-0.01795
22693199,global,"2004, 2008, 2009, 2010, 2012, 2015, 2016","LC, LC, LC, VU, VU, EN, EN","0, 0, 0, 0.4, 0.4, 0.6, 0.6",decreasing,0.06033
22693207,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22693211,global,"2004, 2008, 2009, 2012, 2013, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22693216,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693220,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",stable,0
22693225,global,"2004, 2006, 2008, 2012, 2016","EN, EN, EN, EN, EN","0.6, 0.6, 0.6, 0.6, 0.6",decreasing,0
22693231,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22693251,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693264,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693277,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693289,global,"2004, 2008, 2009, 2012, 2014, 2016","LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0.2, 0.2",decreasing,0.01885
22693305,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22693319,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22693336,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
22693341,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",stable,0
22693344,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693348,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22693351,global,"2004, 2006, 2008, 2012, 2016","NT, NT, NT, NT, NT","0.2, 0.2, 0.2, 0.2, 0.2",decreasing,0
22693356,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693359,global,"2004, 2008, 2009, 2010, 2012, 2015, 2016","LC, LC, LC, VU, VU, EN, EN","0, 0, 0, 0.4, 0.4, 0.6, 0.6",decreasing,0.06033
22693363,global,"2004, 2008, 2009, 2012, 2015, 2016, 2017, 2018","LC, LC, LC, LC, NT, NT, NT, NT","0, 0, 0, 0, 0.2, 0.2, 0.2, 0.2",decreasing,0.01898
22693369,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22693373,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, NT, NT","0, 0, 0, 0.2, 0.2",decreasing,0.02079
22693376,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",decreasing,0
22693379,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",increasing,0
22693383,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, NT, NT","0, 0, 0, 0, 0.2, 0.2",decreasing,0.01871
22693388,global,"2004, 2008, 2009, 2012, 2016, 2019","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",unknown,0
22693392,global,"2004, 2008, 2009, 2012, 2016","LC, LC, LC, LC, LC","0, 0, 0, 0, 0",unknown,0
22693396,global,"2004, 2008, 2009, 2012, 2015, 2016","LC, LC, LC, LC, LC, LC","0, 0, 0, 0, 0, 0",decreasing,0
