"zone","row","species_id_no","pop_trend","gapfill","trend_score"
151,"27","173332","stable","none",0
151,"64","173368","stable","none",0
152,"11","169015","stable","none",0
152,"27","173332","stable","none",0
152,"64","173368","stable","none",0
154,"11","169015","stable","none",0
155,"11","169015","stable","none",0
155,"27","173332","stable","none",0
161,"11","169015","stable","none",0
161,"27","173332","stable","none",0
162,"16","173323","stable","none",0
162,"17","173323","stable","none",0
162,"46","173351","stable","none",0
162,"73","173377","stable","none",0
162,"80","173384","stable","none",0
163,"13","173320","stable","none",0
163,"19","173324","increasing","none",0.0844999998807907
163,"3","153538","decreasing","none",-0.0767000019550323
163,"32","173337","decreasing","none",-0.0767000019550323
163,"33","173338","decreasing","none",-0.0767000019550323
163,"34","173339","decreasing","none",-0.0767000019550323
163,"41","173346","stable","none",0
163,"43","173348","increasing","none",0.0844999998807907
163,"47","173352","stable","none",0
163,"62","173366","stable","none",0
163,"63","173367","stable","none",0
163,"68","173372","increasing","none",0.0844999998807907
163,"69","173373","unknown","family",-0.0439947359263897
163,"74","173378","stable","none",0
163,"78","173382","decreasing","none",-0.0767000019550323
164,"24","173329","unknown","family",-0.00626363651826978
164,"41","173346","stable","none",0
164,"47","173352","stable","none",0
164,"68","173372","increasing","none",0.0844999998807907
164,"74","173378","stable","none",0
164,"78","173382","decreasing","none",-0.0767000019550323
166,"41","173346","stable","none",0
166,"47","173352","stable","none",0
166,"68","173372","increasing","none",0.0844999998807907
166,"74","173378","stable","none",0
166,"78","173382","decreasing","none",-0.0767000019550323
167,"68","173372","increasing","none",0.0844999998807907
171,"42","173347","unknown","family",-0.00626363651826978
171,"47","173352","stable","none",0
171,"68","173372","increasing","none",0.0844999998807907
171,"78","173382","decreasing","none",-0.0767000019550323
172,"58","173362","unknown","family",-0.0139454547315836
174,"3","153538","decreasing","none",-0.0767000019550323
175,"3","153538","decreasing","none",-0.0767000019550323
175,"56","173361","decreasing","none",-0.0767000019550323
175,"57","173361","decreasing","none",-0.0767000019550323
176,"3","153538","decreasing","none",-0.0767000019550323
176,"56","173361","decreasing","none",-0.0767000019550323
176,"57","173361","decreasing","none",-0.0767000019550323
177,"3","153538","decreasing","none",-0.0767000019550323
177,"56","173361","decreasing","none",-0.0767000019550323
177,"57","173361","decreasing","none",-0.0767000019550323
178,"3","153538","decreasing","none",-0.0767000019550323
178,"56","173361","decreasing","none",-0.0767000019550323
178,"57","173361","decreasing","none",-0.0767000019550323
179,"1","153534","decreasing","none",-0.0767000019550323
179,"2","153535","stable","none",0
179,"3","153538","decreasing","none",-0.0767000019550323
179,"56","173361","decreasing","none",-0.0767000019550323
179,"57","173361","decreasing","none",-0.0767000019550323
180,"3","153538","decreasing","none",-0.0767000019550323
180,"56","173361","decreasing","none",-0.0767000019550323
180,"57","173361","decreasing","none",-0.0767000019550323
181,"3","153538","decreasing","none",-0.0767000019550323
181,"56","173361","decreasing","none",-0.0767000019550323
181,"57","173361","decreasing","none",-0.0767000019550323
182,"1","153534","decreasing","none",-0.0767000019550323
182,"10","164508","stable","none",0
182,"2","153535","stable","none",0
182,"3","153538","decreasing","none",-0.0767000019550323
182,"4","164280","stable","none",0
182,"5","164280","unknown","family",-0.0139454547315836
182,"56","173361","decreasing","none",-0.0767000019550323
182,"57","173361","decreasing","none",-0.0767000019550323
182,"6","164280","stable","none",0
182,"7","164508","stable","none",0
182,"8","164508","decreasing","none",-0.0767000019550323
182,"9","164508","decreasing","none",-0.0767000019550323
183,"2","153535","stable","none",0
183,"3","153538","decreasing","none",-0.0767000019550323
183,"56","173361","decreasing","none",-0.0767000019550323
183,"57","173361","decreasing","none",-0.0767000019550323
184,"1","153534","decreasing","none",-0.0767000019550323
184,"10","164508","stable","none",0
184,"12","173319","stable","none",0
184,"2","153535","stable","none",0
184,"3","153538","decreasing","none",-0.0767000019550323
184,"4","164280","stable","none",0
184,"5","164280","unknown","family",-0.0139454547315836
184,"56","173361","decreasing","none",-0.0767000019550323
184,"57","173361","decreasing","none",-0.0767000019550323
184,"6","164280","stable","none",0
184,"7","164508","stable","none",0
184,"8","164508","decreasing","none",-0.0767000019550323
184,"9","164508","decreasing","none",-0.0767000019550323
185,"1","153534","decreasing","none",-0.0767000019550323
185,"2","153535","stable","none",0
185,"3","153538","decreasing","none",-0.0767000019550323
185,"56","173361","decreasing","none",-0.0767000019550323
185,"57","173361","decreasing","none",-0.0767000019550323
186,"1","153534","decreasing","none",-0.0767000019550323
186,"12","173319","stable","none",0
186,"2","153535","stable","none",0
186,"3","153538","decreasing","none",-0.0767000019550323
187,"1","153534","decreasing","none",-0.0767000019550323
187,"2","153535","stable","none",0
187,"3","153538","decreasing","none",-0.0767000019550323
187,"56","173361","decreasing","none",-0.0767000019550323
187,"57","173361","decreasing","none",-0.0767000019550323
188,"1","153534","decreasing","none",-0.0767000019550323
188,"2","153535","stable","none",0
188,"3","153538","decreasing","none",-0.0767000019550323
188,"56","173361","decreasing","none",-0.0767000019550323
188,"57","173361","decreasing","none",-0.0767000019550323
189,"3","153538","decreasing","none",-0.0767000019550323
190,"11","169015","stable","none",0
190,"12","173319","stable","none",0
190,"23","173328","stable","none",0
191,"11","169015","stable","none",0
191,"12","173319","stable","none",0
191,"23","173328","stable","none",0
191,"27","173332","stable","none",0
191,"71","173375","unknown","family",-0.00626363651826978
192,"11","169015","stable","none",0
192,"12","173319","stable","none",0
192,"23","173328","stable","none",0
193,"68","173372","increasing","none",0.0844999998807907
194,"68","173372","increasing","none",0.0844999998807907
196,"68","173372","increasing","none",0.0844999998807907
197,"68","173372","increasing","none",0.0844999998807907
198,"68","173372","increasing","none",0.0844999998807907
199,"68","173372","increasing","none",0.0844999998807907
200,"68","173372","increasing","none",0.0844999998807907
202,"11","169015","stable","none",0
202,"12","173319","stable","none",0
202,"23","173328","stable","none",0
202,"26","173331","decreasing","none",-0.0767000019550323
202,"27","173332","stable","none",0
202,"53","173358","stable","none",0
202,"59","173363","stable","none",0
202,"60","173364","stable","none",0
202,"66","173370","decreasing","none",-0.0767000019550323
202,"68","173372","increasing","none",0.0844999998807907
202,"71","173375","unknown","family",-0.00626363651826978
202,"72","173376","unknown","family",-0.0250466670840979
203,"11","169015","stable","none",0
203,"12","173319","stable","none",0
203,"22","173327","decreasing","none",-0.0767000019550323
203,"23","173328","stable","none",0
203,"26","173331","decreasing","none",-0.0767000019550323
203,"27","173332","stable","none",0
203,"37","173342","decreasing","none",-0.0767000019550323
203,"47","173352","stable","none",0
203,"53","173358","stable","none",0
203,"59","173363","stable","none",0
203,"60","173364","stable","none",0
203,"64","173368","stable","none",0
203,"68","173372","increasing","none",0.0844999998807907
203,"71","173375","unknown","family",-0.00626363651826978
204,"11","169015","stable","none",0
204,"22","173327","decreasing","none",-0.0767000019550323
204,"23","173328","stable","none",0
204,"26","173331","decreasing","none",-0.0767000019550323
204,"27","173332","stable","none",0
204,"37","173342","decreasing","none",-0.0767000019550323
204,"53","173358","stable","none",0
204,"59","173363","stable","none",0
204,"64","173368","stable","none",0
204,"68","173372","increasing","none",0.0844999998807907
205,"11","169015","stable","none",0
205,"22","173327","decreasing","none",-0.0767000019550323
205,"23","173328","stable","none",0
205,"26","173331","decreasing","none",-0.0767000019550323
205,"27","173332","stable","none",0
205,"37","173342","decreasing","none",-0.0767000019550323
205,"47","173352","stable","none",0
205,"53","173358","stable","none",0
205,"59","173363","stable","none",0
205,"60","173364","stable","none",0
205,"64","173368","stable","none",0
206,"11","169015","stable","none",0
206,"22","173327","decreasing","none",-0.0767000019550323
206,"23","173328","stable","none",0
206,"26","173331","decreasing","none",-0.0767000019550323
206,"27","173332","stable","none",0
206,"37","173342","decreasing","none",-0.0767000019550323
206,"38","173343","stable","none",0
206,"47","173352","stable","none",0
206,"53","173358","stable","none",0
206,"59","173363","stable","none",0
206,"60","173364","stable","none",0
206,"71","173375","unknown","family",-0.00626363651826978
206,"72","173376","unknown","family",-0.0250466670840979
207,"11","169015","stable","none",0
207,"22","173327","decreasing","none",-0.0767000019550323
207,"23","173328","stable","none",0
207,"26","173331","decreasing","none",-0.0767000019550323
207,"27","173332","stable","none",0
207,"37","173342","decreasing","none",-0.0767000019550323
207,"43","173348","increasing","none",0.0844999998807907
207,"47","173352","stable","none",0
207,"53","173358","stable","none",0
207,"59","173363","stable","none",0
207,"60","173364","stable","none",0
207,"71","173375","unknown","family",-0.00626363651826978
207,"72","173376","unknown","family",-0.0250466670840979
208,"11","169015","stable","none",0
208,"22","173327","decreasing","none",-0.0767000019550323
208,"23","173328","stable","none",0
208,"26","173331","decreasing","none",-0.0767000019550323
208,"27","173332","stable","none",0
208,"37","173342","decreasing","none",-0.0767000019550323
208,"38","173343","stable","none",0
208,"47","173352","stable","none",0
208,"53","173358","stable","none",0
208,"59","173363","stable","none",0
208,"60","173364","stable","none",0
208,"71","173375","unknown","family",-0.00626363651826978
208,"72","173376","unknown","family",-0.0250466670840979
209,"11","169015","stable","none",0
209,"22","173327","decreasing","none",-0.0767000019550323
209,"23","173328","stable","none",0
209,"26","173331","decreasing","none",-0.0767000019550323
209,"27","173332","stable","none",0
209,"3","153538","decreasing","none",-0.0767000019550323
209,"30","173335","decreasing","none",-0.0767000019550323
209,"34","173339","decreasing","none",-0.0767000019550323
209,"36","173341","decreasing","none",-0.0767000019550323
209,"37","173342","decreasing","none",-0.0767000019550323
209,"39","173344","decreasing","none",-0.0767000019550323
209,"43","173348","increasing","none",0.0844999998807907
209,"47","173352","stable","none",0
209,"52","173357","decreasing","none",-0.0767000019550323
209,"53","173358","stable","none",0
209,"59","173363","stable","none",0
209,"60","173364","stable","none",0
209,"64","173368","stable","none",0
209,"72","173376","unknown","family",-0.0250466670840979
210,"11","169015","stable","none",0
210,"20","173325","unknown","family",-0.0250466670840979
210,"22","173327","decreasing","none",-0.0767000019550323
210,"23","173328","stable","none",0
210,"26","173331","decreasing","none",-0.0767000019550323
210,"27","173332","stable","none",0
210,"3","153538","decreasing","none",-0.0767000019550323
210,"30","173335","decreasing","none",-0.0767000019550323
210,"34","173339","decreasing","none",-0.0767000019550323
210,"36","173341","decreasing","none",-0.0767000019550323
210,"39","173344","decreasing","none",-0.0767000019550323
210,"40","173345","decreasing","none",-0.0767000019550323
210,"43","173348","increasing","none",0.0844999998807907
210,"47","173352","stable","none",0
210,"52","173357","decreasing","none",-0.0767000019550323
210,"53","173358","stable","none",0
210,"59","173363","stable","none",0
210,"60","173364","stable","none",0
210,"72","173376","unknown","family",-0.0250466670840979
210,"77","173381","decreasing","none",-0.0767000019550323
214,"1","153534","decreasing","none",-0.0767000019550323
214,"10","164508","stable","none",0
214,"11","169015","stable","none",0
214,"12","173319","stable","none",0
214,"2","153535","stable","none",0
214,"23","173328","stable","none",0
214,"26","173331","decreasing","none",-0.0767000019550323
214,"27","173332","stable","none",0
214,"3","153538","decreasing","none",-0.0767000019550323
214,"4","164280","stable","none",0
214,"47","173352","stable","none",0
214,"5","164280","unknown","family",-0.0139454547315836
214,"53","173358","stable","none",0
214,"59","173363","stable","none",0
214,"6","164280","stable","none",0
214,"60","173364","stable","none",0
214,"64","173368","stable","none",0
214,"7","164508","stable","none",0
214,"71","173375","unknown","family",-0.00626363651826978
214,"8","164508","decreasing","none",-0.0767000019550323
214,"9","164508","decreasing","none",-0.0767000019550323
215,"11","169015","stable","none",0
215,"12","173319","stable","none",0
215,"23","173328","stable","none",0
215,"26","173331","decreasing","none",-0.0767000019550323
215,"27","173332","stable","none",0
215,"47","173352","stable","none",0
215,"53","173358","stable","none",0
215,"59","173363","stable","none",0
215,"60","173364","stable","none",0
215,"64","173368","stable","none",0
215,"71","173375","unknown","family",-0.00626363651826978
216,"11","169015","stable","none",0
216,"21","173326","unknown","family",-0.0250466670840979
216,"22","173327","decreasing","none",-0.0767000019550323
216,"23","173328","stable","none",0
216,"26","173331","decreasing","none",-0.0767000019550323
216,"27","173332","stable","none",0
216,"37","173342","decreasing","none",-0.0767000019550323
216,"38","173343","stable","none",0
216,"47","173352","stable","none",0
216,"53","173358","stable","none",0
216,"59","173363","stable","none",0
216,"60","173364","stable","none",0
216,"64","173368","stable","none",0
216,"71","173375","unknown","family",-0.00626363651826978
216,"72","173376","unknown","family",-0.0250466670840979
218,"13","173320","stable","none",0
218,"3","153538","decreasing","none",-0.0767000019550323
218,"43","173348","increasing","none",0.0844999998807907
218,"62","173366","stable","none",0
218,"63","173367","stable","none",0
218,"69","173373","unknown","family",-0.0439947359263897
219,"3","153538","decreasing","none",-0.0767000019550323
220,"41","173346","stable","none",0
220,"47","173352","stable","none",0
220,"68","173372","increasing","none",0.0844999998807907
220,"74","173378","stable","none",0
221,"41","173346","stable","none",0
221,"47","173352","stable","none",0
221,"68","173372","increasing","none",0.0844999998807907
221,"74","173378","stable","none",0
222,"3","153538","decreasing","none",-0.0767000019550323
222,"56","173361","decreasing","none",-0.0767000019550323
222,"57","173361","decreasing","none",-0.0767000019550323
223,"3","153538","decreasing","none",-0.0767000019550323
223,"56","173361","decreasing","none",-0.0767000019550323
223,"57","173361","decreasing","none",-0.0767000019550323
224,"15","173322","decreasing","none",-0.0767000019550323
224,"58","173362","unknown","family",-0.0139454547315836
227,"3","153538","decreasing","none",-0.0767000019550323
227,"56","173361","decreasing","none",-0.0767000019550323
227,"57","173361","decreasing","none",-0.0767000019550323
228,"3","153538","decreasing","none",-0.0767000019550323
228,"56","173361","decreasing","none",-0.0767000019550323
228,"57","173361","decreasing","none",-0.0767000019550323
231,"11","169015","stable","none",0
231,"22","173327","decreasing","none",-0.0767000019550323
231,"23","173328","stable","none",0
231,"26","173331","decreasing","none",-0.0767000019550323
231,"27","173332","stable","none",0
231,"38","173343","stable","none",0
231,"47","173352","stable","none",0
231,"53","173358","stable","none",0
231,"59","173363","stable","none",0
231,"60","173364","stable","none",0
231,"64","173368","stable","none",0
231,"71","173375","unknown","family",-0.00626363651826978
231,"72","173376","unknown","family",-0.0250466670840979
232,"2","153535","stable","none",0
232,"3","153538","decreasing","none",-0.0767000019550323
237,"11","169015","stable","none",0
237,"22","173327","decreasing","none",-0.0767000019550323
237,"23","173328","stable","none",0
237,"26","173331","decreasing","none",-0.0767000019550323
237,"27","173332","stable","none",0
237,"38","173343","stable","none",0
237,"47","173352","stable","none",0
237,"53","173358","stable","none",0
237,"59","173363","stable","none",0
237,"60","173364","stable","none",0
237,"64","173368","stable","none",0
237,"71","173375","unknown","family",-0.00626363651826978
237,"72","173376","unknown","family",-0.0250466670840979
244,"32","173337","decreasing","none",-0.0767000019550323
244,"41","173346","stable","none",0
244,"47","173352","stable","none",0
244,"68","173372","increasing","none",0.0844999998807907
244,"74","173378","stable","none",0
244,"78","173382","decreasing","none",-0.0767000019550323
245,"32","173337","decreasing","none",-0.0767000019550323
245,"41","173346","stable","none",0
245,"47","173352","stable","none",0
245,"68","173372","increasing","none",0.0844999998807907
245,"74","173378","stable","none",0
245,"78","173382","decreasing","none",-0.0767000019550323
247,"11","169015","stable","none",0
247,"22","173327","decreasing","none",-0.0767000019550323
247,"23","173328","stable","none",0
247,"26","173331","decreasing","none",-0.0767000019550323
247,"27","173332","stable","none",0
247,"38","173343","stable","none",0
247,"47","173352","stable","none",0
247,"53","173358","stable","none",0
247,"59","173363","stable","none",0
247,"60","173364","stable","none",0
247,"71","173375","unknown","family",-0.00626363651826978
247,"72","173376","unknown","family",-0.0250466670840979
248,"41","173346","stable","none",0
248,"47","173352","stable","none",0
248,"68","173372","increasing","none",0.0844999998807907
248,"74","173378","stable","none",0
248,"78","173382","decreasing","none",-0.0767000019550323
249,"41","173346","stable","none",0
249,"47","173352","stable","none",0
249,"68","173372","increasing","none",0.0844999998807907
249,"74","173378","stable","none",0
250,"32","173337","decreasing","none",-0.0767000019550323
250,"41","173346","stable","none",0
250,"47","173352","stable","none",0
250,"68","173372","increasing","none",0.0844999998807907
250,"74","173378","stable","none",0
250,"78","173382","decreasing","none",-0.0767000019550323
255,"10","164508","stable","none",0
255,"11","169015","stable","none",0
255,"12","173319","stable","none",0
255,"2","153535","stable","none",0
255,"22","173327","decreasing","none",-0.0767000019550323
255,"23","173328","stable","none",0
255,"25","173330","unknown","family",-0.0250466670840979
255,"26","173331","decreasing","none",-0.0767000019550323
255,"27","173332","stable","none",0
255,"3","153538","decreasing","none",-0.0767000019550323
255,"30","173335","decreasing","none",-0.0767000019550323
255,"34","173339","decreasing","none",-0.0767000019550323
255,"36","173341","decreasing","none",-0.0767000019550323
255,"38","173343","stable","none",0
255,"39","173344","decreasing","none",-0.0767000019550323
255,"43","173348","increasing","none",0.0844999998807907
255,"47","173352","stable","none",0
255,"52","173357","decreasing","none",-0.0767000019550323
255,"53","173358","stable","none",0
255,"56","173361","decreasing","none",-0.0767000019550323
255,"57","173361","decreasing","none",-0.0767000019550323
255,"59","173363","stable","none",0
255,"60","173364","stable","none",0
255,"61","173365","unknown","family",-0.0250466670840979
255,"64","173368","stable","none",0
255,"66","173370","decreasing","none",-0.0767000019550323
255,"68","173372","increasing","none",0.0844999998807907
255,"7","164508","stable","none",0
255,"71","173375","unknown","family",-0.00626363651826978
255,"72","173376","unknown","family",-0.0250466670840979
255,"77","173381","decreasing","none",-0.0767000019550323
255,"8","164508","decreasing","none",-0.0767000019550323
255,"80","173384","stable","none",0
255,"9","164508","decreasing","none",-0.0767000019550323
314,"10","164508","stable","none",0
314,"7","164508","stable","none",0
314,"8","164508","decreasing","none",-0.0767000019550323
314,"9","164508","decreasing","none",-0.0767000019550323
