"zone","species_id_no","pop_trend","gapfill","trend_score","habitat","km2"
8,173364,"stable","none",0,"seagrass",137954.410392689
8,173375,"unknown","family",-0.00626363651826978,"seagrass",137954.410392689
8,173376,"unknown","family",-0.0250466670840979,"seagrass",137954.410392689
9,169015,"stable","none",0,"seagrass",539903.881294087
9,173327,"decreasing","none",-0.0767000019550323,"seagrass",173244.220573786
9,173328,"stable","none",0,"seagrass",173244.220573786
9,173331,"decreasing","none",-0.0767000019550323,"seagrass",539903.881294087
9,173332,"stable","none",0,"seagrass",377441.687997001
9,173358,"stable","none",0,"seagrass",539903.881294087
9,173363,"stable","none",0,"seagrass",539903.881294087
9,173364,"stable","none",0,"seagrass",539903.881294087
9,173375,"unknown","family",-0.00626363651826978,"seagrass",121341.687714148
9,173376,"unknown","family",-0.0250466670840979,"seagrass",173239.854319928
11,173358,"stable","none",0,"seagrass",74970.325241699
11,173363,"stable","none",0,"seagrass",653584.539989162
11,173364,"stable","none",0,"seagrass",688117.241751299
13,169015,"stable","none",0,"seagrass",206230.395219454
13,173327,"decreasing","none",-0.0767000019550323,"seagrass",206230.395219454
13,173328,"stable","none",0,"seagrass",78176.9020749413
13,173331,"decreasing","none",-0.0767000019550323,"seagrass",206230.395219454
13,173376,"unknown","family",-0.0250466670840979,"seagrass",206230.395219454
14,169015,"stable","none",0,"seagrass",158010.36086357
14,173327,"decreasing","none",-0.0767000019550323,"seagrass",101407.992351288
14,173328,"stable","none",0,"seagrass",133580.297277844
14,173331,"decreasing","none",-0.0767000019550323,"seagrass",101865.575755596
14,173332,"stable","none",0,"seagrass",152024.226824388
14,173348,"increasing","none",0.0844999998807907,"seagrass",157759.737892127
14,173352,"stable","none",0,"seagrass",158010.36086357
14,173358,"stable","none",0,"seagrass",137500.319991467
14,173363,"stable","none",0,"seagrass",151199.004845245
14,173364,"stable","none",0,"seagrass",152313.272829781
14,173376,"unknown","family",-0.0250466670840979,"seagrass",99368.9517996483
15,169015,"stable","none",0,"seagrass",998707.216929983
15,173327,"decreasing","none",-0.0767000019550323,"seagrass",962329.336287497
15,173328,"stable","none",0,"seagrass",998707.216929983
15,173331,"decreasing","none",-0.0767000019550323,"seagrass",962329.336287497
15,173332,"stable","none",0,"seagrass",998707.216929983
15,173342,"decreasing","none",-0.0767000019550323,"seagrass",55554.4675863859
15,173343,"stable","none",0,"seagrass",812789.507908254
15,173348,"increasing","none",0.0844999998807907,"seagrass",3651.93472674818
15,173352,"stable","none",0,"seagrass",998707.216929983
15,173358,"stable","none",0,"seagrass",962329.336287497
15,173363,"stable","none",0,"seagrass",962329.336287497
15,173364,"stable","none",0,"seagrass",998707.216929983
15,173375,"unknown","family",-0.00626363651826978,"seagrass",392278.218606148
15,173376,"unknown","family",-0.0250466670840979,"seagrass",962329.336287497
16,169015,"stable","none",0,"seagrass",1697864.0949356
16,173321,"stable","none",0,"seagrass",150284.7112874
16,173323,"stable","none",0,"seagrass",333820.192204258
16,173327,"decreasing","none",-0.0767000019550323,"seagrass",1158836.95741618
16,173328,"stable","none",0,"seagrass",1256327.54680616
16,173330,"unknown","family",-0.0250466670840979,"seagrass",294417.370889019
16,173331,"decreasing","none",-0.0767000019550323,"seagrass",788644.124074063
16,173332,"stable","none",0,"seagrass",1256327.54680616
16,173333,"decreasing","none",-0.0767000019550323,"seagrass",871483.312018471
16,173336,"stable","none",0,"seagrass",733070.444970702
16,173340,"unknown","family",-0.00626363651826978,"seagrass",249085.17683475
16,173343,"stable","none",0,"seagrass",1175220.88839256
16,173349,"decreasing","none",-0.0767000019550323,"seagrass",432666.06679173
16,173350,"stable","none",0,"seagrass",427374.167115954
16,173351,"stable","none",0,"seagrass",185147.501841195
16,173352,"stable","none",0,"seagrass",1517264.48311279
16,173353,"unknown","global",-0.0264126975089312,"seagrass",797929.399528275
16,173354,"stable","none",0,"seagrass",151693.264781959
16,173355,"decreasing","none",-0.0767000019550323,"seagrass",768803.866543762
16,173356,"stable","none",0,"seagrass",759655.691460688
16,173358,"stable","none",0,"seagrass",1089043.26274841
16,173359,"unknown","global",-0.0264126975089312,"seagrass",563710.443828905
16,173360,"stable","none",0,"seagrass",483553.00900402
16,173363,"stable","none",0,"seagrass",945060.802279499
16,173364,"stable","none",0,"seagrass",963585.070897029
16,173365,"unknown","family",-0.0250466670840979,"seagrass",460801.333401271
16,173368,"stable","none",0,"seagrass",989472.590020523
16,173369,"stable","none",0,"seagrass",567713.425365829
16,173371,"stable","none",0,"seagrass",658308.826663411
16,173375,"unknown","family",-0.00626363651826978,"seagrass",657874.821029936
16,173376,"unknown","family",-0.0250466670840979,"seagrass",364018.077136271
16,173377,"stable","none",0,"seagrass",143067.293660291
16,173379,"unknown","family",-0.0328714288771152,"seagrass",150284.7112874
16,173380,"stable","none",0,"seagrass",387353.957505208
16,173383,"unknown","family",-0.00626363651826978,"seagrass",187225.838677556
16,173384,"stable","none",0,"seagrass",820113.462129497
17,169015,"stable","none",0,"seagrass",1171072.94722756
17,173327,"decreasing","none",-0.0767000019550323,"seagrass",1171072.94722756
17,173328,"stable","none",0,"seagrass",1171072.94722756
17,173330,"unknown","family",-0.0250466670840979,"seagrass",2367.38284175378
17,173331,"decreasing","none",-0.0767000019550323,"seagrass",1171072.94722756
17,173332,"stable","none",0,"seagrass",1171072.94722756
17,173343,"stable","none",0,"seagrass",19674.3398837008
17,173352,"stable","none",0,"seagrass",1171072.94722756
17,173358,"stable","none",0,"seagrass",1033106.31132407
17,173363,"stable","none",0,"seagrass",1033106.31132407
17,173364,"stable","none",0,"seagrass",1022977.47562451
17,173365,"unknown","family",-0.0250466670840979,"seagrass",4368.87361021549
17,173368,"stable","none",0,"seagrass",796029.205849316
17,173375,"unknown","family",-0.00626363651826978,"seagrass",1022826.40324103
17,173376,"unknown","family",-0.0250466670840979,"seagrass",670536.083967076
17,173384,"stable","none",0,"seagrass",4471.04395049036
18,169015,"stable","none",0,"seagrass",356642.601119505
18,173327,"decreasing","none",-0.0767000019550323,"seagrass",321806.008088859
18,173328,"stable","none",0,"seagrass",321806.008088859
18,173332,"stable","none",0,"seagrass",321806.008088859
18,173352,"stable","none",0,"seagrass",321806.008088859
18,173368,"stable","none",0,"seagrass",321806.008088859
20,173327,"decreasing","none",-0.0767000019550323,"seagrass",5318.09719892311
20,153538,"decreasing","none",-0.0767000019550323,"seagrass",199219.064774437
20,173335,"decreasing","none",-0.0767000019550323,"seagrass",148159.218909374
20,173339,"decreasing","none",-0.0767000019550323,"seagrass",83863.5110994712
20,173341,"decreasing","none",-0.0767000019550323,"seagrass",139081.777138799
20,173344,"decreasing","none",-0.0767000019550323,"seagrass",118133.364379363
20,173345,"decreasing","none",-0.0767000019550323,"seagrass",26186.1708873739
20,173348,"increasing","none",0.0844999998807907,"seagrass",200031.187992007
20,173352,"stable","none",0,"seagrass",19814.0600071536
20,173357,"decreasing","none",-0.0767000019550323,"seagrass",143386.030191917
20,173381,"decreasing","none",-0.0767000019550323,"seagrass",34460.2219480958
21,153538,"decreasing","none",-0.0767000019550323,"seagrass",78189.1275857434
21,173335,"decreasing","none",-0.0767000019550323,"seagrass",1426.89176076196
21,173339,"decreasing","none",-0.0767000019550323,"seagrass",71628.3945388617
21,173341,"decreasing","none",-0.0767000019550323,"seagrass",5721.53905539314
21,173344,"decreasing","none",-0.0767000019550323,"seagrass",67925.8112673619
21,173348,"increasing","none",0.0844999998807907,"seagrass",70350.82866004
21,173357,"decreasing","none",-0.0767000019550323,"seagrass",57978.6117282924
24,169015,"stable","none",0,"seagrass",35364.0364966813
24,173327,"decreasing","none",-0.0767000019550323,"seagrass",35364.0364966813
24,173328,"stable","none",0,"seagrass",35364.0364966813
24,173331,"decreasing","none",-0.0767000019550323,"seagrass",35364.0364966813
24,173342,"decreasing","none",-0.0767000019550323,"seagrass",35364.0364966813
24,173352,"stable","none",0,"seagrass",35364.0364966813
24,173358,"stable","none",0,"seagrass",35364.0364966813
24,173363,"stable","none",0,"seagrass",35364.0364966813
24,173364,"stable","none",0,"seagrass",35364.0364966813
24,173376,"unknown","family",-0.0250466670840979,"seagrass",35364.0364966813
25,169015,"stable","none",0,"seagrass",202624.7427836
25,173327,"decreasing","none",-0.0767000019550323,"seagrass",202624.7427836
25,173328,"stable","none",0,"seagrass",202624.7427836
25,173331,"decreasing","none",-0.0767000019550323,"seagrass",202624.7427836
25,173332,"stable","none",0,"seagrass",73283.2047510061
25,173342,"decreasing","none",-0.0767000019550323,"seagrass",202624.7427836
25,173352,"stable","none",0,"seagrass",202624.7427836
25,173358,"stable","none",0,"seagrass",202624.7427836
25,173363,"stable","none",0,"seagrass",202624.7427836
25,173364,"stable","none",0,"seagrass",202624.7427836
25,173376,"unknown","family",-0.0250466670840979,"seagrass",144922.078299127
26,169015,"stable","none",0,"seagrass",227503.657265918
26,173327,"decreasing","none",-0.0767000019550323,"seagrass",227503.657265918
26,173328,"stable","none",0,"seagrass",227503.657265918
26,173331,"decreasing","none",-0.0767000019550323,"seagrass",227503.657265918
26,173332,"stable","none",0,"seagrass",227503.657265918
26,173358,"stable","none",0,"seagrass",227503.657265918
26,173363,"stable","none",0,"seagrass",227503.657265918
26,173364,"stable","none",0,"seagrass",227503.657265918
26,173368,"stable","none",0,"seagrass",227502.784015147
28,169015,"stable","none",0,"seagrass",69382.3935543576
28,173328,"stable","none",0,"seagrass",69382.3935543576
28,173332,"stable","none",0,"seagrass",69382.3935543576
28,173358,"stable","none",0,"seagrass",69382.3935543576
28,173363,"stable","none",0,"seagrass",69382.3935543576
28,173364,"stable","none",0,"seagrass",69382.3935543576
28,173372,"increasing","none",0.0844999998807907,"seagrass",68257.6465605623
28,173375,"unknown","family",-0.00626363651826978,"seagrass",69382.3935543576
29,169015,"stable","none",0,"seagrass",32937.2726024601
29,173328,"stable","none",0,"seagrass",32937.2726024601
29,173332,"stable","none",0,"seagrass",32937.2726024601
29,173358,"stable","none",0,"seagrass",32937.2726024601
29,173363,"stable","none",0,"seagrass",32937.2726024601
29,173364,"stable","none",0,"seagrass",32937.2726024601
29,173372,"increasing","none",0.0844999998807907,"seagrass",32215.0942143633
29,173375,"unknown","family",-0.00626363651826978,"seagrass",32937.2726024601
30,169015,"stable","none",0,"seagrass",30465.9729188882
30,173319,"stable","none",0,"seagrass",30465.9729188882
30,173328,"stable","none",0,"seagrass",30465.9729188882
30,173332,"stable","none",0,"seagrass",30465.9729188882
30,173358,"stable","none",0,"seagrass",30465.9729188882
30,173363,"stable","none",0,"seagrass",30465.9729188882
30,173364,"stable","none",0,"seagrass",30465.9729188882
30,173372,"increasing","none",0.0844999998807907,"seagrass",55.8880493811295
30,173375,"unknown","family",-0.00626363651826978,"seagrass",30465.9729188882
31,169015,"stable","none",0,"seagrass",346607.203252506
31,173319,"stable","none",0,"seagrass",75709.0953944558
31,173328,"stable","none",0,"seagrass",288049.626262656
31,173331,"decreasing","none",-0.0767000019550323,"seagrass",69648.7350396895
31,173332,"stable","none",0,"seagrass",288049.626262656
31,173358,"stable","none",0,"seagrass",288049.626262656
31,173363,"stable","none",0,"seagrass",346607.203252506
31,173364,"stable","none",0,"seagrass",346607.203252506
31,173375,"unknown","family",-0.00626363651826978,"seagrass",346607.203252506
32,169015,"stable","none",0,"seagrass",50423.246052581
32,173328,"stable","none",0,"seagrass",50423.246052581
32,173332,"stable","none",0,"seagrass",50423.246052581
32,173358,"stable","none",0,"seagrass",50423.246052581
32,173363,"stable","none",0,"seagrass",50423.246052581
32,173372,"increasing","none",0.0844999998807907,"seagrass",47494.3629647011
32,173375,"unknown","family",-0.00626363651826978,"seagrass",50423.246052581
33,169015,"stable","none",0,"seagrass",26549.4432083513
33,173319,"stable","none",0,"seagrass",26549.4432083513
33,173328,"stable","none",0,"seagrass",26549.4432083513
33,173332,"stable","none",0,"seagrass",26549.4432083513
33,173358,"stable","none",0,"seagrass",26549.4432083513
33,173363,"stable","none",0,"seagrass",26549.4432083513
33,173364,"stable","none",0,"seagrass",26549.4432083513
33,173372,"increasing","none",0.0844999998807907,"seagrass",25585.3743565268
33,173375,"unknown","family",-0.00626363651826978,"seagrass",26549.4432083513
34,173332,"stable","none",0,"seagrass",5690.97527838783
34,173364,"stable","none",0,"seagrass",5690.97527838783
34,173372,"increasing","none",0.0844999998807907,"seagrass",4760.96320665497
34,173375,"unknown","family",-0.00626363651826978,"seagrass",5690.97527838783
35,173332,"stable","none",0,"seagrass",28013.0115015196
35,173364,"stable","none",0,"seagrass",28013.0115015196
35,173372,"increasing","none",0.0844999998807907,"seagrass",26403.6103294974
35,173375,"unknown","family",-0.00626363651826978,"seagrass",28013.0115015196
36,169015,"stable","none",0,"seagrass",32035.2045554178
36,173328,"stable","none",0,"seagrass",32035.2045554178
36,173332,"stable","none",0,"seagrass",32035.2045554178
36,173375,"unknown","family",-0.00626363651826978,"seagrass",32035.2045554178
37,169015,"stable","none",0,"seagrass",117510.736579226
37,173328,"stable","none",0,"seagrass",117948.235215788
37,173332,"stable","none",0,"seagrass",117948.235215788
37,173358,"stable","none",0,"seagrass",48252.3446344327
37,173363,"stable","none",0,"seagrass",48252.3446344327
37,173372,"increasing","none",0.0844999998807907,"seagrass",45835.1864986989
37,173375,"unknown","family",-0.00626363651826978,"seagrass",153842.334930818
38,173332,"stable","none",0,"seagrass",109180.797469123
38,173352,"stable","none",0,"seagrass",109180.797469123
38,173375,"unknown","family",-0.00626363651826978,"seagrass",109180.797469123
39,173332,"stable","none",0,"seagrass",260295.096989524
39,173363,"stable","none",0,"seagrass",260295.096989524
39,173364,"stable","none",0,"seagrass",93705.920545951
39,173375,"unknown","family",-0.00626363651826978,"seagrass",260295.096989524
40,169015,"stable","none",0,"seagrass",46100.6547332592
40,173319,"stable","none",0,"seagrass",15877.4455288703
40,173327,"decreasing","none",-0.0767000019550323,"seagrass",8090.66839869008
40,173328,"stable","none",0,"seagrass",124103.779904656
40,173331,"decreasing","none",-0.0767000019550323,"seagrass",124103.779904656
40,173332,"stable","none",0,"seagrass",124103.779904656
40,173342,"decreasing","none",-0.0767000019550323,"seagrass",11931.2252920996
40,173352,"stable","none",0,"seagrass",6540.64827913532
40,173358,"stable","none",0,"seagrass",124103.779904656
40,173363,"stable","none",0,"seagrass",124103.779904656
40,173364,"stable","none",0,"seagrass",11810.7166856215
40,173368,"stable","none",0,"seagrass",58108.7260932579
40,173372,"increasing","none",0.0844999998807907,"seagrass",19624.5645897207
40,173375,"unknown","family",-0.00626363651826978,"seagrass",69485.437145404
41,169015,"stable","none",0,"seagrass",247822.456219045
41,173319,"stable","none",0,"seagrass",74417.5575032887
41,173328,"stable","none",0,"seagrass",247822.456219045
41,173331,"decreasing","none",-0.0767000019550323,"seagrass",50730.6303241772
41,173332,"stable","none",0,"seagrass",243686.740564842
41,173358,"stable","none",0,"seagrass",247822.456219045
41,173363,"stable","none",0,"seagrass",247822.456219045
41,173364,"stable","none",0,"seagrass",247822.456219045
41,173370,"decreasing","none",-0.0767000019550323,"seagrass",247822.456219045
41,173372,"increasing","none",0.0844999998807907,"seagrass",242951.463415171
41,173375,"unknown","family",-0.00626363651826978,"seagrass",247822.456219045
41,173376,"unknown","family",-0.0250466670840979,"seagrass",103869.686276372
42,169015,"stable","none",0,"seagrass",417701.168319161
42,173319,"stable","none",0,"seagrass",319642.092676883
42,173328,"stable","none",0,"seagrass",417701.168319161
42,173329,"unknown","family",-0.00626363651826978,"seagrass",77429.3994144686
42,173332,"stable","none",0,"seagrass",417701.168319161
42,173352,"stable","none",0,"seagrass",51073.8178774082
42,173358,"stable","none",0,"seagrass",417701.168319161
42,173363,"stable","none",0,"seagrass",417701.168319161
42,173364,"stable","none",0,"seagrass",417701.168319161
42,173370,"decreasing","none",-0.0767000019550323,"seagrass",14315.1998985134
42,173372,"increasing","none",0.0844999998807907,"seagrass",408689.220356454
42,173375,"unknown","family",-0.00626363651826978,"seagrass",417701.168319161
43,169015,"stable","none",0,"seagrass",42393.7052079015
43,173319,"stable","none",0,"seagrass",42393.7052079015
43,173328,"stable","none",0,"seagrass",42393.7052079015
43,173331,"decreasing","none",-0.0767000019550323,"seagrass",42393.7052079015
43,173332,"stable","none",0,"seagrass",42393.7052079015
43,173352,"stable","none",0,"seagrass",35684.5195298512
43,173358,"stable","none",0,"seagrass",42393.7052079015
43,173363,"stable","none",0,"seagrass",42393.7052079015
43,173364,"stable","none",0,"seagrass",42393.7052079015
43,173370,"decreasing","none",-0.0767000019550323,"seagrass",41117.8858306229
43,173372,"increasing","none",0.0844999998807907,"seagrass",42329.9579015761
43,173375,"unknown","family",-0.00626363651826978,"seagrass",42393.7052079015
43,173376,"unknown","family",-0.0250466670840979,"seagrass",42393.7052079015
44,169015,"stable","none",0,"seagrass",295165.746800263
44,173319,"stable","none",0,"seagrass",295165.746800263
44,173328,"stable","none",0,"seagrass",295165.746800263
44,173331,"decreasing","none",-0.0767000019550323,"seagrass",295165.746800263
44,173332,"stable","none",0,"seagrass",295165.746800263
44,173358,"stable","none",0,"seagrass",295165.746800263
44,173363,"stable","none",0,"seagrass",295118.591258598
44,173364,"stable","none",0,"seagrass",295165.746800263
44,173372,"increasing","none",0.0844999998807907,"seagrass",19780.003227062
44,173375,"unknown","family",-0.00626363651826978,"seagrass",295165.746800263
44,173376,"unknown","family",-0.0250466670840979,"seagrass",15068.8153143871
45,164508,"stable","none",0,"seagrass",45904.1733096537
45,169015,"stable","none",0,"seagrass",78697.359534803
45,173319,"stable","none",0,"seagrass",78697.359534803
45,173328,"stable","none",0,"seagrass",78697.359534803
45,173331,"decreasing","none",-0.0767000019550323,"seagrass",78697.359534803
45,173332,"stable","none",0,"seagrass",78697.359534803
45,173358,"stable","none",0,"seagrass",78697.359534803
45,173363,"stable","none",0,"seagrass",78697.359534803
45,173364,"stable","none",0,"seagrass",78697.359534803
45,164508,"stable","none",0,"seagrass",45904.1733096537
45,173375,"unknown","family",-0.00626363651826978,"seagrass",78697.359534803
45,164508,"decreasing","none",-0.0767000019550323,"seagrass",45904.1733096537
45,164508,"decreasing","none",-0.0767000019550323,"seagrass",45904.1733096537
46,164508,"stable","none",0,"seagrass",7258.4604133742
46,169015,"stable","none",0,"seagrass",7061.10573899708
46,173319,"stable","none",0,"seagrass",7061.10573899708
46,173328,"stable","none",0,"seagrass",7061.10573899708
46,173331,"decreasing","none",-0.0767000019550323,"seagrass",7061.10573899708
46,173332,"stable","none",0,"seagrass",7061.10573899708
46,173358,"stable","none",0,"seagrass",7061.10573899708
46,173363,"stable","none",0,"seagrass",7061.10573899708
46,173364,"stable","none",0,"seagrass",7061.10573899708
46,164508,"stable","none",0,"seagrass",7258.4604133742
46,173375,"unknown","family",-0.00626363651826978,"seagrass",7061.10573899708
46,164508,"decreasing","none",-0.0767000019550323,"seagrass",7258.4604133742
46,164508,"decreasing","none",-0.0767000019550323,"seagrass",7258.4604133742
47,169015,"stable","none",0,"seagrass",246346.662415075
47,173319,"stable","none",0,"seagrass",246346.662415075
47,173328,"stable","none",0,"seagrass",246346.662415075
47,173331,"decreasing","none",-0.0767000019550323,"seagrass",208951.444623698
47,173332,"stable","none",0,"seagrass",246346.662415075
47,173352,"stable","none",0,"seagrass",113705.10971668
47,173358,"stable","none",0,"seagrass",242711.319452987
47,173363,"stable","none",0,"seagrass",124924.635629941
47,173364,"stable","none",0,"seagrass",246346.662415075
47,173375,"unknown","family",-0.00626363651826978,"seagrass",246346.662415075
48,169015,"stable","none",0,"seagrass",187011.018987747
48,173319,"stable","none",0,"seagrass",187011.018987747
48,173328,"stable","none",0,"seagrass",187011.018987747
48,173332,"stable","none",0,"seagrass",181375.058507969
48,173364,"stable","none",0,"seagrass",115235.045068488
48,173372,"increasing","none",0.0844999998807907,"seagrass",103683.683862026
48,173375,"unknown","family",-0.00626363651826978,"seagrass",187011.018987747
49,164508,"stable","none",0,"seagrass",28376.2838224969
49,169015,"stable","none",0,"seagrass",57803.9615739764
49,173319,"stable","none",0,"seagrass",57803.9615739764
49,173328,"stable","none",0,"seagrass",57803.9615739764
49,173331,"decreasing","none",-0.0767000019550323,"seagrass",57803.9615739764
49,173332,"stable","none",0,"seagrass",57803.9615739764
49,173358,"stable","none",0,"seagrass",57803.9615739764
49,173363,"stable","none",0,"seagrass",57803.9615739764
49,173364,"stable","none",0,"seagrass",57803.9615739764
49,164508,"stable","none",0,"seagrass",28376.2838224969
49,173375,"unknown","family",-0.00626363651826978,"seagrass",57803.9615739764
49,164508,"decreasing","none",-0.0767000019550323,"seagrass",28376.2838224969
49,164508,"decreasing","none",-0.0767000019550323,"seagrass",28376.2838224969
50,169015,"stable","none",0,"seagrass",207583.933915404
50,173319,"stable","none",0,"seagrass",207583.933915404
50,173328,"stable","none",0,"seagrass",207583.933915404
50,173331,"decreasing","none",-0.0767000019550323,"seagrass",174038.878775924
50,173332,"stable","none",0,"seagrass",174038.878775924
50,173352,"stable","none",0,"seagrass",42092.4336917063
50,173358,"stable","none",0,"seagrass",174038.878775924
50,173363,"stable","none",0,"seagrass",174038.878775924
50,173364,"stable","none",0,"seagrass",174038.878775924
50,173368,"stable","none",0,"seagrass",36426.7826856943
50,173375,"unknown","family",-0.00626363651826978,"seagrass",174038.878775924
51,169015,"stable","none",0,"seagrass",11808.0969333068
51,173319,"stable","none",0,"seagrass",11808.0969333068
51,173328,"stable","none",0,"seagrass",11808.0969333068
52,169015,"stable","none",0,"seagrass",7647.93025749894
52,173319,"stable","none",0,"seagrass",7647.93025749894
52,173328,"stable","none",0,"seagrass",7647.93025749894
53,173328,"stable","none",0,"seagrass",1806.75584639933
53,173375,"unknown","family",-0.00626363651826978,"seagrass",1806.75584639933
54,169015,"stable","none",0,"seagrass",54905.6422631019
54,173319,"stable","none",0,"seagrass",54905.6422631019
54,173328,"stable","none",0,"seagrass",54905.6422631019
54,173332,"stable","none",0,"seagrass",4416.90240265239
54,173375,"unknown","family",-0.00626363651826978,"seagrass",6933.61112634638
56,153535,"stable","none",0,"seagrass",158936.006681445
56,173361,"decreasing","none",-0.0767000019550323,"seagrass",158936.006681445
56,173361,"decreasing","none",-0.0767000019550323,"seagrass",158936.006681445
57,153535,"stable","none",0,"seagrass",55405.1417044457
57,173361,"decreasing","none",-0.0767000019550323,"seagrass",27818.2765794572
57,173361,"decreasing","none",-0.0767000019550323,"seagrass",27818.2765794572
58,153535,"stable","none",0,"seagrass",153690.389296563
58,173361,"decreasing","none",-0.0767000019550323,"seagrass",151359.682987216
58,173361,"decreasing","none",-0.0767000019550323,"seagrass",151359.682987216
59,153538,"decreasing","none",-0.0767000019550323,"seagrass",3459.81955700055
59,173361,"decreasing","none",-0.0767000019550323,"seagrass",3459.81955700055
59,173361,"decreasing","none",-0.0767000019550323,"seagrass",3459.81955700055
60,153535,"stable","none",0,"seagrass",432.259131932174
60,153538,"decreasing","none",-0.0767000019550323,"seagrass",432.259131932174
60,173361,"decreasing","none",-0.0767000019550323,"seagrass",432.259131932174
60,173361,"decreasing","none",-0.0767000019550323,"seagrass",432.259131932174
61,153534,"decreasing","none",-0.0767000019550323,"seagrass",17899.8943158499
61,164508,"stable","none",0,"seagrass",23238.0762825193
61,153535,"stable","none",0,"seagrass",97846.0024540125
61,153538,"decreasing","none",-0.0767000019550323,"seagrass",99778.5064115194
61,164280,"stable","none",0,"seagrass",43075.7140605056
61,164280,"unknown","family",-0.0139454547315836,"seagrass",43075.7140605056
61,173361,"decreasing","none",-0.0767000019550323,"seagrass",97846.0024540125
61,173361,"decreasing","none",-0.0767000019550323,"seagrass",97846.0024540125
61,164280,"stable","none",0,"seagrass",43075.7140605056
61,164508,"stable","none",0,"seagrass",23238.0762825193
61,164508,"decreasing","none",-0.0767000019550323,"seagrass",23238.0762825193
61,164508,"decreasing","none",-0.0767000019550323,"seagrass",23238.0762825193
62,153534,"decreasing","none",-0.0767000019550323,"seagrass",562.373496897616
62,164508,"stable","none",0,"seagrass",57796.9755678037
62,153535,"stable","none",0,"seagrass",23087.003899036
62,153538,"decreasing","none",-0.0767000019550323,"seagrass",21378.9253898252
62,164280,"stable","none",0,"seagrass",57796.9755678037
62,164280,"unknown","family",-0.0139454547315836,"seagrass",57796.9755678037
62,173361,"decreasing","none",-0.0767000019550323,"seagrass",57714.0167445036
62,173361,"decreasing","none",-0.0767000019550323,"seagrass",57714.0167445036
62,164280,"stable","none",0,"seagrass",57796.9755678037
62,164508,"stable","none",0,"seagrass",57796.9755678037
62,164508,"decreasing","none",-0.0767000019550323,"seagrass",57796.9755678037
62,164508,"decreasing","none",-0.0767000019550323,"seagrass",57796.9755678037
63,153535,"stable","none",0,"seagrass",7025.3024573623
63,173361,"decreasing","none",-0.0767000019550323,"seagrass",13430.5968669027
63,173361,"decreasing","none",-0.0767000019550323,"seagrass",13430.5968669027
63,173372,"increasing","none",0.0844999998807907,"seagrass",9679.98480296595
64,153535,"stable","none",0,"seagrass",53482.2435054262
64,173361,"decreasing","none",-0.0767000019550323,"seagrass",22060.9342424293
64,173361,"decreasing","none",-0.0767000019550323,"seagrass",22060.9342424293
64,173372,"increasing","none",0.0844999998807907,"seagrass",53482.2435054262
65,153535,"stable","none",0,"seagrass",5476.15558857911
65,173372,"increasing","none",0.0844999998807907,"seagrass",6826.20128144202
66,153535,"stable","none",0,"seagrass",36343.8238623942
66,173372,"increasing","none",0.0844999998807907,"seagrass",47230.6412316839
