"scientificname"
"Ablennes hians"
"Abudefduf"
"Abudefduf abdominalis"
"Abudefduf luridus"
"Abudefduf saxatilis"
"Abudefduf sordidus"
"Abudefduf vaigiensis"
"Acanthistius brasilianus"
"Acanthocardia tuberculata"
"Acanthocybium solandri"
"Acanthopagrus australis"
"Acanthopagrus berda"
"Acanthopagrus bifasciatus"
"Acanthopagrus schlegelii"
"Acanthostracion quadricornis"
"Acanthuridae"
"Acanthurus"
"Acanthurus bahianus"
"Acanthurus blochii"
"Acanthurus coeruleus"
"Acanthurus dussumieri"
"Acanthurus lineatus"
"Acanthurus monroviae"
"Acanthurus nigricauda"
"Acanthurus nigrofuscus"
"Acanthurus nigroris"
"Acanthurus olivaceus"
"Acanthurus sohal"
"Acanthurus triostegus"
"Acanthurus xanthopterus"
"Acetes"
"Acetes japonicus"
"Acetes sibogae"
"Achirus klunzingeri"
"Achirus mazatlanus"
"Acipenser gueldenstaedtii"
"Acipenser oxyrinchus"
"Acipenser stellatus"
"Acipenser sturio"
"Acipenseridae"
"Acipenseriformes"
"Actinopterygii"
"Actinopyga mauritiana"
"Aequipecten opercularis"
"Aethaloperca rogaa"
"Aetobatus narinari"
"Aetomylaeus bovinus"
"Aetomylaeus maculatus"
"Aetomylaeus nichofii"
"Agonus cataphractus"
"Albula vulpes"
"Albulidae"
"Aldrichetta forsteri"
"Alectis alexandrina"
"Alectis ciliaris"
"Alectis indica"
"Alepes"
"Alepes djedaba"
"Alepisaurus ferox"
"Alepocephalidae"
"Alepocephalus agassizii"
"Alepocephalus bairdii"
"Alepocephalus rostratus"
"Allocyttus niger"
"Allosmerus elongatus"
"Alloteuthis"
"Alloteuthis media"
"Alloteuthis subulata"
"Allothunnus fallai"
"Alopias"
"Alopias pelagicus"
"Alopias superciliosus"
"Alosa"
"Alosa aestivalis"
"Alosa alosa"
"Alosa fallax"
"Alosa immaculata"
"Alosa mediocris"
"Alosa pseudoharengus"
"Alosa sapidissima"
"Aluterus"
"Aluterus monoceros"
"Ambassidae"
"Amblycirrhitus pinos"
"Amblygaster sirm"
"Amblyraja georgiana"
"Amblyraja hyperborea"
"Amblyraja radiata"
"Amblyraja taaf"
"Ameghinomya antiqua"
"Ammodytes"
"Ammodytes americanus"
"Ammodytes marinus"
"Ammodytes personatus"
"Ammodytes tobianus"
"Ammodytidae"
"Amphiarius phrygiatus"
"Amphistichus koelzi"
"Amphistichus rhodoterus"
"Anableps anableps"
"Anadara"
"Anadara tuberculosa"
"Anarhichadidae"
"Anarhichas"
"Anarhichas denticulatus"
"Anarhichas minor"
"Anarrhichthys ocellatus"
"Anchoa choerostoma"
"Anchoa hepsetus"
"Anchoa mitchilli"
"Anchoa nasus"
"Anchoa spinifer"
"Anchoviella"
"Anguilla"
"Anguilla anguilla"
"Anguilla rostrata"
"Anguilliformes"
"Anisotremus davidsonii"
"Anodontostoma chacunda"
"Anomalops katoptron"
"Anomura"
"Antennatus coccineus"
"Anthias anthias"
"Antimora rostrata"
"Aphanopus"
"Aphanopus carbo"
"Aphanopus intermedius"
"Aphareus furca"
"Aphareus rutilans"
"Aphia minuta"
"Aplodactylus punctatus"
"Apogon imberbis"
"Apogon maculatus"
"Apogonidae"
"Apostichopus japonicus"
"Aprion virescens"
"Apristurus brunneus"
"Apsilus fuscus"
"Arbacia lixula"
"Arca"
"Arca noae"
"Arca zebra"
"Archaeogastropoda"
"Archosargus probatocephalus"
"Archosargus rhomboidalis"
"Arcidae"
"Argentina"
"Argentina elongata"
"Argentina silus"
"Argentina sphyraena"
"Argopecten gibbus"
"Argopecten irradians"
"Argopecten purpuratus"
"Argopecten ventricosus"
"Argyrops spinifer"
"Argyrosomus heinii"
"Argyrosomus hololepidotus"
"Argyrosomus japonicus"
"Argyrosomus regius"
"Argyrozona argyrozona"
"Ariidae"
"Ariomma indicum"
"Ariopsis seemanni"
"Aristaeomorpha foliacea"
"Aristaeopsis edwardsiana"
"Aristeidae"
"Aristeus antennatus"
"Aristeus varidens"
"Arnoglossus imperialis"
"Arnoglossus kessleri"
"Arnoglossus laterna"
"Arnoglossus thori"
"Arothron hispidus"
"Arripis georgianus"
"Artedidraconidae"
