scientificname,rgn_id,fao_id,RAM_area_m2,stockid,stocklong
Seriola quinqueradiata,210,61,NA,JAMBERJPN,Japanese amberjack Japan
Sillago flindersi,16,57,298626000000,SWHITSE,School whiting Southeast Australia
Sillago flindersi,16,71,20345072554,SWHITSE,School whiting Southeast Australia
Sillago flindersi,16,81,36213015209,SWHITSE,School whiting Southeast Australia
Takifugu rubripes,210,61,NA,JPUFFIMKB,Japanese pufferfish Ise and Mikawa Bay
Takifugu rubripes,210,61,NA,JPUFFSOJECSSI,Japanese pufferfish Sea of Japan and East China Sea and Seto Inland sea
Tanakius kitaharae,20,61,NA,WLFLOUNNPAC,Willowy flounder North Pacific
Tanakius kitaharae,209,61,NA,WLFLOUNNPAC,Willowy flounder North Pacific
Tanakius kitaharae,210,61,NA,WLFLOUNNPAC,Willowy flounder North Pacific
Tetrapturus albidus,55,27,793177000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,55,34,162454000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,56,34,796637000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,57,27,12638271819,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,57,34,441200000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,58,34,448411000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,59,27,3456501096,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,60,37,407331600.8,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,62,34,257178000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,62,37,1188711978,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,63,34,250980000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,64,34,155355000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,65,34,22681993923,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,66,34,157755000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,69,27,28922275718,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,70,27,35961945753,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,73,18,9952102.145,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,73,27,1289140000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,85,34,68325591323,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,85,47,373436000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,86,47,444915000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,88,47,754882000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,89,48,1449740000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,95,41,550877000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,96,34,159351000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,97,34,246168000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,98,34,15355790416,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,99,34,30033724711,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,100,34,30862527163,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,100,47,8710977244,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,101,47,559606000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,102,47,374812000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,103,34,130671000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,104,34,308370000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,105,48,441172000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,106,34,224920000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,108,21,24529399206,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,108,31,425867000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,110,31,596493000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,111,31,154163000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,112,31,365920000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,113,31,119080000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,114,31,123541000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,115,31,269157000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,116,31,210958000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,117,31,80167574484,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,118,31,92160547619,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,119,31,10281053359,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,120,31,107845000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,121,31,7573110619,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,122,31,15452746183,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,123,31,28546247339,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,124,31,183902000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,125,31,26149209954,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,126,31,75477885811,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,127,31,36355496255,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,129,31,142992000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,130,31,26888681083,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,131,31,161215000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,132,31,398872000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,133,31,218193000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,135,31,826017000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,136,31,1637195103,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,139,31,473765000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,140,31,137955000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,141,27,267411000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,143,27,755843000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,144,27,293448000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,145,18,9678601.004,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,145,21,857890000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,145,27,1308520000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,163,21,488584000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,163,31,1137240000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,164,31,35993364169,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,166,31,244834000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,167,31,136152000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,168,31,128190000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,169,31,130280000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,169,41,4485271245,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,171,31,43285709944,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,171,34,178626000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,171,41,3433580000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,172,41,1084610000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,172,87,18638032.43,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,173,41,129745000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,174,27,84257733878,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,175,27,103278000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,176,27,57050045774,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,177,27,64588698354,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,178,27,32022954331,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,179,27,256586000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,180,27,726739000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,181,27,427735000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,182,27,292740000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,182,34,2303976235,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,182,37,1937170019,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,183,27,266414000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,183,34,45153381206,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,189,27,6124611341,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,193,34,106471000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,194,34,109252000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,195,34,174568000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,196,34,182148000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,197,34,14422484602,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,198,34,191800000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,198,47,1679869169,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,199,34,1907851723,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,199,47,11655162007,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,200,34,9659541198,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,200,47,480699000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,218,18,52716391.94,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,218,21,2279810000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,219,21,12323945182,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,220,31,490564779.3,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,221,31,5361979365,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,222,27,160726000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,223,27,1740010000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,224,41,2770399347,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,224,87,5956818.596,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,227,27,2965500844,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,228,27,8695142645,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,244,31,30387019186,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,245,31,13209978805,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248,31,9424556418,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,249,31,2228128391,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,250,31,25237491544,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,255,31,22607683799,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,255,34,84288792925,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,260,18,143.0115125,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,260,27,3526917413,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,261,21,2637120000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,261,27,15.14353269,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,261,31,4.241982039,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,262,21,25.52048997,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,262,27,5400990000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,263,21,177.9886164,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,263,27,11.42958793,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,263,31,7334640000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,263,34,13.03182012,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,264,27,82.88177014,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,264,34,9068900000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,264,41,20.35386015,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,266,31,25.93962336,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,266,34,58.40171043,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,266,41,12331800000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,266,48,13.20902199,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,267,34,174.3657035,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,267,41,122.0930757,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,267,47,13825900000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,277,41,0.092467817,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,277,87,78302580.9,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248100,41,35.92079827,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248100,48,672379000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248100,87,5.677459717,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248200,48,695676000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248300,41,29.61029053,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248300,48,281984000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248400,41,14.80456347,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248400,48,404136000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248500,48,2626250000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248600,41,3.86e-10,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248600,47,29569142.77,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,248600,48,4733240000000,WMARLINATL,White marlin Atlantic Ocean
Tetrapturus albidus,288300,48,942.3219615,WMARLINATL,White marlin Atlantic Ocean
Theragra chalcogramma,73,61,30592212.14,WPOLLEBS,Walleye pollock Eastern Bering Sea
Theragra chalcogramma,73,61,73497318930,WPOLLNAVAR,Walleye pollock Navarinsky
Theragra chalcogramma,73,61,840551000000,WPOLLNSO,Walleye pollock Northern Sea of Okhotsk
Theragra chalcogramma,73,67,11915.51002,WPOLLEBS,Walleye pollock Eastern Bering Sea
Theragra chalcogramma,73,67,10192271202,WPOLLNAVAR,Walleye pollock Navarinsky
Theragra chalcogramma,163,61,118309000000,WPOLLAI,Walleye pollock Aleutian Islands
Theragra chalcogramma,163,61,101822000000,WPOLLEBS,Walleye pollock Eastern Bering Sea
Theragra chalcogramma,163,61,23754594091,WPOLLNAVAR,Walleye pollock Navarinsky
Theragra chalcogramma,163,67,151611000000,WPOLLAI,Walleye pollock Aleutian Islands
Theragra chalcogramma,163,67,587653000000,WPOLLEBS,Walleye pollock Eastern Bering Sea
Theragra chalcogramma,163,67,276913000000,WPOLLGA,Walleye pollock Gulf of Alaska
Theragra chalcogramma,163,67,21156420166,WPOLLNAVAR,Walleye pollock Navarinsky
Theragra chalcogramma,218,67,50422.55911,WPOLLGA,Walleye pollock Gulf of Alaska
Theragra chalcogramma,272,61,1898977.797,WPOLLEBS,Walleye pollock Eastern Bering Sea
Theragra chalcogramma,272,61,3160842391,WPOLLNAVAR,Walleye pollock Navarinsky
Theragra chalcogramma,272,61,25095536760,WPOLLNSO,Walleye pollock Northern Sea of Okhotsk
Theragra chalcogramma,210,61,NA,APOLLNSJ,Walleye pollock Sea of Japan North
Theragra chalcogramma,210,61,NA,APOLLPJPN,Walleye pollock Pacific Coast of Japan
