"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Madagascar",42,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,209,363,561,976,1218,895,1575.41,1561.75,2006.82
"Madagascar",42,"Shark oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Madagascar",42,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,3,3,0,0,0,0,2,16,11,6,0,0,0,0,0,7,6,0.1,3,0,0,0,0,0,0,0,33.48,55.8
"Madagascar",42,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,1,1,1,1,0.1,0.1,1.02,0,0.01
"Madagascar",42,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,156,63,166,303,743,834,1175,1810,786,158,341,92,363,732,486,243,304,506,1006,1286,1551,2190,2172,906,527,972,980,1120,1688,1676,1120,2122.83,2257.29,2709.25
"Malaysia",206,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,126,0,4,6,3,4,11,1,5,5,6,51,112,436,177,17,52,14,11,126,42,18,20,3.86,28.94,3.37
"Malaysia",206,"Fish body oils, nei","fish_oil",1,12,0,0,0,0,0,0,0.1,0.1,8,8,23,20,1,17,6,12,0.1,0.1,8,20,0,2,24,339,330,63,4,18,51,19,24,15,47,3,29,631,480,72,411,2025,3382,2122.94,4319.51,723.72
"Malaysia",206,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,0.1,1,2,3,1,0.1,2,0,3,10,25,18,13,27,9,120,52,9,21,8,9,18,10,204,24,19,5,596,163,170,119,83,51,21,22,28,20,3,0,0.9,0.9
"Malaysia",206,"Ornamental fish nei","ornamentals",17.2125959557853,20.6154619621529,19.2007759673339,19.1625334014254,18.7801799782893,19.6022145554498,17.8434177034032,66.6689168638151,13.1214359990135,26.1594060077541,31.1107708716459,68.0644454577053,69.7467571779348,83.128838043903,236.908148658735,268.872215814994,378.261225847465,699.450468503529,773.396060241556,1149.29892919681,1693.29995190775,1518.45339387022,1126.47288492206,1337.7187086939,1415.10540900421,1821.80619968133,3022.02662712532,2434.93526212911,2352.13835839996,2644.93845533475,2557.32399960442,3393.64719553021,3379.50040781797,2301.53490498658,3128,2126,1859,0,0,0,0,0,0,0,0,0
"Malaysia",206,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09497251129642,2.27256529068015,2.3067140816443,2.32811229586004,2.34207267363922,2.22321454362249,20,6,8,1.7700955328653,1.33141043607606,1.6248209542578,0.645298893723634,1.36266608878991,1.27887204483129,0,0,0
"Malaysia",206,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.960692632041,572.155970748674,544.947191300766,525.579493870056,1,3,477,1299,1159,1989,2257,1462,1817,1496,1293,1193,980,734,382,237,886,1431,501,0,0,0,0,0,0,0,0,0
"Malaysia",206,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,687,2261,2224,2672,1092,1520.48,1572.74,901.99
"Malaysia",206,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.1,1,0,0,0,0,0,787,22,117,2,3,8,0.57,1.04,2.28
"Malaysia",206,"Z_TOTAL","fish_oil",1,12,0,0,0,0.1,1,2,3.1,1.1,8.1,10,23,23,11,42,24,25,27.1,9.1,128,72,9,23,32,348,348,73,208,42,70,24,620,178,217,122,112,682,501,94,439,2045,3385,2122.94,4320.41,724.62
"Malaysia",206,"Z_TOTAL","ornamentals",17.2125959557853,20.6154619621529,19.2007759673339,19.1625334014254,18.7801799782893,19.6022145554498,17.8434177034032,66.6689168638151,13.1214359990135,26.1594060077541,31.1107708716459,68.0644454577053,69.7467571779348,83.128838043903,236.908148658735,268.872215814994,378.261225847465,699.450468503529,773.396060241556,1149.29892919681,1693.29995190775,1518.45339387022,1126.47288492206,1337.7187086939,1415.10540900421,1821.80619968133,3022.02662712532,2434.93526212911,2354.23333091126,2647.21102062543,2559.63071368606,3395.97530782607,3381.84248049161,2303.7581195302,3148,2132,1867,1.7700955328653,1.33141043607606,1.6248209542578,0.645298893723634,1.36266608878991,1.27887204483129,0,0,0
"Malaysia",206,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.960692632041,572.155970748674,544.947191300766,525.579493870056,2,4,603,1299,1163,1995,2260,1466,1828,1497,1298.1,1198,986.1,786,494,673,1063,1448,553,1351,720,2504,2268,2693,1120,1524.91,1602.72,907.64
"Maldives",39,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,0,0,6,0.1,1,7,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,547.63273675289,535.398672845819,522.709586773421,508.98045003743,495.186310134959,484.382315890336,473.513318479239,459.45916591087,451.645317324099,436.161095093281,422.171945691385,422.353486581029,406.804261183734,396.32528277149,400.277007316679,372.247173956199,365.99340136482,352.719286794152,327.67959909152,314.535490853799,308.866746760697,303.067996334645,288.883837433328,278.339855854607,266.365804613433,257.381899030112,248.007974447937,228.363549562724,212.944330498383,199.020184262961,343,320,0,280,315,437,386,386,399,286.71,118.22,304.69
"Maldives",39,"Shark liver oil","fish_oil",NA,NA,NA,NA,9,25,79,59,74,50,31,36,24,18,22,34,24,4,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Z_TOTAL","fish_oil",NA,NA,NA,NA,9,25,79,59,74,50,31,36,24,18,22,34,24,4,2,0,3,2,0,0,0,2,3,3,0,0,6,0.1,1,7,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"Z_TOTAL","ornamentals",NA,NA,NA,NA,547.63273675289,535.398672845819,522.709586773421,508.98045003743,495.186310134959,484.382315890336,473.513318479239,459.45916591087,451.645317324099,436.161095093281,422.171945691385,422.353486581029,406.804261183734,396.32528277149,400.277007316679,372.247173956199,365.99340136482,352.719286794152,327.67959909152,314.535490853799,308.866746760697,303.067996334645,288.883837433328,278.339855854607,266.365804613433,257.381899030112,248.007974447937,228.363549562724,212.944330498383,199.020184262961,343,320,0,280,315,437,386,386,399,286.71,118.22,304.69
"Malta",68,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0
"Malta",68,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,31.41,0,0
"Malta",68,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0
"Malta",68,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,31.41,0,0
"Marshall Islands",11,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,18.7460195270487,0,0,0,0,0,0,20.8846394504701,40.5946827051207,30.655245390247,0,0,0,0,84.3606223020943,46.6247969532924,14.6335584648357,5.80597667131951,1.79643547035062,2.23431635481074,11.011113649449,9.22528349119466,9.2925458685354,21.7755282343646,34.4438198537528,60.8249962365462,62.004114135244,89.4971460393945,137.930123595771,179.506658770445,111.750734345,0,0,0,0,0,0,0,0,0,0
"Marshall Islands",11,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08211106958913,0,1.45986589118931,1.8752346730956,2.25936326588382,2.53415119675867,1.85611335953152,1.64667835907588,6.59187456310636,4.25810670262004,3.611309054511,3.24567310846484,3.56732132301687,4.90427568390703,0,0.31,0.14,0
"Marshall Islands",11,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,18.7460195270487,0,0,0,0,0,0,20.8846394504701,40.5946827051207,30.655245390247,0,0,0,0,84.3606223020943,46.6247969532924,14.6335584648357,5.80597667131951,1.79643547035062,2.23431635481074,11.011113649449,9.22528349119466,9.2925458685354,22.8576393039538,34.4438198537528,62.2848621277355,63.8793488083396,91.7565093052783,140.464274792529,181.362772129977,113.397412704076,6.59187456310636,4.25810670262004,3.611309054511,3.24567310846484,3.56732132301687,4.90427568390703,0,0.31,0.14,0
"Mauritania",64,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,519,238,127,49,241,143,257,577,200,2226,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",64,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243,1652,3661,10152,4386,6218.16,14133,12842,325.42,0,0,0
"Mauritania",64,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,2663,3503,4190,15366,23606.94,5860,21640,40105.13,34535.17,36760.77,21549.35
"Mauritania",64,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,519,238,127,49,241,143,257,577,200,4180,4315,7164,14342,19752,29825.1,19993,34482,40430.55,34535.17,36760.77,21549.35
"Mauritius",37,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,9.5,0.62,0.36
"Mauritius",37,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,320,707,922,553,1108,803,87,1431,2317,1723,1826.29,1694.7,2801.89
"Mauritius",37,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,0,0,102,34,25,0,0,570,1357,21,0,0,0,0,0
"Mauritius",37,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,7,6,7,10,8,10,15,4,3,3,3,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,9,6,9,5.3,1,1.05
"Mauritius",37,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,2,20,422,741,947,553,1108,1373,1444,1452,2317,1723,1826.29,1694.7,2801.89
"Mauritius",37,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,4,7,6,7,10,8,10,15,4,3,3,3,2,2,3,2,3,1,0,0,1,9,6,9,5.3,1,1.05
"Mauritius",37,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,9.5,0.62,0.36
"Mayotte",29,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92626637593986,0,0,0,0,0.1,0.1,0,0,0,34,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mayotte",29,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.92626637593986,0,0,0,0,0.1,0.1,0,0,0,34,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,51,0,73,66,77,101,96,79,60,68,76,72,65,75,53,74,79,45,60,78,99,101,108,84,97.52,93.42,92.05
"Mexico",135,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,0.1,0,0,1,2,1,3,0.1,1,1,1,0.1,1,0,0.87,0.62,0.01
"Mexico",135,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,351,92,3758.65506587361,199,499,851,0,479,405,44,0.1,16,27,53,1922,1587,3102,795,1902,3374,9852,2178,2174,717,12765,5807,26668,29399,12133,27010,36001,15562,4108,1683,3811,23003,12299,25061.61,22115.66,48238.96
"Mexico",135,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,1,0.1,22,0.1,0.1,0.1,0,0,0,0.1,1,0.1,1,0.1,2,0.1,0.1,0.1,1,0,1,0,0,0.1,0,0,2,0.24,0,0
"Mexico",135,"Ornamental fish nei","ornamentals",0.1,1,0,0,4.65253268600668,0,6,1,4.5173931061301,1,3,2,1,4,0,9,5,8,1,0.1,4.63531948210765,15.9406787586297,7.70782038581308,7.32513874710575,16.5371175611987,7.95536244464384,15.2484091681767,8.93448288592012,11.8663203127256,17.4148833175675,13.7176826133474,11.2416205122109,14.5223546827546,23.5598851249784,29.2828965016895,22.4456251038256,14.2127667310089,0,0,0,0,0,0,0,0,0
"Mexico",135,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11610602209851,13.6042060111113,10.9075472825832,7.85165061817804,9.28622815223594,14.1335660771257,4.43176759899541,0,0,0
"Mexico",135,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25194,28976,42644,37261,26453,39362,35000,32665,5671,34755,15080,28325,22409,18539,17406,145,364,199,139,257,283,443,261,0,0,0,0,0,0,0,0,0
"Mexico",135,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,499,341,104,82,7,45,62.28,22.8,28.41
"Mexico",135,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,295,503,419,396,352,623,650.18,578.26,440.32
"Mexico",135,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,351,92,3758.65506587361,199,499,851,0,479,405.1,44,1.1,16.1,49,53.1,1922.1,1587.1,3102,795,1902,3374.1,9853,2178.2,2176,717.2,12767,5807.1,26669.1,29401.1,12135,27013,36002.1,15563,4109,1684.1,3811.1,23004,12301,25062.72,22116.28,48238.97
"Mexico",135,"Z_TOTAL","ornamentals",0.1,1,0,0,4.65253268600668,0,6,1,4.5173931061301,1,3,2,1,4,0,9,5,8,1,0.1,4.63531948210765,15.9406787586297,7.70782038581308,7.32513874710575,16.5371175611987,7.95536244464384,15.2484091681767,8.93448288592012,11.8663203127256,17.4148833175675,13.7176826133474,11.2416205122109,14.5223546827546,23.5598851249784,29.2828965016895,22.4456251038256,23.3288727531074,13.6042060111113,10.9075472825832,7.85165061817804,9.28622815223594,14.1335660771257,4.43176759899541,0,0,0
"Mexico",135,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25194,28976,42644,37261,26470,39413,35000,32738,5737,34832,15181,28421,22488,18599,17474,221,436,264,214,310,357,522,655,854,922,622,579,467,752,809.98,694.48,560.78
"Micronesia",9,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758847636498217,0.830574338105436,0,0,0,0,0,1,8,5,2,0.954277760933763,1.41650682651721,1.39451296077013,1.2006980548735,0,0,1.43149825425422,1.58132542865667,1.69991241394104,3.70853084087034,4.87366416161098,4.86729039042294,2.9084047993538,2.35532771859906,3.09871848624539,2.96738395858497,3.86697567182179,0.05,0,0
"Micronesia",9,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758847636498217,0.830574338105436,0,0,0,0,0,1,8,5,2,0.954277760933763,1.41650682651721,1.39451296077013,1.2006980548735,0,0,1.43149825425422,1.58132542865667,1.69991241394104,3.70853084087034,4.87366416161098,4.86729039042294,2.9084047993538,2.35532771859906,3.09871848624539,2.96738395858497,3.86697567182179,0.05,0,0
"Montenegro",186,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.736465345995,273.016443310131,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.736465345995,273.016443310131,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962,1007,992,979,975,1178,1314,1172,1216,1177,1238,1136,1095,1081,917,868,1000,896,937,1066,925,905,936,1016,1048,931.99,870.87,764.98
"Morocco",62,"Fish body oils, nei","fish_oil",4098,5937,6441,6848,3511,9519,828,7919,4965,5,3828,3147,645,1150,4776,3684,1933,515,705,9871,3410,6927,3670,4478,4867,18462,11749,19661,32351,24125,21865,25750,25178,40217,39804,16663,26741,16258,39397,52192,34769,34256,29908,35653.46,45850.2,30021.47
"Morocco",62,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,255,715,2279,349,74,59,176,289,386,641,249,520,142.72,0,0
"Morocco",62,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,1725,1696,2099,2050,2109,315,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,926,789,1807,1773,2698,4019,4767,4935,4650,5275,5611,8461,6973,5290,4359,4753,4768,2333,3691,4309,3273,0,0,0,0,0,0,0
"Morocco",62,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.07,0,0
"Morocco",62,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2425,2507,1958,1715,2467.45,1657.19,1805.11
"Morocco",62,"Z_TOTAL","fish_oil",4098,5937,6441,6848,3511,9519,828,7919,4965,5,3828,3147,645,1150,4776,3684,1933,515,705,9871,3410,6927,3670,4478,4867,18462,11749,19661,32351,24125,22150,26005,25893,42496,40153,16737,26800,16434,39686,52578,35410,34505,30428,35796.18,45850.2,30021.47
"Morocco",62,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,1725,1696,2099,2050,2109,315,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1888,1796,2799,2752,3673,5197,6081,6107,5866,6452,6849,9597,8068,6371,5276,5621,5768,3229,4628,5375,4198,3330,3443.1,2974.1,2763.1,3399.51,2528.06,2570.09
"Mozambique",41,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,80,0,0,0,0,0,0,0,0,0,0,4.03,4.03
"Mozambique",41,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,0,39,93,107,58,89,151,110,122,92.14,97.92,93.52
"Mozambique",41,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0.1,0.1,0,0,0,0,5,7,1,0,0,0,0,0,0
"Mozambique",41,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,172,0,39,93,107,58,89,151,110,122,92.14,101.95,97.55
"Mozambique",41,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0.1,0.1,0,0,0,0,5,7,1,0,0,0,0,0,0
"Myanmar",205,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.79377284534,0,0,420.569615553788,388.405580012681,358.193516268948,326.463252238362,296.901845760425,273.847011940423,243.418062441422,214.724198984542,189.066736101362,167.746988323473,0,0,0,0
"Myanmar",205,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.68,0.55,0.29
"Myanmar",205,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.61,443.91,1611.51,204.59
"Myanmar",205,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,3.1,2.5,106.92
