"country","year","km2","rgn_id"
"Democratic Republic of the Congo","2017",236.33,199
"Democratic Republic of the Congo","2018",236.59,199
"Democratic Republic of the Congo","2019",237.19,199
"Democratic Republic of the Congo","2020",236.84,199
"Equatorial Guinea","1996",256.34,104
"Equatorial Guinea","2007",256.66,104
"Equatorial Guinea","2008",256.54,104
"Equatorial Guinea","2009",257.22,104
"Equatorial Guinea","2010",257.3,104
"Equatorial Guinea","2015",257.01,104
"Equatorial Guinea","2016",255.89,104
"Equatorial Guinea","2017",255.5,104
"Equatorial Guinea","2018",255.28,104
"Equatorial Guinea","2019",255.75,104
"Equatorial Guinea","2020",255.95,104
"Gabon","1996",1759.46,198
"Gabon","2007",1757.13,198
"Gabon","2008",1754.71,198
"Gabon","2009",1756.6,198
"Gabon","2010",1755.68,198
"Gabon","2015",1752.91,198
"Gabon","2016",1748,198
"Gabon","2017",1748.85,198
"Gabon","2018",1749.83,198
"Gabon","2019",1750.36,198
"Gabon","2020",1747.01,198
"Republic of Congo","1996",20.18,NA
"Republic of Congo","2007",20.19,NA
"Republic of Congo","2008",20.15,NA
"Republic of Congo","2009",20.17,NA
"Republic of Congo","2010",20.12,NA
"Republic of Congo","2015",20.01,NA
"Republic of Congo","2016",19.95,NA
"Republic of Congo","2017",19.95,NA
"Republic of Congo","2018",20.01,NA
"Republic of Congo","2019",20.11,NA
"Republic of Congo","2020",20.11,NA
"São Tomé and Príncipe","1996",0.48,NA
"São Tomé and Príncipe","2007",0.48,NA
"São Tomé and Príncipe","2008",0.48,NA
"São Tomé and Príncipe","2009",0.48,NA
"São Tomé and Príncipe","2010",0.48,NA
"São Tomé and Príncipe","2015",0.48,NA
"São Tomé and Príncipe","2016",0.48,NA
"São Tomé and Príncipe","2017",0.48,NA
"São Tomé and Príncipe","2018",0.48,NA
"São Tomé and Príncipe","2019",0.48,NA
"São Tomé and Príncipe","2020",0.48,NA
"South Africa","1996",25.66,102
"South Africa","2007",26.22,102
"South Africa","2008",26.03,102
"South Africa","2009",26.01,102
"South Africa","2010",26.12,102
"South Africa","2015",26.44,102
"South Africa","2016",26.27,102
"South Africa","2017",26.38,102
"South Africa","2018",26.48,102
"South Africa","2019",26.62,102
"South Africa","2020",26.43,102
"Benin","1996",29.12,99
"Benin","2007",23.91,99
"Benin","2008",22.85,99
"Benin","2009",24.36,99
"Benin","2010",27.02,99
"Benin","2015",28.64,99
"Benin","2016",29.61,99
"Benin","2017",29.5,99
"Benin","2018",29.41,99
"Benin","2019",29.18,99
"Benin","2020",28.77,99
"Côte d’Ivoire","1996",57.85,NA
"Côte d’Ivoire","2007",57.9,NA
"Côte d’Ivoire","2008",57.96,NA
"Côte d’Ivoire","2009",58.03,NA
"Côte d’Ivoire","2010",57.71,NA
"Côte d’Ivoire","2015",55.65,NA
"Côte d’Ivoire","2016",54.48,NA
"Côte d’Ivoire","2017",54.02,NA
"Côte d’Ivoire","2018",54.11,NA
"Côte d’Ivoire","2019",54.35,NA
"Côte d’Ivoire","2020",54.48,NA
"Gambia","1996",607.72,65
"Gambia","2007",614.42,65
"Gambia","2008",613.67,65
"Gambia","2009",614.58,65
"Gambia","2010",613.73,65
"Gambia","2015",609.56,65
"Gambia","2016",606.37,65
"Gambia","2017",607.98,65
"Gambia","2018",611.22,65
"Gambia","2019",612.16,65
"Gambia","2020",609.72,65
"Ghana","1996",180.67,106
"Ghana","2007",153.35,106
"Ghana","2008",156.84,106
"Ghana","2009",164.1,106
"Ghana","2010",176.04,106
"Ghana","2015",182.98,106
"Ghana","2016",183.84,106
"Ghana","2017",182.01,106
"Ghana","2018",179.5,106
"Ghana","2019",179.74,106
"Ghana","2020",179.52,106
"Guinea","1996",2278.75,194
"Guinea","2007",2277,194
"Guinea","2008",2253.91,194
"Guinea","2009",2262.67,194
"Guinea","2010",2254.84,194
"Guinea","2015",2246.81,194
"Guinea","2016",2228.92,194
"Guinea","2017",2230.29,194
"Guinea","2018",2227.74,194
"Guinea","2019",2217.75,194
"Guinea","2020",2211.45,194
"Guinea-Bissau","1996",2742.92,NA
"Guinea-Bissau","2007",2749.87,NA
"Guinea-Bissau","2008",2722.52,NA
"Guinea-Bissau","2009",2710.42,NA
"Guinea-Bissau","2010",2709.98,NA
"Guinea-Bissau","2015",2713.74,NA
"Guinea-Bissau","2016",2699.4,NA
"Guinea-Bissau","2017",2689.85,NA
"Guinea-Bissau","2018",2697.78,NA
"Guinea-Bissau","2019",2707.08,NA
"Guinea-Bissau","2020",2688.32,NA
"Liberia","1996",186.82,97
"Liberia","2007",188.27,97
"Liberia","2008",188.35,97
"Liberia","2009",188.58,97
"Liberia","2010",188.73,97
"Liberia","2015",188.28,97
"Liberia","2016",187.37,97
"Liberia","2017",187.52,97
"Liberia","2018",186.91,97
"Liberia","2019",185.83,97
"Liberia","2020",183.37,97
"Mauritania","1996",3.25,64
"Mauritania","2007",3.18,64
"Mauritania","2008",3.12,64
"Mauritania","2009",3.06,64
"Mauritania","2010",2.97,64
"Mauritania","2015",3.15,64
"Mauritania","2016",2.99,64
"Mauritania","2017",2.92,64
"Mauritania","2018",2.87,64
"Mauritania","2019",3.18,64
"Mauritania","2020",3.44,64
"Nigeria","1996",8604.33,196
"Nigeria","2007",8552,196
"Nigeria","2008",8522.98,196
"Nigeria","2009",8518.07,196
"Nigeria","2010",8505.73,196
"Nigeria","2015",8484.3,196
"Nigeria","2016",8454.31,196
"Nigeria","2017",8458.67,196
"Nigeria","2018",8453.59,196
"Nigeria","2019",8459.59,196
"Nigeria","2020",8442.43,196
"Senegal","1996",1266.03,66
"Senegal","2007",1287.76,66
"Senegal","2008",1285.27,66
"Senegal","2009",1284.48,66
"Senegal","2010",1279.3,66
"Senegal","2015",1274.77,66
"Senegal","2016",1268.43,66
"Senegal","2017",1268.42,66
"Senegal","2018",1270.31,66
"Senegal","2019",1273.16,66
"Senegal","2020",1269.74,66
"Sierra Leone","1996",1600.47,96
"Sierra Leone","2007",1596.69,96
"Sierra Leone","2008",1581.35,96
"Sierra Leone","2009",1586.92,96
"Sierra Leone","2010",1583.62,96
"Sierra Leone","2015",1586.84,96
"Sierra Leone","2016",1581.86,96
"Sierra Leone","2017",1584.44,96
"Sierra Leone","2018",1576.29,96
"Sierra Leone","2019",1549.77,96
"Sierra Leone","2020",1529.03,96
"Togo","1996",0.53,98
"Togo","2007",0.44,98
"Togo","2008",0.39,98
"Togo","2009",0.4,98
"Togo","2010",0.41,98
"Togo","2015",0.41,98
"Togo","2016",0.4,98
"Togo","2017",0.4,98
"Togo","2018",0.41,98
"Togo","2019",0.45,98
"Togo","2020",0.5,98
"Anguilla","1996",0.04,118
"Anguilla","2007",0.03,118
"Anguilla","2008",0.03,118
"Anguilla","2009",0.03,118
"Anguilla","2010",0.04,118
"Anguilla","2015",0.05,118
"Anguilla","2016",0.05,118
"Anguilla","2017",0.04,118
"Anguilla","2018",0.04,118
"Anguilla","2019",0.04,118
"Anguilla","2020",0.04,118
"Antigua and Barbuda","1996",8.6,120
"Antigua and Barbuda","2007",8.06,120
"Antigua and Barbuda","2008",8.05,120
"Antigua and Barbuda","2009",8.12,120
"Antigua and Barbuda","2010",8.46,120
"Antigua and Barbuda","2015",8.5,120
"Antigua and Barbuda","2016",8.65,120
"Antigua and Barbuda","2017",8.73,120
"Antigua and Barbuda","2018",8.8,120
"Antigua and Barbuda","2019",8.77,120
"Antigua and Barbuda","2020",8.69,120
"Aruba","1996",0.55,250
"Aruba","2007",0.48,250
"Aruba","2008",0.45,250
"Aruba","2009",0.45,250
"Aruba","2010",0.45,250
"Aruba","2015",0.46,250
"Aruba","2016",0.46,250
"Aruba","2017",0.46,250
"Aruba","2018",0.44,250
"Aruba","2019",0.44,250
"Aruba","2020",0.46,250
"Bahamas","1996",1690.1,110
"Bahamas","2007",1608.84,110
"Bahamas","2008",1549.84,110
"Bahamas","2009",1547.97,110
"Bahamas","2010",1511.06,110
"Bahamas","2015",1489.67,110
"Bahamas","2016",1490.58,110
"Bahamas","2017",1498.13,110
"Bahamas","2018",1502.18,110
"Bahamas","2019",1517.49,110
"Bahamas","2020",1541.21,110
"Barbados","1996",0.1,124
"Barbados","2007",0.1,124
"Barbados","2008",0.1,124
"Barbados","2009",0.1,124
"Barbados","2010",0.11,124
"Barbados","2015",0.1,124
"Barbados","2016",0.1,124
"Barbados","2017",0.09,124
"Barbados","2018",0.09,124
"Barbados","2019",0.1,124
"Barbados","2020",0.11,124
"Bonaire, Sint Eustatius and Saba","1996",2.48,NA
"Bonaire, Sint Eustatius and Saba","2007",2.21,NA
"Bonaire, Sint Eustatius and Saba","2008",2.14,NA
"Bonaire, Sint Eustatius and Saba","2009",2.1,NA
"Bonaire, Sint Eustatius and Saba","2010",2.05,NA
"Bonaire, Sint Eustatius and Saba","2015",2,NA
"Bonaire, Sint Eustatius and Saba","2016",1.97,NA
"Bonaire, Sint Eustatius and Saba","2017",1.99,NA
"Bonaire, Sint Eustatius and Saba","2018",1.98,NA
"Bonaire, Sint Eustatius and Saba","2019",1.96,NA
"Bonaire, Sint Eustatius and Saba","2020",1.98,NA
"British Virgin Islands","1996",0.92,117
"British Virgin Islands","2007",0.86,117
"British Virgin Islands","2008",0.85,117
"British Virgin Islands","2009",0.88,117
"British Virgin Islands","2010",0.91,117
"British Virgin Islands","2015",0.93,117
"British Virgin Islands","2016",0.95,117
"British Virgin Islands","2017",0.96,117
"British Virgin Islands","2018",0.97,117
"British Virgin Islands","2019",0.94,117
"British Virgin Islands","2020",0.97,117
"Cayman Islands","1996",46.84,113
"Cayman Islands","2007",45.65,113
"Cayman Islands","2008",45.29,113
"Cayman Islands","2009",45.22,113
"Cayman Islands","2010",45.1,113
"Cayman Islands","2015",44.86,113
"Cayman Islands","2016",44.78,113
"Cayman Islands","2017",44.79,113
"Cayman Islands","2018",44.85,113
"Cayman Islands","2019",44.94,113
"Cayman Islands","2020",44.89,113
"Cuba","1996",3888.82,112
"Cuba","2007",3737.22,112
"Cuba","2008",3688.01,112
"Cuba","2009",3689.08,112
"Cuba","2010",3661.31,112
"Cuba","2015",3587.56,112
"Cuba","2016",3561.46,112
"Cuba","2017",3570.98,112
"Cuba","2018",3593.68,112
"Cuba","2019",3599.72,112
"Cuba","2020",3596.94,112
"Curaçao","1996",0.45,NA
"Curaçao","2007",0.45,NA
"Curaçao","2008",0.45,NA
"Curaçao","2009",0.44,NA
"Curaçao","2010",0.44,NA
"Curaçao","2015",0.44,NA
"Curaçao","2016",0.44,NA
"Curaçao","2017",0.44,NA
"Curaçao","2018",0.44,NA
"Curaçao","2019",0.44,NA
"Curaçao","2020",0.44,NA
"Dominica","1996",0.01,123
"Dominica","2007",0.01,123
"Dominica","2008",0.01,123
"Dominica","2009",0.01,123
"Dominica","2010",0.01,123
"Dominica","2015",0.01,123
"Dominica","2016",0.01,123
"Dominica","2017",0.01,123
"Dominica","2018",0.01,123
"Dominica","2019",0.01,123
"Dominica","2020",0.01,123
"Dominican Republic","1996",196.42,115
"Dominican Republic","2007",196.18,115
"Dominican Republic","2008",195.06,115
"Dominican Republic","2009",194.75,115
"Dominican Republic","2010",192.76,115
"Dominican Republic","2015",191.12,115
"Dominican Republic","2016",190.07,115
"Dominican Republic","2017",190.15,115
"Dominican Republic","2018",190.77,115
"Dominican Republic","2019",191.47,115
"Dominican Republic","2020",191.84,115
"Grenada","1996",1.94,125
"Grenada","2007",1.94,125
"Grenada","2008",1.94,125
"Grenada","2009",1.94,125
"Grenada","2010",1.94,125
"Grenada","2015",1.93,125
"Grenada","2016",1.92,125
"Grenada","2017",1.9,125
"Grenada","2018",1.92,125
"Grenada","2019",1.93,125
"Grenada","2020",1.93,125
"Guadeloupe","1996",34.17,NA
"Guadeloupe","2007",34.24,NA
"Guadeloupe","2008",34.29,NA
"Guadeloupe","2009",34.41,NA
"Guadeloupe","2010",34.32,NA
"Guadeloupe","2015",34.29,NA
"Guadeloupe","2016",34.31,NA
"Guadeloupe","2017",34.32,NA
"Guadeloupe","2018",34.32,NA
"Guadeloupe","2019",34.26,NA
"Guadeloupe","2020",34.2,NA
"Haiti","1996",166.81,114
"Haiti","2007",158.72,114
"Haiti","2008",156.95,114
"Haiti","2009",157.02,114
"Haiti","2010",155.13,114
"Haiti","2015",152.37,114
"Haiti","2016",150.91,114
"Haiti","2017",151.38,114
"Haiti","2018",153.16,114
"Haiti","2019",154.17,114
"Haiti","2020",154.01,114
"Jamaica","1996",105.51,166
"Jamaica","2007",108.79,166
"Jamaica","2008",108.98,166
"Jamaica","2009",108.45,166
"Jamaica","2010",106.14,166
"Jamaica","2015",101.25,166
"Jamaica","2016",99.46,166
"Jamaica","2017",98.98,166
"Jamaica","2018",99.24,166
"Jamaica","2019",99.42,166
"Jamaica","2020",99.45,166
"Martinique","1996",19.21,NA
"Martinique","2007",19.2,NA
"Martinique","2008",19.21,NA
"Martinique","2009",19.3,NA
"Martinique","2010",19.27,NA
"Martinique","2015",19.27,NA
"Martinique","2016",19.1,NA
"Martinique","2017",19.1,NA
"Martinique","2018",19.16,NA
"Martinique","2019",19.39,NA
"Martinique","2020",19.41,NA
"Puerto Rico","1996",85.5,NA
"Puerto Rico","2007",88.11,NA
"Puerto Rico","2008",88.43,NA
"Puerto Rico","2009",86.95,NA
"Puerto Rico","2010",86.2,NA
"Puerto Rico","2015",85.59,NA
"Puerto Rico","2016",85.7,NA
"Puerto Rico","2017",85.97,NA
"Puerto Rico","2018",85.72,NA
"Puerto Rico","2019",84.27,NA
"Puerto Rico","2020",82.84,NA
"Saint Kitts and Nevis","1996",0.34,119
"Saint Kitts and Nevis","2007",0.35,119
"Saint Kitts and Nevis","2008",0.36,119
"Saint Kitts and Nevis","2009",0.35,119
"Saint Kitts and Nevis","2010",0.35,119
"Saint Kitts and Nevis","2015",0.33,119
"Saint Kitts and Nevis","2016",0.33,119
"Saint Kitts and Nevis","2017",0.32,119
"Saint Kitts and Nevis","2018",0.33,119
"Saint Kitts and Nevis","2019",0.34,119
"Saint Kitts and Nevis","2020",0.35,119
"Saint Lucia","1996",1.63,122
"Saint Lucia","2007",1.63,122
"Saint Lucia","2008",1.63,122
"Saint Lucia","2009",1.63,122
"Saint Lucia","2010",1.62,122
"Saint Lucia","2015",1.62,122
"Saint Lucia","2016",1.62,122
"Saint Lucia","2017",1.61,122
"Saint Lucia","2018",1.62,122
"Saint Lucia","2019",1.63,122
"Saint Lucia","2020",1.62,122
"Saint Vincent and the Grenadines","1996",0.32,127
"Saint Vincent and the Grenadines","2007",0.31,127
"Saint Vincent and the Grenadines","2008",0.32,127
"Saint Vincent and the Grenadines","2009",0.32,127
"Saint Vincent and the Grenadines","2010",0.32,127
"Saint Vincent and the Grenadines","2015",0.32,127
"Saint Vincent and the Grenadines","2016",0.31,127
"Saint Vincent and the Grenadines","2017",0.31,127
"Saint Vincent and the Grenadines","2018",0.31,127
"Saint Vincent and the Grenadines","2019",0.32,127
"Saint Vincent and the Grenadines","2020",0.33,127
"Saint-Martin","1996",0.01,NA
"Saint-Martin","2007",0.01,NA
"Saint-Martin","2008",0.01,NA
"Saint-Martin","2009",0.01,NA
"Saint-Martin","2010",0.01,NA
"Saint-Martin","2015",0.01,NA
"Saint-Martin","2016",0.01,NA
"Saint-Martin","2017",0.01,NA
"Saint-Martin","2018",0.01,NA
"Saint-Martin","2019",0.01,NA
"Saint-Martin","2020",0.01,NA
"Sint Maarten","1996",0.05,220
"Sint Maarten","2007",0.05,220
"Sint Maarten","2008",0.05,220
"Sint Maarten","2009",0.05,220
"Sint Maarten","2010",0.05,220
"Sint Maarten","2015",0.05,220
"Sint Maarten","2016",0.05,220
"Sint Maarten","2017",0.05,220
"Sint Maarten","2018",0.05,220
"Sint Maarten","2019",0.05,220
"Sint Maarten","2020",0.05,220
"Trinidad and Tobago","1996",83.07,126
"Trinidad and Tobago","2007",82.59,126
"Trinidad and Tobago","2008",82.39,126
"Trinidad and Tobago","2009",82.42,126
"Trinidad and Tobago","2010",82.57,126
"Trinidad and Tobago","2015",82.48,126
"Trinidad and Tobago","2016",82.28,126
"Trinidad and Tobago","2017",82.24,126
"Trinidad and Tobago","2018",83.09,126
"Trinidad and Tobago","2019",83.45,126
"Trinidad and Tobago","2020",82.23,126
"Turks and Caicos Islands","1996",208.59,111
"Turks and Caicos Islands","2007",161.51,111
"Turks and Caicos Islands","2008",148.73,111
"Turks and Caicos Islands","2009",148.4,111
"Turks and Caicos Islands","2010",144.25,111
"Turks and Caicos Islands","2015",152.17,111
"Turks and Caicos Islands","2016",157.86,111
"Turks and Caicos Islands","2017",162.1,111
"Turks and Caicos Islands","2018",158.2,111
"Turks and Caicos Islands","2019",159.21,111
"Turks and Caicos Islands","2020",164.66,111
"Virgin Islands, U.S.","1996",2.65,NA
"Virgin Islands, U.S.","2007",2.55,NA
"Virgin Islands, U.S.","2008",2.55,NA
"Virgin Islands, U.S.","2009",2.56,NA
"Virgin Islands, U.S.","2010",2.58,NA
"Virgin Islands, U.S.","2015",2.66,NA
"Virgin Islands, U.S.","2016",2.63,NA
"Virgin Islands, U.S.","2017",2.66,NA
"Virgin Islands, U.S.","2018",2.65,NA
"Virgin Islands, U.S.","2019",2.65,NA
"Virgin Islands, U.S.","2020",2.62,NA
"Belize","1996",549.02,164
"Belize","2007",536.96,164
"Belize","2008",530.32,164
"Belize","2009",527.31,164
"Belize","2010",524.25,164
"Belize","2015",521.59,164
"Belize","2016",520.11,164
"Belize","2017",522.13,164
"Belize","2018",527.87,164
"Belize","2019",530.43,164
"Belize","2020",528.69,164
"Costa Rica","1996",379.39,130
"Costa Rica","2007",382.76,130
"Costa Rica","2008",382.58,130
"Costa Rica","2009",382.93,130
"Costa Rica","2010",382.48,130
"Costa Rica","2015",381.32,130
"Costa Rica","2016",381.09,130
"Costa Rica","2017",381.14,130
"Costa Rica","2018",379.28,130
"Costa Rica","2019",374.71,130
"Costa Rica","2020",371.11,130
"El Salvador","1996",376.38,134
"El Salvador","2007",378.17,134
"El Salvador","2008",379.7,134
"El Salvador","2009",379.82,134
"El Salvador","2010",378.67,134
"El Salvador","2015",375.85,134
"El Salvador","2016",374.99,134
"El Salvador","2017",376.59,134
"El Salvador","2018",376.55,134
"El Salvador","2019",374.41,134
"El Salvador","2020",373.06,134
"Guatemala","1996",250,136
"Guatemala","2007",245.54,136
"Guatemala","2008",245.37,136
"Guatemala","2009",247.02,136
"Guatemala","2010",247.15,136
"Guatemala","2015",246.9,136
"Guatemala","2016",247.54,136
"Guatemala","2017",248.91,136
"Guatemala","2018",249.69,136
"Guatemala","2019",249.61,136
"Guatemala","2020",249.65,136
"Honduras","1996",624.17,133
"Honduras","2007",632.84,133
"Honduras","2008",636.52,133
"Honduras","2009",640.08,133
"Honduras","2010",637.95,133
"Honduras","2015",621.38,133
"Honduras","2016",615.91,133
"Honduras","2017",619.36,133
"Honduras","2018",620.71,133
"Honduras","2019",612.62,133
"Honduras","2020",605.64,133
"Mexico","1996",10503.06,135
"Mexico","2007",10278.04,135
"Mexico","2008",10149.62,135
"Mexico","2009",10070.73,135
"Mexico","2010",10040.21,135
"Mexico","2015",9993.39,135
"Mexico","2016",9997.25,135
"Mexico","2017",10040.11,135
"Mexico","2018",10129.16,135
"Mexico","2019",10144.1,135
"Mexico","2020",10055.18,135
"Nicaragua","1996",763.04,131
"Nicaragua","2007",769.99,131
"Nicaragua","2008",772.39,131
"Nicaragua","2009",776.98,131
"Nicaragua","2010",774.47,131
"Nicaragua","2015",761.35,131
"Nicaragua","2016",756.53,131
"Nicaragua","2017",758.74,131
"Nicaragua","2018",761.12,131
"Nicaragua","2019",754.95,131
"Nicaragua","2020",747.31,131
"Panama","1996",1558.22,129
"Panama","2007",1564.84,129
"Panama","2008",1563.76,129
"Panama","2009",1564.53,129
"Panama","2010",1562.48,129
"Panama","2015",1559.38,129
"Panama","2016",1556.71,129
"Panama","2017",1556.07,129
"Panama","2018",1553.16,129
"Panama","2019",1545.61,129
"Panama","2020",1535.69,129
"Brazil","1996",11474.56,171
"Brazil","2007",11389.08,171
"Brazil","2008",11358.13,171
"Brazil","2009",11357.7,171
"Brazil","2010",11321.58,171
"Brazil","2015",11279.86,171
"Brazil","2016",11322.69,171
"Brazil","2017",11398.17,171
"Brazil","2018",11422.25,171
"Brazil","2019",11420.58,171
"Brazil","2020",11414.71,171
"Colombia","1996",2880.24,132
"Colombia","2007",2796.87,132
"Colombia","2008",2784.78,132
"Colombia","2009",2792.53,132
"Colombia","2010",2799.87,132
"Colombia","2015",2790.15,132
"Colombia","2016",2782.75,132
"Colombia","2017",2782.61,132
"Colombia","2018",2798.16,132
"Colombia","2019",2810.4,132
"Colombia","2020",2807.54,132
"Ecuador","1996",1594.01,137
"Ecuador","2007",1546.82,137
"Ecuador","2008",1523.33,137
"Ecuador","2009",1516.81,137
"Ecuador","2010",1514.03,137
"Ecuador","2015",1521.42,137
"Ecuador","2016",1523.09,137
"Ecuador","2017",1523.26,137
"Ecuador","2018",1525.11,137
"Ecuador","2019",1534.88,137
"Ecuador","2020",1535.43,137
"French Guiana","1996",594.44,169
"French Guiana","2007",586.61,169
"French Guiana","2008",591.42,169
"French Guiana","2009",597.6,169
"French Guiana","2010",600.45,169
"French Guiana","2015",617.12,169
"French Guiana","2016",625.38,169
"French Guiana","2017",630.02,169
"French Guiana","2018",629.1,169
"French Guiana","2019",625.61,169
"French Guiana","2020",629.7,169
"Guyana","1996",308.08,167
"Guyana","2007",304,167
"Guyana","2008",302.13,167
"Guyana","2009",300.81,167
"Guyana","2010",300.18,167
"Guyana","2015",295.64,167
"Guyana","2016",296.21,167
"Guyana","2017",295.19,167
"Guyana","2018",292.63,167
"Guyana","2019",290.42,167
"Guyana","2020",288.59,167
"Peru","1996",56.76,138
"Peru","2007",53.12,138
"Peru","2008",51.85,138
