"rgn_id","year.x","habitat.x","km2_2010","year.y","habitat.y","km2_2015","year","habitat","km2_2020"
51,2010,"beaches",26.1975231474045,2015,"beaches",19.2115169747633,2020,"beaches",144.959628082305
52,2010,"beaches",49.7752939800685,2015,"beaches",24.4510216042442,2020,"beaches",32.3102785484655
53,2010,"beaches",556.260741496555,2015,"beaches",529.18996757757,2020,"beaches",593.810524674501
54,2010,"beaches",335.328296286777,2015,"beaches",505.612196744906,2020,"beaches",378.990834865785
55,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
56,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
57,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
58,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
59,2010,"beaches",67.2403094116715,2015,"beaches",67.2403094116715,2020,"beaches",67.2403094116715
60,2010,"beaches",1.7465015431603,2015,"beaches",1.7465015431603,2020,"beaches",1.7465015431603
61,2010,"beaches",737.896901985226,2015,"beaches",644.45906942615,2020,"beaches",632.233558624028
62,2010,"beaches",1128.23999688155,2015,"beaches",1198.97330937954,2020,"beaches",1104.66222604889
63,2010,"beaches",1164.04327851634,2015,"beaches",1162.29677697318,2020,"beaches",1170.1560339174
64,2010,"beaches",634.853310938768,2015,"beaches",653.191577141951,2020,"beaches",660.177583314593
65,2010,"beaches",97.8040864169767,2015,"beaches",106.536594132778,2020,"beaches",82.9588233001141
66,2010,"beaches",523.077212176509,2015,"beaches",494.259936714364,2020,"beaches",487.273930541723
67,2010,"beaches",1623.3731843675,2015,"beaches",1591.06290581903,2020,"beaches",1690.61349377917
68,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
69,2010,"beaches",434.878884246914,2015,"beaches",2.61975231474045,2020,"beaches",434.878884246914
70,2010,"beaches",684.628604918837,2015,"beaches",342.314302459418,2020,"beaches",663.670586400913
71,2010,"beaches",143.213126539144,2015,"beaches",156.311888112847,2020,"beaches",153.692135798106
72,2010,"beaches",511.724952145967,2015,"beaches",511.724952145967,2020,"beaches",511.724952145967
73,2010,"beaches",48713.421041827,2015,"beaches",38085.9591516966,2020,"beaches",47620.9843265803
74,2010,"beaches",232.28470524032,2015,"beaches",232.28470524032,2020,"beaches",232.28470524032
75,2010,"beaches",1846.92538189202,2015,"beaches",1846.92538189202,2020,"beaches",1846.92538189202
76,2010,"beaches",2067.85782710179,2015,"beaches",2170.90141814825,2020,"beaches",2024.19528852279
77,2010,"beaches",26.1975231474045,2015,"beaches",136.227120366503,2020,"beaches",34.0567800916258
78,2010,"beaches",20.9580185179236,2015,"beaches",162.424643513908,2020,"beaches",22.7045200610839
79,2010,"beaches",154.565386569686,2015,"beaches",162.424643513908,2020,"beaches",147.579380397045
80,2010,"beaches",2495.75070517607,2015,"beaches",2353.4108294085,2020,"beaches",1985.77225457326
81,2010,"beaches",233.1579560119,2015,"beaches",265.468234560365,2020,"beaches",206.087182092915
82,2010,"beaches",207.833683636075,2015,"beaches",227.045200610839,2020,"beaches",232.28470524032
84,2010,"beaches",303.018017738312,2015,"beaches",309.130773139373,2020,"beaches",318.736531626754
85,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
86,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
88,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
89,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
90,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
91,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
92,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
93,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
94,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
95,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
96,2010,"beaches",348.427057860479,2015,"beaches",333.581794743617,2020,"beaches",367.638574835243
97,2010,"beaches",653.191577141951,2015,"beaches",647.952072512471,2020,"beaches",660.177583314593
98,2010,"beaches",45.4090401221677,2015,"beaches",48.0287924369082,2020,"beaches",29.6905262337251
99,2010,"beaches",102.170340274877,2015,"beaches",103.916841818038,2020,"beaches",110.902847990679
100,2010,"beaches",179.016408173931,2015,"beaches",179.016408173931,2020,"beaches",176.39665585919
101,2010,"beaches",1106.40872759205,2015,"beaches",615.641793964005,2020,"beaches",1382.35597141138
102,2010,"beaches",2188.36643357985,2015,"beaches",2239.0149783315,2020,"beaches",2254.73349221994
103,2010,"beaches",7.85925694422134,2015,"beaches",8.73250771580149,2020,"beaches",7.85925694422134
104,2010,"beaches",48.0287924369082,2015,"beaches",27.9440246905648,2020,"beaches",137.973621909664
105,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
106,2010,"beaches",444.484642734296,2015,"beaches",492.513435171204,2020,"beaches",454.090401221677
107,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
108,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
110,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
111,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
112,2010,"beaches",8.73250771580149,2015,"beaches",8.73250771580149,2020,"beaches",8.73250771580149
113,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
114,2010,"beaches",1.7465015431603,2015,"beaches",1.7465015431603,2020,"beaches",1.7465015431603
115,2010,"beaches",39.2962847211067,2015,"beaches",39.2962847211067,2020,"beaches",39.2962847211067
116,2010,"beaches",110.902847990679,2015,"beaches",110.902847990679,2020,"beaches",110.902847990679
117,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
118,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
119,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
120,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
121,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
122,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
123,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
124,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
125,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
126,2010,"beaches",286.426253078289,2015,"beaches",284.679751535129,2020,"beaches",286.426253078289
127,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
129,2010,"beaches",740.516654299966,2015,"beaches",819.10922374218,2020,"beaches",748.375911244188
130,2010,"beaches",505.612196744906,2015,"beaches",454.963651993258,2020,"beaches",422.653373444792
131,2010,"beaches",719.558635782043,2015,"beaches",734.403898898905,2020,"beaches",691.614611091478
132,2010,"beaches",1924.64470056265,2015,"beaches",2009.35002540592,2020,"beaches",1905.43318358788
133,2010,"beaches",536.175973750211,2015,"beaches",564.993249212356,2020,"beaches",568.486252298677
134,2010,"beaches",232.28470524032,2015,"beaches",129.241114193862,2020,"beaches",129.241114193862
135,2010,"beaches",9600.51898275216,2015,"beaches",9184.85161548001,2020,"beaches",9067.83601208827
136,2010,"beaches",246.256717585602,2015,"beaches",243.636965270862,2020,"beaches",241.890463727701
137,2010,"beaches",764.967675904211,2015,"beaches",717.812134238882,2020,"beaches",764.09442513263
138,2010,"beaches",2020.70228543646,2015,"beaches",1973.54674377114,2020,"beaches",2020.70228543646
139,2010,"beaches",1930.75745596371,2015,"beaches",2131.60513342714,2020,"beaches",1928.13770364897
140,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
141,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
143,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
144,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
145,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
146,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
147,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
148,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
149,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
150,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
151,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
152,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
153,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
154,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
155,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
156,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
157,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
158,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
159,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
161,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
162,2010,"beaches",3896.44494279062,2015,"beaches",4567.10153536418,2020,"beaches",3910.41695513591
163,2010,"beaches",26672.5715671441,2015,"beaches",26469.1041373659,2020,"beaches",26302.3132399941
164,2010,"beaches",373.751330236304,2015,"beaches",190.368668204472,2020,"beaches",373.751330236304
166,2010,"beaches",116.14235262016,2015,"beaches",116.14235262016,2020,"beaches",116.14235262016
167,2010,"beaches",148.452631168625,2015,"beaches",249.749720671923,2020,"beaches",148.452631168625
168,2010,"beaches",68.1135601832516,2015,"beaches",110.902847990679,2020,"beaches",70.7333124979921
169,2010,"beaches",71.6065632695722,2015,"beaches",81.2123217569539,2020,"beaches",74.2263155843127
171,2010,"beaches",6125.85416263475,2015,"beaches",4802.00599291924,2020,"beaches",6152.05168578215
172,2010,"beaches",3783.79559325679,2015,"beaches",3327.08543972037,2020,"beaches",3784.66884402837
173,2010,"beaches",614.768543192425,2015,"beaches",534.429472207051,2020,"beaches",531.809719892311
174,2010,"beaches",323.102785484655,2015,"beaches",144.086377310725,2020,"beaches",314.370277768854
175,2010,"beaches",3215.30934095811,2015,"beaches",2616.25931165413,2020,"beaches",2165.66191351877
176,2010,"beaches",1042.6614212667,2015,"beaches",1096.80296910467,2020,"beaches",1039.16841818038
177,2010,"beaches",538.795726064952,2015,"beaches",539.668976836532,2020,"beaches",538.795726064952
178,2010,"beaches",427.019627302693,2015,"beaches",0,2020,"beaches",399.948853383708
179,2010,"beaches",2366.5095909822,2015,"beaches",2325.46680471794,2020,"beaches",2364.76308943904
180,2010,"beaches",3114.01225145481,2015,"beaches",3087.81472830741,2020,"beaches",3114.01225145481
181,2010,"beaches",397.329101068968,2015,"beaches",385.103590266846,2020,"beaches",397.329101068968
182,2010,"beaches",1426.89176076196,2015,"beaches",1529.93535180842,2020,"beaches",1549.14686878318
183,2010,"beaches",525.69696449125,2015,"beaches",471.55541665328,2020,"beaches",474.175168968021
184,2010,"beaches",2972.54562645883,2015,"beaches",2841.5580107218,2020,"beaches",2971.67237568725
185,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
186,2010,"beaches",27.9440246905648,2015,"beaches",25.3242723758243,2020,"beaches",26.1975231474045
187,2010,"beaches",220.932445209778,2015,"beaches",219.185943666617,2020,"beaches",192.988420519213
188,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
189,2010,"beaches",94.3110833306561,2015,"beaches",0,2020,"beaches",94.3110833306561
190,2010,"beaches",466.3159120238,2015,"beaches",406.061608784769,2020,"beaches",364.145571748922
191,2010,"beaches",1023.44990429193,2015,"beaches",922.152814788637,2020,"beaches",569.359503070257
192,2010,"beaches",0.873250771580149,2015,"beaches",1.7465015431603,2020,"beaches",0
193,2010,"beaches",521.330710633349,2015,"beaches",385.103590266846,2020,"beaches",488.147181313303
194,2010,"beaches",225.298699067678,2015,"beaches",222.678946752938,2020,"beaches",243.636965270862
195,2010,"beaches",521.330710633349,2015,"beaches",509.978450602807,2020,"beaches",501.245942887006
196,2010,"beaches",690.741360319898,2015,"beaches",535.302722978631,2020,"beaches",739.643403528386
197,2010,"beaches",136.227120366503,2015,"beaches",86.4518263864347,2020,"beaches",254.989225301404
198,2010,"beaches",764.09442513263,2015,"beaches",713.445880380982,2020,"beaches",793.784951366355
199,2010,"beaches",31.4370277768854,2015,"beaches",19.2115169747633,2020,"beaches",42.7892878074273
200,2010,"beaches",1195.48030629322,2015,"beaches",1047.90092589618,2020,"beaches",1261.84736493332
202,2010,"beaches",1394.5814822135,2015,"beaches",1395.45473298508,2020,"beaches",1273.19962496386
203,2010,"beaches",3741.00630544936,2015,"beaches",3824.83837952105,2020,"beaches",3874.61367350112
204,2010,"beaches",204.340680549755,2015,"beaches",261.101980702465,2020,"beaches",350.17355940364
205,2010,"beaches",1591.93615659061,2015,"beaches",1301.14364965442,2020,"beaches",1539.5411102958
206,2010,"beaches",1065.36594132778,2015,"beaches",1172.77578623214,2020,"beaches",1342.18643591869
207,2010,"beaches",1758.72705396242,2015,"beaches",1647.82420597174,2020,"beaches",1729.90977850028
208,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
209,2010,"beaches",3267.70438725292,2015,"beaches",2671.27411026368,2020,"beaches",2665.16135486261
210,2010,"beaches",6489.99973438367,2015,"beaches",5449.95806543171,2020,"beaches",6549.38078685112
212,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
214,2010,"beaches",2538.53999298349,2015,"beaches",2568.23051921722,2020,"beaches",2486.14494668868
215,2010,"beaches",9.60575848738164,2015,"beaches",7.85925694422134,2020,"beaches",7.85925694422134
216,2010,"beaches",5407.16877762428,2015,"beaches",6107.51589643156,2020,"beaches",7693.33929762111
218,2010,"beaches",8599.77359852131,2015,"beaches",9377.84003599922,2020,"beaches",9951.56579292738
219,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
220,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
221,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
222,2010,"beaches",4963.55738566157,2015,"beaches",5356.52023287263,2020,"beaches",5360.01323595895
223,2010,"beaches",2018.08253312172,2015,"beaches",2022.44878697963,2020,"beaches",2145.57714577243
224,2010,"beaches",2912.2913232198,2015,"beaches",2992.63039420517,2020,"beaches",2912.2913232198
227,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
228,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
231,2010,"beaches",303.018017738312,2015,"beaches",371.131577921563,2020,"beaches",141.466624995984
232,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
237,2010,"beaches",41.9160370358472,2015,"beaches",54.1415478379692,2020,"beaches",54.1415478379692
244,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
245,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
247,2010,"beaches",56.7613001527097,2015,"beaches",47.155541665328,2020,"beaches",99.550587960137
248,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
249,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
250,2010,"beaches",0,2015,"beaches",0,2020,"beaches",0
