"year","rgn_id","rgn_name","score"
"2019",15,"Philippines",3.83629041607819
"2021",15,"Philippines",3.83061985477639
"2019",16,"Australia",4.7069703055188
"2021",16,"Australia",4.72256803078299
"2019",20,"South Korea",4.21356489382173
"2021",20,"South Korea",4.34816416559781
"2019",24,"Cambodia",3.78831663199519
"2021",24,"Cambodia",3.80386890307462
"2019",25,"Thailand",3.96786984422165
"2021",25,"Thailand",4.07050098725694
"2019",37,"Mauritius",4.34755268754945
"2021",37,"Mauritius",4.29533951965677
"2019",40,"Sri Lanka",3.9455832041734
"2021",40,"Sri Lanka",4.11835526094188
"2019",43,"Kenya",4.04509205359515
"2021",43,"Kenya",4.12906230889997
"2019",47,"Yemen",3.02871571753103
"2021",47,"Yemen",3.0814035987448
"2019",50,"Saudi Arabia",4.16182673710755
"2021",50,"Saudi Arabia",4.29725048885083
"2019",51,"Kuwait",3.48751080759898
"2021",51,"Kuwait",3.51088015223202
"2019",52,"Bahrain",3.85600610888306
"2021",52,"Bahrain",3.98337248293282
"2019",53,"Pakistan",4.0698212268708
"2021",53,"Pakistan",4.13060068615477
"2019",54,"United Arab Emirates",3.95875345301328
"2021",54,"United Arab Emirates",4.03995250052005
"2019",56,"Cape Verde",3.86128215504414
"2021",56,"Cape Verde",4.00995741642498
"2019",59,"Belgium",4.68709323811736
"2021",59,"Belgium",4.70084663840891
"2019",61,"Tunisia",3.59350192569209
"2021",61,"Tunisia",3.69501204406368
"2019",62,"Morocco",3.82565779621417
"2021",62,"Morocco",3.76776837973828
"2019",66,"Senegal",3.64101562516673
"2021",66,"Senegal",3.71142750448265
"2019",68,"Malta",4.4320536599027
"2021",68,"Malta",4.62019685197959
"2019",69,"Latvia",4.47120117939339
"2021",69,"Latvia",4.5568417193778
"2019",70,"Estonia",4.73125796750308
"2021",70,"Estonia",4.57501840891662
"2019",71,"Bulgaria",4.28711771408173
"2021",71,"Bulgaria",4.37849780347315
"2019",72,"Romania",4.14998861811098
"2021",72,"Romania",4.26849516987474
"2019",74,"Georgia",4.21990174794952
"2021",74,"Georgia",4.24584459382379
"2019",76,"Turkey",3.62064840329438
"2021",76,"Turkey",3.5981711965099
"2019",78,"Lebanon",3.60492417040921
"2021",78,"Lebanon",3.67791206159878
"2019",79,"Israel",4.26571721151332
"2021",79,"Israel",4.29756802586339
"2019",80,"Greece",3.95775495084857
"2021",80,"Greece",4.18230765741394
"2019",81,"Cyprus",4.43186221066243
"2021",81,"Cyprus",4.55732171272465
"2019",82,"Albania",4.18957390467617
"2021",82,"Albania",4.15031033792037
"2019",96,"Sierra Leone",3.63107690857731
"2021",96,"Sierra Leone",3.84121566679363
"2019",99,"Benin",3.74518606601845
"2021",99,"Benin",3.80945434198522
"2019",101,"Namibia",3.9773167194742
"2021",101,"Namibia",3.99159126452298
"2019",102,"South Africa",3.62154344476255
"2021",102,"South Africa",3.53836683883425
"2019",106,"Ghana",3.76652804706412
"2021",106,"Ghana",3.84913292634873
"2019",115,"Dominican Republic",4.13110987110308
"2021",115,"Dominican Republic",4.23295021566136
"2019",126,"Trinidad and Tobago",3.75632971730004
"2021",126,"Trinidad and Tobago",3.85519761918562
"2019",129,"Panama",3.86187069521072
"2021",129,"Panama",4.0991276767825
"2019",130,"Costa Rica",4.47114178429007
"2021",130,"Costa Rica",4.53883599471639
"2019",131,"Nicaragua",3.42427262334682
"2021",131,"Nicaragua",3.52012347380178
"2019",132,"Colombia",3.77569335630473
"2021",132,"Colombia",3.80053018328469
"2019",133,"Honduras",3.4299497456294
"2021",133,"Honduras",3.5070363427747
"2019",134,"El Salvador",3.71264151192407
"2021",134,"El Salvador",3.75644509462296
"2019",135,"Mexico",3.80703639421456
"2021",135,"Mexico",3.88381190724108
"2019",136,"Guatemala",3.52298669676963
"2021",136,"Guatemala",3.55010151834044
"2019",137,"Ecuador",3.76414621765489
"2021",137,"Ecuador",3.82629522383595
"2019",138,"Peru",3.51432252659493
"2021",138,"Peru",3.64714996394848
"2019",139,"Venezuela",3.51130856706643
"2021",139,"Venezuela",3.56718115619663
"2019",143,"Iceland",5.04486017751961
"2021",143,"Iceland",4.9454069281225
"2019",162,"New Zealand",4.56600172265345
"2021",162,"New Zealand",4.64745524435418
"2019",163,"United States",4.4477823424121
"2021",163,"United States",4.49860454521142
"2019",171,"Brazil",4.02299107185762
"2021",171,"Brazil",4.10915683619555
"2019",172,"Argentina",4.00994802772602
"2021",172,"Argentina",4.12579048396994
"2019",173,"Uruguay",4.32205114160233
"2021",173,"Uruguay",4.35933809484874
"2019",174,"Finland",5.29901131902656
"2021",174,"Finland",5.24138077786578
"2019",175,"Denmark",5.02773247418764
"2021",175,"Denmark",4.96779530233044
"2019",176,"Germany",4.76151912326678
"2021",176,"Germany",4.85002077106967
"2019",177,"Netherlands",4.87642029730979
"2021",177,"Netherlands",4.93717151078343
"2019",178,"Poland",4.29245902653022
"2021",178,"Poland",4.39840645732968
"2019",179,"France",4.60567474313973
"2021",179,"France",4.61412209858498
"2019",180,"United Kingdom",4.77005529534042
"2021",180,"United Kingdom",4.85935504194449
"2019",181,"Ireland",4.84868633837456
"2021",181,"Ireland",4.9244327736012
"2019",182,"Spain",4.32375737321784
"2021",182,"Spain",4.45864019008041
"2019",183,"Portugal",4.49074625464118
"2021",183,"Portugal",4.53690862731302
"2019",184,"Italy",4.39848071038033
"2021",184,"Italy",4.45730472208864
"2019",186,"Montenegro",3.9195774827393
"2021",186,"Montenegro",4.17884779156053
"2019",187,"Croatia",4.04139840534889
"2021",187,"Croatia",4.12687539728118
"2019",188,"Slovenia",4.7089071326637
"2021",188,"Slovenia",4.61929154790446
"2019",189,"Lithuania",4.59308247907639
"2021",189,"Lithuania",4.59327672776352
"2019",190,"Qatar",4.04752321438014
"2021",190,"Qatar",4.0791864919305
"2019",195,"Ivory Coast",3.66565030519131
"2021",195,"Ivory Coast",3.78266107628545
"2019",196,"Nigeria",3.63233099299681
"2021",196,"Nigeria",3.71198156584359
"2019",197,"Cameroon",3.82616705097622
"2021",197,"Cameroon",3.86483875580618
"2019",200,"Angola",3.56555220108145
"2021",200,"Angola",3.60274134809928
"2019",202,"Tanzania",4.15412912363551
"2021",202,"Tanzania",4.3095613336017
"2019",203,"India",3.43199497346559
"2021",203,"India",3.49938574346852
"2019",204,"Bangladesh",3.40185380655105
"2021",204,"Bangladesh",3.49848485800487
"2019",206,"Malaysia",3.99938711798994
"2021",206,"Malaysia",3.87143971378257
"2019",207,"Vietnam",3.83769714778395
"2021",207,"Vietnam",3.91086190280977
"2019",208,"Singapore",4.50028226940612
"2021",208,"Singapore",4.61462142175279
"2019",209,"China",3.98054090467731
"2021",209,"China",4.04366666593694
"2019",210,"Japan",4.6991258555645
"2021",210,"Japan",4.77181800691822
"2019",214,"Egypt",4.12507020506041
"2021",214,"Egypt",4.19526008851222
"2019",215,"Jordan",4.12416973513373
"2021",215,"Jordan",3.97407925354587
"2019",216,"Indonesia",4.01193481131981
"2021",216,"Indonesia",4.07318429679222
"2019",218,"Canada",4.61015748322372
"2021",218,"Canada",4.68702264368217
"2019",222,"Sweden",5.13855188117636
"2021",222,"Sweden",5.01602037959303
"2019",224,"Chile",4.34180796939849
"2021",224,"Chile",4.48673907510553
"2019",232,"Bosnia and Herzegovina",3.69869904199827
"2021",232,"Bosnia and Herzegovina",3.72451255498198
"2019",255,"Azerbaijan",4.32914919753967
"2021",255,"Azerbaijan",4.31349696775778
