name,count,code,country,presence,origin,distribution_code
6909,40,AE,United Arab Emirates,Extant,Native,Native
6909,40,AU,Australia,Extant,Native,Native
6909,40,BH,Bahrain,Extant,Native,Native
6909,40,BN,Brunei Darussalam,Extant,Native,Native
6909,40,CC,Cocos (Keeling) Islands,Extant,Native,Native
6909,40,CN,China,Extant,Native,Native
6909,40,DJ,Djibouti,Extant,Native,Native
6909,40,EG,Egypt,Extant,Native,Native
6909,40,ER,Eritrea,Extant,Native,Native
6909,40,ID,Indonesia,Extant,Native,Native
6909,40,IN,India,Extant,Native,Native
6909,40,JO,Jordan,Extant,Native,Native
6909,40,JP,Japan,Extant,Native,Native
6909,40,KE,Kenya,Extant,Native,Native
6909,40,KH,Cambodia,Extant,Native,Native
6909,40,KM,Comoros,Extant,Native,Native
6909,40,LK,Sri Lanka,Extant,Native,Native
6909,40,MG,Madagascar,Extant,Native,Native
6909,40,MU,Mauritius,Extinct Post-1500,Native,Regionally Extinct
6909,40,MY,Malaysia,Extant,Native,Native
6909,40,MZ,Mozambique,Extant,Native,Native
6909,40,NC,New Caledonia,Extant,Native,Native
6909,40,PG,Papua New Guinea,Extant,Native,Native
6909,40,PH,Philippines,Extant,Native,Native
6909,40,PW,Palau,Extant,Native,Native
6909,40,QA,Qatar,Extant,Native,Native
6909,40,SA,Saudi Arabia,Extant,Native,Native
6909,40,SB,Solomon Islands,Extant,Native,Native
6909,40,SC,Seychelles,Extant,Native,Native
6909,40,SD,Sudan,Extant,Native,Native
6909,40,SG,Singapore,Extant,Native,Native
6909,40,SO,Somalia,Extant,Native,Native
6909,40,TH,Thailand,Extant,Native,Native
6909,40,TL,Timor-Leste,Extant,Native,Native
6909,40,TW,"Taiwan, Province of China",Extinct Post-1500,Native,Regionally Extinct
6909,40,TZ,"Tanzania, United Republic of",Extant,Native,Native
6909,40,VN,Viet Nam,Extant,Native,Native
6909,40,VU,Vanuatu,Extant,Native,Native
6909,40,YE,Yemen,Extant,Native,Native
6909,40,YT,Mayotte,Extant,Native,Native
