name,count,code,country,presence,origin,distribution_code
6335,17,BE,Belgium,Extant,Vagrant,Vagrant
6335,17,CA,Canada,Extant,Native,Native
6335,17,DE,Germany,Extant,Vagrant,Vagrant
6335,17,DK,Denmark,Extant,Vagrant,Vagrant
6335,17,FO,Faroe Islands,Extant,Vagrant,Vagrant
6335,17,FR,France,Extant,Vagrant,Vagrant
6335,17,GB,United Kingdom of Great Britain and Northern Ireland,Extant,Vagrant,Vagrant
6335,17,GL,Greenland,Extant,Native,Native
6335,17,IE,Ireland,Extant,Vagrant,Vagrant
6335,17,IS,Iceland,Extant,Vagrant,Vagrant
6335,17,JP,Japan,Extant,Vagrant,Vagrant
6335,17,NL,Netherlands,Extant,Vagrant,Vagrant
6335,17,NO,Norway,Extant,Vagrant,Vagrant
6335,17,RU,Russian Federation,Extant,Native,Native
6335,17,SE,Sweden,Extant,Vagrant,Vagrant
6335,17,SJ,Svalbard and Jan Mayen,Extant,Native,Native
6335,17,US,United States of America,Extant,Native,Native
