name,count,code,country,presence,origin,distribution_code
13704,10,CA,Canada,Extant,Native,Native
13704,10,DE,Germany,Extant,Vagrant,Vagrant
13704,10,GB,United Kingdom of Great Britain and Northern Ireland,Extant,Vagrant,Vagrant
13704,10,GL,Greenland,Extant,Native,Native
13704,10,IS,Iceland,Extant,Vagrant,Vagrant
13704,10,NL,Netherlands,Extant,Vagrant,Vagrant
13704,10,NO,Norway,Extant,Vagrant,Vagrant
13704,10,RU,Russian Federation,Extant,Native,Native
13704,10,SJ,Svalbard and Jan Mayen,Extant,Native,Native
13704,10,US,United States of America,Extant,Vagrant,Vagrant
