name,year,assess_year,code,category
4292,2019,2018,EN,Endangered
4292,2009,2005,VU,Vulnerable
4292,2000,2000,VU,Vulnerable
4292,1996,1996,VU,Vulnerable
4292,1994,1994,K,Insufficiently Known
4292,1990,1990,K,Insufficiently Known
