name,count,code,country,presence,origin,distribution_code
8784,24,BE,Belgium,Extant,Native,Native
8784,24,CA,Canada,Extant,Native,Native
8784,24,DE,Germany,Extant,Native,Native
8784,24,DK,Denmark,Extant,Native,Native
8784,24,EE,Estonia,Extant,Native,Native
8784,24,FI,Finland,Extant,Native,Native
8784,24,FO,Faroe Islands,Extant,Native,Native
8784,24,FR,France,Extant,Native,Native
8784,24,GB,United Kingdom of Great Britain and Northern Ireland,Extant,Native,Native
8784,24,GG,Guernsey,Extant,Native,Native
8784,24,GL,Greenland,Extant,Native,Native
8784,24,IM,Isle of Man,Extant,Native,Native
8784,24,IR,"Iran, Islamic Republic of",Extant,Native,Native
8784,24,IS,Iceland,Extant,Native,Native
8784,24,JE,Jersey,Extant,Native,Native
8784,24,LT,Lithuania,Extant,Native,Native
8784,24,LV,Latvia,Extant,Native,Native
8784,24,NL,Netherlands,Extant,Native,Native
8784,24,NO,Norway,Extant,Native,Native
8784,24,PL,Poland,Extant,Native,Native
8784,24,RU,Russian Federation,Extant,Native,Native
8784,24,SE,Sweden,Extant,Native,Native
8784,24,SJ,Svalbard and Jan Mayen,Extant,Native,Native
8784,24,US,United States of America,Extant,Native,Native
