name,year,assess_year,code,category
2472,2018,2018,EN,Endangered
2472,2012,2008,CR,Critically Endangered
2472,2008,2008,CR,Critically Endangered
2472,2000,2000,CR,Critically Endangered
2472,1996,1996,EN,Endangered
