name,count,code,country,presence,origin,distribution_code
41715,10,AR,Argentina,Extant,Native,Native
41715,10,AU,Australia,Extant,Native,Native
41715,10,BR,Brazil,Extant,Native,Native
41715,10,CL,Chile,Extant,Native,Native
41715,10,FK,Falkland Islands (Malvinas),Extant,Native,Native
41715,10,GS,South Georgia and the South Sandwich Islands,Extant,Native,Native
41715,10,HM,Heard Island and McDonald Islands,Extant,Native,Native
41715,10,NZ,New Zealand,Extant,Native,Native
41715,10,TF,French Southern Territories,Extant,Native,Native
41715,10,UY,Uruguay,Extant,Native,Native
