"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"China",209,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,887,980,1023,1731,1388,639,1815,513,551,394,645,663,789,819,1667,2098,2422,1982,3559,4249,3779,3840,3982,4385,5983,5384,4833
"Colombia",132,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,11,9,4,1,8,1,21,20,41,1,0,0,0,0,0,0,0,0,0,0,0
"Colombia",132,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,11,9,4,1,8,1,21,20,41,1,0,0,0,0,0,0,0,0,0,0,0
"Croatia",187,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,42,38,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croatia",187,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,42,38,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominican Republic",115,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,6,15,4,0,0,2,5,4,123,0,20,0,151,8,0,0,0,0,0,0
"Dominican Republic",115,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,6,15,4,0,0,2,5,4,123,0,20,0,151,8,0,0,0,0,0,0
"Ecuador",137,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,30,47,38,15,23,4,13,3,1,19,0,2,259,10,0,0,0,0,0,0,0,0,0
"Ecuador",137,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,30,47,38,15,23,4,13,3,1,19,0,2,259,10,0,0,0,0,0,0,0,0,0
"Egypt",214,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,24,28,15,8,22,6,0,0,0,7,0,0,6,0,3,0,0,0,0,0,0
"Egypt",214,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,24,28,15,8,22,6,0,0,0,7,0,0,6,0,3,0,0,0,0,0,0
"El Salvador",134,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,6,0,2,1,1,0,1,0,368,86,1,0,0,0,0,0,0,0,0
"El Salvador",134,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,6,0,2,1,1,0,1,0,368,86,1,0,0,0,0,0,0,0,0
"Fiji",18,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562,843,749,340,833,0,1142,1809,1122,781,1626,0,2299,3350,5100,5004,5374,5090,2934,1363,1817,2137,2377,2802,3019,2512,1480,1594
"Fiji",18,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562,843,749,340,833,0,1142,1809,1122,781,1626,0,2299,3350,5100,5004,5374,5090,2934,1363,1817,2137,2377,2802,3019,2512,1480,1594
"France",179,"Coral and the like","corals",1544,1807,3046,3939,2103,413,452,608,864,686,1343,665,1233,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Z_TOTAL","corals",1544,1807,3046,3939,2103,413,452,608,864,686,1343,665,1233,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"French Polynesia",147,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18,411,581
"French Polynesia",147,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18,411,581
"Haiti",114,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,249,400,498,443,377,310,161,143,146,105,58,116,102,18,77,38,33,10,44
"Haiti",114,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,249,400,498,443,377,310,161,143,146,105,58,116,102,18,77,38,33,10,44
"Honduras",133,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,156,659,1690,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",133,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,156,659,1690,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iceland",143,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,1,0,22,329,59,537,212,138,0,0,0,0,0,0,0,0,0,0
"Iceland",143,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,1,0,22,329,59,537,212,138,0,0,0,0,0,0,0,0,0,0
"India",203,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,31,33,11,64,78,0,201,0,3,362,14,27,1,0,63,0,0
"India",203,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,31,33,11,64,78,0,201,0,3,362,14,27,1,0,63,0,0
"Indonesia",216,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5949,5772,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1358,2622,3500,3838,3757,4292,5545,846
"Indonesia",216,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5949,5772,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1358,2622,3500,3838,3757,4292,5545,846
"Ivory Coast",195,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,9,23,33
"Ivory Coast",195,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,9,23,33
"Jamaica",166,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,16,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"Jamaica",166,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,16,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
"Japan",210,"Coral and the like","corals",1883,2288,1325,889,823,834,1050,2125,2171,1549,2718,0,0,0,10384,8323,8437,9832,24742,10316,11162,8310,4828,4540,6438,5642,8958,10365,10037,10758,23954,16786,14157,17459,39142,50297,56065,57191,57916,65802,63866,52074
"Japan",210,"Z_TOTAL","corals",1883,2288,1325,889,823,834,1050,2125,2171,1549,2718,0,0,0,10384,8323,8437,9832,24742,10316,11162,8310,4828,4540,6438,5642,8958,10365,10037,10758,23954,16786,14157,17459,39142,50297,56065,57191,57916,65802,63866,52074
"Madagascar",42,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,144,20,39,101,313,99,0,257,317,686,0,0,58,68,151,165,128,80,91,131,142,108,118,155,112,104,95
"Madagascar",42,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,144,20,39,101,313,99,0,257,317,686,0,0,58,68,151,165,128,80,91,131,142,108,118,155,112,104,95
"Malaysia",206,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,677,754,146,140,81,85,53,67,4,10,6,19,25,77,42,18,113,72,36,131,198,420,565,288,66,38,16
"Malaysia",206,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,677,754,146,140,81,85,53,67,4,10,6,19,25,77,42,18,113,72,36,131,198,420,565,288,66,38,16
"Maldives",39,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,24,9,17,32,33,39,30,14,0,0,0,0,1,0,0,0,0,0,0,0,0
"Maldives",39,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,24,9,17,32,33,39,30,14,0,0,0,0,1,0,0,0,0,0,0,0,0
"Marshall Islands",11,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,0,0,1,82,111,156,120,181,132,138,101,4,89,182,197,111,151,136,123
"Marshall Islands",11,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,0,0,1,82,111,156,120,181,132,138,101,4,89,182,197,111,151,136,123
"Mauritius",37,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,2,0,0,0,0,0,84,0,0,0,0,0,0,0,3,0,0,0,0,0
"Mauritius",37,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,0,2,0,0,0,0,0,84,0,0,0,0,0,0,0,3,0,0,0,0,0
"Mexico",135,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,0,56,43,16,1,0,0,0,0,0,0,0,0,0
"Mexico",135,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,0,56,43,16,1,0,0,0,0,0,0,0,0,0
"Micronesia",9,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,173,44,0,137,44,8,39,79,66,24,48,116,109,120,85,224,195,214,124
"Micronesia",9,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,173,44,0,137,44,8,39,79,66,24,48,116,109,120,85,224,195,214,124
"Montenegro",186,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,174,25,147,0,74,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,174,25,147,0,74,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,559,259,204,282,462,599,658,1747,567,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,559,259,204,282,462,599,658,1747,567,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,1152,911,681,958,547,440,644,330,497,429,413,899,883,1894,1868,1563,2141,1568,1202,1882,1358,1290,1165,910,803,1215,1075
"New Zealand",162,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860,1152,911,681,958,547,440,644,330,497,429,413,899,883,1894,1868,1563,2141,1568,1202,1882,1358,1290,1165,910,803,1215,1075
"Nicaragua",131,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,28,95,0,4,33,34,0,0,0,7,78,1
"Nicaragua",131,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,28,95,0,4,33,34,0,0,0,7,78,1
"North Korea",21,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0,0,0,0,0,0,0,5,9,9,9,17,42,39,132,66,57,36,46,44,84,20,96,192,219,315,164
"North Korea",21,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0,0,0,0,0,0,0,5,9,9,9,17,42,39,132,66,57,36,46,44,84,20,96,192,219,315,164
"Norway",223,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,155,97,108,107,168,214,288,307,585,327,642,503,121,16,20,8,28,90,4,4,13
"Norway",223,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,32,155,97,108,107,168,214,288,307,585,327,642,503,121,16,20,8,28,90,4,4,13
"Oman",48,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,4,0,10,5,0,872.418315213066,0,0,8,13,0,0,0,0,0,0,0,0,0,0
"Oman",48,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,4,0,10,5,0,872.418315213066,0,0,8,13,0,0,0,0,0,0,0,0,0,0
"Pakistan",53,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,43,0,8,0,2,15,98,183,4,2,27
"Pakistan",53,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,43,0,8,0,2,15,98,183,4,2,27
"Palau",8,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,4,3,0,0,3,0,241,8,13,54,0,4,43,0,4,0,0,0,0
"Palau",8,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,4,3,0,0,3,0,241,8,13,54,0,4,43,0,4,0,0,0,0
"Papua New Guinea",17,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,1,0,1,268,2,0,12,12,5,0,11,0,119,0,0,99,65,35,0,185
"Papua New Guinea",17,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0,1,0,1,268,2,0,12,12,5,0,11,0,119,0,0,99,65,35,0,185
"Peru",138,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,10,16,20,11,5,2,5,7,8,25,10,9,127,141,223,35,27,5,21
"Peru",138,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,10,16,20,11,5,2,5,7,8,25,10,9,127,141,223,35,27,5,21
"Philippines",15,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3426,4946,2882,4072,3452,3090,2929,2559,1821,1467,1673,2411,2815,4177,3107,2741,0,0,0,0,0,0,0,0,0,0,0
"Philippines",15,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3426,4946,2882,4072,3452,3090,2929,2559,1821,1467,1673,2411,2815,4177,3107,2741,0,0,0,0,0,0,0,0,0,0,0
"Romania",72,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,133,204,0,214,0,249,358,107,499,564,358,526,638,564,552,786,791,890,768,797,1021,890,1035,788,967
"Romania",72,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,133,204,0,214,0,249,358,107,499,564,358,526,638,564,552,786,791,890,768,797,1021,890,1035,788,967
"Russia",73,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,76,8,106,92,69,73,64,54,76,298,39,7,1,24,72,176,402
"Russia",73,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,76,8,106,92,69,73,64,54,76,298,39,7,1,24,72,176,402
"Saba",248,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saba",248,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senegal",66,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2106,22,0,0,32,0,0,0,0,0,0,1,2,32,8,4,0,0,1,1
"Senegal",66,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2106,22,0,0,32,0,0,0,0,0,0,1,2,32,8,4,0,0,1,1
"Singapore",208,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7615,2833,2877,1878,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0
"Singapore",208,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7615,2833,2877,1878,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0
"Sint Eustatius",249,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sint Eustatius",249,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sint Maarten",220,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sint Maarten",220,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solomon Islands",7,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,810,642,813,624,526,886,946,799,696,800,850,734,195,584,656,629,161,0,0
"Solomon Islands",7,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,810,642,813,624,526,886,946,799,696,800,850,734,195,584,656,629,161,0,0
"Somalia",44,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,52.8514172103696,0,2,0,93,43,0,13,0,0,0,0,6,0,0
"Somalia",44,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,52.8514172103696,0,2,0,93,43,0,13,0,0,0,0,6,0,0
"South Africa",102,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,0,115,125,70,24,38,17,52,90,64,52,66,71,31,38,31,33,36,47,47,60,74
"South Africa",102,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,0,115,125,70,24,38,17,52,90,64,52,66,71,31,38,31,33,36,47,47,60,74
"South Korea",20,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0,0
