"Species"
"Lepidotrigla brachyoptera"
"Etmopterus spinax"
"Pomacanthidae"
"Labridae"
"Tautogolabrus adspersus"
"Champsocephalus esox"
"Trachichthyidae"
"Platycephalidae"
"Holocentridae"
"Tripterophycis gilchristi"
"Aplodactylus punctatus"
"Blicca bjoerkna"
"Alepes djedaba"
"Batrachoididae"
"Lutjanus vitta"
"Scorpaenidae"
"Boreogadus saida"
"Trisopterus minutus"
"Barbourisia rufa"
"Mullidae"
"Pelates quadrilineatus"
"Centrolabrus exoletus"
"Percarina demidoffi"
"Caproidae"
"Archosargus rhomboidalis"
"Lepidorhombus boscii"
"Harengula thrissina"
"Liza saliens"
"Ariomma indica"
"Spicara smaris"
"Citharidae"
"Clupea pallasii"
"Hemiramphus balao"
"Gymnocephalus cernuus"
"Diplodus annularis"
"Mugil incilis"
"Grammoplites suppositus"
"Acanthurus sohal"
"Petromyzontidae"
"Ctenolabrus rupestris"
"Macroramphosus scolopax"
"Nemipterus randalli"
"Acanthuridae"
"Diplodus argenteus"
"Channichthys rhinoceratus"
"Centriscops humerosus"
"Symphodus melops"
"Coelorinchus chilensis"
"Isopisthus parvipinnis"
"Bothidae"
"Uranoscopus scaber"
"Decapterus spp"
"Sillago sihama"
"Cyttus novaezealandiae"
"Rioraja agassizi"
"Cephalopholis fulva"
"Lepidoperca pulchella"
"Soleidae"
"Crenidens crenidens"
"Xyrichtys novacula"
"Stromateidae"
"Pterygotrigla picta"
"Clupeoidei"
"Citharichthys sordidus"
"Lile stolifera"
"Aphia minuta"
"Nematalosa nasus"
"Bothus pantherinus"
"Ostraciidae"
"Trachinidae"
"Conodon nobilis"
"Priacanthus macracanthus"
"Selar crumenophthalmus"
"Mulloidichthys flavolineatus"
"Oblada melanura"
"Larimus breviceps"
"Gerres oblongus"
"Exocoetidae"
"Mugil curema"
"Cephalopholis hemistiktos"
"Serranus cabrilla"
"Apogonidae"
"Amphichthys cryptocentrus"
"Scomberoides tol"
"Cephalopholis miniata"
"Lutjanus quinquelineatus"
"Eucinostomus melanopterus"
"Mullus argentinae"
"Sebastes viviparus"
"Engraulis mordax"
"Cottidae"
"Engraulidae"
"Tetraodontidae"
"Myctophidae"
"Gerres oyena"
"Ammodytes spp"
"Pomadasys stridens"
"Dicologlossa cuneata"
"Atherinidae"
"Oligoplites refulgens"
"Gadiculus argenteus"
"Monacanthidae"
"Lethrinus borbonicus"
"Menidia menidia"
"Hemiramphus brasiliensis"
"Caesionidae"
"Spicara maena"
"Stromateus brasiliensis"
"Atule mate"
"Cheilodactylus variegatus"
"Peprilus paru"
"Rhabdosargus haffara"
"Epinephelus merra"
"Decapterus russelli"
"Amblygaster sirm"
"Selene peruviana"
"Diapterus auratus"
"Argentina sphyraena"
"Gerres nigri"
"Pagellus acarne"
"Bregmaceros mcclellandi"
"Encrasicholina punctifer"
"Etrumeus teres"
"Cynoscion jamaicensis"
"Eutrigla gurnardus"
"Trisopterus luscus"
"Dentex angolensis"
"Trachurus lathami"
"Pennahia anea"
"Sillaginidae"
"Synodontidae"
"Benthosema pterotum"
"Liza klunzingeri"
"Boops boops"
"Ilisha africana"
"Maurolicus muelleri"
"Pentanemus quinquarius"
"Coregonus albula"
"Chloroscombrus orqueta"
"Nemipterus japonicus"
"Chirocentrus nudus"
"Brachydeuterus auritus"
"Anodontostoma chacunda"
"Nemipteridae"
"Dussumieria acuta"
"Drepane africana"
"Mullus surmuletus"
"Decapterus macrosoma"
"Urophycis brasiliensis"
"Opisthonema oglinum"
"Triglidae"
"Isacia conceptionis"
"Pellona ditchela"
"Macrodon ancylodon"
"Lactarius lactarius"
"Brama australis"
"Konosirus punctatus"
"Cynoglossidae"
"Gobiidae"
"Sprattus fuegensis"
"Patagonotothen ramsayi"
"Mullus barbatus"
"Capros aper"
