"Species"
"Lepidotrigla brachyoptera"
"Cephalopholis boenak"
"Clupanodon thrissa"
"Pseudotolithus elongatus"
"Mene maculata"
"Sardinella aurita"
"Sardinops caeruleus"
"Micromesistius australis"
"Umbrina canosai"
"Leiognathidae"
"Ethmidium maculatum"
"Limanda limanda"
"Sardinella spp"
"Harpadon nehereus"
"Normanichthys crockeri"
"Selaroides leptolepis"
"Engraulis anchoita"
"Sardinella gibbosa"
"Trachurus spp"
"Rastrelliger kanagurta"
"Pennahia argentata"
"Sardinella lemuru"
"Ilisha elongata"
"Sardinella longiceps"
"Etrumeus whiteheadi"
"Sprattus sprattus"
"Rastrelliger brachysoma"
"Opisthonema libertate"
"Sardinella maderensis"
"Cetengraulis mysticetus"
"Tenualosa ilisha"
"Engraulis encrasicolus"
"Ethmalosa fimbriata"
"Ammodytes personatus"
"Larimichthys polyactis"
"Merluccius productus"
"Sardina pilchardus"
"Strangomera bentincki"
"Cololabis saira"
"Micromesistius poutassou"
"Engraulis japonicus"
"Engraulis ringens"
"Sardinops sagax"
"Sardinops melanostictus"
"Mallotus villosus"
"Clupea harengus"
"Sardinops ocellatus"
"Brevoortia patronus"
"Trisopterus esmarkii"
"Anchoa nasus"
"Trachurus japonicus"
"Stephanolepis cirrhifer"
"Pseudopentaceros wheeleri"
"Clupeonella cultriventris"
"Decapterus maruadsi"
"Electrona carlsbergi"
"Moridae"
"Arctoscopus japonicus"
"Alosa pseudoharengus"
"Lampanyctodes hectoris"
"Gerreidae"
"Patagonotothen brevicauda"
"Synagrops japonicus"
"Sardinella zunasi"
"Hypoptychus dybowskii"
"Psenopsis anomala"
"Chlorophthalmidae"
"Gasterosteus aculeatus"
"Caranx rhonchus"
"Zoarces viviparus"
"Nemipterus virgatus"
"Peprilus triacanthus"
"Pagellus bellottii"
"Trachurus trachurus"
"Brevoortia tyrannus"
"Trachurus murphyi"
