country,year,value,unit,sector,data_source
Colombia,1986,1254656,USD (1),mar,FAO aquaculture value
Colombia,1987,4431891,USD (1),mar,FAO aquaculture value
Colombia,1988,12922560,USD (1),mar,FAO aquaculture value
Colombia,1989,27351600,USD (1),mar,FAO aquaculture value
Colombia,1990,42900000,USD (1),mar,FAO aquaculture value
Colombia,1991,42612648,USD (1),mar,FAO aquaculture value
Colombia,1992,75601253,USD (1),mar,FAO aquaculture value
Colombia,1993,51845852,USD (1),mar,FAO aquaculture value
Colombia,1994,56347200,USD (1),mar,FAO aquaculture value
Colombia,1995,56637000,USD (1),mar,FAO aquaculture value
Colombia,1996,45344385,USD (1),mar,FAO aquaculture value
Colombia,1997,58747000,USD (1),mar,FAO aquaculture value
Colombia,1998,62005300,USD (1),mar,FAO aquaculture value
Colombia,1999,75661400,USD (1),mar,FAO aquaculture value
Colombia,2000,91120000,USD (1),mar,FAO aquaculture value
Colombia,2001,96000000,USD (1),mar,FAO aquaculture value
Colombia,2002,112000000,USD (1),mar,FAO aquaculture value
Colombia,2003,132024000,USD (1),mar,FAO aquaculture value
Colombia,2004,144320000,USD (1),mar,FAO aquaculture value
Colombia,2005,152000000,USD (1),mar,FAO aquaculture value
Colombia,2006,172800000,USD (1),mar,FAO aquaculture value
Colombia,2007,162400000,USD (1),mar,FAO aquaculture value
Colombia,2008,147200000,USD (1),mar,FAO aquaculture value
Colombia,2009,144825000,USD (1),mar,FAO aquaculture value
Colombia,2010,41647100,USD (1),mar,FAO aquaculture value
Colombia,2011,31320059.999999996,USD (1),mar,FAO aquaculture value
Colombia,2012,30211000,USD (1),mar,FAO aquaculture value
Colombia,2013,15868500,USD (1),mar,FAO aquaculture value
Colombia,2014,10887000,USD (1),mar,FAO aquaculture value
Colombia,2015,8698906,USD (1),mar,FAO aquaculture value
Colombia,2016,10292921,USD (1),mar,FAO aquaculture value
Colombia,2017,14596392,USD (1),mar,FAO aquaculture value
Colombia,2018,21911533,USD (1),mar,FAO aquaculture value
Colombia,2019,20416777,USD (1),mar,FAO aquaculture value
Colombia,2020,49478103,USD (1),mar,FAO aquaculture value
Colombia,2021,42325706,USD (1),mar,FAO aquaculture value
Cook Islands,1984,0,USD (1),mar,FAO aquaculture value
Cook Islands,1985,1500,USD (1),mar,FAO aquaculture value
Cook Islands,1986,100,USD (1),mar,FAO aquaculture value
Cook Islands,1987,100,USD (1),mar,FAO aquaculture value
Cook Islands,1988,100,USD (1),mar,FAO aquaculture value
Cook Islands,1989,200,USD (1),mar,FAO aquaculture value
Cook Islands,1990,200,USD (1),mar,FAO aquaculture value
Cook Islands,1991,200,USD (1),mar,FAO aquaculture value
Cook Islands,1992,200,USD (1),mar,FAO aquaculture value
Cook Islands,1993,200,USD (1),mar,FAO aquaculture value
Cook Islands,1994,200,USD (1),mar,FAO aquaculture value
Cook Islands,1995,200,USD (1),mar,FAO aquaculture value
Cook Islands,1996,200,USD (1),mar,FAO aquaculture value
Cook Islands,1997,200,USD (1),mar,FAO aquaculture value
Cook Islands,1998,200,USD (1),mar,FAO aquaculture value
Cook Islands,1999,200,USD (1),mar,FAO aquaculture value
Cook Islands,2000,200,USD (1),mar,FAO aquaculture value
Cook Islands,2001,200,USD (1),mar,FAO aquaculture value
Cook Islands,2002,200,USD (1),mar,FAO aquaculture value
Cook Islands,2003,200,USD (1),mar,FAO aquaculture value
Cook Islands,2004,200,USD (1),mar,FAO aquaculture value
Cook Islands,2005,1178750,USD (1),mar,FAO aquaculture value
Cook Islands,2006,2239444.9999999995,USD (1),mar,FAO aquaculture value
Cook Islands,2007,2200160,USD (1),mar,FAO aquaculture value
Cook Islands,2008,0,USD (1),mar,FAO aquaculture value
Cook Islands,2009,0,USD (1),mar,FAO aquaculture value
Cook Islands,2010,0,USD (1),mar,FAO aquaculture value
Cook Islands,2011,0,USD (1),mar,FAO aquaculture value
Cook Islands,2012,12600,USD (1),mar,FAO aquaculture value
Cook Islands,2013,18000,USD (1),mar,FAO aquaculture value
Cook Islands,2014,18000,USD (1),mar,FAO aquaculture value
Cook Islands,2015,33380,USD (1),mar,FAO aquaculture value
Cook Islands,2016,32500,USD (1),mar,FAO aquaculture value
Cook Islands,2017,22500,USD (1),mar,FAO aquaculture value
Cook Islands,2018,22500,USD (1),mar,FAO aquaculture value
Cook Islands,2019,22500,USD (1),mar,FAO aquaculture value
Cook Islands,2020,22500,USD (1),mar,FAO aquaculture value
Cook Islands,2021,22500,USD (1),mar,FAO aquaculture value
Costa Rica,1984,6000,USD (1),mar,FAO aquaculture value
Costa Rica,1985,12000,USD (1),mar,FAO aquaculture value
Costa Rica,1986,14000,USD (1),mar,FAO aquaculture value
Costa Rica,1987,500100,USD (1),mar,FAO aquaculture value
Costa Rica,1988,1600100,USD (1),mar,FAO aquaculture value
Costa Rica,1989,1760100,USD (1),mar,FAO aquaculture value
Costa Rica,1990,2550100,USD (1),mar,FAO aquaculture value
Costa Rica,1991,4462600,USD (1),mar,FAO aquaculture value
Costa Rica,1992,5525100,USD (1),mar,FAO aquaculture value
Costa Rica,1993,5950100,USD (1),mar,FAO aquaculture value
Costa Rica,1994,6720100,USD (1),mar,FAO aquaculture value
Costa Rica,1995,20408100,USD (1),mar,FAO aquaculture value
Costa Rica,1996,19200100,USD (1),mar,FAO aquaculture value
Costa Rica,1997,19200100,USD (1),mar,FAO aquaculture value
Costa Rica,1998,19958000,USD (1),mar,FAO aquaculture value
Costa Rica,1999,20952500,USD (1),mar,FAO aquaculture value
Costa Rica,2000,11475000,USD (1),mar,FAO aquaculture value
Costa Rica,2001,13500000,USD (1),mar,FAO aquaculture value
Costa Rica,2002,30727500,USD (1),mar,FAO aquaculture value
Costa Rica,2003,30306000,USD (1),mar,FAO aquaculture value
Costa Rica,2004,30456000,USD (1),mar,FAO aquaculture value
Costa Rica,2005,34288000,USD (1),mar,FAO aquaculture value
Costa Rica,2006,34360000,USD (1),mar,FAO aquaculture value
Costa Rica,2007,31651000,USD (1),mar,FAO aquaculture value
Costa Rica,2008,31666000,USD (1),mar,FAO aquaculture value
Costa Rica,2009,15682359,USD (1),mar,FAO aquaculture value
Costa Rica,2010,15660980,USD (1),mar,FAO aquaculture value
Costa Rica,2011,15671466,USD (1),mar,FAO aquaculture value
Costa Rica,2012,16404805,USD (1),mar,FAO aquaculture value
Costa Rica,2013,16697787,USD (1),mar,FAO aquaculture value
Costa Rica,2014,16589661,USD (1),mar,FAO aquaculture value
Costa Rica,2015,16321659,USD (1),mar,FAO aquaculture value
Costa Rica,2016,19016434,USD (1),mar,FAO aquaculture value
Costa Rica,2017,18429530,USD (1),mar,FAO aquaculture value
Costa Rica,2018,17260789,USD (1),mar,FAO aquaculture value
Costa Rica,2019,17415451,USD (1),mar,FAO aquaculture value
Costa Rica,2020,15561926,USD (1),mar,FAO aquaculture value
Costa Rica,2021,25476876,USD (1),mar,FAO aquaculture value
Croatia,1984,0,USD (1),mar,FAO aquaculture value
Croatia,1985,0,USD (1),mar,FAO aquaculture value
Croatia,1986,0,USD (1),mar,FAO aquaculture value
Croatia,1987,0,USD (1),mar,FAO aquaculture value
Croatia,1988,0,USD (1),mar,FAO aquaculture value
Croatia,1989,0,USD (1),mar,FAO aquaculture value
Croatia,1990,0,USD (1),mar,FAO aquaculture value
Croatia,1991,0,USD (1),mar,FAO aquaculture value
Croatia,1992,7401600,USD (1),mar,FAO aquaculture value
Croatia,1993,2350700,USD (1),mar,FAO aquaculture value
Croatia,1994,2834850,USD (1),mar,FAO aquaculture value
Croatia,1995,3524500,USD (1),mar,FAO aquaculture value
Croatia,1996,2754500,USD (1),mar,FAO aquaculture value
Croatia,1997,4231700,USD (1),mar,FAO aquaculture value
Croatia,1998,15021000,USD (1),mar,FAO aquaculture value
Croatia,1999,15518800,USD (1),mar,FAO aquaculture value
Croatia,2000,19249500,USD (1),mar,FAO aquaculture value
Croatia,2001,22963000,USD (1),mar,FAO aquaculture value
Croatia,2002,27640000,USD (1),mar,FAO aquaculture value
Croatia,2003,25786600,USD (1),mar,FAO aquaculture value
Croatia,2004,52973600,USD (1),mar,FAO aquaculture value
Croatia,2005,50685800,USD (1),mar,FAO aquaculture value
Croatia,2006,80225400,USD (1),mar,FAO aquaculture value
Croatia,2007,63205200,USD (1),mar,FAO aquaculture value
Croatia,2008,61906200,USD (1),mar,FAO aquaculture value
Croatia,2009,103813785,USD (1),mar,FAO aquaculture value
Croatia,2010,81331068,USD (1),mar,FAO aquaculture value
Croatia,2011,82796010,USD (1),mar,FAO aquaculture value
Croatia,2012,71958709,USD (1),mar,FAO aquaculture value
Croatia,2013,96139641,USD (1),mar,FAO aquaculture value
Croatia,2014,93717878,USD (1),mar,FAO aquaculture value
Croatia,2015,104733369,USD (1),mar,FAO aquaculture value
Croatia,2016,111459145,USD (1),mar,FAO aquaculture value
Croatia,2017,105930219,USD (1),mar,FAO aquaculture value
Croatia,2018,133782994,USD (1),mar,FAO aquaculture value
Croatia,2019,127750580,USD (1),mar,FAO aquaculture value
Croatia,2020,144463655,USD (1),mar,FAO aquaculture value
Croatia,2021,181309057,USD (1),mar,FAO aquaculture value
Cuba,1984,750000,USD (1),mar,FAO aquaculture value
Cuba,1985,850500,USD (1),mar,FAO aquaculture value
Cuba,1986,825000,USD (1),mar,FAO aquaculture value
Cuba,1987,2013000,USD (1),mar,FAO aquaculture value
Cuba,1988,2231000,USD (1),mar,FAO aquaculture value
Cuba,1989,2068000,USD (1),mar,FAO aquaculture value
Cuba,1990,3316500,USD (1),mar,FAO aquaculture value
Cuba,1991,3778500,USD (1),mar,FAO aquaculture value
Cuba,1992,2811200,USD (1),mar,FAO aquaculture value
Cuba,1993,2409000,USD (1),mar,FAO aquaculture value
Cuba,1994,3408000,USD (1),mar,FAO aquaculture value
Cuba,1995,5068550,USD (1),mar,FAO aquaculture value
Cuba,1996,4604900,USD (1),mar,FAO aquaculture value
Cuba,1997,6850700,USD (1),mar,FAO aquaculture value
Cuba,1998,9317480,USD (1),mar,FAO aquaculture value
Cuba,1999,5580900,USD (1),mar,FAO aquaculture value
Cuba,2000,10087100,USD (1),mar,FAO aquaculture value
Cuba,2001,6269700,USD (1),mar,FAO aquaculture value
Cuba,2002,8235000,USD (1),mar,FAO aquaculture value
Cuba,2003,6319950,USD (1),mar,FAO aquaculture value
Cuba,2004,2557500,USD (1),mar,FAO aquaculture value
Cuba,2005,9306000,USD (1),mar,FAO aquaculture value
Cuba,2006,16320000,USD (1),mar,FAO aquaculture value
Cuba,2007,13665000,USD (1),mar,FAO aquaculture value
Cuba,2008,13800500,USD (1),mar,FAO aquaculture value
Cuba,2009,13471000,USD (1),mar,FAO aquaculture value
Cuba,2010,12237500,USD (1),mar,FAO aquaculture value
Cuba,2011,9419000,USD (1),mar,FAO aquaculture value
Cuba,2012,12114500,USD (1),mar,FAO aquaculture value
Cuba,2013,15924350,USD (1),mar,FAO aquaculture value
Cuba,2014,15533100,USD (1),mar,FAO aquaculture value
Cuba,2015,17496500,USD (1),mar,FAO aquaculture value
Cuba,2016,18767000,USD (1),mar,FAO aquaculture value
Cuba,2017,20797500,USD (1),mar,FAO aquaculture value
Cuba,2018,23845000,USD (1),mar,FAO aquaculture value
Cuba,2019,24517000,USD (1),mar,FAO aquaculture value
Cuba,2020,17684000,USD (1),mar,FAO aquaculture value
Cuba,2021,17574500,USD (1),mar,FAO aquaculture value
Cyprus,1984,28115,USD (1),mar,FAO aquaculture value
Cyprus,1985,20509,USD (1),mar,FAO aquaculture value
Cyprus,1986,24191.000000000004,USD (1),mar,FAO aquaculture value
Cyprus,1987,30264,USD (1),mar,FAO aquaculture value
Cyprus,1988,84717,USD (1),mar,FAO aquaculture value
Cyprus,1989,367132,USD (1),mar,FAO aquaculture value
Cyprus,1990,796305.9999999999,USD (1),mar,FAO aquaculture value
Cyprus,1991,975259,USD (1),mar,FAO aquaculture value
Cyprus,1992,817428,USD (1),mar,FAO aquaculture value
Cyprus,1993,2016224,USD (1),mar,FAO aquaculture value
Cyprus,1994,2333227,USD (1),mar,FAO aquaculture value
Cyprus,1995,3427259.9999999995,USD (1),mar,FAO aquaculture value
Cyprus,1996,6430703,USD (1),mar,FAO aquaculture value
Cyprus,1997,7314253.000000001,USD (1),mar,FAO aquaculture value
Cyprus,1998,8281884,USD (1),mar,FAO aquaculture value
Cyprus,1999,9105562,USD (1),mar,FAO aquaculture value
Cyprus,2000,9814220,USD (1),mar,FAO aquaculture value
Cyprus,2001,8985052,USD (1),mar,FAO aquaculture value
Cyprus,2002,10051827,USD (1),mar,FAO aquaculture value
Cyprus,2003,11047185,USD (1),mar,FAO aquaculture value
Cyprus,2004,34762971,USD (1),mar,FAO aquaculture value
Cyprus,2005,36548316,USD (1),mar,FAO aquaculture value
Cyprus,2006,31779708,USD (1),mar,FAO aquaculture value
Cyprus,2007,30833032,USD (1),mar,FAO aquaculture value
Cyprus,2008,37853568,USD (1),mar,FAO aquaculture value
Cyprus,2009,31258189.000000004,USD (1),mar,FAO aquaculture value
Cyprus,2010,27444072,USD (1),mar,FAO aquaculture value
Cyprus,2011,37244113,USD (1),mar,FAO aquaculture value
Cyprus,2012,29573152,USD (1),mar,FAO aquaculture value
Cyprus,2013,38118797,USD (1),mar,FAO aquaculture value
Cyprus,2014,36367685,USD (1),mar,FAO aquaculture value
Cyprus,2015,35454271,USD (1),mar,FAO aquaculture value
Cyprus,2016,39855453,USD (1),mar,FAO aquaculture value
Cyprus,2017,41949129,USD (1),mar,FAO aquaculture value
Cyprus,2018,45578781,USD (1),mar,FAO aquaculture value
Cyprus,2019,48460481,USD (1),mar,FAO aquaculture value
Cyprus,2020,41947814,USD (1),mar,FAO aquaculture value
Cyprus,2021,52725958,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1984,2511,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1985,84288.00000000001,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1986,489740,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1987,476433,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1988,242043,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1989,184202,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1990,94646.99999999999,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1991,551690,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1992,818191.9999999999,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1993,1129168,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1994,62968,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1995,606475,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1996,78331,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1997,410859,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1998,720500,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,1999,832000,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2000,862260.0000000001,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2001,882840,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2002,883340,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2003,1158076,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2004,1279270,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2005,1279270,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2006,1005615,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2007,459695,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2008,493594.00000000006,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2009,466400.00000000006,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2010,641681,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2011,2239794,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2012,2531062,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2013,2616422,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2014,2617176,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2015,2217480,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2016,2642567,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2017,2652170,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2018,2772544,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2019,2628207,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2020,2681551,USD (1),mar,FAO aquaculture value
Côte d'Ivoire,2021,2776737,USD (1),mar,FAO aquaculture value
Denmark,1984,6912948,USD (1),mar,FAO aquaculture value
Denmark,1985,6146017,USD (1),mar,FAO aquaculture value
Denmark,1986,11570434,USD (1),mar,FAO aquaculture value
Denmark,1987,10978800,USD (1),mar,FAO aquaculture value
Denmark,1988,18220464,USD (1),mar,FAO aquaculture value
Denmark,1989,23863832,USD (1),mar,FAO aquaculture value
Denmark,1990,23140000,USD (1),mar,FAO aquaculture value
Denmark,1991,18701924,USD (1),mar,FAO aquaculture value
Denmark,1992,21073800,USD (1),mar,FAO aquaculture value
Denmark,1993,23556000,USD (1),mar,FAO aquaculture value
Denmark,1994,20718650,USD (1),mar,FAO aquaculture value
Denmark,1995,22778800,USD (1),mar,FAO aquaculture value
Denmark,1996,24966400,USD (1),mar,FAO aquaculture value
Denmark,1997,19311600,USD (1),mar,FAO aquaculture value
Denmark,1998,21279000,USD (1),mar,FAO aquaculture value
Denmark,1999,21171000,USD (1),mar,FAO aquaculture value
Denmark,2000,21804000,USD (1),mar,FAO aquaculture value
Denmark,2001,19324200,USD (1),mar,FAO aquaculture value
Denmark,2002,11842700,USD (1),mar,FAO aquaculture value
Denmark,2003,20738777,USD (1),mar,FAO aquaculture value
Denmark,2004,26574097,USD (1),mar,FAO aquaculture value
Denmark,2005,32855581.999999996,USD (1),mar,FAO aquaculture value
Denmark,2006,35615596,USD (1),mar,FAO aquaculture value
Denmark,2007,31478705,USD (1),mar,FAO aquaculture value
Denmark,2008,47862626,USD (1),mar,FAO aquaculture value
Denmark,2009,46207334,USD (1),mar,FAO aquaculture value
Denmark,2010,48086439,USD (1),mar,FAO aquaculture value
Denmark,2011,52504138,USD (1),mar,FAO aquaculture value
Denmark,2012,47408959,USD (1),mar,FAO aquaculture value
Denmark,2013,55380761,USD (1),mar,FAO aquaculture value
Denmark,2014,45056011.99999999,USD (1),mar,FAO aquaculture value
Denmark,2015,51211763.99999999,USD (1),mar,FAO aquaculture value
Denmark,2016,48215774.00000001,USD (1),mar,FAO aquaculture value
Denmark,2017,54679317,USD (1),mar,FAO aquaculture value
Denmark,2018,45297978,USD (1),mar,FAO aquaculture value
Denmark,2019,47919827.00000001,USD (1),mar,FAO aquaculture value
Denmark,2020,7826116,USD (1),mar,FAO aquaculture value
Denmark,2021,62798661,USD (1),mar,FAO aquaculture value
Dominican Republic,1984,100,USD (1),mar,FAO aquaculture value
Dominican Republic,1985,763836,USD (1),mar,FAO aquaculture value
Dominican Republic,1986,1980000,USD (1),mar,FAO aquaculture value
Dominican Republic,1987,2400000,USD (1),mar,FAO aquaculture value
Dominican Republic,1988,2835470,USD (1),mar,FAO aquaculture value
Dominican Republic,1989,2040000,USD (1),mar,FAO aquaculture value
Dominican Republic,1990,1350000,USD (1),mar,FAO aquaculture value
Dominican Republic,1991,608623.9999999999,USD (1),mar,FAO aquaculture value
Dominican Republic,1992,1799850,USD (1),mar,FAO aquaculture value
Dominican Republic,1993,2439500,USD (1),mar,FAO aquaculture value
Dominican Republic,1994,2607508,USD (1),mar,FAO aquaculture value
Dominican Republic,1995,1612670,USD (1),mar,FAO aquaculture value
Dominican Republic,1996,1247100,USD (1),mar,FAO aquaculture value
Dominican Republic,1997,580100,USD (1),mar,FAO aquaculture value
Dominican Republic,1998,0,USD (1),mar,FAO aquaculture value
Dominican Republic,1999,0,USD (1),mar,FAO aquaculture value
Dominican Republic,2000,4719000,USD (1),mar,FAO aquaculture value
Dominican Republic,2001,5775000,USD (1),mar,FAO aquaculture value
Dominican Republic,2002,9781120,USD (1),mar,FAO aquaculture value
Dominican Republic,2003,5055000,USD (1),mar,FAO aquaculture value
Dominican Republic,2004,5756000,USD (1),mar,FAO aquaculture value
Dominican Republic,2005,5946000,USD (1),mar,FAO aquaculture value
Dominican Republic,2006,5950100,USD (1),mar,FAO aquaculture value
Dominican Republic,2007,6550000,USD (1),mar,FAO aquaculture value
Dominican Republic,2008,6550000,USD (1),mar,FAO aquaculture value
Dominican Republic,2009,8026782,USD (1),mar,FAO aquaculture value
Dominican Republic,2010,7986865,USD (1),mar,FAO aquaculture value
Dominican Republic,2011,5841799,USD (1),mar,FAO aquaculture value
Dominican Republic,2012,2095610.0000000002,USD (1),mar,FAO aquaculture value
Dominican Republic,2013,3355704,USD (1),mar,FAO aquaculture value
Dominican Republic,2014,4827820,USD (1),mar,FAO aquaculture value
Dominican Republic,2015,4667503,USD (1),mar,FAO aquaculture value
Dominican Republic,2016,2838415,USD (1),mar,FAO aquaculture value
Dominican Republic,2017,3250281,USD (1),mar,FAO aquaculture value
Dominican Republic,2018,3661888,USD (1),mar,FAO aquaculture value
Dominican Republic,2019,3637790.9999999995,USD (1),mar,FAO aquaculture value
Dominican Republic,2020,3358277,USD (1),mar,FAO aquaculture value
Dominican Republic,2021,3317394,USD (1),mar,FAO aquaculture value
Ecuador,1984,235200000,USD (1),mar,FAO aquaculture value
Ecuador,1985,211435000,USD (1),mar,FAO aquaculture value
Ecuador,1986,305396000,USD (1),mar,FAO aquaculture value
Ecuador,1987,506622095,USD (1),mar,FAO aquaculture value
Ecuador,1988,574733250,USD (1),mar,FAO aquaculture value
Ecuador,1989,453964200,USD (1),mar,FAO aquaculture value
Ecuador,1990,311050090.99999994,USD (1),mar,FAO aquaculture value
Ecuador,1991,505142500,USD (1),mar,FAO aquaculture value
Ecuador,1992,605489056,USD (1),mar,FAO aquaculture value
Ecuador,1993,510746979,USD (1),mar,FAO aquaculture value
Ecuador,1994,535205191,USD (1),mar,FAO aquaculture value
Ecuador,1995,633582100,USD (1),mar,FAO aquaculture value
Ecuador,1996,647520100,USD (1),mar,FAO aquaculture value
Ecuador,1997,676815100,USD (1),mar,FAO aquaculture value
Ecuador,1998,727200100,USD (1),mar,FAO aquaculture value
Ecuador,1999,597095250,USD (1),mar,FAO aquaculture value
Ecuador,2000,313918100,USD (1),mar,FAO aquaculture value
Ecuador,2001,262237599.99999997,USD (1),mar,FAO aquaculture value
Ecuador,2002,363058000,USD (1),mar,FAO aquaculture value
Ecuador,2003,387000000,USD (1),mar,FAO aquaculture value
Ecuador,2004,430080000,USD (1),mar,FAO aquaculture value
Ecuador,2005,568800000,USD (1),mar,FAO aquaculture value
Ecuador,2006,716160000,USD (1),mar,FAO aquaculture value
Ecuador,2007,720000000,USD (1),mar,FAO aquaculture value
Ecuador,2008,720000000,USD (1),mar,FAO aquaculture value
Ecuador,2009,877590000,USD (1),mar,FAO aquaculture value
Ecuador,2010,1105415730,USD (1),mar,FAO aquaculture value
Ecuador,2011,1287000000,USD (1),mar,FAO aquaculture value
Ecuador,2012,1391445000,USD (1),mar,FAO aquaculture value
Ecuador,2013,1672000000,USD (1),mar,FAO aquaculture value
Ecuador,2014,1870044000,USD (1),mar,FAO aquaculture value
Ecuador,2015,2216998780,USD (1),mar,FAO aquaculture value
Ecuador,2016,2197430314,USD (1),mar,FAO aquaculture value
Ecuador,2017,2392629000,USD (1),mar,FAO aquaculture value
Ecuador,2018,2912384000,USD (1),mar,FAO aquaculture value
Ecuador,2019,2543655400,USD (1),mar,FAO aquaculture value
Ecuador,2020,3234223410,USD (1),mar,FAO aquaculture value
Ecuador,2021,3205918360,USD (1),mar,FAO aquaculture value
Egypt,1984,8200000,USD (1),mar,FAO aquaculture value
Egypt,1985,17750000,USD (1),mar,FAO aquaculture value
Egypt,1986,16500000,USD (1),mar,FAO aquaculture value
Egypt,1987,30780000,USD (1),mar,FAO aquaculture value
Egypt,1988,42160000,USD (1),mar,FAO aquaculture value
Egypt,1989,58600000,USD (1),mar,FAO aquaculture value
Egypt,1990,72520000,USD (1),mar,FAO aquaculture value
Egypt,1991,76984400,USD (1),mar,FAO aquaculture value
Egypt,1992,77664400,USD (1),mar,FAO aquaculture value
Egypt,1993,64720500,USD (1),mar,FAO aquaculture value
Egypt,1994,75657600,USD (1),mar,FAO aquaculture value
Egypt,1995,89560540.00000001,USD (1),mar,FAO aquaculture value
Egypt,1996,130656834,USD (1),mar,FAO aquaculture value
Egypt,1997,169535100,USD (1),mar,FAO aquaculture value
Egypt,1998,302701518.00000006,USD (1),mar,FAO aquaculture value
Egypt,1999,392071886,USD (1),mar,FAO aquaculture value
Egypt,2000,756994980,USD (1),mar,FAO aquaculture value
Egypt,2001,689025669.9999999,USD (1),mar,FAO aquaculture value
Egypt,2002,592387964,USD (1),mar,FAO aquaculture value
Egypt,2003,561656547,USD (1),mar,FAO aquaculture value
Egypt,2004,546985519,USD (1),mar,FAO aquaculture value
Egypt,2005,752377319,USD (1),mar,FAO aquaculture value
Egypt,2006,818713493,USD (1),mar,FAO aquaculture value
Egypt,2007,1061227283,USD (1),mar,FAO aquaculture value
Egypt,2008,1035863297,USD (1),mar,FAO aquaculture value
Egypt,2009,1118560576,USD (1),mar,FAO aquaculture value
Egypt,2010,207903434,USD (1),mar,FAO aquaculture value
Egypt,2011,211545141,USD (1),mar,FAO aquaculture value
Egypt,2012,197542353,USD (1),mar,FAO aquaculture value
Egypt,2013,190861433.00000003,USD (1),mar,FAO aquaculture value
Egypt,2014,282598718,USD (1),mar,FAO aquaculture value
Egypt,2015,242389207.99999997,USD (1),mar,FAO aquaculture value
Egypt,2016,350433294,USD (1),mar,FAO aquaculture value
Egypt,2017,321933465,USD (1),mar,FAO aquaculture value
Egypt,2018,305912822,USD (1),mar,FAO aquaculture value
Egypt,2019,422336364,USD (1),mar,FAO aquaculture value
Egypt,2020,654985793,USD (1),mar,FAO aquaculture value
Egypt,2021,678301017,USD (1),mar,FAO aquaculture value
El Salvador,1984,0,USD (1),mar,FAO aquaculture value
El Salvador,1985,1693920,USD (1),mar,FAO aquaculture value
El Salvador,1986,1725424,USD (1),mar,FAO aquaculture value
El Salvador,1987,3474400,USD (1),mar,FAO aquaculture value
El Salvador,1988,2625600,USD (1),mar,FAO aquaculture value
El Salvador,1989,1649230,USD (1),mar,FAO aquaculture value
El Salvador,1990,1185800,USD (1),mar,FAO aquaculture value
El Salvador,1991,790500,USD (1),mar,FAO aquaculture value
El Salvador,1992,982724,USD (1),mar,FAO aquaculture value
El Salvador,1993,832500,USD (1),mar,FAO aquaculture value
El Salvador,1994,3655248,USD (1),mar,FAO aquaculture value
El Salvador,1995,878750,USD (1),mar,FAO aquaculture value
El Salvador,1996,740809,USD (1),mar,FAO aquaculture value
El Salvador,1997,864367,USD (1),mar,FAO aquaculture value
El Salvador,1998,281562,USD (1),mar,FAO aquaculture value
El Salvador,1999,483957,USD (1),mar,FAO aquaculture value
El Salvador,2000,817837,USD (1),mar,FAO aquaculture value
El Salvador,2001,1156527,USD (1),mar,FAO aquaculture value
El Salvador,2002,1188358,USD (1),mar,FAO aquaculture value
El Salvador,2003,1898471,USD (1),mar,FAO aquaculture value
El Salvador,2004,1176691,USD (1),mar,FAO aquaculture value
El Salvador,2005,740599,USD (1),mar,FAO aquaculture value
El Salvador,2006,1293600,USD (1),mar,FAO aquaculture value
El Salvador,2007,555370,USD (1),mar,FAO aquaculture value
El Salvador,2008,703000,USD (1),mar,FAO aquaculture value
El Salvador,2009,1262820,USD (1),mar,FAO aquaculture value
El Salvador,2010,1379128,USD (1),mar,FAO aquaculture value
El Salvador,2011,2694783,USD (1),mar,FAO aquaculture value
El Salvador,2012,4214500,USD (1),mar,FAO aquaculture value
El Salvador,2013,3083660,USD (1),mar,FAO aquaculture value
