"plumeData","quantile_999"
"pourpoints_crop_manure_leached_volt_N_2005_joined.tif",228.464495727538
"pourpoints_crop_manure_leached_volt_N_2006_joined.tif",227.886659957889
"pourpoints_crop_manure_leached_volt_N_2007_joined.tif",227.2900402832
"pourpoints_crop_manure_leached_volt_N_2008_joined.tif",226.388748382568
"pourpoints_crop_manure_leached_volt_N_2009_joined.tif",229.775371337893
"pourpoints_crop_manure_leached_volt_N_2010_joined.tif",233.286550781254
"pourpoints_crop_manure_leached_volt_N_2011_joined.tif",236.254399169881
"pourpoints_crop_manure_leached_volt_N_2012_joined.tif",235.937414718623
"pourpoints_crop_manure_leached_volt_N_2013_joined.tif",237.816343124385
"pourpoints_crop_manure_leached_volt_N_2014_joined.tif",238.802138977049
"pourpoints_crop_manure_leached_volt_N_2015_joined.tif",237.213407409671
"pourpoints_crop_manure_leached_volt_N_2016_joined.tif",237.175148300161
"pourpoints_crop_manure_leached_volt_N_2017_joined.tif",237.863620422371
"pourpoints_crop_manure_leached_volt_N_2018_joined.tif",237.218480529786
"pourpoints_crop_manure_leached_volt_N_2019_joined.tif",236.776443206793
