"rgn_id","rgn_name","year","pressure_score"
1,"Cocos Islands",2016,0
2,"Christmas Island",2016,0
3,"Norfolk Island",2016,0
4,"Macquarie Island",2016,0.174190319417459
5,"New Caledonia",2016,0
6,"Vanuatu",2016,0
7,"Solomon Islands",2016,0
8,"Palau",2016,0
9,"Micronesia",2016,0
10,"Nauru",2016,0
11,"Marshall Islands",2016,0
12,"Wake Island",2016,0
13,"Northern Mariana Islands and Guam",2016,0
14,"Taiwan",2016,2.813793905672e-07
15,"Philippines",2016,0
16,"Australia",2016,0.0226288665919809
17,"Papua New Guinea",2016,0
18,"Fiji",2016,0
19,"Tuvalu",2016,0
20,"South Korea",2016,0.0755136713472274
21,"North Korea",2016,0.101983953032603
24,"Cambodia",2016,0
25,"Thailand",2016,0
26,"Andaman and Nicobar",2016,0
28,"Comoro Islands",2016,0
29,"Mayotte",2016,0
30,"Glorioso Islands",2016,0
31,"Seychelles",2016,0
32,"Reunion",2016,0
33,"Juan de Nova Island",2016,0
34,"Bassas da India",2016,0
35,"Ile Europa",2016,0
36,"Ile Tromelin",2016,0
37,"Mauritius",2016,0
38,"British Indian Ocean Territory",2016,0
39,"Maldives",2016,0
40,"Sri Lanka",2016,0
41,"Mozambique",2016,0
42,"Madagascar",2016,0
43,"Kenya",2016,0
44,"Somalia",2016,0
45,"Eritrea",2016,0
46,"Djibouti",2016,0
47,"Yemen",2016,0
48,"Oman",2016,0
49,"Sudan",2016,0
50,"Saudi Arabia",2016,0
51,"Kuwait",2016,0
52,"Bahrain",2016,0
53,"Pakistan",2016,0
54,"United Arab Emirates",2016,0
55,"Azores",2016,0.00973871397805039
56,"Cape Verde",2016,0
57,"Madeira",2016,0
58,"Canary Islands",2016,2.14631665036e-08
59,"Belgium",2016,0.0853444397917171
60,"Gibraltar",2016,0
61,"Tunisia",2016,0
62,"Morocco",2016,0.000744299322496728
63,"Western Sahara",2016,0.0106737029723496
64,"Mauritania",2016,0.00283950005622092
65,"Gambia",2016,0
66,"Senegal",2016,0
67,"Libya",2016,0
68,"Malta",2016,0
69,"Latvia",2016,1
70,"Estonia",2016,1
71,"Bulgaria",2016,0.731646718268517
72,"Romania",2016,0.333540912121384
73,"Russia",2016,0.333412438991106
74,"Georgia",2016,1
75,"Ukraine",2016,0.482647466920395
76,"Turkey",2016,0.531215812254474
77,"Syria",2016,0
78,"Lebanon",2016,0
79,"Israel",2016,0
80,"Greece",2016,0
81,"Cyprus",2016,0
82,"Albania",2016,0
84,"Algeria",2016,0
85,"Ascension",2016,0
86,"Saint Helena",2016,0
88,"Tristan da Cunha",2016,0.104151748974839
89,"South Georgia and the South Sandwich Islands",2016,0.273542630580551
90,"Prince Edward Islands",2016,0.221815060538973
91,"Crozet Islands",2016,0.201388535245901
