"scientificname"
"Ammodytes spp"
"Bathyraja parmifera"
"Caulolatilus microps"
"Centroberyx gerrardi"
"Chrysophrys auratus"
"Cleisthenes herzensteini"
"Cynoglossus spp"
"Decapterus spp"
"Eopsetta grigorjewi"
"Epinephelus niveatus"
"Etrumeus teres"
"Haliotis iris"
"Hexagrammos decagrammus"
"Lepidopsetta polyxystra"
"Lepidorhombus spp"
"Loligo reynaudii"
"Merluccius gayi"
"Merluccius paradoxus"
"Merluccius spp"
"Neoplatycephalus richardsoni"
"Penaeus esculentus"
"Platycephalus conatus"
"Sardinella spp"
"Sardinops melanostictus"
"Scorpaena guttata"
"Sebastes aleutianus"
"Sebastes auriculatus"
"Sebastes aurora"
"Sebastes caurinus"
"Sebastes chlorostictus"
"Sebastes fasciatus"
"Sebastes levis"
"Sebastes melanostomus"
"Sebastes nebulosus"
"Sebastes polyspinis"
"Sebastes proriger"
"Sebastes ruberrimus"
"Sebastes spp"
"Sebastes variabilis"
"Sebastolobus altivelis"
"Sebastolobus macrochir"
"Seriola quinqueradiata"
"Sillago flindersi"
"Takifugu rubripes"
"Tanakius kitaharae"
"Tetrapturus albidus"
