"TaxonKey","TaxonName","CommonName","stock"
601317,"Tylosurus acus melanotus","Keeljawed needle fish","Tylosurus acus melanotus Keeljawed needle fish"
601327,"Mullus surmuletus","Surmullet","Mullus surmuletus Surmullet"
601341,"Platichthys flesus","European flounder","Platichthys flesus European flounder"
601348,"Scophthalmus maximus","Turbot","Scophthalmus maximus Turbot"
601529,"Lile stolifera","Pacific piquitinga","Lile stolifera Pacific piquitinga"
600552,"Lycengraulis grossidens","Atlantic sabretooth anchovy","Lycengraulis grossidens Atlantic sabretooth anchovy"
600556,"Encrasicholina heteroloba","Shorthead anchovy","Encrasicholina heteroloba Shorthead anchovy"
600558,"Encrasicholina punctifer","Buccaneer anchovy","Encrasicholina punctifer Buccaneer anchovy"
600569,"Stolephorus indicus","Indian anchovy","Stolephorus indicus Indian anchovy"
600571,"Stolephorus insularis","Hardenbergs anchovy","Stolephorus insularis Hardenbergs anchovy"
600575,"Stolephorus pacificus","Pacific anchovy","Stolephorus pacificus Pacific anchovy"
600663,"Centroscymnus crepidater","Longnose velvet dogfish","Centroscymnus crepidater Longnose velvet dogfish"
600664,"Centroscymnus owstonii","Roughskin dogfish","Centroscymnus owstonii Roughskin dogfish"
600671,"Deania hystricosa","Rough longnose dogfish","Deania hystricosa Rough longnose dogfish"
600687,"Etmopterus spinax","Velvet belly","Etmopterus spinax Velvet belly"
600695,"Limanda limanda","Common dab","Limanda limanda Common dab"
600706,"Lithognathus mormyrus","Sand steenbras","Lithognathus mormyrus Sand steenbras"
600708,"Squalus blainville","Longnose spurdog","Squalus blainville Longnose spurdog"
600729,"Squatina californica","Pacific angelshark","Squatina californica Pacific angelshark"
600754,"Maurolicus muelleri","Silvery lightfish","Maurolicus muelleri Silvery lightfish"
600779,"Apristurus profundorum","Deepwater catshark","Apristurus profundorum Deepwater catshark"
600785,"Mugil cephalus","Flathead grey mullet","Mugil cephalus Flathead grey mullet"
600797,"Cephaloscyllium isabellum","Draughtsboard shark","Cephaloscyllium isabellum Draughtsboard shark"
600808,"Galeus murinus","Mouse catshark","Galeus murinus Mouse catshark"
600817,"Bythaelurus canescens","Dusky catshark","Bythaelurus canescens Dusky catshark"
200003,"Holocephali","Chimaeras, rat/rabbitfishes","Holocephali Chimaeras, rat/rabbitfishes"
100025,"Miscellaneous diadromous fishes","Diadromous fishes nei","Miscellaneous diadromous fishes Diadromous fishes nei"
600582,"Thryssa baelama","Baelama anchovy","Thryssa baelama Baelama anchovy"
290044,"Merostomata","Chelicerates","Merostomata Chelicerates"
290056,"Pteriomorphia","Clams, cockles, arkshells","Pteriomorphia Clams, cockles, arkshells"
300032,"Siluriformes","Catfishes","Siluriformes Catfishes"
300009,"Squaliformes","Bramble, sleeper, dogfish sharks","Squaliformes Bramble, sleeper, dogfish sharks"
290006,"Gastropoda","Sea snails","Gastropoda Sea snails"
290011,"Echinoidea","Sea urchins, sea hedgehogs","Echinoidea Sea urchins, sea hedgehogs"
290013,"Scyphozoa","True jellyfishes","Scyphozoa True jellyfishes"
290022,"Malacostraca","Lobsters, crabs, shrimps, krill","Malacostraca Lobsters, crabs, shrimps, krill"
100039,"Marine fishes not identified","Marine fishes nei","Marine fishes not identified Marine fishes nei"
100047,"Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei","Miscellaneous marine crustaceans Marine crabs, shrimps, lobsters nei"
100077,"Miscellaneous aquatic invertebrates","Aquatic invertebrates","Miscellaneous aquatic invertebrates Aquatic invertebrates"
100081,"Pearls or mother-of-pearl and shells","Pearl, mother-of-pearl shells","Pearls or mother-of-pearl and shells Pearl, mother-of-pearl shells"
100139,"Marine finfishes not identified","Finfishes","Marine finfishes not identified Finfishes"
100239,"Marine groundfishes not identified","Groundfishes","Marine groundfishes not identified Groundfishes"
100339,"Marine pelagic fishes not identified","Pelagic fishes","Marine pelagic fishes not identified Pelagic fishes"
190023,"Ctenophora","Comb jellies","Ctenophora Comb jellies"
290176,"Asterozoa","Starfishes and brittlestars","Asterozoa Starfishes and brittlestars"
190195,"Mollusca","Clams, seasnails, squids, octopuses","Mollusca Clams, seasnails, squids, octopuses"
190196,"Cnidaria","Cnidarians, coelenterates","Cnidaria Cnidarians, coelenterates"
190277,"Echinodermata","Sea urchins, stars, cucumbers","Echinodermata Sea urchins, stars, cucumbers"
200004,"Elasmobranchii","Sharks, rays, skates","Elasmobranchii Sharks, rays, skates"
290002,"Cephalopoda","Squids, cuttlefishes, octopuses","Cephalopoda Squids, cuttlefishes, octopuses"
300021,"Sturgeons and paddlefishes","Sturgeons, paddlefishes","Sturgeons and paddlefishes Sturgeons, paddlefishes"
300026,"Anguilliformes","Eels, morays","Anguilliformes Eels, morays"
300059,"Scorpaeniformes","Scorpionfishes, flatheads","Scorpaeniformes Scorpionfishes, flatheads"
300028,"Clupeiformes","Herrings, shads, anchovies","Clupeiformes Herrings, shads, anchovies"
601380,"Lumpenus lampretaeformis","Snakeblenny","Lumpenus lampretaeformis Snakeblenny"
300031,"Pleuronectoidei","Flounders, halibuts, soles, turbots","Pleuronectoidei Flounders, halibuts, soles, turbots"
300036,"Scombroidea","Tunas, bonitos, billfishes","Scombroidea Tunas, bonitos, billfishes"
300063,"Batoidea","Batoids, skates, rays, sawfishes","Batoidea Batoids, skates, rays, sawfishes"
390006,"Sepiida","Cuttlefishes, bobtail squids","Sepiida Cuttlefishes, bobtail squids"
390007,"Octopoda","Octopuses, argonauts","Octopoda Octopuses, argonauts"
390011,"Archaeogastropoda","Abalones, winkles","Archaeogastropoda Abalones, winkles"
390013,"Decapoda","Crabs, lobsters, shrimps","Decapoda Crabs, lobsters, shrimps"
390043,"Anomura","Craylets, squat lobsters, hermits","Anomura Craylets, squat lobsters, hermits"
400444,"Triacanthidae","Triplespines","Triacanthidae Triplespines"
608087,"Enchelycore anatina","Fangtooth moray","Enchelycore anatina Fangtooth moray"
601067,"Bodianus rufus","Spanish hogfish","Bodianus rufus Spanish hogfish"
601226,"Calamus nodosus","Knobbed porgy","Calamus nodosus Knobbed porgy"
601829,"Steindachneria argentea","Luminous hake","Steindachneria argentea Luminous hake"
400446,"Ostraciidae","Box-, cow-, trunkfishes","Ostraciidae Box-, cow-, trunkfishes"
601234,"Stenotomus caprinus","Longspine porgy","Stenotomus caprinus Longspine porgy"
605004,"Pomadasys rogerii","Pigsnout grunt","Pomadasys rogerii Pigsnout grunt"
400448,"Tetraodontidae","Puffers, tobies","Tetraodontidae Puffers, tobies"
601253,"Leucoraja garmani","Rosette skate","Leucoraja garmani Rosette skate"
601139,"Haemulon parra","Sailor's grunt","Haemulon parra Sailor's grunt"
400449,"Diodontidae","Porcupine-, burrfishes","Diodontidae Porcupine-, burrfishes"
600625,"Coilia dussumieri","Goldspotted grenadier anchovy","Coilia dussumieri Goldspotted grenadier anchovy"
600857,"Carcharhinus acronotus","Blacknose shark","Carcharhinus acronotus Blacknose shark"
400454,"Engraulidae","Anchovies, round herrings","Engraulidae Anchovies, round herrings"
601662,"Engraulis eurystole","Silver anchovy","Engraulis eurystole Silver anchovy"
602562,"Leucoraja ocellata","Winter skate","Leucoraja ocellata Winter skate"
602542,"Mustelus norrisi","Narrowfin smooth-hound","Mustelus norrisi Narrowfin smooth-hound"
600810,"Carcharhinus altimus","Bignose shark","Carcharhinus altimus Bignose shark"
602720,"Synodus intermedius","Sand diver","Synodus intermedius Sand diver"
400475,"Hemiramphidae","Halfbeaks, garfishes","Hemiramphidae Halfbeaks, garfishes"
614701,"Mugil trichodon","Fantail mullet","Mugil trichodon Fantail mullet"
601244,"Prionotus evolans","Striped searobin","Prionotus evolans Striped searobin"
606992,"Gymnoscopelus fraseri","Fraser's lanternfish","Gymnoscopelus fraseri Fraser's lanternfish"
601323,"Chascanopsetta lugubris","Pelican flounder","Chascanopsetta lugubris Pelican flounder"
603240,"Membras martinica","Rough silverside","Membras martinica Rough silverside"
600980,"Paralichthys albigutta","Gulf flounder","Paralichthys albigutta Gulf flounder"
400500,"Urolophidae","Round rays","Urolophidae Round rays"
607952,"Zeus capensis","Cape dory","Zeus capensis Cape dory"
601913,"Carangoides bartholomaei","Yellow jack","Carangoides bartholomaei Yellow jack"
400504,"Muraenesocidae","Pike congers","Muraenesocidae Pike congers"
603196,"Fundulus majalis","Striped killifish","Fundulus majalis Striped killifish"
604948,"Cynoglossus canariensis","Canary tonguesole","Cynoglossus canariensis Canary tonguesole"
603072,"Porichthys plectrodon","Atlantic midshipman","Porichthys plectrodon Atlantic midshipman"
601119,"Abudefduf saxatilis","Sergeant-major","Abudefduf saxatilis Sergeant-major"
400514,"Paralichthyidae","Largetooth flounders","Paralichthyidae Largetooth flounders"
400573,"Sebastidae","Rockfishes, rockcods, thornyheads","Sebastidae Rockfishes, rockcods, thornyheads"
601751,"Remora remora","Shark sucker","Remora remora Shark sucker"
601897,"Caranx senegallus","Senegal jack","Caranx senegallus Senegal jack"
601760,"Scorpaena notata","Small red scorpionfish","Scorpaena notata Small red scorpionfish"
600947,"Ariopsis felis","Hardhead sea catfish","Ariopsis felis Hardhead sea catfish"
490038,"Nephropidae","Clawed lobsters","Nephropidae Clawed lobsters"
607579,"Galaxias maculatus","Inanga","Galaxias maculatus Inanga"
601052,"Eucinostomus melanopterus","Flagfin mojarra","Eucinostomus melanopterus Flagfin mojarra"
601588,"Brevoortia gunteri","Finescale menhaden","Brevoortia gunteri Finescale menhaden"
590146,"Spisula","Surf clams","Spisula Surf clams"
590148,"Tridacna","Tridacnid clams","Tridacna Tridacnid clams"
590157,"Stichopus","Boxed sea cucumbers","Stichopus Boxed sea cucumbers"
590158,"Strongylocentrotus","Sickle-arched sea urchins","Strongylocentrotus Sickle-arched sea urchins"
590159,"Rhopilema","Rhopilema jellyfishes","Rhopilema Rhopilema jellyfishes"
590160,"Pinctada","Mother of pearl oysters","Pinctada Mother of pearl oysters"
590195,"Trochus","Trochus","Trochus Trochus"
590201,"Hyas","Lyre crabs","Hyas Lyre crabs"
590244,"Scyllarides","Slipper lobsters","Scyllarides Slipper lobsters"
590248,"Callianassa","Ghost shimps","Callianassa Ghost shimps"
590252,"Cymbium","Volutes","Cymbium Volutes"
590272,"Charybdis","Whirlpool swimming crabs","Charybdis Whirlpool swimming crabs"
590323,"Lambis","Spider conches","Lambis Spider conches"
590337,"Moroteuthis","Hooked Squids","Moroteuthis Hooked Squids"
590401,"Stomolophus","Cannonball jellies","Stomolophus Cannonball jellies"
590402,"Cephea","Cepheid jellyfishes","Cephea Cepheid jellyfishes"
590403,"Amusium","Moon scallops","Amusium Moon scallops"
600003,"Oreochromis mossambicus","Mozambique tilapia","Oreochromis mossambicus Mozambique tilapia"
690763,"Tonna perdix","Pacific partridge tun","Tonna perdix Pacific partridge tun"
600009,"Abalistes stellaris","Starry triggerfish","Abalistes stellaris Starry triggerfish"
600010,"Alectis indica","Indian threadfish","Alectis indica Indian threadfish"
600012,"Cephalopholis cruentata","Graysby","Cephalopholis cruentata Graysby"
600014,"Epinephelus adscensionis","Rock hind","Epinephelus adscensionis Rock hind"
600020,"Argentina sphyraena","European argentine","Argentina sphyraena European argentine"
600025,"Gadiculus argenteus thori","Silvery pout","Gadiculus argenteus thori Silvery pout"
600026,"Glyptocephalus cynoglossus","Witch flounder","Glyptocephalus cynoglossus Witch flounder"
600035,"Anguilla anguilla","European eel","Anguilla anguilla European eel"
600039,"Aphia minuta","Transparent goby","Aphia minuta Transparent goby"
600041,"Arnoglossus laterna","Mediterranean scaldfish","Arnoglossus laterna Mediterranean scaldfish"
600044,"Chelidonichthys cuculus","Red gurnard","Chelidonichthys cuculus Red gurnard"
600479,"Zoarces viviparus","Eelpout","Zoarces viviparus Eelpout"
600487,"Ammodytes personatus","Pacific sandlance","Ammodytes personatus Pacific sandlance"
600492,"Peprilus triacanthus","Atlantic butterfish","Peprilus triacanthus Atlantic butterfish"
600496,"Hyperoglyphe antarctica","Bluenose warehou","Hyperoglyphe antarctica Bluenose warehou"
600497,"Psenopsis anomala","Pacific rudderfish","Psenopsis anomala Pacific rudderfish"
600501,"Sebastes norvegicus","Golden redfish","Sebastes norvegicus Golden redfish"
600505,"Sebastes mentella","Beaked redfish","Sebastes mentella Beaked redfish"
600506,"Sebastes capensis","Cape redfish","Sebastes capensis Cape redfish"
600513,"Psettodes erumei","Indian halibut","Psettodes erumei Indian halibut"
600530,"Scophthalmus aquosus","Windowpane flounder","Scophthalmus aquosus Windowpane flounder"
600538,"Anchoa spinifer","Spicule anchovy","Anchoa spinifer Spicule anchovy"
600981,"Paralichthys lethostigma","Southern flounder","Paralichthys lethostigma Southern flounder"
400578,"Synanceiidae","Stonefishes","Synanceiidae Stonefishes"
604296,"Sphoeroides pachygaster","Blunthead puffer","Sphoeroides pachygaster Blunthead puffer"
605518,"Pomadasys olivaceus","Olive grunt","Pomadasys olivaceus Olive grunt"
400581,"Peristediidae","Armored searobins, gurnards","Peristediidae Armored searobins, gurnards"
601227,"Calamus penna","Sheepshead porgy","Calamus penna Sheepshead porgy"
600997,"Hemicaranx amblyrhynchus","Bluntnose jack","Hemicaranx amblyrhynchus Bluntnose jack"
400585,"Hemitripteridae","Sea ravens, sailfin sculpins","Hemitripteridae Sea ravens, sailfin sculpins"
601081,"Aluterus schoepfii","Orange filefish","Aluterus schoepfii Orange filefish"
602569,"Bathyraja spinicauda","Spinytail skate","Bathyraja spinicauda Spinytail skate"
603679,"Sphyraena borealis","Northern sennet","Sphyraena borealis Northern sennet"
600184,"Lutjanus vitta","Brownstripe red snapper","Lutjanus vitta Brownstripe red snapper"
400595,"Centriscidae","Snipefishes, shrimpfishes","Centriscidae Snipefishes, shrimpfishes"
604120,"Myoxocephalus octodecemspinosus","Longhorn sculpin","Myoxocephalus octodecemspinosus Longhorn sculpin"
604449,"Photopectoralis bindus","Orangefin ponyfish","Photopectoralis bindus Orangefin ponyfish"
400627,"Lateolabracidae","Asian seaperches","Lateolabracidae Asian seaperches"
600959,"Bagre marinus","Gafftopsail sea catfish","Bagre marinus Gafftopsail sea catfish"
602719,"Synodus foetens","Inshore lizardfish","Synodus foetens Inshore lizardfish"
400631,"Latidae","Lates perches","Latidae Lates perches"
604936,"Cephalopholis taeniops","Bluespotted seabass","Cephalopholis taeniops Bluespotted seabass"
608314,"Lepturacanthus savala","Savalai hairtail","Lepturacanthus savala Savalai hairtail"
400669,"Urotrygonidae","American round stingrays","Urotrygonidae American round stingrays"
604221,"Etropus crossotus","Fringed flounder","Etropus crossotus Fringed flounder"
602073,"Leptocharias smithii","Barbeled houndshark","Leptocharias smithii Barbeled houndshark"
603355,"Rypticus subbifrenatus","Spotted soapfish","Rypticus subbifrenatus Spotted soapfish"
606988,"Gymnoscopelus bolini","Grand lanternfish","Gymnoscopelus bolini Grand lanternfish"
605374,"Stegostoma fasciatum","Zebra shark","Stegostoma fasciatum Zebra shark"
490010,"Loliginidae","Common pencil squids","Loliginidae Common pencil squids"
601389,"Sarotherodon galilaeus","Mango tilapia","Sarotherodon galilaeus Mango tilapia"
601591,"Brevoortia smithi","Yellowfin menhaden","Brevoortia smithi Yellowfin menhaden"
604710,"Dentex tumifrons","Yellowback seabream","Dentex tumifrons Yellowback seabream"
605030,"Sphyraena afra","Guinean barracuda","Sphyraena afra Guinean barracuda"
490020,"Haliotidae","Abalones, ear shells","Haliotidae Abalones, ear shells"
600731,"Squatina dumeril","Atlantic angel shark","Squatina dumeril Atlantic angel shark"
602574,"Dasyatis sabina","Atlantic stingray","Dasyatis sabina Atlantic stingray"
606407,"Chilomycterus schoepfii","Striped burrfish","Chilomycterus schoepfii Striped burrfish"
603317,"Centropristis philadelphica","Rock sea bass","Centropristis philadelphica Rock sea bass"
490023,"Littorinidae","Littorinidae","Littorinidae Littorinidae"
601502,"Sardinella albella","White sardinella","Sardinella albella White sardinella"
490030,"Palaemonidae","Clawed shrimps","Palaemonidae Clawed shrimps"
602074,"Rhinobatos cemiculus","Blackchin guitarfish","Rhinobatos cemiculus Blackchin guitarfish"
603189,"Fundulus confluentus","Marsh killifish","Fundulus confluentus Marsh killifish"
601517,"Sardinella sindensis","Sind sardinella","Sardinella sindensis Sind sardinella"
490036,"Lithodidae","Stone/king crabs","Lithodidae Stone/king crabs"
601122,"Microspathodon chrysurus","Yellowtail damselfish","Microspathodon chrysurus Yellowtail damselfish"
601153,"Scarus coeruleus","Blue parrotfish","Scarus coeruleus Blue parrotfish"
600047,"Belone belone","Garfish","Belone belone Garfish"
600062,"Cyclopterus lumpus","Lumpfish","Cyclopterus lumpus Lumpfish"
600076,"Helicolenus dactylopterus","Blackbelly rosefish","Helicolenus dactylopterus Blackbelly rosefish"
600080,"Chanos chanos","Milkfish","Chanos chanos Milkfish"
600081,"Aphareus furca","Small toothed jobfish","Aphareus furca Small toothed jobfish"
600086,"Apsilus fuscus","African forktail snapper","Apsilus fuscus African forktail snapper"
600091,"Allothunnus fallai","Slender tuna","Allothunnus fallai Slender tuna"
600093,"Auxis rochei","Bullet tuna","Auxis rochei Bullet tuna"
600094,"Auxis thazard","Frigate tuna","Auxis thazard Frigate tuna"
600099,"Alepisaurus ferox","Long snouted lancetfish","Alepisaurus ferox Long snouted lancetfish"
600100,"Gasterochisma melampus","Butterfly kingfish","Gasterochisma melampus Butterfly kingfish"
600113,"Sarda chiliensis","Eastern Pacific bonito","Sarda chiliensis Eastern Pacific bonito"
490037,"Xanthidae","Xanthidae","Xanthidae Xanthidae"
601070,"Lutjanus fulgens","Golden African snapper","Lutjanus fulgens Golden African snapper"
608929,"Raja radula","Rough ray","Raja radula Rough ray"
603322,"Dermatolepis inermis","Marbled grouper","Dermatolepis inermis Marbled grouper"
601225,"Calamus leucosteus","Whitebone porgy","Calamus leucosteus Whitebone porgy"
605851,"Nemipterus bipunctatus","Delagoa threadfin bream","Nemipterus bipunctatus Delagoa threadfin bream"
604018,"Peristedion miniatum","Armored searobin","Peristedion miniatum Armored searobin"
601240,"Sphoeroides nephelus","Southern puffer","Sphoeroides nephelus Southern puffer"
490043,"Penaeidae","Commercial shrimps and prawns","Penaeidae Commercial shrimps and prawns"
601873,"Ciliata septentrionalis","Northern rockling","Ciliata septentrionalis Northern rockling"
603704,"Astroscopus y-graecum","Southern stargazer","Astroscopus y-graecum Southern stargazer"
490044,"Crangonidae","Brown shrimps","Crangonidae Brown shrimps"
603518,"Pristigenys alta","Short bigeye","Pristigenys alta Short bigeye"
601243,"Prionotus carolinus","Northern searobin","Prionotus carolinus Northern searobin"
490046,"Pandalidae","Northern shrimps","Pandalidae Northern shrimps"
603276,"Fistularia petimba","Red cornetfish","Fistularia petimba Red cornetfish"
601606,"Dorosoma petenense","Threadfin shad","Dorosoma petenense Threadfin shad"
490052,"Squillidae","Squilla mantis shrimps","Squillidae Squilla mantis shrimps"
606978,"Magnisudis prionosa","Southern barracudina","Magnisudis prionosa Southern barracudina"
600876,"Carcharhinus macloti","Hardnose shark","Carcharhinus macloti Hardnose shark"
601068,"Halichoeres radiatus","Puddingwife wrasse","Halichoeres radiatus Puddingwife wrasse"
601376,"Pseudorhombus natalensis","Natal flounders","Pseudorhombus natalensis Natal flounders"
607340,"Epinephelus diacanthus","Spinycheek grouper","Epinephelus diacanthus Spinycheek grouper"
607065,"Artedidraco mirus","South Georgian plunderfish","Artedidraco mirus South Georgian plunderfish"
490056,"Arcidae","Ark clams","Arcidae Ark clams"
603815,"Cryptacanthodes maculatus","Wrymouth","Cryptacanthodes maculatus Wrymouth"
490061,"Solenidae","Razor, knife clams","Solenidae Razor, knife clams"
490062,"Tridacnidae","Giant clams","Tridacnidae Giant clams"
490071,"Rhizostomatidae","Rhizostomatid jellyfishes","Rhizostomatidae Rhizostomatid jellyfishes"
490109,"Pteriidae","Pearl oysters","Pteriidae Pearl oysters"
390010,"Asteroidea","True sea stars","Asteroidea True sea stars"
490125,"Tellinidae","Tellin clams","Tellinidae Tellin clams"
490132,"Holothuriidae","Fleshy sea cucumbers","Holothuriidae Fleshy sea cucumbers"
490133,"Cassidae","Helmet shells","Cassidae Helmet shells"
490134,"Conidae","Cone shells","Conidae Cone shells"
490135,"Cypraeidae","Cowrys","Cypraeidae Cowrys"
490137,"Diogenidae","Hermit crabs","Diogenidae Hermit crabs"
490138,"Diadematidae","Diadematid sea urchins","Diadematidae Diadematid sea urchins"
490141,"Lysiosquillidae","Lysiosquillid mantis shrimps","Lysiosquillidae Lysiosquillid mantis shrimps"
490142,"Neritidae","Nerites snails","Neritidae Nerites snails"
490143,"Ostreidae","True oysters","Ostreidae True oysters"
490146,"Terebridae","Augur shells","Terebridae Augur shells"
600126,"Scomberomorus maculatus","Atlantic Spanish mackerel","Scomberomorus maculatus Atlantic Spanish mackerel"
600154,"Lutjanus jocu","Dog snapper","Lutjanus jocu Dog snapper"
600155,"Lutjanus jordani","Jordans snapper","Lutjanus jordani Jordans snapper"
600191,"Paracaesio kusakarii","Saddle-back snapper","Paracaesio kusakarii Saddle-back snapper"
600159,"Lutjanus lutjanus","Bigeye snapper","Lutjanus lutjanus Bigeye snapper"
600170,"Lutjanus peru","Pacific red snapper","Lutjanus peru Pacific red snapper"
600176,"Lutjanus russellii","Russell's snapper","Lutjanus russellii Russell's snapper"
600186,"Macolor macularis","Midnight snapper","Macolor macularis Midnight snapper"
600187,"Macolor niger","Black and white snapper","Macolor niger Black and white snapper"
600192,"Paracaesio sordida","Dirty ordure snapper","Paracaesio sordida Dirty ordure snapper"
600193,"Paracaesio stonei","Cocoa snapper","Paracaesio stonei Cocoa snapper"
600194,"Paracaesio xanthura","Yellowtail blue snapper","Paracaesio xanthura Yellowtail blue snapper"
600199,"Pristipomoides argyrogrammicus","Ornate jobfish","Pristipomoides argyrogrammicus Ornate jobfish"
600200,"Pristipomoides auricilla","Goldflag jobfish","Pristipomoides auricilla Goldflag jobfish"
600201,"Pristipomoides filamentosus","Crimson jobfish","Pristipomoides filamentosus Crimson jobfish"
600202,"Pristipomoides flavipinnis","Golden eye jobfish","Pristipomoides flavipinnis Golden eye jobfish"
600207,"Bothus podas","Wide-eyed flounder","Bothus podas Wide-eyed flounder"
600208,"Pristipomoides multidens","Goldbanded jobfish","Pristipomoides multidens Goldbanded jobfish"
601837,"Gymnocranius euanus","Japanese large-eye bream","Gymnocranius euanus Japanese large-eye bream"
600121,"Scomberomorus commerson","Narrow-barred Spanish mackerel","Scomberomorus commerson Narrow-barred Spanish mackerel"
604625,"Siganus lineatus","Golden-lined spinefoot","Siganus lineatus Golden-lined spinefoot"
605548,"Scarus ghobban","Blue-barred parrotfish","Scarus ghobban Blue-barred parrotfish"
604460,"Epinephelus fuscoguttatus","Brown-marbled grouper","Epinephelus fuscoguttatus Brown-marbled grouper"
601032,"Exocoetus volitans","Tropical two-wing flyingfish","Exocoetus volitans Tropical two-wing flyingfish"
605805,"Kyphosus cinerascens","Blue sea chub","Kyphosus cinerascens Blue sea chub"
601847,"Lethrinus obsoletus","Orange-striped emperor","Lethrinus obsoletus Orange-striped emperor"
600166,"Lutjanus monostigma","One-spot snapper","Lutjanus monostigma One-spot snapper"
601869,"Monotaxis grandoculis","Humpnose big-eye bream","Monotaxis grandoculis Humpnose big-eye bream"
605990,"Parupeneus cyclostomus","Gold-saddle goatfish","Parupeneus cyclostomus Gold-saddle goatfish"
600939,"Pterocaesio tile","Dark-banded fusilier","Pterocaesio tile Dark-banded fusilier"
606358,"Chirocentrus dorab","Dorab wolf-herring","Chirocentrus dorab Dorab wolf-herring"
600445,"Pagrus major","Japanese seabream","Pagrus major Japanese seabream"
600117,"Scomber japonicus","Pacific chub mackerel","Scomber japonicus Pacific chub mackerel"
601458,"Spratelloides gracilis","Silver-stripe round herring","Spratelloides gracilis Silver-stripe round herring"
605512,"Elops machnata","Tenpounder","Elops machnata Tenpounder"
604444,"Upeneus moluccensis","Goldband goatfish","Upeneus moluccensis Goldband goatfish"
600442,"Argyrops spinifer","King soldier bream","Argyrops spinifer King soldier bream"
600420,"Atractoscion aequidens","Geelbek croaker","Atractoscion aequidens Geelbek croaker"
200538,"Chondrichthyes","Sharks, rays, chimaeras","Chondrichthyes Sharks, rays, chimaeras"
606465,"Epinephelus coioides","Orange-spotted grouper","Epinephelus coioides Orange-spotted grouper"
600087,"Etelis carbunculus","Deep-water red snapper","Etelis carbunculus Deep-water red snapper"
601834,"Gymnocranius grandoculis","Blue-lined large-eye bream","Gymnocranius grandoculis Blue-lined large-eye bream"
600264,"Lutjanus johnii","John's snapper","Lutjanus johnii John's snapper"
600172,"Lutjanus quinquelineatus","Five-lined snapper","Lutjanus quinquelineatus Five-lined snapper"
600350,"Polyprion oxygeneios","Hapuku wreckfish","Polyprion oxygeneios Hapuku wreckfish"
69162458,"Portunus armatus","Blue swimmer crab","Portunus armatus Blue swimmer crab"
604571,"Protonibea diacanthus","Blackspotted croaker","Protonibea diacanthus Blackspotted croaker"
603611,"Pseudopentaceros richardsoni","Pelagic armourhead","Pseudopentaceros richardsoni Pelagic armourhead"
601325,"Pseudorhombus arsius","Largetooth flounder","Pseudorhombus arsius Largetooth flounder"
601477,"Sardinops sagax","South American pilchard","Sardinops sagax South American pilchard"
600135,"Scomberomorus semifasciatus","Broad-barred king mackerel","Scomberomorus semifasciatus Broad-barred king mackerel"
601960,"Seriola hippos","Samson fish","Seriola hippos Samson fish"
601979,"Trachurus novaezelandiae","Yellowtail horse mackerel","Trachurus novaezelandiae Yellowtail horse mackerel"
601870,"Wattsia mossambica","Mozambique large-eye bream","Wattsia mossambica Mozambique large-eye bream"
600488,"Hypoptychus dybowskii","Korean sandlance","Hypoptychus dybowskii Korean sandlance"
604589,"Lateolabrax japonicus","Japanese seabass","Lateolabrax japonicus Japanese seabass"
600510,"Pleurogrammus azonus","Okhotsk atka mackerel","Pleurogrammus azonus Okhotsk atka mackerel"
690914,"Enoplolambrus validus","Strong elbow crab","Enoplolambrus validus Strong elbow crab"
6983561,"Charybdis feriatus","Crucifix crab","Charybdis feriatus Crucifix crab"
6914824,"Melicertus canaliculatus","Witch prawn","Melicertus canaliculatus Witch prawn"
6925396,"Metapenaeus affinis","Jinga shrimp","Metapenaeus affinis Jinga shrimp"
6925241,"Metapenaeus tenuipes","Stork shrimp","Metapenaeus tenuipes Stork shrimp"
6983554,"Ozius guttatus","Spottedbelly rock crab","Ozius guttatus Spottedbelly rock crab"
6926398,"Podophthalmus vigil","periscope crab","Podophthalmus vigil periscope crab"
6983487,"Holothuria leucospilota","White threads fish","Holothuria leucospilota White threads fish"
6986809,"Turbo marmoratus","Green turban","Turbo marmoratus Green turban"
605996,"Gerres oyena","Common silver-biddy","Gerres oyena Common silver-biddy"
6957301,"Sepia pharaonis","Pharaoh cuttlefish","Sepia pharaonis Pharaoh cuttlefish"
607931,"Crenidens crenidens","Karanteen seabream","Crenidens crenidens Karanteen seabream"
605852,"Nemipterus randalli","Randall's threadfin bream","Nemipterus randalli Randall's threadfin bream"
607703,"Plectorhinchus gaterinus","Blackspotted rubberlip","Plectorhinchus gaterinus Blackspotted rubberlip"
607706,"Plectorhinchus schotaf","Minstrel sweetlips","Plectorhinchus schotaf Minstrel sweetlips"
605889,"Scolopsis taeniata","Black-streaked monocle bream","Scolopsis taeniata Black-streaked monocle bream"
604824,"Otolithes ruber","Tigertooth croaker","Otolithes ruber Tigertooth croaker"
611979,"Argyrosomus japonicus","Japanese meagre","Argyrosomus japonicus Japanese meagre"
601616,"Nematalosa nasus","Bloch's gizzard shad","Nematalosa nasus Bloch's gizzard shad"
604823,"Pomadasys argyreus","Bluecheek silver grunt","Pomadasys argyreus Bluecheek silver grunt"
608393,"Pterotolithus maculatus","Blotched tiger-toothed croaker","Pterotolithus maculatus Blotched tiger-toothed croaker"
600586,"Thryssa dussumieri","Dussumier's thryssa","Thryssa dussumieri Dussumier's thryssa"
