"rgn_id","fao_id","RAM_area_m2","stockid","stocklong"
6,71,618924000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
6,71,618924000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
6,71,618924000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
6,71,606814000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
6,71,618924000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
6,71,618924000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
7,71,1600530000000,"BMARLINPAC","Blue marlin Pacific Ocean"
7,71,1600530000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
7,71,1600530000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
7,71,1600530000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
7,71,1600530000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
7,71,1600530000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
7,71,1600530000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
8,71,604366000000,"ALBANPAC","Albacore tuna North Pacific"
8,71,604366000000,"BMARLINPAC","Blue marlin Pacific Ocean"
8,71,604366000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
8,71,604366000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
8,71,604366000000,"SWORDNPAC","Swordfish North Pacific"
8,71,604366000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
8,71,604366000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
8,71,604366000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
9,71,2976380000000,"ALBANPAC","Albacore tuna North Pacific"
9,71,2992740000000,"BMARLINPAC","Blue marlin Pacific Ocean"
9,71,2992740000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
9,71,2883030000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
9,71,2932390000000,"SWORDNPAC","Swordfish North Pacific"
9,71,156772000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
9,71,2992740000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
9,71,2992740000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
9,71,23425528811,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
9,71,2992740000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
10,71,166506000000,"ALBANPAC","Albacore tuna North Pacific"
10,71,308501000000,"BMARLINPAC","Blue marlin Pacific Ocean"
10,71,308501000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
10,71,85100155951,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
10,71,126918000000,"SWORDNPAC","Swordfish North Pacific"
10,71,259155000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
10,71,308501000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
10,71,308501000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
10,71,126914000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
10,71,308501000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
11,71,1992340000000,"ALBANPAC","Albacore tuna North Pacific"
11,71,1992340000000,"BMARLINPAC","Blue marlin Pacific Ocean"
11,71,1992340000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
11,71,1992340000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
11,71,1992340000000,"SWORDNPAC","Swordfish North Pacific"
11,71,1992340000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
11,71,1992340000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
11,71,1992340000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
12,61,158382000000,"ALBANPAC","Albacore tuna North Pacific"
12,61,158382000000,"BMARLINPAC","Blue marlin Pacific Ocean"
12,61,158382000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
12,61,158382000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
12,61,158382000000,"SWORDNPAC","Swordfish North Pacific"
12,61,158382000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
12,61,158382000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
12,61,158382000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
12,71,248835000000,"ALBANPAC","Albacore tuna North Pacific"
12,71,248835000000,"BMARLINPAC","Blue marlin Pacific Ocean"
12,71,248835000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
12,71,248835000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
12,71,248835000000,"SWORDNPAC","Swordfish North Pacific"
12,71,248835000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
12,71,248835000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
12,71,248835000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
13,61,230288000000,"ALBANPAC","Albacore tuna North Pacific"
13,61,230288000000,"BMARLINPAC","Blue marlin Pacific Ocean"
13,61,230288000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
13,61,230288000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
13,61,230288000000,"SWORDNPAC","Swordfish North Pacific"
13,61,230288000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
13,61,230288000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
13,61,230288000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
13,71,740702000000,"ALBANPAC","Albacore tuna North Pacific"
13,71,740702000000,"BMARLINPAC","Blue marlin Pacific Ocean"
13,71,740702000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
13,71,740702000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
13,71,740702000000,"SWORDNPAC","Swordfish North Pacific"
13,71,740702000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
13,71,740702000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
13,71,740702000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
14,61,97581622225,"ALBANPAC","Albacore tuna North Pacific"
14,61,259121000000,"BMARLINPAC","Blue marlin Pacific Ocean"
14,61,259121000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
14,61,182140000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
14,61,259120000000,"SWORDNPAC","Swordfish North Pacific"
14,61,259120000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
14,61,144726000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
14,61,259120000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
14,71,82243357452,"BMARLINPAC","Blue marlin Pacific Ocean"
14,71,82243357452,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
14,71,1577124071,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
14,71,82243357452,"SWORDNPAC","Swordfish North Pacific"
14,71,82243357452,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
14,71,82243357452,"SKJCWPAC","Skipjack tuna Central Western Pacific"
14,71,82243357452,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
15,61,95561597563,"ALBANPAC","Albacore tuna North Pacific"
15,61,101513000000,"BMARLINPAC","Blue marlin Pacific Ocean"
15,61,101513000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
15,61,101513000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
15,61,101513000000,"SWORDNPAC","Swordfish North Pacific"
15,61,101513000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
15,61,101513000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
15,61,101513000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
15,71,1191040000000,"ALBANPAC","Albacore tuna North Pacific"
15,71,1726930000000,"BMARLINPAC","Blue marlin Pacific Ocean"
15,71,1726930000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
15,71,1497480000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
15,71,1726930000000,"SWORDNPAC","Swordfish North Pacific"
15,71,1726930000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
15,71,1726930000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
15,71,1726930000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,57,3533790000000,"SBT","Southern bluefin tuna Southern Oceans"
16,57,511884000000,"BIGHTREDSE","Bight redfish Southeast Australia"
16,57,205558000000,"DEEPFLATHEADSE","Deepwater flathead Southeast Australia"
16,57,2159110000000,"GEMFISHSE","common gemfish Southeast Australia"
16,57,84775557127,"NZLINGESE","New Zealand ling Eastern half of Southeast Australia"
16,57,480676000000,"NZLINGWSE","New Zealand ling Western half of Southeast Australia"
16,57,90433903921,"OROUGHYSE","Orange roughy Southeast Australia"
16,57,227671000000,"SILVERFISHSE","Silverfish Southeast Australia"
16,57,298626000000,"SWHITSE","School whiting Southeast Australia"
16,57,211780000000,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,57,81089373049,"WAREHOUESE","Blue Warehou Eastern half of Southeast Australia"
16,57,344087000000,"WAREHOUWSE","Blue Warehou Western half of Southeast Australia"
16,57,3513030000000,"ALBAIO","Albacore tuna Indian Ocean"
16,57,1649640000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
16,57,2986740000000,"BLKMARLINIO","Black marlin Indian Ocean"
16,57,2986740000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
16,57,3513030000000,"SKJCIO","Skipjack tuna Indian Ocean"
16,57,2986740000000,"STMARLINIO","Striped marlin Indian Ocean"
16,57,2986740000000,"SWORDIO","Swordfish Indian Ocean"
16,57,2986740000000,"YFINEIO","Yellowfin tuna Indian Ocean"
16,57,200407000000,"BMARLINPAC","Blue marlin Pacific Ocean"
16,57,200407000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,57,186545000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,57,441900049.9,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,57,952703000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
16,57,88675011235,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,57,14240022154,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,71,279813000000,"SBT","Southern bluefin tuna Southern Oceans"
16,71,45706065341,"GEMFISHSE","common gemfish Southeast Australia"
16,71,20345072554,"SWHITSE","School whiting Southeast Australia"
16,71,420497376.6,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,71,1497120000000,"BMARLINPAC","Blue marlin Pacific Ocean"
16,71,1497120000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,71,1460170000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,71,1709040000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,71,1742400000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
16,71,1633690000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,71,1778640000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,81,1167410000000,"SBT","Southern bluefin tuna Southern Oceans"
16,81,9554514306,"BIGHTREDSE","Bight redfish Southeast Australia"
16,81,625036000000,"GEMFISHSE","common gemfish Southeast Australia"
16,81,23987662493,"NZLINGESE","New Zealand ling Eastern half of Southeast Australia"
16,81,7257876199,"OROUGHYSE","Orange roughy Southeast Australia"
16,81,15406213715,"SILVERFISHSE","Silverfish Southeast Australia"
16,81,36213015209,"SWHITSE","School whiting Southeast Australia"
16,81,41207480971,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,81,28861792250,"WAREHOUESE","Blue Warehou Eastern half of Southeast Australia"
16,81,1249070000000,"BMARLINPAC","Blue marlin Pacific Ocean"
16,81,1249070000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,81,1232400000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,81,1006530000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,81,1092860000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,81,1041420000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
17,71,378668000000,"ALBANPAC","Albacore tuna North Pacific"
17,71,2387130000000,"BMARLINPAC","Blue marlin Pacific Ocean"
17,71,2387130000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
17,71,172935000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
17,71,267919000000,"SWORDNPAC","Swordfish North Pacific"
17,71,2262170000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
17,71,2392010000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
17,71,2394860000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
17,71,2080590000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
17,71,2393600000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
18,71,1281860000000,"BMARLINPAC","Blue marlin Pacific Ocean"
18,71,1281860000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
18,71,1281860000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
18,71,1281860000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
18,71,963482000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
18,71,1281860000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
18,71,1281860000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
18,81,792649051.7,"BMARLINPAC","Blue marlin Pacific Ocean"
18,81,792649051.7,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
18,81,792649051.7,"ALBASPAC","Albacore tuna South Pacific Ocean"
18,81,792649051.7,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
18,81,792649051.7,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
18,81,792649051.7,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
19,71,752127000000,"BMARLINPAC","Blue marlin Pacific Ocean"
19,71,752127000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
19,71,752127000000,"ALBASPAC","Albacore tuna South Pacific Ocean"
19,71,752127000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
19,71,752127000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
19,71,752127000000,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
19,71,752127000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
20,61,326589000000,"ALBANPAC","Albacore tuna North Pacific"
20,61,326589000000,"BMARLINPAC","Blue marlin Pacific Ocean"
20,61,326589000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
20,61,326589000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
20,61,326589000000,"SWORDNPAC","Swordfish North Pacific"
20,61,326589000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
20,61,326589000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
20,61,326589000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
21,61,115784000000,"ALBANPAC","Albacore tuna North Pacific"
21,61,115784000000,"BMARLINPAC","Blue marlin Pacific Ocean"
21,61,115784000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
21,61,115784000000,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
21,61,115784000000,"SWORDNPAC","Swordfish North Pacific"
21,61,105536000000,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
21,61,115784000000,"SKJCWPAC","Skipjack tuna Central Western Pacific"
21,61,114823000000,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
24,71,48007495897,"BMARLINPAC","Blue marlin Pacific Ocean"
24,71,48007495897,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
25,57,119029000000,"ALBAIO","Albacore tuna Indian Ocean"
25,57,119029000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
25,57,119029000000,"BLKMARLINIO","Black marlin Indian Ocean"
25,57,119029000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
25,57,119029000000,"SKJCIO","Skipjack tuna Indian Ocean"
25,57,119029000000,"STMARLINIO","Striped marlin Indian Ocean"
25,57,119029000000,"SWORDIO","Swordfish Indian Ocean"
25,57,119029000000,"YFINEIO","Yellowfin tuna Indian Ocean"
25,71,187684000000,"BMARLINPAC","Blue marlin Pacific Ocean"
25,71,187684000000,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
26,57,660044000000,"ALBAIO","Albacore tuna Indian Ocean"
26,57,660044000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
26,57,660044000000,"BLKMARLINIO","Black marlin Indian Ocean"
26,57,660044000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
26,57,660044000000,"SKJCIO","Skipjack tuna Indian Ocean"
26,57,660044000000,"STMARLINIO","Striped marlin Indian Ocean"
26,57,660044000000,"SWORDIO","Swordfish Indian Ocean"
26,57,660044000000,"YFINEIO","Yellowfin tuna Indian Ocean"
28,51,164528000000,"ALBAIO","Albacore tuna Indian Ocean"
28,51,164528000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
28,51,164528000000,"BLKMARLINIO","Black marlin Indian Ocean"
28,51,164528000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
28,51,164528000000,"SKJCIO","Skipjack tuna Indian Ocean"
28,51,164528000000,"STMARLINIO","Striped marlin Indian Ocean"
28,51,164528000000,"SWORDIO","Swordfish Indian Ocean"
28,51,164528000000,"YFINEIO","Yellowfin tuna Indian Ocean"
29,51,62931711919,"ALBAIO","Albacore tuna Indian Ocean"
29,51,62931711919,"BIGEYEIO","Bigeye tuna Indian Ocean"
29,51,62931711919,"BLKMARLINIO","Black marlin Indian Ocean"
29,51,62931711919,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
29,51,62931711919,"SKJCIO","Skipjack tuna Indian Ocean"
29,51,62931711919,"STMARLINIO","Striped marlin Indian Ocean"
29,51,62931711919,"SWORDIO","Swordfish Indian Ocean"
29,51,62931711919,"YFINEIO","Yellowfin tuna Indian Ocean"
30,51,43410343144,"ALBAIO","Albacore tuna Indian Ocean"
30,51,43410343144,"BIGEYEIO","Bigeye tuna Indian Ocean"
30,51,43410343144,"BLKMARLINIO","Black marlin Indian Ocean"
30,51,43410343144,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
30,51,43410343144,"SKJCIO","Skipjack tuna Indian Ocean"
30,51,43410343144,"STMARLINIO","Striped marlin Indian Ocean"
30,51,43410343144,"SWORDIO","Swordfish Indian Ocean"
30,51,43410343144,"YFINEIO","Yellowfin tuna Indian Ocean"
31,51,1332330000000,"ALBAIO","Albacore tuna Indian Ocean"
31,51,1332330000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
31,51,1332330000000,"BLKMARLINIO","Black marlin Indian Ocean"
31,51,1332330000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
31,51,1332330000000,"SKJCIO","Skipjack tuna Indian Ocean"
31,51,1332330000000,"STMARLINIO","Striped marlin Indian Ocean"
31,51,1332330000000,"SWORDIO","Swordfish Indian Ocean"
31,51,1332330000000,"YFINEIO","Yellowfin tuna Indian Ocean"
32,51,314873000000,"ALBAIO","Albacore tuna Indian Ocean"
32,51,314873000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
32,51,314873000000,"BLKMARLINIO","Black marlin Indian Ocean"
32,51,314873000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
32,51,314873000000,"SKJCIO","Skipjack tuna Indian Ocean"
32,51,314873000000,"STMARLINIO","Striped marlin Indian Ocean"
32,51,314873000000,"SWORDIO","Swordfish Indian Ocean"
32,51,314873000000,"YFINEIO","Yellowfin tuna Indian Ocean"
33,51,62210846312,"ALBAIO","Albacore tuna Indian Ocean"
33,51,62210846312,"BIGEYEIO","Bigeye tuna Indian Ocean"
33,51,62210846312,"BLKMARLINIO","Black marlin Indian Ocean"
33,51,62210846312,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
33,51,62210846312,"SKJCIO","Skipjack tuna Indian Ocean"
33,51,62210846312,"STMARLINIO","Striped marlin Indian Ocean"
33,51,62210846312,"SWORDIO","Swordfish Indian Ocean"
33,51,62210846312,"YFINEIO","Yellowfin tuna Indian Ocean"
34,51,121568000000,"ALBAIO","Albacore tuna Indian Ocean"
34,51,121568000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
34,51,121568000000,"BLKMARLINIO","Black marlin Indian Ocean"
34,51,121568000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
34,51,121568000000,"SKJCIO","Skipjack tuna Indian Ocean"
34,51,121568000000,"STMARLINIO","Striped marlin Indian Ocean"
34,51,121568000000,"SWORDIO","Swordfish Indian Ocean"
34,51,121568000000,"YFINEIO","Yellowfin tuna Indian Ocean"
35,51,125064000000,"ALBAIO","Albacore tuna Indian Ocean"
35,51,125064000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
35,51,125064000000,"BLKMARLINIO","Black marlin Indian Ocean"
35,51,125064000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
35,51,125064000000,"SKJCIO","Skipjack tuna Indian Ocean"
35,51,125064000000,"STMARLINIO","Striped marlin Indian Ocean"
35,51,125064000000,"SWORDIO","Swordfish Indian Ocean"
35,51,125064000000,"YFINEIO","Yellowfin tuna Indian Ocean"
36,51,270501000000,"ALBAIO","Albacore tuna Indian Ocean"
36,51,270501000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
36,51,270501000000,"BLKMARLINIO","Black marlin Indian Ocean"
36,51,270501000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
36,51,270501000000,"SKJCIO","Skipjack tuna Indian Ocean"
36,51,270501000000,"STMARLINIO","Striped marlin Indian Ocean"
36,51,270501000000,"SWORDIO","Swordfish Indian Ocean"
36,51,270501000000,"YFINEIO","Yellowfin tuna Indian Ocean"
37,51,1272730000000,"ALBAIO","Albacore tuna Indian Ocean"
37,51,1272730000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
37,51,1272730000000,"BLKMARLINIO","Black marlin Indian Ocean"
37,51,1272730000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
37,51,1272730000000,"SKJCIO","Skipjack tuna Indian Ocean"
37,51,1272730000000,"STMARLINIO","Striped marlin Indian Ocean"
37,51,1272730000000,"SWORDIO","Swordfish Indian Ocean"
37,51,1272730000000,"YFINEIO","Yellowfin tuna Indian Ocean"
38,51,638542000000,"ALBAIO","Albacore tuna Indian Ocean"
38,51,638542000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
38,51,638542000000,"BLKMARLINIO","Black marlin Indian Ocean"
38,51,638542000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
38,51,638542000000,"SKJCIO","Skipjack tuna Indian Ocean"
38,51,638542000000,"STMARLINIO","Striped marlin Indian Ocean"
38,51,638542000000,"SWORDIO","Swordfish Indian Ocean"
38,51,638542000000,"YFINEIO","Yellowfin tuna Indian Ocean"
39,51,914973000000,"ALBAIO","Albacore tuna Indian Ocean"
39,51,914973000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
39,51,914973000000,"BLKMARLINIO","Black marlin Indian Ocean"
39,51,914973000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
39,51,914973000000,"SKJCIO","Skipjack tuna Indian Ocean"
39,51,914973000000,"STMARLINIO","Striped marlin Indian Ocean"
39,51,914973000000,"SWORDIO","Swordfish Indian Ocean"
39,51,914973000000,"YFINEIO","Yellowfin tuna Indian Ocean"
39,57,1343085812,"ALBAIO","Albacore tuna Indian Ocean"
39,57,1343085812,"BIGEYEIO","Bigeye tuna Indian Ocean"
39,57,1343085812,"BLKMARLINIO","Black marlin Indian Ocean"
39,57,1343085812,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
39,57,1343085812,"SKJCIO","Skipjack tuna Indian Ocean"
39,57,1343085812,"STMARLINIO","Striped marlin Indian Ocean"
39,57,1343085812,"SWORDIO","Swordfish Indian Ocean"
39,57,1343085812,"YFINEIO","Yellowfin tuna Indian Ocean"
40,57,530775000000,"ALBAIO","Albacore tuna Indian Ocean"
40,57,530775000000,"BIGEYEIO","Bigeye tuna Indian Ocean"
40,57,530775000000,"BLKMARLINIO","Black marlin Indian Ocean"
40,57,530775000000,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
40,57,530775000000,"SKJCIO","Skipjack tuna Indian Ocean"
