"scientificname"
"Ablennes hians"
"Abudefduf"
"Abudefduf luridus"
"Abudefduf saxatilis"
"Abudefduf sordidus"
"Abudefduf vaigiensis"
"Acanthistius brasilianus"
"Acanthocardia tuberculata"
"Acanthocybium solandri"
"Acanthopagrus australis"
"Acanthopagrus berda"
"Acanthopagrus bifasciatus"
"Acanthopagrus schlegelii"
"Acanthuridae"
"Acanthurus"
"Acanthurus bahianus"
"Acanthurus blochii"
"Acanthurus dussumieri"
"Acanthurus lineatus"
"Acanthurus monroviae"
"Acanthurus nigricauda"
"Acanthurus nigrofuscus"
"Acanthurus olivaceus"
"Acanthurus sohal"
"Acanthurus triostegus"
"Acanthurus xanthopterus"
"Acetes"
"Acetes japonicus"
"Achirus klunzingeri"
"Achirus mazatlanus"
"Acipenser gueldenstaedtii"
"Acipenser oxyrinchus"
"Acipenser stellatus"
"Acipenser sturio"
"Acipenseridae"
"Aequipecten opercularis"
"Aethaloperca rogaa"
"Aetobatus narinari"
"Aetomylaeus bovinus"
"Aetomylaeus maculatus"
"Aetomylaeus nichofii"
"Agonus cataphractus"
"Albula vulpes"
"Albulidae"
"Aldrichetta forsteri"
"Alectis alexandrina"
"Alectis ciliaris"
"Alectis indica"
"Alepes"
"Alepes djedaba"
"Alepisaurus ferox"
"Alepocephalus bairdii"
"Alepocephalus rostratus"
"Allocyttus niger"
"Allosmerus elongatus"
"Alloteuthis"
"Alloteuthis media"
"Alloteuthis subulata"
"Allothunnus fallai"
"Alopias"
"Alopias pelagicus"
"Alopias superciliosus"
"Alosa"
"Alosa aestivalis"
"Alosa alosa"
"Alosa fallax"
"Alosa immaculata"
"Alosa mediocris"
"Alosa pseudoharengus"
"Alosa sapidissima"
"Aluterus"
"Aluterus monoceros"
"Ambassidae"
"Amblygaster sirm"
"Amblyraja georgiana"
"Amblyraja hyperborea"
"Amblyraja taaf"
"Ammodytes"
"Ammodytes americanus"
"Ammodytes marinus"
"Ammodytes personatus"
"Ammodytes tobianus"
"Ammodytidae"
"Amphiarius phrygiatus"
"Anadara"
"Anadara tuberculosa"
"Anarhichadidae"
"Anarhichas"
"Anarhichas denticulatus"
"Anarhichas minor"
"Anchoa choerostoma"
"Anchoa hepsetus"
"Anchoa mitchilli"
"Anchoa nasus"
"Anchoa spinifer"
"Anchoviella"
"Anguilla"
"Anguilla anguilla"
"Anguilla rostrata"
"Anguilliformes"
"Anodontostoma chacunda"
"Anomalops katoptron"
"Anomura"
"Antennatus coccineus"
"Anthias anthias"
"Antimora rostrata"
"Aphanopus"
"Aphanopus carbo"
"Aphanopus intermedius"
"Aphareus furca"
"Aphareus rutilans"
"Aphia minuta"
"Aplodactylus punctatus"
"Apogon imberbis"
"Apogonidae"
