iucn_sid,poly_range_km2
133177,12734249.068
133178,14227550.29
133179,11515534.75
133180,7796793.892
133182,11107434.714
133183,18119399.101
133184,763135.438
133185,6296427.419
133186,16702457.03
133187,3186417.62
133188,16176517.687
133190,6538920.219
133191,6887274.731
133192,11439960.078
133193,19092122.058
133194,15705162.114
133195,2023281.549
133196,13278447.494
133197,22130356.058
133198,10442756.547
133199,15440.245
133200,18311820.686
133201,18917485.328
133202,386985.765
133203,6281316.596
133204,2243772.081
133205,7865157.522
133206,780894.848
133207,19188530.81
133208,20294146.872
133209,18409228.861
133210,19943534.211
133211,5216909.558
133212,2540659.412
133213,8099636.225
133214,2643366.158
133215,18030215.826
133216,21182548.004
133217,2404676.929
133218,4484826.213
133219,6390583.739
133220,15846120.726
133222,21496883.68
133223,13858941.806
133224,2640657.1
133225,10032721.42
133226,4874669.984
133227,15130449.649
133228,1236602.29
133229,382177.058
133230,17108130.092
133231,17530791.701
133232,7868444.729
133233,7156833.698
133234,866947.006
133235,3968733.307
133236,7867876.634
133237,3255160.828
133238,17697819.854
133239,19891163.592
133240,19967283.996
133241,75938.763
133242,14797869.662
133243,10327256.155
133244,19703096.081
133245,16567755.806
133246,19843909.415
133247,4241705.766
133248,19049475.499
133249,9006892.243
133250,19329394.49
133251,1030297.05
133252,8414461.939
133253,13552054.838
133254,49270.876
133255,3266035.657
133256,17757059.251
133257,2533381.82
133258,18780672.36
133259,11138814.243
133260,14189785.82
133261,6494141.535
133262,14133161.431
133263,1895611.018
133264,1394524.758
133265,5299532.769
133266,18541648.959
133267,15818288.634
133268,5339525.718
133269,9518844.509
133270,1262138.972
133271,14714890.74
133272,14777357.393
133273,12793597.357
133274,6297787.004
133275,167281.997
133276,1600056.605
133277,17294984.471
133278,16533746.768
133279,10135190.775
133281,2527252.979
133282,98376.241
133283,6300495.868
133284,21054026.925
133285,6324647.161
133287,2076986.809
133288,2292676.725
133289,7836686.583
133290,19919621.653
133291,7271333.452
133292,20129320.022
133293,20684086.77
133294,7060799.7
133295,1336447.81
133296,6277298.605
133297,432692.731
133298,19348673.781
133299,14414345.479
133300,1445998.325
133301,4606965.823
133302,14360104.952
133303,15629723.113
133304,15971689.3
133305,1837598.876
133306,10005853.881
133307,14698198.101
133308,16372172.332
133309,386219.332
133310,6989166.495
133311,1380868.652
133312,5244480.723
133313,19051564.844
133314,20548138.646
133315,17381962.334
133316,6571688.891
133317,12765902.27
133318,5045793.785
133319,19255909.06
133320,12902255.126
133321,9988945.233
133322,14183009.659
133323,11149045.702
133324,16908443.449
133325,19188419.425
133326,7840187.599
133327,8449305.726
133328,54245.873
133329,14424551.087
133330,14123707.701
133332,17567975.107
133333,14665236.07
133334,535572.534
133335,4611788.873
133336,432652.404
133337,18750393.175
133338,10936735.523
133339,3054311.706
133340,849558.85
133341,13727235.297
133342,776862.821
133343,18675260.02
133344,432769.965
133345,20842980.018
133346,304580.665
133347,1277850.212
133348,1012072.962
133349,382177.059
133350,29712.07
133351,20280456.059
133352,5026819.978
133353,10881219.439
133354,18016580.633
133355,4886364.594
133356,2391037.597
133357,7822028.617
133358,6748928.578
133359,13787188.413
133360,13828871.798
133361,4660424.202
133362,433286.324
133363,75938.763
133364,6786612.087
133365,18399497.081
133366,12032720.557
133367,7157838.353
133368,5907742.021
133369,270713.509
133370,3842642.038
133371,18450475.408
133372,5281274.277
133373,2463368.977
133374,10666117.442
133375,10043102.899
133376,13319994.313
133377,2435772.129
133378,19313137.325
133379,4612388.387
133380,12015878.915
133381,2437088.236
133382,20161436.393
133383,10912234.394
133384,2343601.154
133385,99321.732
133386,11185931.172
133387,11526319.874
133388,810595.702
133389,3665053.172
133390,18553811.091
133391,6637436.851
133392,14049453.878
133393,8439325.184
133394,5971140.194
133395,2691324.295
133396,6300138.642
133397,8859586.555
133398,21300073.315
133399,417610.651
133400,2630152.373
133401,5174314.02
133402,2568399.578
133403,17474367.166
133404,9656591.889
133405,12735327.433
133406,19954716.176
133407,20789846.57
133408,14851287.109
133409,6382903.084
133410,19322864.315
133411,12712255.773
133412,2036668.714
133413,16850898.941
133414,19673027.175
133415,11252480.846
133416,975778.932
133417,14080019.088
133418,19350899.829
133419,19327387.05
133420,15723622.168
133422,11887224.036
133423,18176659.58
133424,14203896.096
133425,2622757.215
133426,12078567.808
133427,5616792.242
133428,19948992.344
133429,12319649.879
133430,2782245.057
133431,9240438.354
133432,11610512.791
133433,13278111.634
133434,6339360.486
133435,6703876.622
133437,13830189.813
133438,16788351.545
133439,1982868.155
133440,18477682.729
133441,2716519.928
133442,18037665.076
133443,12447696.773
133444,98268.048
133445,1325384.236
133446,649627.623
133447,6001416.009
133448,18168575.329
133450,9454473.43
133451,18591813.197
133452,19116534.2
133453,15900479.976
133454,15500.471
133455,51995.048
133456,17204213.236
133457,2395169.539
133458,19787612.84
133459,17695239.837
133460,6049382.457
133461,410023.618
133462,68564.976
133463,16470967.088
133464,6237744.324
133466,408702.673
133467,5026819.977
133468,20772611.65
133469,1276520.145
133470,11609806.376
133471,2968628.897
133472,8739216.746
133473,14213683.831
133474,16991049.63
133475,6103236.228
133476,1152610.133
133477,253541.263
133478,19426403.101
133479,19123631.229
133480,1927461.09
133481,6147771.847
133482,19036769.242
133483,8923316.953
133484,2865323.352
133485,11875663.193
133486,10753600.332
133487,41999.11
133488,1732362.342
133489,5428599.895
133490,893291.429
133491,7814121.287
133492,18326667.659
133493,15407572.732
133494,6863853.826
133495,12896040.821
133496,17374233.457
133497,8728099.21
133498,17843403.779
133499,4808336.422
133500,2539597.693
133501,5259695.842
133502,20904901.819
133503,19061701.876
133504,2505208.724
133505,1531766.403
133506,560837.514
133508,8345077.138
133509,12805249.399
133510,16065965.465
133511,1733550.334
133512,242398.82
133513,14612952.994
133514,41999.11
133515,5557765.452
133516,12784364.079
133517,83025.305
133518,7755396.721
133519,2391048.643
133520,310686.642
133521,2900457.955
133522,2499978.451
133523,14534436.672
133524,6253223.198
133525,18482677.088
133526,6981020.485
133527,232121.799
133528,14120611.999
133529,824639.462
133530,11985325.625
133531,13946372.839
133532,16236292.488
133533,129532.001
133534,3954925.596
133535,2496114.985
133536,11826961.555
133537,3042425.386
133538,19250657.382
133539,15473178.15
133540,1597668.951
133541,102923.261
133542,5846831.578
133543,382177.059
133544,2389202.313
133545,9792844.243
133546,13338035.249
133547,14537213.69
133548,16459460.322
133549,1145901.07
133550,6817357.597
133551,18893500.06
133552,214704.967
133553,13695033.414
133554,1689090.473
133555,9833000.84
133556,18503692.384
133557,10271157.294
133558,19640431.317
133559,19143551.946
133560,16342527.138
133561,507821.372
133562,432665.253
133563,16007868.337
133564,2431516.767
133565,6983798.909
133566,8124193.576
133567,1437179.69
133568,5375825.633
133569,20591805.967
133570,19851594.008
133571,7332811.115
