name,year,assess_year,code,category
2478,2018,2018,VU,Vulnerable
2478,2013,2008,EN,Endangered
2478,2008,2008,EN,Endangered
2478,1996,1996,EN,Endangered
2478,1994,1994,V,Vulnerable
2478,1990,1990,V,Vulnerable
2478,1988,1988,V,Vulnerable
2478,1986,1986,V,Vulnerable
2478,1965,1965,NA,"""Less rare but believed to be threatened-requires watching"""
