name,count,code,country,presence,origin,distribution_code
198568,75,AL,Albania,Extant,Native,Native
198568,75,AO,Angola,Extant,Native,Native
198568,75,BE,Belgium,Extant,Native,Native
198568,75,BG,Bulgaria,Extant,Native,Native
198568,75,BJ,Benin,Extant,Native,Native
198568,75,CD,"Congo, The Democratic Republic of the",Extant,Native,Native
198568,75,CG,Congo,Extant,Native,Native
198568,75,CI,Côte d'Ivoire,Extant,Native,Native
198568,75,CM,Cameroon,Extant,Native,Native
198568,75,CV,Cabo Verde,Extant,Native,Native
198568,75,CY,Cyprus,Extant,Native,Native
198568,75,DE,Germany,Extant,Native,Native
198568,75,DK,Denmark,Extant,Native,Native
198568,75,DZ,Algeria,Extant,Native,Native
198568,75,EE,Estonia,Extant,Native,Native
198568,75,EG,Egypt,Extant,Native,Native
198568,75,EH,Western Sahara,Extant,Native,Native
198568,75,ES,Spain,Extant,Native,Native
198568,75,FI,Finland,Extant,Native,Native
198568,75,FR,France,Extant,Native,Native
198568,75,GA,Gabon,Extant,Native,Native
198568,75,GB,United Kingdom of Great Britain and Northern Ireland,Extant,Native,Native
198568,75,GE,Georgia,Extant,Native,Native
198568,75,GG,Guernsey,Extant,Native,Native
198568,75,GH,Ghana,Extant,Native,Native
198568,75,GI,Gibraltar,Extant,Native,Native
198568,75,GM,Gambia,Extant,Native,Native
198568,75,GN,Guinea,Extant,Native,Native
198568,75,GQ,Equatorial Guinea,Extant,Native,Native
198568,75,GR,Greece,Extant,Native,Native
198568,75,GW,Guinea-Bissau,Extant,Native,Native
198568,75,HR,Croatia,Extant,Native,Native
198568,75,IE,Ireland,Extant,Native,Native
198568,75,IL,Israel,Extant,Native,Native
198568,75,IT,Italy,Extant,Native,Native
198568,75,JE,Jersey,Extant,Native,Native
198568,75,JO,Jordan,Extant,Native,Native
198568,75,LB,Lebanon,Extant,Native,Native
198568,75,LR,Liberia,Extant,Native,Native
198568,75,LT,Lithuania,Extant,Native,Native
198568,75,LV,Latvia,Extant,Native,Native
198568,75,LY,Libya,Extant,Native,Native
198568,75,MA,Morocco,Extant,Native,Native
198568,75,MC,Monaco,Extant,Native,Native
198568,75,ME,Montenegro,Extant,Native,Native
198568,75,MG,Madagascar,Extant,Native,Native
198568,75,MR,Mauritania,Extant,Native,Native
198568,75,MT,Malta,Extant,Native,Native
198568,75,MU,Mauritius,Extant,Native,Native
198568,75,NA,Namibia,Extant,Native,Native
198568,75,NG,Nigeria,Extant,Native,Native
198568,75,NL,Netherlands,Extant,Native,Native
198568,75,NO,Norway,Extant,Native,Native
198568,75,PL,Poland,Extant,Native,Native
198568,75,PT,Portugal,Extant,Native,Native
198568,75,RE,Réunion,Extant,Native,Native
198568,75,RO,Romania,Extant,Native,Native
198568,75,RS,Serbia,Extant,Native,Native
198568,75,RU,Russian Federation,Extant,Native,Native
198568,75,SA,Saudi Arabia,Extant,Native,Native
198568,75,SC,Seychelles,Extant,Native,Native
198568,75,SE,Sweden,Extant,Native,Native
198568,75,SH,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,Native
198568,75,SI,Slovenia,Extant,Native,Native
198568,75,SL,Sierra Leone,Extant,Native,Native
198568,75,SN,Senegal,Extant,Native,Native
198568,75,SO,Somalia,Extant,Native,Native
198568,75,ST,Sao Tome and Principe,Extant,Native,Native
198568,75,SY,Syrian Arab Republic,Extant,Native,Native
198568,75,TF,French Southern Territories,Extant,Native,Native
198568,75,TG,Togo,Extant,Native,Native
198568,75,TN,Tunisia,Extant,Native,Native
198568,75,TR,Türkiye,Extant,Native,Native
198568,75,UA,Ukraine,Extant,Native,Native
198568,75,ZA,South Africa,Extant,Native,Native
