"goal","dimension","region_id","score","year"
"AO","future",0,80.57,2012
"AO","future",1,100,2012
"AO","future",2,100,2012
"AO","future",3,100,2012
"AO","future",4,100,2012
"AO","future",5,70.64,2012
"AO","future",6,49.09,2012
"AO","future",7,46.75,2012
"AO","future",8,60.45,2012
"AO","future",9,49.95,2012
"AO","future",10,57.16,2012
"AO","future",11,57.53,2012
"AO","future",12,100,2012
"AO","future",13,90.67,2012
"AO","future",14,90.16,2012
"AO","future",15,63.84,2012
"AO","future",16,100,2012
"AO","future",17,53.76,2012
"AO","future",18,54.81,2012
"AO","future",19,49.47,2012
"AO","future",20,100,2012
"AO","future",21,72.32,2012
"AO","future",24,66.47,2012
"AO","future",25,78.93,2012
"AO","future",26,66.87,2012
"AO","future",28,44.05,2012
"AO","future",29,57.26,2012
"AO","future",30,57.41,2012
"AO","future",31,77.83,2012
"AO","future",32,56.11,2012
"AO","future",33,55.94,2012
"AO","future",34,55.8,2012
"AO","future",35,57.81,2012
"AO","future",36,56.06,2012
"AO","future",37,71.65,2012
"AO","future",38,63.8,2012
"AO","future",39,60.28,2012
"AO","future",40,58.48,2012
"AO","future",41,45.52,2012
"AO","future",42,44.51,2012
"AO","future",43,63.46,2012
"AO","future",44,46.4,2012
"AO","future",45,57.08,2012
"AO","future",46,53.79,2012
"AO","future",47,59.32,2012
"AO","future",48,98.46,2012
"AO","future",49,50.38,2012
"AO","future",50,100,2012
"AO","future",51,100,2012
"AO","future",52,91.34,2012
"AO","future",53,60.86,2012
"AO","future",54,100,2012
"AO","future",55,88.57,2012
"AO","future",56,54.6,2012
"AO","future",57,89.92,2012
"AO","future",58,88.62,2012
"AO","future",59,100,2012
"AO","future",60,87.96,2012
"AO","future",61,76.77,2012
"AO","future",62,67.77,2012
"AO","future",63,54.36,2012
"AO","future",64,54.72,2012
"AO","future",65,58.95,2012
"AO","future",66,54.69,2012
"AO","future",67,45.94,2012
"AO","future",68,94.7,2012
"AO","future",69,83.38,2012
"AO","future",70,94.48,2012
"AO","future",71,80.85,2012
"AO","future",72,83.44,2012
"AO","future",73,90.45,2012
"AO","future",74,76.42,2012
"AO","future",75,69.01,2012
"AO","future",76,84.9,2012
"AO","future",77,84.78,2012
"AO","future",78,75.43,2012
"AO","future",79,97.13,2012
"AO","future",80,86.81,2012
"AO","future",81,100,2012
"AO","future",82,77.99,2012
"AO","future",84,76.78,2012
"AO","future",85,100,2012
"AO","future",86,100,2012
"AO","future",88,100,2012
"AO","future",89,98.67,2012
"AO","future",90,85.26,2012
"AO","future",91,97.11,2012
"AO","future",92,96.67,2012
"AO","future",93,96.97,2012
"AO","future",94,100,2012
"AO","future",95,100,2012
"AO","future",96,58.54,2012
"AO","future",97,43.63,2012
"AO","future",98,42.84,2012
"AO","future",99,44.94,2012
"AO","future",100,56.12,2012
"AO","future",101,93.25,2012
"AO","future",102,82.39,2012
"AO","future",103,47.58,2012
"AO","future",104,81.07,2012
"AO","future",105,91.79,2012
"AO","future",106,48.72,2012
"AO","future",107,93.04,2012
"AO","future",108,100,2012
"AO","future",110,96.45,2012
"AO","future",111,91.28,2012
"AO","future",112,94.23,2012
"AO","future",113,100,2012
"AO","future",114,50.08,2012
"AO","future",115,74.21,2012
"AO","future",116,100,2012
"AO","future",117,90.22,2012
"AO","future",118,90.69,2012
"AO","future",119,88.68,2012
"AO","future",120,79.49,2012
"AO","future",121,90.51,2012
"AO","future",122,82.79,2012
"AO","future",123,80.4,2012
"AO","future",124,74.97,2012
"AO","future",125,66.9,2012
"AO","future",126,92.27,2012
"AO","future",127,67.47,2012
"AO","future",129,77.22,2012
"AO","future",130,73.52,2012
"AO","future",131,58.52,2012
"AO","future",132,71.78,2012
"AO","future",133,57.78,2012
"AO","future",134,76.29,2012
"AO","future",135,73.08,2012
"AO","future",136,60.12,2012
"AO","future",137,72.75,2012
"AO","future",138,79.66,2012
"AO","future",139,76.52,2012
"AO","future",140,93.96,2012
"AO","future",141,100,2012
"AO","future",143,100,2012
"AO","future",144,100,2012
"AO","future",145,100,2012
"AO","future",146,79,2012
"AO","future",147,71.01,2012
"AO","future",148,62.26,2012
"AO","future",149,100,2012
"AO","future",150,100,2012
"AO","future",151,92.17,2012
"AO","future",152,78.07,2012
"AO","future",153,82.04,2012
"AO","future",154,82.07,2012
"AO","future",155,74.77,2012
"AO","future",156,84.32,2012
"AO","future",157,64.39,2012
"AO","future",158,92.44,2012
"AO","future",159,100,2012
"AO","future",161,68.98,2012
"AO","future",162,100,2012
"AO","future",163,100,2012
"AO","future",164,77.9,2012
"AO","future",166,62.97,2012
"AO","future",167,59.44,2012
"AO","future",168,78.58,2012
"AO","future",169,76.94,2012
"AO","future",171,78.06,2012
"AO","future",172,87.51,2012
"AO","future",173,91.02,2012
"AO","future",174,100,2012
"AO","future",175,100,2012
"AO","future",176,100,2012
"AO","future",177,100,2012
"AO","future",178,94.99,2012
"AO","future",179,100,2012
"AO","future",180,100,2012
"AO","future",181,100,2012
"AO","future",182,96.75,2012
"AO","future",183,92.75,2012
"AO","future",184,99.88,2012
"AO","future",185,100,2012
"AO","future",186,73.72,2012
"AO","future",187,71.05,2012
"AO","future",188,92.34,2012
"AO","future",189,92.86,2012
"AO","future",190,100,2012
"AO","future",191,80.48,2012
"AO","future",192,62.2,2012
"AO","future",193,52.66,2012
"AO","future",194,43.56,2012
"AO","future",195,44.87,2012
"AO","future",196,53.12,2012
"AO","future",197,44.88,2012
