country,year,value,unit,sector,data_source,Country,rgn_id,rgn_name
Fiji,1987,1129490,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1988,1159100,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1989,606900,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1990,681900,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1991,343150,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1992,329400,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1993,361490,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1994,270400,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1995,353400,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1996,380400,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1997,710200,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1998,509700,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,1999,1488100.0000000002,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2000,1439900,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2001,1256310,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2002,94100,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2003,23950,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2004,323090.00000000006,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2005,323130,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2006,440990,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2007,213490,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2008,254430,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2009,184860,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2010,63820,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2011,178500,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2012,81260,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2013,53010.00000000001,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2014,375630,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2015,271960.00000000006,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2016,140190,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2017,219950,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2018,230019.99999999997,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2019,223460,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2020,270650,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2021,274400,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Fiji,2022,448810,USD (1),mar,FAO aquaculture value,Fiji,18,Fiji
Finland,1984,24894860,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1985,30625320,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1986,32977960,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1987,46106770.00000001,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1988,67708990,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1989,66111700.000000015,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1990,66082369.99999999,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1991,75411360,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1992,68390820,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1993,51349760,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1994,56333439.99999999,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1995,55830730,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1996,48502170,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1997,37943900,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1998,41379800,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,1999,38671860,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2000,49952350,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2001,33277059.999999996,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2002,29864530,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2003,36202810,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2004,43284100,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2005,42803910,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2006,43721480,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2007,43759770.00000001,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2008,45396929.99999999,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2009,45004470,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2010,45579509.99999999,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2011,48836090.00000001,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2012,40223750,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2013,53992230,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2014,55523229.99999999,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2015,44576290,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2016,57126810,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2017,68239470,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2018,63099450.00000001,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2019,56780660,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2020,51249000,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2021,61292080,USD (1),mar,FAO aquaculture value,Finland,174,Finland
Finland,2022,77901720,USD (1),mar,FAO aquaculture value,Finland,174,Finland
France,1984,149363660,USD (1),mar,FAO aquaculture value,France,179,France
France,1985,173482580,USD (1),mar,FAO aquaculture value,France,179,France
France,1986,325123810,USD (1),mar,FAO aquaculture value,France,179,France
France,1987,362376570,USD (1),mar,FAO aquaculture value,France,179,France
France,1988,347296380,USD (1),mar,FAO aquaculture value,France,179,France
France,1989,327950440,USD (1),mar,FAO aquaculture value,France,179,France
France,1990,375259460,USD (1),mar,FAO aquaculture value,France,179,France
France,1991,350626930,USD (1),mar,FAO aquaculture value,France,179,France
France,1992,402466690,USD (1),mar,FAO aquaculture value,France,179,France
France,1993,408759860,USD (1),mar,FAO aquaculture value,France,179,France
France,1994,466401020,USD (1),mar,FAO aquaculture value,France,179,France
France,1995,508488190,USD (1),mar,FAO aquaculture value,France,179,France
France,1996,405311440,USD (1),mar,FAO aquaculture value,France,179,France
France,1997,397811470.00000006,USD (1),mar,FAO aquaculture value,France,179,France
France,1998,383432500,USD (1),mar,FAO aquaculture value,France,179,France
France,1999,380946470,USD (1),mar,FAO aquaculture value,France,179,France
France,2000,329024250,USD (1),mar,FAO aquaculture value,France,179,France
France,2001,342760700,USD (1),mar,FAO aquaculture value,France,179,France
France,2002,387495460,USD (1),mar,FAO aquaculture value,France,179,France
France,2003,453596400,USD (1),mar,FAO aquaculture value,France,179,France
France,2004,535239159.99999994,USD (1),mar,FAO aquaculture value,France,179,France
France,2005,554891300,USD (1),mar,FAO aquaculture value,France,179,France
France,2006,541583800,USD (1),mar,FAO aquaculture value,France,179,France
France,2007,607293430,USD (1),mar,FAO aquaculture value,France,179,France
France,2008,815266230,USD (1),mar,FAO aquaculture value,France,179,France
France,2009,779100690.0000001,USD (1),mar,FAO aquaculture value,France,179,France
France,2010,703790560,USD (1),mar,FAO aquaculture value,France,179,France
France,2011,785712270,USD (1),mar,FAO aquaculture value,France,179,France
France,2012,750109309.9999999,USD (1),mar,FAO aquaculture value,France,179,France
France,2013,759074910,USD (1),mar,FAO aquaculture value,France,179,France
France,2014,663807570.0000001,USD (1),mar,FAO aquaculture value,France,179,France
France,2015,561191650,USD (1),mar,FAO aquaculture value,France,179,France
France,2016,635523160,USD (1),mar,FAO aquaculture value,France,179,France
France,2017,691577810,USD (1),mar,FAO aquaculture value,France,179,France
France,2018,634607559.9999999,USD (1),mar,FAO aquaculture value,France,179,France
France,2019,674617870,USD (1),mar,FAO aquaculture value,France,179,France
France,2020,638550450,USD (1),mar,FAO aquaculture value,France,179,France
France,2021,724425860,USD (1),mar,FAO aquaculture value,France,179,France
France,2022,684322160,USD (1),mar,FAO aquaculture value,France,179,France
French Polynesia,1984,19500,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1985,9045770,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1986,8888490,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1987,81800,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1988,206390,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1989,363500,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1990,384500,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1991,376000,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1992,440100,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1993,84750069.99999999,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1994,121597020,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1995,109117180,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1996,158891689.99999997,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1997,147232070,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1998,138685320,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,1999,154205910,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2000,150302350,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2001,113841250,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2002,123617670.00000001,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2003,102203260,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2004,116482110,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2005,139592110.00000003,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2006,131482290.00000001,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2007,143902510,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2008,124049650,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2009,95401640,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2010,86782939.99999999,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2011,90217000,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2012,80773630,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2013,91142260,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2014,101355690,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2015,73809530,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2016,64645170.00000001,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2017,82586680.00000001,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2018,80330990,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2019,51463460,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2020,27870980,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2021,54117780,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
French Polynesia,2022,58837780,USD (1),mar,FAO aquaculture value,French Polynesia,147,French Polynesia
Gambia,1984,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1985,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1986,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1987,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1988,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1989,318000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1990,468000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1991,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1992,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1993,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1994,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1995,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1996,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1997,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1998,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,1999,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2000,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2001,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2002,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2003,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2004,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2005,0,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2006,260000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2007,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2008,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2009,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2010,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2011,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2012,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2013,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2014,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2015,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2016,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2017,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2018,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2019,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2020,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2021,10000,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Gambia,2022,12500,USD (1),mar,FAO aquaculture value,Gambia,65,Gambia
Georgia,1984,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1985,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1986,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1987,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1988,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1989,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1990,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1991,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1992,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1993,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1994,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1995,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1996,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1997,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1998,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,1999,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2000,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2001,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2002,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2003,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2004,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2005,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2006,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2007,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2008,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2009,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2010,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2011,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2012,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2013,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2014,90620,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2015,74910,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2016,215490,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2017,274150,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2018,351210,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2019,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2020,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2021,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Georgia,2022,0,USD (1),mar,FAO aquaculture value,Georgia,74,Georgia
Germany,1984,40265150,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1985,15484700,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1986,21619350,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1987,19353900,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1988,22043250,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1989,20332440.000000004,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1990,9868120,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1991,16049350,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1992,15507190,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1993,11704130.000000002,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1994,4027930,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1995,7988800,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1996,13230990.000000002,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1997,13049610,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1998,10757910,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,1999,13934810,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2000,16875660,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2001,16695270,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2002,5703360.000000001,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2003,22889400,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2004,12343040,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2005,13229090,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2006,10165230,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2007,21637399.999999996,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2008,15418820,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2009,7410080.000000001,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2010,6467780.000000001,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2011,41123090,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2012,11203250,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2013,15496990.000000002,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2014,17954430,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2015,13950740,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2016,29060710,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2017,27662460,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2018,41879200.00000001,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2019,50795450,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2020,27136290,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2021,32990000,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Germany,2022,14142390.000000002,USD (1),mar,FAO aquaculture value,Germany,176,Germany
Ghana,1984,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1985,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1986,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1987,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1988,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1989,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1990,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1991,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1992,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1993,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1994,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1995,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1996,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1997,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1998,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,1999,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2000,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2001,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2002,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2003,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2004,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2005,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2006,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2007,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2008,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2009,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2010,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2011,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2012,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2013,0,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2014,72500,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2015,75380,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2016,65220,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2017,65740,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2018,67610,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2019,67080,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2020,89350,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2021,268700,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Ghana,2022,199460,USD (1),mar,FAO aquaculture value,Ghana,106,Ghana
Greece,1984,426100,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1985,632500,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1986,1091960,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1987,2088770,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1988,6142100,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1989,13440050,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1990,56331090,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1991,87025760,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1992,166524250,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1993,140691290,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1994,107586650,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1995,147930330,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1996,223200190,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1997,233637760,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1998,262740990,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,1999,318054550,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2000,282495960,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2001,294101380,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2002,234510730,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2003,338767440,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2004,358154580,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2005,414852470,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2006,451288050.00000006,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2007,516831870.00000006,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2008,526572230,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2009,540851020,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2010,571668020,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2011,646933309.9999999,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2012,560238399.9999999,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2013,566099660,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2014,578696429.9999999,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2015,517478540.00000006,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2016,572022490,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2017,603190000,USD (1),mar,FAO aquaculture value,Greece,80,Greece
Greece,2018,622758880,USD (1),mar,FAO aquaculture value,Greece,80,Greece
