iucn_sid,pop_trend,iucn_version
178897,unknown,2020-3
178898,unknown,2020-3
178899,unknown,2020-3
178900,unknown,2020-3
178901,unknown,2020-3
178902,unknown,2020-3
178903,unknown,2020-3
178904,stable,2020-3
178905,stable,2020-3
178906,unknown,2020-3
178907,unknown,2020-3
178908,unknown,2020-3
178909,unknown,2020-3
178910,unknown,2020-3
178911,unknown,2020-3
178912,unknown,2020-3
178913,unknown,2020-3
178914,unknown,2020-3
178915,unknown,2020-3
178916,unknown,2020-3
178917,unknown,2020-3
178918,unknown,2020-3
178919,unknown,2020-3
178920,unknown,2020-3
178921,unknown,2020-3
178922,unknown,2020-3
178923,unknown,2020-3
178924,unknown,2020-3
178925,unknown,2020-3
178926,unknown,2020-3
178927,unknown,2020-3
178928,unknown,2020-3
178929,unknown,2020-3
178930,unknown,2020-3
178931,unknown,2020-3
178932,unknown,2020-3
178933,unknown,2020-3
178934,unknown,2020-3
178935,unknown,2020-3
178936,unknown,2020-3
178937,unknown,2020-3
178938,unknown,2020-3
178939,unknown,2020-3
178940,unknown,2020-3
178941,unknown,2020-3
178942,unknown,2020-3
178943,unknown,2020-3
178944,unknown,2020-3
178945,unknown,2020-3
178947,stable,2020-3
178948,stable,2020-3
178949,unknown,2020-3
178950,unknown,2020-3
178951,unknown,2020-3
178952,unknown,2020-3
178953,unknown,2020-3
178954,unknown,2020-3
178956,unknown,2020-3
178957,unknown,2020-3
178958,stable,2020-3
178959,unknown,2020-3
178960,unknown,2020-3
178961,unknown,2020-3
178962,unknown,2020-3
178963,stable,2020-3
178965,stable,2020-3
178966,unknown,2020-3
178967,unknown,2020-3
178968,unknown,2020-3
178969,stable,2020-3
178970,unknown,2020-3
178971,unknown,2020-3
178972,unknown,2020-3
178973,stable,2020-3
178974,unknown,2020-3
178976,unknown,2020-3
178977,unknown,2020-3
178978,unknown,2020-3
178979,unknown,2020-3
178980,unknown,2020-3
178981,unknown,2020-3
178982,unknown,2020-3
178983,unknown,2020-3
178984,unknown,2020-3
178985,unknown,2020-3
178986,unknown,2020-3
178987,unknown,2020-3
178988,stable,2020-3
178989,unknown,2020-3
178990,stable,2020-3
178991,unknown,2020-3
178992,stable,2020-3
178993,stable,2020-3
178994,unknown,2020-3
178995,stable,2020-3
178996,unknown,2020-3
178997,unknown,2020-3
178998,stable,2020-3
178999,unknown,2020-3
179000,unknown,2020-3
179001,unknown,2020-3
179002,unknown,2020-3
179003,unknown,2020-3
179004,unknown,2020-3
179005,unknown,2020-3
179006,unknown,2020-3
179007,unknown,2020-3
179008,unknown,2020-3
179009,unknown,2020-3
179010,unknown,2020-3
179012,unknown,2020-3
179013,unknown,2020-3
179014,stable,2020-3
179015,unknown,2020-3
179016,unknown,2020-3
179017,unknown,2020-3
179018,unknown,2020-3
179019,stable,2020-3
179020,stable,2020-3
179021,unknown,2020-3
179022,stable,2020-3
179023,unknown,2020-3
179024,unknown,2020-3
179025,unknown,2020-3
179026,unknown,2020-3
179027,unknown,2020-3
179028,unknown,2020-3
179029,stable,2020-3
179030,unknown,2020-3
179031,unknown,2020-3
179032,unknown,2020-3
179033,unknown,2020-3
179034,stable,2020-3
179035,unknown,2020-3
179036,unknown,2020-3
179037,unknown,2020-3
179038,unknown,2020-3
179039,unknown,2020-3
179040,unknown,2020-3
179041,unknown,2020-3
179042,unknown,2020-3
179043,unknown,2020-3
179044,unknown,2020-3
179045,stable,2020-3
179046,unknown,2020-3
179047,unknown,2020-3
179048,unknown,2020-3
179049,unknown,2020-3
179050,unknown,2020-3
179051,unknown,2020-3
179052,unknown,2020-3
179053,unknown,2020-3
179054,unknown,2020-3
179055,stable,2020-3
179056,unknown,2020-3
179057,unknown,2020-3
179058,unknown,2020-3
179059,unknown,2020-3
179060,unknown,2020-3
179061,unknown,2020-3
179062,unknown,2020-3
179063,unknown,2020-3
179064,unknown,2020-3
179065,unknown,2020-3
179066,unknown,2020-3
179067,unknown,2020-3
179068,unknown,2020-3
179069,unknown,2020-3
179070,unknown,2020-3
179071,unknown,2020-3
179072,unknown,2020-3
179074,stable,2020-3
179075,unknown,2020-3
179076,unknown,2020-3
179077,unknown,2020-3
179078,unknown,2020-3
179079,unknown,2020-3
179080,unknown,2020-3
179081,unknown,2020-3
179083,unknown,2020-3
179084,unknown,2020-3
179085,unknown,2020-3
179086,unknown,2020-3
179087,unknown,2020-3
179088,unknown,2020-3
179089,unknown,2020-3
179090,unknown,2020-3
179091,unknown,2020-3
179092,unknown,2020-3
179093,unknown,2020-3
179094,unknown,2020-3
179095,stable,2020-3
179096,unknown,2020-3
179097,unknown,2020-3
179099,stable,2020-3
179100,unknown,2020-3
179102,unknown,2020-3
179103,unknown,2020-3
179104,unknown,2020-3
179105,unknown,2020-3
179106,unknown,2020-3
179107,unknown,2020-3
179108,stable,2020-3
179109,unknown,2020-3
179110,unknown,2020-3
179111,unknown,2020-3
179112,unknown,2020-3
179113,stable,2020-3
179114,unknown,2020-3
179115,stable,2020-3
179116,unknown,2020-3
180103,unknown,2020-3
180105,unknown,2020-3
180106,unknown,2020-3
180107,unknown,2020-3
180108,unknown,2020-3
180109,unknown,2020-3
180110,unknown,2020-3
180111,unknown,2020-3
180112,unknown,2020-3
180114,unknown,2020-3
180115,unknown,2020-3
180116,unknown,2020-3
180118,unknown,2020-3
180120,unknown,2020-3
180121,unknown,2020-3
180122,unknown,2020-3
180123,unknown,2020-3
180125,unknown,2020-3
180126,unknown,2020-3
180127,unknown,2020-3
180129,unknown,2020-3
180131,unknown,2020-3
180133,unknown,2020-3
180135,unknown,2020-3
180139,unknown,2020-3
180141,unknown,2020-3
180142,unknown,2020-3
180208,unknown,2020-3
180209,unknown,2020-3
180211,unknown,2020-3
180212,NA,2020-3
180213,unknown,2020-3
180214,unknown,2020-3
180215,unknown,2020-3
180216,unknown,2020-3
180218,unknown,2020-3
180219,unknown,2020-3
180220,unknown,2020-3
180223,unknown,2020-3
180224,unknown,2020-3
180225,unknown,2020-3
180226,unknown,2020-3
180227,unknown,2020-3
180228,unknown,2020-3
180230,unknown,2020-3
180231,unknown,2020-3
180232,unknown,2020-3
180233,unknown,2020-3
180234,unknown,2020-3
180235,unknown,2020-3
180236,unknown,2020-3
180237,unknown,2020-3
180238,decreasing,2020-3
180239,unknown,2020-3
180240,unknown,2020-3
180241,unknown,2020-3
180245,unknown,2020-3
180246,unknown,2020-3
180247,unknown,2020-3
180248,unknown,2020-3
180249,unknown,2020-3
180250,unknown,2020-3
180251,unknown,2020-3
180252,unknown,2020-3
180253,unknown,2020-3
180254,unknown,2020-3
180255,unknown,2020-3
180256,unknown,2020-3
180257,decreasing,2020-3
180258,unknown,2020-3
180259,unknown,2020-3
180260,unknown,2020-3
180261,unknown,2020-3
180262,unknown,2020-3
180263,unknown,2020-3
180264,unknown,2020-3
180265,decreasing,2020-3
180266,unknown,2020-3
180268,unknown,2020-3
180270,unknown,2020-3
180271,unknown,2020-3
180272,unknown,2020-3
180273,unknown,2020-3
180274,unknown,2020-3
180275,decreasing,2020-3
180276,unknown,2020-3
180278,unknown,2020-3
180281,unknown,2020-3
180282,NA,2020-3
180283,unknown,2020-3
180284,unknown,2020-3
180285,unknown,2020-3
180286,unknown,2020-3
180287,unknown,2020-3
180288,unknown,2020-3
180289,unknown,2020-3
180290,unknown,2020-3
180292,unknown,2020-3
180294,unknown,2020-3
180295,unknown,2020-3
180296,unknown,2020-3
180297,unknown,2020-3
180298,unknown,2020-3
180299,unknown,2020-3
180300,unknown,2020-3
180301,unknown,2020-3
180303,unknown,2020-3
180305,unknown,2020-3
180306,unknown,2020-3
180307,unknown,2020-3
180308,unknown,2020-3
180310,unknown,2020-3
180312,unknown,2020-3
180313,unknown,2020-3
180314,unknown,2020-3
180315,unknown,2020-3
180316,unknown,2020-3
180317,unknown,2020-3
180318,unknown,2020-3
180319,unknown,2020-3
180320,unknown,2020-3
180321,unknown,2020-3
180322,unknown,2020-3
180323,unknown,2020-3
180324,unknown,2020-3
180325,unknown,2020-3
180326,NA,2020-3
180328,unknown,2020-3
180329,unknown,2020-3
180331,unknown,2020-3
180332,unknown,2020-3
180333,unknown,2020-3
180335,unknown,2020-3
180336,unknown,2020-3
180337,decreasing,2020-3
180338,unknown,2020-3
180339,unknown,2020-3
180340,unknown,2020-3
180341,unknown,2020-3
180343,unknown,2020-3
180344,unknown,2020-3
180345,unknown,2020-3
180346,unknown,2020-3
180347,unknown,2020-3
180349,unknown,2020-3
180350,unknown,2020-3
180352,decreasing,2020-3
180353,unknown,2020-3
180355,unknown,2020-3
180356,unknown,2020-3
180357,unknown,2020-3
180358,unknown,2020-3
180361,unknown,2020-3
180363,unknown,2020-3
180364,unknown,2020-3
180365,unknown,2020-3
180366,unknown,2020-3
180367,unknown,2020-3
180368,stable,2020-3
180369,unknown,2020-3
180370,unknown,2020-3
180371,unknown,2020-3
180372,unknown,2020-3
180373,decreasing,2020-3
180374,unknown,2020-3
180375,unknown,2020-3
180376,unknown,2020-3
180377,stable,2020-3
180378,unknown,2020-3
180379,unknown,2020-3
180380,unknown,2020-3
180381,unknown,2020-3
180382,unknown,2020-3
180383,unknown,2020-3
180385,unknown,2020-3
180386,unknown,2020-3
180387,unknown,2020-3
180388,unknown,2020-3
180389,unknown,2020-3
180390,NA,2020-3
180391,unknown,2020-3
180393,unknown,2020-3
180394,unknown,2020-3
180395,unknown,2020-3
180399,unknown,2020-3
180400,unknown,2020-3
180403,unknown,2020-3
180405,unknown,2020-3
180406,unknown,2020-3
180407,unknown,2020-3
180409,unknown,2020-3
180410,unknown,2020-3
180411,decreasing,2020-3
180413,unknown,2020-3
180414,unknown,2020-3
180415,unknown,2020-3
180418,unknown,2020-3
180420,unknown,2020-3
180421,stable,2020-3
180422,unknown,2020-3
180423,unknown,2020-3
180424,decreasing,2020-3
180427,unknown,2020-3
180428,unknown,2020-3
180430,unknown,2020-3
180431,unknown,2020-3
180432,unknown,2020-3
180434,unknown,2020-3
180435,unknown,2020-3
180436,stable,2020-3
180437,unknown,2020-3
180439,unknown,2020-3
180440,NA,2020-3
180441,unknown,2020-3
180443,unknown,2020-3
180445,unknown,2020-3
180446,unknown,2020-3
180447,unknown,2020-3
180448,unknown,2020-3
180450,unknown,2020-3
180451,stable,2020-3
180452,stable,2020-3
180453,unknown,2020-3
180454,unknown,2020-3
180455,unknown,2020-3
180456,unknown,2020-3
180458,unknown,2020-3
180459,NA,2020-3
180460,unknown,2020-3
180462,unknown,2020-3
180464,unknown,2020-3
180465,unknown,2020-3
180466,unknown,2020-3
180467,unknown,2020-3
180468,unknown,2020-3
180469,unknown,2020-3
180470,unknown,2020-3
180471,unknown,2020-3
180473,unknown,2020-3
180474,unknown,2020-3
180475,unknown,2020-3
180476,unknown,2020-3
180477,stable,2020-3
180478,unknown,2020-3
180479,unknown,2020-3
180480,unknown,2020-3
180481,decreasing,2020-3
180482,unknown,2020-3
180483,unknown,2020-3
180484,unknown,2020-3
180487,unknown,2020-3
180488,unknown,2020-3
180490,unknown,2020-3
180491,unknown,2020-3
180492,unknown,2020-3
180493,unknown,2020-3
180494,unknown,2020-3
180495,unknown,2020-3
180496,unknown,2020-3
180497,unknown,2020-3
180498,unknown,2020-3
180499,unknown,2020-3
180500,unknown,2020-3
180504,stable,2020-3
180505,unknown,2020-3
180506,unknown,2020-3
180508,unknown,2020-3
180509,unknown,2020-3
180510,unknown,2020-3
180511,stable,2020-3
180512,unknown,2020-3
180513,unknown,2020-3
180514,unknown,2020-3
180515,unknown,2020-3
180516,unknown,2020-3
180517,unknown,2020-3
180518,decreasing,2020-3
180519,unknown,2020-3
180521,unknown,2020-3
180522,unknown,2020-3
180523,unknown,2020-3
180524,unknown,2020-3
180525,unknown,2020-3
180526,unknown,2020-3
180527,NA,2020-3
180530,unknown,2020-3
180531,unknown,2020-3
180532,unknown,2020-3
180534,unknown,2020-3
180535,unknown,2020-3
180536,unknown,2020-3
180537,unknown,2020-3
180539,unknown,2020-3
180540,unknown,2020-3
180541,stable,2020-3
180542,unknown,2020-3
180544,unknown,2020-3
180545,unknown,2020-3
180546,unknown,2020-3
180547,unknown,2020-3
180549,unknown,2020-3
180644,unknown,2020-3
180650,stable,2020-3
180682,unknown,2020-3
180684,unknown,2020-3
180690,unknown,2020-3
180706,unknown,2020-3
180707,unknown,2020-3
180727,unknown,2020-3
180735,unknown,2020-3
180851,unknown,2020-3
180866,unknown,2020-3
180898,unknown,2020-3
180924,unknown,2020-3
180926,stable,2020-3
180964,stable,2020-3
180966,unknown,2020-3
180980,unknown,2020-3
180982,unknown,2020-3
181000,unknown,2020-3
181023,unknown,2020-3
181029,unknown,2020-3
181048,unknown,2020-3
181083,unknown,2020-3
181100,unknown,2020-3
181105,unknown,2020-3
181116,unknown,2020-3
181137,unknown,2020-3
181156,stable,2020-3
181158,unknown,2020-3
181186,unknown,2020-3
181215,unknown,2020-3
181269,unknown,2020-3
181280,unknown,2020-3
181328,decreasing,2020-3
181359,unknown,2020-3
181361,unknown,2020-3
181547,unknown,2020-3
181550,unknown,2020-3
181567,unknown,2020-3
181577,unknown,2020-3
181797,unknown,2020-3
181933,unknown,2020-3
181943,unknown,2020-3
181984,stable,2020-3
182038,unknown,2020-3
182093,unknown,2020-3
182223,unknown,2020-3
182239,unknown,2020-3
182285,unknown,2020-3
182330,unknown,2020-3
182363,unknown,2020-3
182389,unknown,2020-3
182498,unknown,2020-3
182549,unknown,2020-3
182611,unknown,2020-3
182622,unknown,2020-3
182712,unknown,2020-3
182779,unknown,2020-3
182807,unknown,2020-3
182905,unknown,2020-3
182933,unknown,2020-3
183097,unknown,2020-3
183152,unknown,2020-3
183153,unknown,2020-3
183155,unknown,2020-3
183156,unknown,2020-3
183158,stable,2020-3
183160,unknown,2020-3
183161,unknown,2020-3
183167,unknown,2020-3
183169,unknown,2020-3
183170,unknown,2020-3
183171,unknown,2020-3
183175,unknown,2020-3
183177,unknown,2020-3
183206,unknown,2020-3
183207,unknown,2020-3
183208,unknown,2020-3
183209,unknown,2020-3
183210,unknown,2020-3
183211,unknown,2020-3
183212,stable,2020-3
183213,unknown,2020-3
183214,unknown,2020-3
183215,unknown,2020-3
183216,unknown,2020-3
183217,unknown,2020-3
183218,unknown,2020-3
183219,unknown,2020-3
183220,unknown,2020-3
183221,unknown,2020-3
183222,unknown,2020-3
183223,unknown,2020-3
183224,unknown,2020-3
183225,stable,2020-3
183226,unknown,2020-3
183227,unknown,2020-3
183228,unknown,2020-3
183229,unknown,2020-3
183230,unknown,2020-3
183231,unknown,2020-3
183232,unknown,2020-3
183233,unknown,2020-3
183234,unknown,2020-3
183235,unknown,2020-3
183236,unknown,2020-3
183237,unknown,2020-3
183238,unknown,2020-3
183239,unknown,2020-3
183240,unknown,2020-3
183241,unknown,2020-3
183242,unknown,2020-3
183243,unknown,2020-3
183244,unknown,2020-3
183245,unknown,2020-3
183246,unknown,2020-3
183248,unknown,2020-3
183249,unknown,2020-3
183250,unknown,2020-3
183251,unknown,2020-3
183252,unknown,2020-3
183253,unknown,2020-3
183254,unknown,2020-3
183255,decreasing,2020-3
183256,unknown,2020-3
183257,stable,2020-3
183258,unknown,2020-3
183259,unknown,2020-3
183260,stable,2020-3
183261,unknown,2020-3
183262,unknown,2020-3
183263,unknown,2020-3
183264,unknown,2020-3
183265,unknown,2020-3
183266,unknown,2020-3
183267,decreasing,2020-3
183268,unknown,2020-3
183269,unknown,2020-3
183270,unknown,2020-3
183271,unknown,2020-3
183272,unknown,2020-3
183273,stable,2020-3
183274,unknown,2020-3
183275,unknown,2020-3
183276,unknown,2020-3
183277,unknown,2020-3
183278,unknown,2020-3
183279,stable,2020-3
183280,unknown,2020-3
183281,unknown,2020-3
183282,unknown,2020-3
183283,unknown,2020-3
183284,unknown,2020-3
183285,unknown,2020-3
183286,unknown,2020-3
183287,unknown,2020-3
183288,unknown,2020-3
183289,unknown,2020-3
183290,unknown,2020-3
183291,unknown,2020-3
183292,unknown,2020-3
183293,unknown,2020-3
183294,unknown,2020-3
183295,unknown,2020-3
183296,unknown,2020-3
183297,unknown,2020-3
183298,unknown,2020-3
183299,unknown,2020-3
183300,unknown,2020-3
183301,unknown,2020-3
183302,unknown,2020-3
183303,unknown,2020-3
183304,unknown,2020-3
183305,unknown,2020-3
183306,unknown,2020-3
183307,unknown,2020-3
183308,stable,2020-3
183309,unknown,2020-3
183310,stable,2020-3
183311,unknown,2020-3
183312,unknown,2020-3
183313,unknown,2020-3
183314,unknown,2020-3
183315,unknown,2020-3
183316,unknown,2020-3
183317,unknown,2020-3
183318,unknown,2020-3
183319,unknown,2020-3
183320,unknown,2020-3
183321,unknown,2020-3
183322,unknown,2020-3
183323,unknown,2020-3
183324,unknown,2020-3
183325,unknown,2020-3
183326,unknown,2020-3
183327,unknown,2020-3
183328,unknown,2020-3
183329,unknown,2020-3
183330,unknown,2020-3
183331,unknown,2020-3
183332,unknown,2020-3
183333,unknown,2020-3
183334,unknown,2020-3
183335,unknown,2020-3
183336,unknown,2020-3
183337,unknown,2020-3
183338,unknown,2020-3
183339,unknown,2020-3
183340,stable,2020-3
183341,unknown,2020-3
183342,unknown,2020-3
183343,unknown,2020-3
183344,unknown,2020-3
183345,unknown,2020-3
183346,unknown,2020-3
183347,unknown,2020-3
183348,unknown,2020-3
183349,unknown,2020-3
183350,unknown,2020-3
183351,unknown,2020-3
183352,unknown,2020-3
183354,unknown,2020-3
183355,unknown,2020-3
183356,unknown,2020-3
183357,unknown,2020-3
183358,unknown,2020-3
183359,unknown,2020-3
183360,unknown,2020-3
183361,unknown,2020-3
183362,unknown,2020-3
183363,stable,2020-3
183364,unknown,2020-3
183365,unknown,2020-3
183366,unknown,2020-3
183367,unknown,2020-3
183368,unknown,2020-3
183369,unknown,2020-3
183370,unknown,2020-3
183371,unknown,2020-3
183372,unknown,2020-3
183373,unknown,2020-3
183374,unknown,2020-3
183375,unknown,2020-3
183376,unknown,2020-3
183377,unknown,2020-3
183378,stable,2020-3
183379,unknown,2020-3
183380,unknown,2020-3
183381,unknown,2020-3
183382,unknown,2020-3
183383,unknown,2020-3
183384,unknown,2020-3
183385,unknown,2020-3
183386,unknown,2020-3
183387,unknown,2020-3
183388,unknown,2020-3
183389,unknown,2020-3
183390,unknown,2020-3
183391,unknown,2020-3
183392,unknown,2020-3
183393,unknown,2020-3
183394,unknown,2020-3
183395,unknown,2020-3
183396,unknown,2020-3
183397,unknown,2020-3
183398,unknown,2020-3
183399,unknown,2020-3
183400,unknown,2020-3
183401,unknown,2020-3
183402,unknown,2020-3
183403,unknown,2020-3
183404,unknown,2020-3
183405,unknown,2020-3
183406,decreasing,2020-3
183407,unknown,2020-3
183408,unknown,2020-3
183409,unknown,2020-3
183410,unknown,2020-3
183411,unknown,2020-3
183412,unknown,2020-3
183413,unknown,2020-3
183414,unknown,2020-3
183415,unknown,2020-3
183416,unknown,2020-3
183417,unknown,2020-3
183418,unknown,2020-3
183419,unknown,2020-3
183420,unknown,2020-3
183421,unknown,2020-3
183422,unknown,2020-3
183423,unknown,2020-3
183424,unknown,2020-3
183425,unknown,2020-3
183426,unknown,2020-3
183427,unknown,2020-3
183428,unknown,2020-3
183429,unknown,2020-3
183430,unknown,2020-3
183431,unknown,2020-3
183432,unknown,2020-3
183433,unknown,2020-3
183434,unknown,2020-3
183435,unknown,2020-3
183436,unknown,2020-3
183437,unknown,2020-3
183438,unknown,2020-3
183439,unknown,2020-3
183440,unknown,2020-3
183441,unknown,2020-3
183442,unknown,2020-3
183443,stable,2020-3
183444,unknown,2020-3
183445,unknown,2020-3
183446,stable,2020-3
183447,unknown,2020-3
183448,unknown,2020-3
183449,unknown,2020-3
183450,unknown,2020-3
183451,unknown,2020-3
183452,unknown,2020-3
183453,unknown,2020-3
183454,unknown,2020-3
183455,unknown,2020-3
183456,unknown,2020-3
183457,unknown,2020-3
183458,unknown,2020-3
183459,unknown,2020-3
183460,unknown,2020-3
183461,unknown,2020-3
183462,unknown,2020-3
183463,unknown,2020-3
183464,unknown,2020-3
183465,increasing,2020-3
183466,unknown,2020-3
183467,unknown,2020-3
183468,stable,2020-3
183469,unknown,2020-3
183470,unknown,2020-3
183471,unknown,2020-3
183472,unknown,2020-3
183473,unknown,2020-3
183474,unknown,2020-3
183475,unknown,2020-3
183476,unknown,2020-3
183477,unknown,2020-3
183478,unknown,2020-3
183479,unknown,2020-3
183480,unknown,2020-3
183481,unknown,2020-3
183482,unknown,2020-3
183483,unknown,2020-3
183484,unknown,2020-3
183485,unknown,2020-3
183486,unknown,2020-3
183487,unknown,2020-3
183488,unknown,2020-3
183489,unknown,2020-3
183490,stable,2020-3
183491,unknown,2020-3
183492,unknown,2020-3
183493,unknown,2020-3
183494,unknown,2020-3
183495,unknown,2020-3
183496,unknown,2020-3
183497,unknown,2020-3
183498,unknown,2020-3
183499,unknown,2020-3
183500,unknown,2020-3
183501,unknown,2020-3
183502,unknown,2020-3
183503,unknown,2020-3
183504,unknown,2020-3
183505,unknown,2020-3
183506,unknown,2020-3
183507,unknown,2020-3
183508,unknown,2020-3
183509,unknown,2020-3
183510,unknown,2020-3
183511,unknown,2020-3
183512,unknown,2020-3
183513,unknown,2020-3
183514,unknown,2020-3
183515,unknown,2020-3
183516,unknown,2020-3
183517,unknown,2020-3
183518,unknown,2020-3
183519,unknown,2020-3
183520,unknown,2020-3
183521,unknown,2020-3
183522,unknown,2020-3
183523,unknown,2020-3
183524,unknown,2020-3
183525,unknown,2020-3
183526,unknown,2020-3
183527,unknown,2020-3
183528,unknown,2020-3
183529,unknown,2020-3
183530,unknown,2020-3
183531,unknown,2020-3
183532,unknown,2020-3
183533,unknown,2020-3
183534,unknown,2020-3
183535,unknown,2020-3
183536,unknown,2020-3
183537,unknown,2020-3
183539,unknown,2020-3
183540,unknown,2020-3
183541,unknown,2020-3
183542,unknown,2020-3
183543,unknown,2020-3
183544,unknown,2020-3
183545,stable,2020-3
183546,unknown,2020-3
183547,unknown,2020-3
183548,unknown,2020-3
183549,unknown,2020-3
183550,unknown,2020-3
183551,unknown,2020-3
183552,unknown,2020-3
183553,unknown,2020-3
183554,unknown,2020-3
183555,unknown,2020-3
183556,unknown,2020-3
183557,unknown,2020-3
183558,unknown,2020-3
183559,unknown,2020-3
183560,unknown,2020-3
183561,unknown,2020-3
183562,unknown,2020-3
183563,unknown,2020-3
183564,unknown,2020-3
183565,unknown,2020-3
183566,unknown,2020-3
183567,unknown,2020-3
183568,unknown,2020-3
183569,unknown,2020-3
183570,unknown,2020-3
183571,unknown,2020-3
183572,unknown,2020-3
183573,unknown,2020-3
183574,unknown,2020-3
183575,unknown,2020-3
183576,unknown,2020-3
183578,unknown,2020-3
183579,unknown,2020-3
183580,unknown,2020-3
183581,unknown,2020-3
183582,unknown,2020-3
183583,unknown,2020-3
183584,unknown,2020-3
183585,unknown,2020-3
183586,unknown,2020-3
183587,unknown,2020-3
183588,unknown,2020-3
183589,unknown,2020-3
183590,unknown,2020-3
183591,unknown,2020-3
183592,unknown,2020-3
183593,unknown,2020-3
183594,unknown,2020-3
183595,unknown,2020-3
183596,unknown,2020-3
183597,unknown,2020-3
183598,unknown,2020-3
183599,unknown,2020-3
183600,unknown,2020-3
183601,unknown,2020-3
183602,unknown,2020-3
183603,unknown,2020-3
183604,unknown,2020-3
183605,unknown,2020-3
183606,unknown,2020-3
183607,unknown,2020-3
183608,unknown,2020-3
183609,unknown,2020-3
183610,unknown,2020-3
183611,unknown,2020-3
183612,unknown,2020-3
183613,unknown,2020-3
183614,unknown,2020-3
183615,unknown,2020-3
183616,unknown,2020-3
183617,unknown,2020-3
183618,stable,2020-3
183619,unknown,2020-3
183620,unknown,2020-3
183621,unknown,2020-3
183622,unknown,2020-3
183623,unknown,2020-3
183624,stable,2020-3
183625,unknown,2020-3
183626,unknown,2020-3
183627,unknown,2020-3
183628,unknown,2020-3
183629,unknown,2020-3
183630,unknown,2020-3
183631,decreasing,2020-3
183632,unknown,2020-3
183633,stable,2020-3
183634,unknown,2020-3
183635,unknown,2020-3
183636,unknown,2020-3
183637,unknown,2020-3
183638,unknown,2020-3
183639,unknown,2020-3
183640,unknown,2020-3
183641,unknown,2020-3
183642,unknown,2020-3
183643,unknown,2020-3
183644,unknown,2020-3
183645,unknown,2020-3
183646,stable,2020-3
183647,unknown,2020-3
183648,unknown,2020-3
183649,stable,2020-3
183650,unknown,2020-3
183651,unknown,2020-3
183652,unknown,2020-3
183653,unknown,2020-3
183654,unknown,2020-3
183655,unknown,2020-3
183656,unknown,2020-3
183657,unknown,2020-3
183658,unknown,2020-3
183659,unknown,2020-3
183660,unknown,2020-3
183661,unknown,2020-3
183662,stable,2020-3
183663,unknown,2020-3
183664,unknown,2020-3
183665,unknown,2020-3
183666,unknown,2020-3
183667,unknown,2020-3
183668,unknown,2020-3
183669,unknown,2020-3
183670,unknown,2020-3
183671,unknown,2020-3
183672,unknown,2020-3
183673,unknown,2020-3
183674,unknown,2020-3
183675,unknown,2020-3
183676,unknown,2020-3
183677,unknown,2020-3
183678,unknown,2020-3
183679,unknown,2020-3
183680,unknown,2020-3
183681,unknown,2020-3
183682,decreasing,2020-3
183683,unknown,2020-3
183684,unknown,2020-3
183685,unknown,2020-3
183686,unknown,2020-3
183687,unknown,2020-3
183688,unknown,2020-3
183689,unknown,2020-3
183690,unknown,2020-3
183691,unknown,2020-3
183692,unknown,2020-3
183693,unknown,2020-3
183694,unknown,2020-3
183695,unknown,2020-3
183696,unknown,2020-3
183697,stable,2020-3
183698,unknown,2020-3
183699,unknown,2020-3
183700,unknown,2020-3
183701,unknown,2020-3
183702,unknown,2020-3
183703,stable,2020-3
183704,unknown,2020-3
183705,unknown,2020-3
183706,unknown,2020-3
183707,unknown,2020-3
183708,unknown,2020-3
183709,unknown,2020-3
183710,unknown,2020-3
183711,unknown,2020-3
183712,unknown,2020-3
183713,unknown,2020-3
183714,unknown,2020-3
183715,unknown,2020-3
183716,unknown,2020-3
183717,unknown,2020-3
183718,unknown,2020-3
183719,unknown,2020-3
183720,unknown,2020-3
183721,unknown,2020-3
183722,unknown,2020-3
183723,unknown,2020-3
183724,unknown,2020-3
183725,stable,2020-3
183727,unknown,2020-3
183728,unknown,2020-3
183729,unknown,2020-3
183730,unknown,2020-3
183731,stable,2020-3
183732,unknown,2020-3
183733,unknown,2020-3
183734,unknown,2020-3
183735,unknown,2020-3
183736,unknown,2020-3
183737,unknown,2020-3
183738,unknown,2020-3
183739,unknown,2020-3
183740,unknown,2020-3
183741,unknown,2020-3
183742,unknown,2020-3
183743,unknown,2020-3
183744,unknown,2020-3
183745,unknown,2020-3
183746,unknown,2020-3
183747,unknown,2020-3
183748,decreasing,2020-3
183749,unknown,2020-3
183750,unknown,2020-3
183751,unknown,2020-3
183752,unknown,2020-3
183753,unknown,2020-3
183754,unknown,2020-3
183755,unknown,2020-3
183756,unknown,2020-3
183757,unknown,2020-3
183758,unknown,2020-3
183759,unknown,2020-3
183760,unknown,2020-3
183761,unknown,2020-3
183762,unknown,2020-3
183763,unknown,2020-3
183764,unknown,2020-3
183765,unknown,2020-3
183766,stable,2020-3
183767,unknown,2020-3
183768,unknown,2020-3
183769,decreasing,2020-3
183770,unknown,2020-3
183771,unknown,2020-3
183772,unknown,2020-3
183773,unknown,2020-3
183774,unknown,2020-3
183775,unknown,2020-3
183776,unknown,2020-3
183777,unknown,2020-3
183778,unknown,2020-3
183779,unknown,2020-3
183780,unknown,2020-3
183781,stable,2020-3
183782,unknown,2020-3
183783,unknown,2020-3
183784,unknown,2020-3
183785,unknown,2020-3
183786,unknown,2020-3
183787,unknown,2020-3
183788,unknown,2020-3
183789,unknown,2020-3
183790,unknown,2020-3
183791,unknown,2020-3
183792,unknown,2020-3
183793,unknown,2020-3
