"rgn_id","habitat","trend"
5,"mangrove",-0.018974
6,"mangrove",-0.021453
7,"mangrove",0.001346
8,"mangrove",-0.003758
9,"mangrove",0
14,"mangrove",0
15,"mangrove",-0.002358
16,"mangrove",-0.0112
17,"mangrove",-0.00494
18,"mangrove",-0.005961
24,"mangrove",-0.00194
25,"mangrove",-0.006364
26,"mangrove",-0.009757
28,"mangrove",0
29,"mangrove",0
31,"mangrove",0
37,"mangrove",0.073203
40,"mangrove",-0.055329
41,"mangrove",-0.003485
42,"mangrove",-0.007337
43,"mangrove",-0.005816
44,"mangrove",-0.009412
45,"mangrove",-0.006787
46,"mangrove",0
47,"mangrove",0
48,"mangrove",0
49,"mangrove",0
50,"mangrove",-0.019204
52,"mangrove",0
53,"mangrove",0.00114
54,"mangrove",-0.000915
65,"mangrove",-0.005782
66,"mangrove",-0.016434
96,"mangrove",-0.002068
97,"mangrove",-0.002849
99,"mangrove",0
102,"mangrove",-0.029779
104,"mangrove",-0.001921
106,"mangrove",-0.003905
110,"mangrove",-0.032056
111,"mangrove",-0.028299
112,"mangrove",-0.011929
113,"mangrove",-0.029882
114,"mangrove",-0.014902
115,"mangrove",-0.012375
116,"mangrove",-0.01823
117,"mangrove",0
120,"mangrove",0
122,"mangrove",0
123,"mangrove",0
125,"mangrove",0
126,"mangrove",-0.027395
129,"mangrove",-0.005979
130,"mangrove",-0.004934
131,"mangrove",-0.02345
132,"mangrove",-0.020122
133,"mangrove",-0.03506
134,"mangrove",-0.006951
135,"mangrove",-0.026755
136,"mangrove",0.008874
137,"mangrove",-0.001997
138,"mangrove",0
139,"mangrove",-0.008453
140,"mangrove",0
152,"mangrove",0
155,"mangrove",-0.046154
162,"mangrove",-0.008316
163,"mangrove",-0.028405
164,"mangrove",-0.051909
166,"mangrove",-0.013194
167,"mangrove",0.004637
168,"mangrove",-0.003717
169,"mangrove",0.028337
171,"mangrove",-0.008697
190,"mangrove",0
191,"mangrove",0.003799
193,"mangrove",-0.004161
194,"mangrove",-0.002001
195,"mangrove",-0.017244
196,"mangrove",-0.007823
197,"mangrove",-0.000875
198,"mangrove",-0.002148
199,"mangrove",-0.002641
200,"mangrove",-0.006629
202,"mangrove",-0.005667
203,"mangrove",-0.006712
204,"mangrove",-0.007049
205,"mangrove",-0.014654
206,"mangrove",-0.003525
207,"mangrove",-0.012424
208,"mangrove",0
209,"mangrove",0.022118
210,"mangrove",0
214,"mangrove",0
216,"mangrove",-0.010401
231,"mangrove",0
237,"mangrove",0
245,"mangrove",0
247,"mangrove",0.002353
