"rgn_id","fao_id","RAM_area_m2","stockid","stocklong","idtemp2"
53,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",79
79,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",80
90,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",81
102,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",82
190,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",83
191,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",84
192,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",85
202,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",86
203,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",87
214,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",88
215,51,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",89
1,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",90
2,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",91
16,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",92
25,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",93
26,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",94
39,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",95
40,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",96
203,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",97
204,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",98
205,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",99
216,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",100
231,57,NA,"IPSAILIO","Indo-Pacific sailfish Indian Ocean",101
141,27,NA,"LINGVb","Ling Faroe Grounds",102
182,27,NA,"NEPHFU25","Norway lobster North Galicia (FU 25)",103
182,27,NA,"NEPHFU2627","Norway lobster West Galicia and North Portugal (FU 26-27)",104
183,27,NA,"NEPHFU2627","Norway lobster West Galicia and North Portugal (FU 26-27)",105
5,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",106
6,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",107
7,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",108
8,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",109
9,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",110
10,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",111
11,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",112
13,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",113
14,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",114
15,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",115
16,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",116
17,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",117
18,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",118
19,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",119
24,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",120
25,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",121
155,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",122
156,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",123
157,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",124
161,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",125
206,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",126
207,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",127
208,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",128
210,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",129
212,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",130
216,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",131
247,71,NA,"OWSHARCWPAC","Oceanic whitetip shark Central Western Pacific Ocean",132
218,67,NA,"PERCHHG","Pacific Ocean perch Haida Gwaii",133
162,81,NA,"SCMPSCI6A","Scampi SCI 6A (Auckland Islands)",134
163,21,NA,"SFMAKONATL","Shortfin mako Northern Atlantic",135
163,31,NA,"SFMAKONATL","Shortfin mako Northern Atlantic",136
5,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",137
6,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",138
7,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",139
8,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",140
9,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",141
10,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",142
11,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",143
13,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",144
14,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",145
15,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",146
16,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",147
17,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",148
18,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",149
19,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",150
24,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",151
25,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",152
155,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",153
156,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",154
157,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",155
161,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",156
206,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",157
207,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",158
208,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",159
210,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",160
212,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",161
216,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",162
247,71,NA,"SLKSHARCWPAC","Silky shark Central Western Pacific Ocean",163
16,81,NA,"SWORDSPAC","Swordfish South Pacific Ocean",164
18,81,NA,"SWORDSPAC","Swordfish South Pacific Ocean",165
147,81,NA,"SWORDSPAC","Swordfish South Pacific Ocean",166
129,87,NA,"SWORDSPAC","Swordfish South Pacific Ocean",167
137,87,NA,"SWORDSPAC","Swordfish South Pacific Ocean",168
138,87,NA,"SWORDSPAC","Swordfish South Pacific Ocean",169
224,87,NA,"SWORDSPAC","Swordfish South Pacific Ocean",170
175,27,NA,"TURIIIa","Turbot Kattegat and Skagerrak",171
177,27,NA,"TURIIIa","Turbot Kattegat and Skagerrak",172
178,27,NA,"TURIIIa","Turbot Kattegat and Skagerrak",173
180,27,NA,"TURIIIa","Turbot Kattegat and Skagerrak",174
59,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",175
175,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",176
176,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",177
177,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",178
179,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",179
180,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",180
222,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",181
223,27,NA,"WITFLOUNIIIa-IV-VIId","Witch flounder ICES 3a-4-7d",182
