"x"
"Abudefduf abdominalis Green damselfish"
"Acanthostracion quadricornis Scrawled cowfish"
"Acanthurus coeruleus Blue tang surgeonfish"
"Acanthurus nigroris Bluelined surgeonfish"
"Acetes sibogae Alamang shrimp"
"Acipenseriformes Sturgeons, paddlefishes"
"Actinopterygii Ray-finned fishes"
"Actinopyga mauritiana Surf redfish"
"Amblycirrhitus pinos Redspotted hawkfish"
"Amblyraja radiata Starry ray"
"Ameghinomya antiqua Cancellated clam"
"Amphistichus koelzi Calico surfperch"
"Amphistichus rhodoterus Redtail surfperch"
"Anableps anableps Largescale foureyes"
"Anadara tuberculosa Pustulose ark"
"Anarrhichthys ocellatus Wolf-eel"
"Anisotremus davidsonii Xantic sargo"
"Apogon maculatus Flamefish"
"Apristurus brunneus Brown catshark"
"Argyrosomus heinii Arabian sea meagre"
"Ariopsis seemanni Tete sea catfish"
"Aristaeopsis edwardsiana Scarlet shrimp"
"Astrophyton muricatum Giant basket star"
"Atherinops affinis Topsmelt silverside"
"Athyonidium chilensis Burrowing shaggy sea cucumber"
"Atractosteus spatula Alligator gar"
"Aulacomya atra Chilean ribbed mussel"
"Australostichopus mollis Brown mottled sea cucumber"
"Azurina cyanea Blue chromis"
"Bairdiella chrysoura Goldtail croaker"
"Bathyraja griseocauda Graytail skate"
"Bathyraja scaphiops Cuphead skate"
"Beringraja inornata California skate"
"Bodianus bilunulatus Tarry hogfish"
"Branchiostegus Indian and Pacific tilefishes"
"Busycon carica Knobbed whelk"
"Busycotypus canaliculatus Channeled whelk"
"Callorhinchus callorynchus Plownose chimaera"
"Cancer plebejus Chilean crab"
"Cancer porteri Boco"
"Cantherhines macrocerus American whitespotted filefish"
"Cantherhines pullus Orangespotted filefish"
"Canthigaster rostrata Caribbean sharpnose-puffer"
"Caranx bartholomaei Yellow jack"
"Caranx caninus Pacific crevalle jack"
"Carcharhinus amboinensis Pigeye shark"
"Carcharhinus signatus Night shark"
"Catostylus perezi Banana jellyfish"
"Cebidichthys violaceus Monkeyface prickleback"
"Centroselachus crepidater Longnose velvet dogfish"
"Chaceon fenneri Golden deepsea crab"
"Chaetodon striatus Banded butterflyfish"
"Charybdis anisodon Twospined arm swimming crab"
"Chasmodes saburrae Florida blenny"
"Chelon ramada Thinlip grey mullet"
"Chelon saliens Leaping mullet"
"Chromis insolata Sunshinefish"
"Chromis multilineata Brown chromis"
"Chromis punctipinnis Blacksmith"
"Chromis scotti Purple reeffish"
"Clibanarius tricolor Tricolor hermit"
"Clibanarius vittatus Thinstripe hermit"
"Ctenochaetus strigosus Spotted surgeonfish"
"Cucumaria frondosa Orange-footed sea cucumber"
"Cynoglossus senegalensis Senegalese tonguesole"
"Cynoscion albus Whitefin weakfish"
"Cyphoma gibbosum Flamingo tounge snail"
"Dasyatis marmorata Marbled stingray"
