"x"
"Dicologlossa hexophthalma Ocellated wedge sole"
"Dipturus trachyderma Ray"
"Echinaster sentus Red spiny starfish"
"Echinometra lucunter Rock boring urchin"
"Elacatinus oceanops Neon goby"
"Elops hawaiensis Hawaiian ladyfish"
"Elysia crispata Lettuce seaslug"
"Embassichthys bathybius Deep-sea sole"
"Embiotoca jacksoni Black perch"
"Embiotoca lateralis Striped seaperch"
"Emblemaria pandionis Sailfin blenny"
"Emblemariopsis diaphana Glass blenny"
"Enophrys bison Buffalo sculpin"
"Enteroctopus megalocyathus Patagonian giant octopus"
"Epinephelus quinquefasciatus Pacific goliath grouper"
"Eptatretus stoutii Pacific hagfish"
"Eques lanceolatus Jack-knifefish"
"Equetus punctatus Spotted drum"
"Eriphia gonagra Warty crab"
"Eriphia verrucosa Yellow round crab"
"Erythrocles scintillans Golden kali kali"
"Etmopterus pusillus Smooth lanternshark"
"Eucidaris tribuloides Slate pencil urchin"
"Eugerres plumieri Striped mojarra"
"Fasciolaria tulipa True tulip"
"Felimare picta Florida regal doris"
"Fissurella cumingi keyhole limpet"
"Fissurella latimarginata Gastropod"
"Fissurella maxima giant keyhole limpet"
"Fissurella picta Large banded keyhole limpet"
"Fundulus heteroclitus Mummichog"
"Gadus chalcogrammus Alaska pollock"
"Gari solida Pacific clam"
"Geryon longipes Mediterranean geryon"
"Geukensia demissa Ribbed mussel"
"Glaucostegus cemiculus Blackchin guitarfish"
"Glossanodon leioglossus Smalltoothed argentine"
"Glycymeris nummaria Violet bittersweet"
"Graus nigra Mulata"
"Gymnoscopelus fraseri Fraser’s lanternfish"
"Gymnothorax funebris Green moray"
"Gymnothorax miliaris Goldentail moray"
"Gymnothorax nigromarginatus Blackedge moray"
"Gymnothorax polygonius Polygon moray"
"Gymnothorax porphyreus Lowfin moray"
"Haemulon melanurum Cottonwick grunt"
"Halichoeres bivittatus Slippery dick"
"Halichoeres garnoti Yellowhead wrasse"
"Halichoeres maculipinna Clown wrasse"
"Halichoeres semicinctus Rock wrasse"
"Hemanthias leptus Longtail bass"
"Hemigrapsus crenulatus Hairy-handed shore crab"
"Hemilepidotus hemilepidotus Red Irish lord"
"Hemitriakis japanica Japanese topeshark"
"Heterocarpus laevigatus Smooth nylon shrimp"
"Hexagrammos lagocephalus Rock greenling"
"Hippocampus zosterae Dwarf seahorse"
"Hippoglossina oblonga American fourspot flounder"
"Hippospongia lachne Sheepswool sponge"
"Histrio histrio Sargassumfish"
"Holacanthus ciliaris Queen angelfish"
"Holacanthus tricolor Rock beauty"
"Holothuria floridana Florida sea cucumber"
"Holothuria fuscogilva White teatfish"
"Holothuria fuscopunctata Elephant trunkfish"
"Hyperprosopon argenteum Walleye surfperch"
"Hyperprosopon ellipticum Silver surfperch"
"Hypleurochilus bermudensis Barred blenny"
"Hypoplectrus unicolor Butter hamlet"
"Hyporthodus acanthistius Rooster hind"
"Hypsopsetta guttulata Diamond turbot"
"Hypsurus caryi Rainbow seaperch"
"Labrisomus nuchipinnis Hairy blenny"
"Labrisomus philippii Chalapo clinid"
"Labrus viridis Green wrasse"
"Lactophrys bicaudalis Spotted trunkfish"
"Lithodes santolla Southern king crab"
"Lolliguncula brevis Western Atlantic brief squid"
"Lutjanus buccanella Blackfin snapper"
"Lutjanus endecacanthus Guinea snapper"
"Lysmata wurdemanni Peppermint shrimp"
"Lytechinus variegatus Green sea urchin"
"Macrocypraea cervus Atlantic deer cowrie"
"Macrocypraea zebra Measled cowrie"
"Macrostrombus costatus Milk conch"
"Malacoctenus triangulatus Saddled blenny"
"Melongena corona Crown conch"
"Menticirrhus undulatus California kingcroaker"
"Mercenaria campechiensis Southern hardshell clam"
"Mesocentrotus franciscanus Red sea urchin"
"Metoporhaphis calcarata False arrow crab"
"Mithraculus forceps Red-ridged clinging crab"
"Mithraculus sculptus Green clinging crab"
"Mulinia edulis taquilla clam"
"Mustelus lunulatus Sicklefin smooth-hound"
"Mustelus mento Speckled smooth-hound"
"Myliobatis californica Bat eagle ray"
"Mytilida Mussels"
"Nasolamia velox Whitenose shark"
"Nemadactylus gayi Bilagay"
"Neomerinthe hemingwayi Spinycheek scorpionfish"
"Notarius troschelii Chili sea catfish"
"Octopus briareus Caribbean reef octopus"
"Octopus joubini Atlantic pygmy octopus"
"Ocypode cursor Tufted ghost crab"
"Odontocymbiola magellanica Magellanic volute"
"Oligoplites saurus Leatherjacket"
"Ophioblennius atlanticus Redlip blenny"
"Ophiocoma echinata Black brittle star"
"Ophioderma brevispinum Short-spined brittle star"
"Ophioderma squamosissimum Scaly brittle star"
"Opistognathus aurifrons Yellowhead jawfish"
"Opistognathus whitehursti Dusky jawfish"
"Orthopristis ruber Corocoro grunt"
"Osteichthyes Bony fishes"
"Ovalipes trimaculatus Rowing crab"
"Paguristes puncticeps Hermit crab"
"Panopea generosa Pacific geoduck"
"Paraclinus fasciatus Banded blenny"
"Pareques acuminatus High-hat"
"Parupeneus insularis Twosaddle goatfish"
"Parupeneus porphyreus Whitesaddle goatfish"
"Pecten fumatus Commercial scallop"
"Penaeus kerathurus Caramote prawn"
"Peprilus burti Gulf butterfish"
"Periclimenes yucatanicus Spotted cleaner shrimp"
"Phanerodon atripes Sharpnose seaperch"
"Phanerodon furcatus White seaperch"
"Phimochirus operculatus Polkadotted hermit"
"Phrontis vibex Bruised nassa"
"Pleuronichthys verticalis Hornyhead turbot"
"Podophthalmus vigil Periscope crab"
"Pomacanthus paru French angelfish"
"Porcellana sayana Spotted porcelain crab"
"Pristiophorus cirratus Common sawshark"
"Pseudograpsus setosus Jaiba peluda"
"Pteroplatytrygon violacea Pelagic stingray"
"Raja polystigma Speckled ray"
"Randallichthys filamentosus Randall's snapper"
"Rhacochilus toxotes Rubberlip seaperch"
"Rhinobatos rhinobatos Common guitarfish"
"Rhinoptera brasiliensis Ticon cownose ray"
"Rhizoprionodon longurio Pacific sharpnose shark"
"Rhopilema hispidum Sand jellyfish"
"Rhynchocinetes typus Rabbitnose shrimp"
"Roncador stearnsii Spotfin croaker"
"Rostroraja eglanteria Clearnose skate"
"Sargocentron coruscum Reef squirrelfish"
"Sargocentron xantherythrum Hawaiian squirrelfish"
"Sarotherodon melanotheron Blackchin tilapia"
"Scarus coelestinus Midnight parrotfish"
"Scarus guacamaia Rainbow parrotfish"
"Sciades dowii Brown sea catfish"
"Scombroidei Tunas, bonitos, billfishes"
"Scorpaena histrio Player scorpionfish"
"Scorpaenodes caribbaeus Reef scorpionfish"
"Scyllarides haanii Aesop slipper lobster"
"Sebastes aleutianus Rougheye rockfish"
"Sebastes atrovirens Kelp rockfish"
"Sebastes auriculatus Brown rockfish"
"Sebastes aurora Aurora rockfish"
"Sebastes babcocki Redbanded rockfish"
"Sebastes carnatus Gopher rockfish"
"Sebastes chlorostictus Greenspotted rockfish"
"Sebastes chrysomelas Black-and-yellow rockfish"
"Sebastes dallii Calico rockfish"
"Sebastes elongatus Greenstriped rockfish"
"Sebastes ensifer Swordspine rockfish"
"Sebastes eos Pink rockfish"
"Sebastes helvomaculatus Rosethorn rockfish"
"Sebastes hopkinsi Squarespot rockfish"
"Sebastes jordani Shortbelly rockfish"
"Sebastes lentiginosus Freckled rockfish"
"Sebastes levis Cowcod"
"Sebastes macdonaldi Mexican rockfish"
"Sebastes nigrocinctus Tiger rockfish"
"Sebastes ovalis Speckled rockfish"
"Sebastes proriger Redstripe rockfish"
"Sebastes rastrelliger Grass rockfish"
"Sebastes rosaceus Rosy rockfish"
"Sebastes rosenblatti Greenblotched rockfish"
"Sebastes rubrivinctus Flag rockfish"
"Sebastes rufus Bank rockfish"
"Sebastes saxicola Stripetail rockfish"
"Sebastes semicinctus Halfbanded rockfish"
"Sebastes serriceps Treefish"
"Sebastes umbrosus Honeycomb rockfish"
"Sebastes zacentrus Sharpchin rockfish"
"Sebastolobus altivelis Longspine thornyhead"
"Seriolella violacea Palm ruff"
"Serranus baldwini Lantern bass"
"Serranus subligarius Belted sandfish"
"Serranus tabacarius Tobaccofish"
"Serranus tigrinus Harlequin bass"
"Serranus tortugarum Chalk bass"
"Sinistrofulgur sinistrum Lightning whelk"
"Solen marginatus Grooved razor clam"
"Solenocera membranacea Altlantic mud shrimp"
"Sphyraena helleri Heller's barracuda"
"Sphyrna corona Scalloped bonnethead"
"Sphyrna media Scoophead"
"Spondylus americanus Atlantic thorny oyster"
"Squatina australis Australian angelshark"
"Squatina guggenheim Angular angel shark"
"Squatina tergocellata Ornate angelshark"
"Stegastes partitus Bicolor damselfish"
"Stellifer minor Minor stardrum"
"Stenocionops furcatus Furcate spider crab"
"Stenopus hispidus Banded coral shrimp"
"Stenorhynchus seticornis Yellowline arrow crab"
"Stephanolepis hispida Planehead filefish"
"Stephanolepis setifer Pygmy filefish"
"Stichopus chloronotus Greenfish"
"Stromateus stellatus Starry butterfish"
"Strombus alatus Florida fighting conch"
"Syngnathus pelagicus Sargassum pipefish"
"Synodus saurus Atlantic lizardfish"
"Taliepus dentatus Spider crabs"
"Taliepus marginatus Spider crabs"
"Tegula atra Smooth black trochid"
"Thalassoma bifasciatum Bluehead"
"Thelenota ananas Prickly redfish"
"Thelenota anax Amber fish"
"Torpedo torpedo Common torpedo"
"Triplofusus giganteus Horse conch"
"Turbo castanea Chestnut turban"
"Umbrina roncador Yellowfin drum"
"Urobatis jamaicensis Yellow stingray"
"Xanthochorus cassidiformis Orange whelk"
"Xystreurys liolepis Fantail flounder"
