"rgn_id","year","species","sust_coeff"
5,2020,"Blue shrimp",0.68
5,2020,"Pacific cupped oyster",0.8
5,2020,"Snappers nei",0.56
6,2020,"Blue shrimp",0.68
6,2020,"Whiteleg shrimp",0.68
7,2020,"Elkhorn sea moss",0.79
7,2020,"Giant tiger prawn",0.68
8,2020,"Bear paw clam",0.7
8,2020,"Crocus giant clam",0.7
8,2020,"Elongate giant clam",0.7
8,2020,"Fluted giant clam",0.7
8,2020,"Giant clam",0.7
8,2020,"Milkfish",0.56
8,2020,"Penaeus shrimps nei",0.55
8,2020,"Smooth giant clam",0.7
9,2020,"Eucheuma seaweeds nei",0.79
10,2020,"Milkfish",0.56
11,2020,"Sixfinger threadfin",0.56
13,2020,"Banana prawn",0.68
13,2020,"Milkfish",0.56
13,2020,"Mullets nei",0.56
13,2020,"Whiteleg shrimp",0.68
14,2020,"Abalones nei",0.68
14,2020,"Amberjacks nei",0.68
14,2020,"Barramundi(=Giant seaperch)",0.68
14,2020,"Blackhead seabream",0.47
14,2020,"Blood cockle",0.7
14,2020,"Blue swimming crab",0.64
14,2020,"Clams, etc. nei",0.7
14,2020,"Cobia",0.68
14,2020,"Croakers, drums nei",0.44
14,2020,"Flathead grey mullet",0.56
14,2020,"Fourfinger threadfin",0.56
14,2020,"Giant tiger prawn",0.68
14,2020,"Greasyback shrimp",0.68
14,2020,"Greater amberjack",0.68
14,2020,"Groupers nei",0.56
14,2020,"Indo-Pacific swamp crab",0.64
14,2020,"Japanese carpet shell",0.7
14,2020,"Japanese eel",0.07
14,2020,"Japanese hard clam",0.7
14,2020,"Japanese spiny lobster",0.64
14,2020,"Kuruma prawn",0.68
14,2020,"Laver (Nori)",0.79
14,2020,"Marine crabs nei",0.64
14,2020,"Marine fishes nei",0.56
14,2020,"Marine molluscs nei",0.68
14,2020,"Mi-iuy (brown) croaker",0.44
14,2020,"Milkfish",0.56
14,2020,"Natantian decapods nei",0.64
14,2020,"Pacific cupped oyster",0.8
14,2020,"Porgies, seabreams nei",0.47
14,2020,"Redtail prawn",0.68
14,2020,"Seabasses nei",0.56
14,2020,"Seaweeds nei",0.79
14,2020,"Snappers, jobfishes nei",0.56
14,2020,"Trumpet emperor",0.56
14,2020,"Warty gracilaria",0.79
14,2020,"Whiteleg shrimp",0.68
15,2020,"Banana prawn",0.38
15,2020,"Barramundi(=Giant seaperch)",0.68
15,2020,"Caulerpa seaweeds",0.79
15,2020,"Cupped oysters nei",0.8
15,2020,"Elkhorn sea moss",0.79
15,2020,"Flathead lobster",0.64
15,2020,"Giant tiger prawn",0.37
15,2020,"Gracilaria seaweeds",0.79
15,2020,"Green mussel",0.81
15,2020,"Groupers, seabasses nei",0.56
15,2020,"Indo-Pacific swamp crab",0.64
15,2020,"Jacks, crevalles nei",0.68
15,2020,"Marine fishes nei",0.56
15,2020,"Metapenaeus shrimps nei",0.38
15,2020,"Metapenaeus shrimps nei",0.56
15,2020,"Milkfish",0.56
15,2020,"Scats",0.56
15,2020,"Snappers nei",0.56
15,2020,"Snubnose pompano",0.68
15,2020,"Spiny eucheuma",0.79
15,2020,"Tropical spiny lobsters nei",0.64
15,2020,"Whiteleg shrimp",0.4
16,2020,"Abalones nei",0.68
16,2020,"Atlantic salmon",0.68
16,2020,"Australian mussel",0.78
16,2020,"Barramundi(=Giant seaperch)",0.68
16,2020,"Brine shrimp",0.55
16,2020,"Cupped oysters nei",0.8
16,2020,"Eastern school shrimp",0.68
16,2020,"Finfishes nei",0.56
16,2020,"Flat and cupped oysters nei",0.8
16,2020,"Giant tiger prawn",0.68
16,2020,"Kuruma prawn",0.68
16,2020,"Marine fishes nei",0.56
16,2020,"Pacific cupped oyster",0.8
16,2020,"Penaeus shrimps nei",0.68
16,2020,"Rainbow trout",0.68
16,2020,"Southern bluefin tuna",0.5
17,2020,"Elkhorn sea moss",0.79
17,2020,"Giant tiger prawn",0.68
17,2020,"Indo-Pacific swamp crab",0.64
17,2020,"Milkfish",0.56
17,2020,"Pearl oyster shells nei",0.78
18,2020,"Eucheuma seaweeds nei",0.79
18,2020,"Giant tiger prawn",0.68
18,2020,"Indo-Pacific swamp crab",0.64
18,2020,"Pearl oyster shells nei",0.78
19,2020,"Milkfish",0.56
20,2020,"[Capsosiphon fulvescens]",0.79
20,2020,"Abalones nei",0.68
20,2020,"Aquatic invertebrates nei",0.64
20,2020,"Bastard halibut",0.56
20,2020,"Blackhead seabream",0.47
20,2020,"Blood cockle",0.7
20,2020,"Dotted gizzard shad",0.56
20,2020,"Filefishes, leatherjackets nei",0.56
20,2020,"Fleshy prawn",0.68
20,2020,"Fragile codium",0.79
20,2020,"Fusiform sargassum",0.79
20,2020,"Globose clam",0.7
20,2020,"Green laver",0.79
20,2020,"groupers nei",0.56
20,2020,"Horned turban",0.68
20,2020,"Inflated ark",0.7
20,2020,"Jack and horse mackerels nei",0.32
20,2020,"Japanese carpet shell",0.7
20,2020,"Japanese hard clam",0.7
20,2020,"Japanese kelp",0.79
20,2020,"Japanese seabream",0.47
20,2020,"Korean mussel",0.81
