iucn_sid,iucn_rgn,pop_trend,trend_score,trend_source
154965,global,Unknown,NA,NA
154966,global,Unknown,NA,NA
154969,global,Unknown,NA,NA
154970,global,Unknown,NA,NA
154973,global,Unknown,NA,NA
154974,global,Unknown,NA,NA
154987,global,Unknown,NA,NA
154994,global,Unknown,NA,NA
154995,global,Unknown,NA,NA
154995,mediterranean,Unknown,NA,NA
154997,global,Unknown,NA,NA
154998,mediterranean,Unknown,NA,NA
155001,global,Unknown,NA,NA
155002,global,Unknown,NA,NA
155003,global,Unknown,NA,NA
155004,global,Unknown,NA,NA
155005,global,Unknown,NA,NA
155006,global,Unknown,NA,NA
155079,global,Unknown,NA,NA
155007,global,Unknown,NA,NA
155011,global,Unknown,NA,NA
155084,global,Unknown,NA,NA
155013,global,Unknown,NA,NA
155014,global,Unknown,NA,NA
155015,global,Unknown,NA,NA
155017,global,Unknown,NA,NA
155090,global,Unknown,NA,NA
155019,global,Unknown,NA,NA
155094,global,Unknown,NA,NA
155023,global,Unknown,NA,NA
155095,global,Unknown,NA,NA
155024,global,Unknown,NA,NA
155097,global,Unknown,NA,NA
155098,global,Unknown,NA,NA
155028,global,Unknown,NA,NA
155029,global,Unknown,NA,NA
155030,global,Unknown,NA,NA
155031,global,Unknown,NA,NA
155101,global,Unknown,NA,NA
155032,global,Unknown,NA,NA
155102,global,Unknown,NA,NA
155033,global,Unknown,NA,NA
155103,global,Unknown,NA,NA
155034,global,Unknown,NA,NA
155104,global,Unknown,NA,NA
155105,global,Unknown,NA,NA
155036,global,Unknown,NA,NA
155041,global,Unknown,NA,NA
155111,global,Unknown,NA,NA
155112,global,Unknown,NA,NA
155044,mediterranean,Unknown,NA,NA
155046,global,Unknown,NA,NA
155047,global,Unknown,NA,NA
155118,global,Unknown,NA,NA
155126,global,Unknown,NA,NA
155059,global,Unknown,NA,NA
155068,mediterranean,Unknown,NA,NA
155072,global,Unknown,NA,NA
155133,global,Unknown,NA,NA
155134,global,Unknown,NA,NA
155075,global,Unknown,NA,NA
155136,global,Unknown,NA,NA
155138,global,Unknown,NA,NA
155146,global,Unknown,NA,NA
155150,global,Unknown,NA,NA
155151,global,Unknown,NA,NA
155153,global,Unknown,NA,NA
155155,global,Unknown,NA,NA
155166,global,Unknown,NA,NA
155167,global,Unknown,NA,NA
155170,global,Unknown,NA,NA
155182,global,Unknown,NA,NA
155182,mediterranean,Unknown,NA,NA
155186,global,Unknown,NA,NA
155187,global,Unknown,NA,NA
155188,global,Unknown,NA,NA
155194,global,Unknown,NA,NA
155196,global,Unknown,NA,NA
155201,eastern_africa,Unknown,NA,NA
155203,global,Unknown,NA,NA
155206,global,Unknown,NA,NA
155213,global,Unknown,NA,NA
155213,mediterranean,Unknown,NA,NA
155215,mediterranean,Unknown,NA,NA
155221,global,Unknown,NA,NA
155225,mediterranean,Unknown,NA,NA
155234,global,Unknown,NA,NA
155237,global,Unknown,NA,NA
155238,global,Unknown,NA,NA
155239,global,Unknown,NA,NA
155243,global,Unknown,NA,NA
155250,global,Unknown,NA,NA
155251,global,Unknown,NA,NA
155252,global,Unknown,NA,NA
155256,global,Unknown,NA,NA
155257,global,Unknown,NA,NA
155260,global,Unknown,NA,NA
155266,global,Unknown,NA,NA
155268,global,Unknown,NA,NA
155282,mediterranean,Unknown,NA,NA
155287,global,Unknown,NA,NA
155298,global,Unknown,NA,NA
155303,global,Unknown,NA,NA
155312,global,Unknown,NA,NA
155313,global,Unknown,NA,NA
155314,global,Unknown,NA,NA
155318,mediterranean,Unknown,NA,NA
155320,global,Unknown,NA,NA
155321,global,Unknown,NA,NA
155326,global,Unknown,NA,NA
155474,global,Unknown,NA,NA
155474,europe,Unknown,NA,NA
155552,global,Unknown,NA,NA
155552,europe,Unknown,NA,NA
155552,mediterranean,Unknown,NA,NA
155562,global,Unknown,NA,NA
155562,europe,Unknown,NA,NA
155597,global,Unknown,NA,NA
155597,europe,Unknown,NA,NA
155597,mediterranean,Unknown,NA,NA
155608,europe,Unknown,NA,NA
155608,global,Unknown,NA,NA
155610,global,Unknown,NA,NA
155610,europe,Unknown,NA,NA
155623,global,Unknown,NA,NA
155734,global,Unknown,NA,NA
155734,europe,Unknown,NA,NA
155734,pan-africa,Unknown,NA,NA
155734,northern_africa,Unknown,NA,NA
155835,global,Unknown,NA,NA
155843,global,Unknown,NA,NA
155843,europe,Unknown,NA,NA
155843,mediterranean,Unknown,NA,NA
155989,europe,Unknown,NA,NA
155989,mediterranean,Unknown,NA,NA
155989,global,Unknown,NA,NA
155989,pan-africa,Unknown,NA,NA
155989,northern_africa,Unknown,NA,NA
156018,global,Unknown,NA,NA
156018,europe,Unknown,NA,NA
156018,mediterranean,Unknown,NA,NA
158630,global,Unknown,NA,NA
16012,eastern_africa,Unknown,NA,NA
161322,global,Unknown,NA,NA
165613,global,Unknown,NA,NA
165618,global,Unknown,NA,NA
165621,global,Unknown,NA,NA
165623,global,Unknown,NA,NA
165638,global,Unknown,NA,NA
165641,global,Unknown,NA,NA
165642,global,Unknown,NA,NA
165643,global,Unknown,NA,NA
165644,global,Unknown,NA,NA
165645,global,Unknown,NA,NA
165646,global,Unknown,NA,NA
165647,global,Unknown,NA,NA
165667,global,Unknown,NA,NA
165671,global,Unknown,NA,NA
165673,global,Unknown,NA,NA
165674,global,Unknown,NA,NA
165676,global,Unknown,NA,NA
165687,global,Unknown,NA,NA
165690,global,Unknown,NA,NA
165694,global,Unknown,NA,NA
165700,global,Unknown,NA,NA
165701,global,Unknown,NA,NA
165707,global,Unknown,NA,NA
165727,global,Unknown,NA,NA
165769,s._africa fw,Unknown,NA,NA
165769,western_africa,Unknown,NA,NA
165769,central_africa,Unknown,NA,NA
165778,s._africa fw,Unknown,NA,NA
165779,s._africa fw,Unknown,NA,NA
165779,central_africa,Unknown,NA,NA
165780,s._africa fw,Unknown,NA,NA
165780,western_africa,Unknown,NA,NA
165780,central_africa,Unknown,NA,NA
165788,s._africa fw,Unknown,NA,NA
165788,western_africa,Unknown,NA,NA
165788,central_africa,Unknown,NA,NA
165803,western_africa,Unknown,NA,NA
165803,central_africa,Unknown,NA,NA
165811,pan-africa,Unknown,NA,NA
165811,s._africa fw,Unknown,NA,NA
165826,global,Unknown,NA,NA
165837,global,Unknown,NA,NA
165844,global,Unknown,NA,NA
165847,global,Unknown,NA,NA
165869,global,Unknown,NA,NA
165892,global,Unknown,NA,NA
165894,global,Unknown,NA,NA
165910,global,Unknown,NA,NA
165912,global,Unknown,NA,NA
166009,global,Unknown,NA,NA
166189,s._africa fw,Unknown,NA,NA
166428,global,Unknown,NA,NA
166552,global,Unknown,NA,NA
166552,pan-africa,Unknown,NA,NA
166552,eastern_africa,Unknown,NA,NA
166693,global,Unknown,NA,NA
166699,global,Unknown,NA,NA
166700,global,Unknown,NA,NA
166704,global,Unknown,NA,NA
166708,global,Unknown,NA,NA
166715,global,Unknown,NA,NA
166719,global,Unknown,NA,NA
166722,global,Unknown,NA,NA
166725,global,Unknown,NA,NA
166739,global,Unknown,NA,NA
166742,global,Unknown,NA,NA
166750,global,Unknown,NA,NA
166754,global,Unknown,NA,NA
166756,global,Unknown,NA,NA
166777,global,Unknown,NA,NA
166778,global,Unknown,NA,NA
166781,global,Unknown,NA,NA
166783,global,Unknown,NA,NA
166794,global,Unknown,NA,NA
166805,global,Unknown,NA,NA
166856,eastern_africa,Unknown,NA,NA
166856,pan-africa,Unknown,NA,NA
166868,eastern_africa,Unknown,NA,NA
166868,pan-africa,Unknown,NA,NA
166892,eastern_africa,Unknown,NA,NA
166925,northern_africa,Unknown,NA,NA
167944,s._africa fw,Unknown,NA,NA
167944,western_africa,Unknown,NA,NA
167944,central_africa,Unknown,NA,NA
167946,central_africa,Unknown,NA,NA
167996,central_africa,Unknown,NA,NA
167996,pan-africa,Unknown,NA,NA
167996,western_africa,Unknown,NA,NA
167997,s._africa fw,Unknown,NA,NA
167997,western_africa,Unknown,NA,NA
167997,central_africa,Unknown,NA,NA
168000,western_africa,Unknown,NA,NA
168000,central_africa,Unknown,NA,NA
168297,global,Unknown,NA,NA
168780,global,Unknown,NA,NA
169361,s._africa fw,Unknown,NA,NA
169361,eastern_africa,Unknown,NA,NA
169376,global,Unknown,NA,NA
169595,global,Unknown,NA,NA
169948,global,Unknown,NA,NA
169949,global,Unknown,NA,NA
169951,global,Unknown,NA,NA
169954,global,Unknown,NA,NA
169956,global,Unknown,NA,NA
169957,global,Unknown,NA,NA
169958,global,Unknown,NA,NA
169959,global,Unknown,NA,NA
169960,global,Unknown,NA,NA
169962,global,Unknown,NA,NA
169964,global,Unknown,NA,NA
169969,global,Unknown,NA,NA
169970,global,Unknown,NA,NA
169971,global,Unknown,NA,NA
169972,global,Unknown,NA,NA
169973,global,Unknown,NA,NA
169974,global,Unknown,NA,NA
169977,global,Unknown,NA,NA
169978,global,Unknown,NA,NA
169979,global,Unknown,NA,NA
169981,global,Unknown,NA,NA
169983,global,Unknown,NA,NA
169985,global,Unknown,NA,NA
169986,global,Unknown,NA,NA
169988,global,Unknown,NA,NA
169989,global,Unknown,NA,NA
169990,global,Unknown,NA,NA
169991,global,Unknown,NA,NA
169993,global,Unknown,NA,NA
169995,global,Unknown,NA,NA
169996,global,Unknown,NA,NA
169997,global,Unknown,NA,NA
170060,global,Unknown,NA,NA
170000,global,Unknown,NA,NA
170061,global,Unknown,NA,NA
170063,global,Unknown,NA,NA
170002,global,Unknown,NA,NA
170062,global,Unknown,NA,NA
170003,global,Unknown,NA,NA
170064,global,Unknown,NA,NA
170004,global,Unknown,NA,NA
170065,global,Unknown,NA,NA
170005,global,Unknown,NA,NA
170006,global,Unknown,NA,NA
170007,global,Unknown,NA,NA
170008,global,Unknown,NA,NA
170079,global,Unknown,NA,NA
170010,global,Unknown,NA,NA
170080,global,Unknown,NA,NA
170081,global,Unknown,NA,NA
170082,global,Unknown,NA,NA
170013,global,Unknown,NA,NA
170014,global,Unknown,NA,NA
170015,global,Unknown,NA,NA
170085,global,Unknown,NA,NA
170016,global,Unknown,NA,NA
170086,global,Unknown,NA,NA
170017,global,Unknown,NA,NA
170018,global,Unknown,NA,NA
170088,global,Unknown,NA,NA
170019,global,Unknown,NA,NA
170089,global,Unknown,NA,NA
170020,global,Unknown,NA,NA
170090,global,Unknown,NA,NA
170021,global,Unknown,NA,NA
170091,global,Unknown,NA,NA
170022,global,Unknown,NA,NA
170092,global,Unknown,NA,NA
170023,global,Unknown,NA,NA
170093,global,Unknown,NA,NA
170024,global,Unknown,NA,NA
170095,global,Unknown,NA,NA
170026,global,Unknown,NA,NA
170096,global,Unknown,NA,NA
170097,global,Unknown,NA,NA
170028,global,Unknown,NA,NA
170029,global,Unknown,NA,NA
170030,global,Unknown,NA,NA
170031,global,Unknown,NA,NA
170032,global,Unknown,NA,NA
170033,global,Unknown,NA,NA
170034,global,Unknown,NA,NA
170035,global,Unknown,NA,NA
170036,global,Unknown,NA,NA
170037,global,Unknown,NA,NA
170038,global,Unknown,NA,NA
170039,global,Unknown,NA,NA
170040,global,Unknown,NA,NA
170041,global,Unknown,NA,NA
170042,global,Unknown,NA,NA
170043,global,Unknown,NA,NA
170044,global,Unknown,NA,NA
170046,global,Unknown,NA,NA
170047,global,Unknown,NA,NA
170048,global,Unknown,NA,NA
170049,global,Unknown,NA,NA
170051,global,Unknown,NA,NA
170052,global,Unknown,NA,NA
170053,global,Unknown,NA,NA
170054,global,Unknown,NA,NA
170055,global,Unknown,NA,NA
170056,global,Unknown,NA,NA
170057,global,Unknown,NA,NA
170059,global,Unknown,NA,NA
170066,global,Unknown,NA,NA
170067,global,Unknown,NA,NA
170068,global,Unknown,NA,NA
170069,global,Unknown,NA,NA
170070,global,Unknown,NA,NA
170071,global,Unknown,NA,NA
170073,global,Unknown,NA,NA
170074,global,Unknown,NA,NA
170075,global,Unknown,NA,NA
170159,mediterranean,Unknown,NA,NA
170166,mediterranean,Unknown,NA,NA
170186,mediterranean,Unknown,NA,NA
170220,mediterranean,Unknown,NA,NA
170232,mediterranean,Unknown,NA,NA
170284,mediterranean,Unknown,NA,NA
170322,mediterranean,Unknown,NA,NA
170326,mediterranean,Unknown,NA,NA
170350,mediterranean,Unknown,NA,NA
172321,eastern_africa,Unknown,NA,NA
172395,global,Unknown,NA,NA
172415,global,Unknown,NA,NA
172470,global,Unknown,NA,NA
173157,global,Unknown,NA,NA
173176,global,Unknown,NA,NA
173325,global,Unknown,NA,NA
173326,global,Unknown,NA,NA
173329,global,Unknown,NA,NA
173330,global,Unknown,NA,NA
173334,global,Unknown,NA,NA
173340,global,Unknown,NA,NA
173347,global,Unknown,NA,NA
173353,global,Unknown,NA,NA
173359,global,Unknown,NA,NA
173362,global,Unknown,NA,NA
173365,global,Unknown,NA,NA
173373,global,Unknown,NA,NA
173375,global,Unknown,NA,NA
173376,global,Unknown,NA,NA
173379,global,Unknown,NA,NA
173383,global,Unknown,NA,NA
17399,global,Unknown,NA,NA
175093,global,Unknown,NA,NA
175095,global,Unknown,NA,NA
175104,global,Unknown,NA,NA
175136,western_africa,Unknown,NA,NA
175136,central_africa,Unknown,NA,NA
175138,western_africa,Unknown,NA,NA
175138,central_africa,Unknown,NA,NA
175074,global,Unknown,NA,NA
175139,western_africa,Unknown,NA,NA
176670,global,Unknown,NA,NA
176672,global,Unknown,NA,NA
176677,global,Unknown,NA,NA
176678,global,Unknown,NA,NA
176680,global,Unknown,NA,NA
176691,global,Unknown,NA,NA
176706,global,Unknown,NA,NA
176707,global,Unknown,NA,NA
176709,global,Unknown,NA,NA
176713,global,Unknown,NA,NA
176715,global,Unknown,NA,NA
176717,global,Unknown,NA,NA
176721,global,Unknown,NA,NA
176722,global,Unknown,NA,NA
176723,global,Unknown,NA,NA
176724,global,Unknown,NA,NA
176726,global,Unknown,NA,NA
176727,global,Unknown,NA,NA
176728,global,Unknown,NA,NA
176729,global,Unknown,NA,NA
176730,global,Unknown,NA,NA
176731,global,Unknown,NA,NA
176732,global,Unknown,NA,NA
176733,global,Unknown,NA,NA
176735,global,Unknown,NA,NA
176736,global,Unknown,NA,NA
176737,global,Unknown,NA,NA
176739,global,Unknown,NA,NA
176740,global,Unknown,NA,NA
176742,global,Unknown,NA,NA
176743,global,Unknown,NA,NA
176744,global,Unknown,NA,NA
176745,global,Unknown,NA,NA
176749,global,Unknown,NA,NA
176751,global,Unknown,NA,NA
176752,global,Unknown,NA,NA
176753,global,Unknown,NA,NA
176754,global,Unknown,NA,NA
176755,global,Unknown,NA,NA
176757,global,Unknown,NA,NA
176758,global,Unknown,NA,NA
176759,global,Unknown,NA,NA
176760,global,Unknown,NA,NA
176761,global,Unknown,NA,NA
176762,global,Unknown,NA,NA
176765,global,Unknown,NA,NA
176766,global,Unknown,NA,NA
176767,global,Unknown,NA,NA
176768,global,Unknown,NA,NA
176772,global,Unknown,NA,NA
176773,global,Unknown,NA,NA
177147,global,Unknown,NA,NA
177249,global,Unknown,NA,NA
177286,global,Unknown,NA,NA
178060,global,Unknown,NA,NA
178077,global,Unknown,NA,NA
178097,global,Unknown,NA,NA
178100,global,Unknown,NA,NA
178102,global,Unknown,NA,NA
178105,global,Unknown,NA,NA
178106,global,Unknown,NA,NA
178107,global,Unknown,NA,NA
178108,global,Unknown,NA,NA
178043,global,Unknown,NA,NA
178048,global,Unknown,NA,NA
178051,global,Unknown,NA,NA
178054,global,Unknown,NA,NA
178057,global,Unknown,NA,NA
178066,global,Unknown,NA,NA
178072,global,Unknown,NA,NA
178074,global,Unknown,NA,NA
178800,global,Unknown,NA,NA
178810,global,Unknown,NA,NA
178848,global,Unknown,NA,NA
180103,global,Unknown,NA,NA
180105,global,Unknown,NA,NA
180106,global,Unknown,NA,NA
180107,global,Unknown,NA,NA
180108,global,Unknown,NA,NA
180109,global,Unknown,NA,NA
180110,global,Unknown,NA,NA
180111,global,Unknown,NA,NA
180112,global,Unknown,NA,NA
180114,global,Unknown,NA,NA
180115,global,Unknown,NA,NA
180116,global,Unknown,NA,NA
180118,global,Unknown,NA,NA
180120,global,Unknown,NA,NA
180121,global,Unknown,NA,NA
180122,global,Unknown,NA,NA
180123,global,Unknown,NA,NA
180125,global,Unknown,NA,NA
180126,global,Unknown,NA,NA
180127,global,Unknown,NA,NA
180129,global,Unknown,NA,NA
180131,global,Unknown,NA,NA
180133,global,Unknown,NA,NA
180135,global,Unknown,NA,NA
180136,global,Unknown,NA,NA
180139,global,Unknown,NA,NA
180142,global,Unknown,NA,NA
181000,pan-africa,Unknown,NA,NA
181000,s._africa fw,Unknown,NA,NA
181550,northern_africa,Unknown,NA,NA
181550,central_africa,Unknown,NA,NA
181567,s._africa fw,Unknown,NA,NA
181567,western_africa,Unknown,NA,NA
181567,central_africa,Unknown,NA,NA
181577,s._africa fw,Unknown,NA,NA
181577,western_africa,Unknown,NA,NA
181577,central_africa,Unknown,NA,NA
181585,central_africa,Unknown,NA,NA
18175,central_africa,Unknown,NA,NA
181797,western_africa,Unknown,NA,NA
181797,central_africa,Unknown,NA,NA
181807,northern_africa,Unknown,NA,NA
181807,western_africa,Unknown,NA,NA
181807,eastern_africa,Unknown,NA,NA
181933,western_africa,Unknown,NA,NA
181933,central_africa,Unknown,NA,NA
181984,pan-africa,Unknown,NA,NA
181984,western_africa,Unknown,NA,NA
182136,eastern_africa,Unknown,NA,NA
182136,northern_africa,Unknown,NA,NA
182136,central_africa,Unknown,NA,NA
182136,western_africa,Unknown,NA,NA
182165,western_africa,Unknown,NA,NA
182165,central_africa,Unknown,NA,NA
182223,northern_africa,Unknown,NA,NA
182223,s._africa fw,Unknown,NA,NA
182223,central_africa,Unknown,NA,NA
182223,western_africa,Unknown,NA,NA
182239,s._africa fw,Unknown,NA,NA
182239,western_africa,Unknown,NA,NA
182239,central_africa,Unknown,NA,NA
182285,western_africa,Unknown,NA,NA
182285,central_africa,Unknown,NA,NA
182330,western_africa,Unknown,NA,NA
182330,central_africa,Unknown,NA,NA
182363,western_africa,Unknown,NA,NA
182363,central_africa,Unknown,NA,NA
182389,western_africa,Unknown,NA,NA
182470,western_africa,Unknown,NA,NA
182470,central_africa,Unknown,NA,NA
182498,global,Unknown,NA,NA
182498,central_africa,Unknown,NA,NA
182498,pan-africa,Unknown,NA,NA
182512,western_africa,Unknown,NA,NA
182512,central_africa,Unknown,NA,NA
182611,western_africa,Unknown,NA,NA
182611,central_africa,Unknown,NA,NA
182807,western_africa,Unknown,NA,NA
182807,central_africa,Unknown,NA,NA
182905,western_africa,Unknown,NA,NA
182905,central_africa,Unknown,NA,NA
182933,western_africa,Unknown,NA,NA
183152,s._africa fw,Unknown,NA,NA
183152,pan-africa,Unknown,NA,NA
183152,eastern_africa,Unknown,NA,NA
183153,pan-africa,Unknown,NA,NA
183153,central_africa,Unknown,NA,NA
183155,s._africa fw,Unknown,NA,NA
183155,pan-africa,Unknown,NA,NA
183155,eastern_africa,Unknown,NA,NA
183156,s._africa fw,Unknown,NA,NA
183156,western_africa,Unknown,NA,NA
183156,pan-africa,Unknown,NA,NA
183156,central_africa,Unknown,NA,NA
183158,pan-africa,Unknown,NA,NA
183158,eastern_africa,Unknown,NA,NA
183160,s._africa fw,Unknown,NA,NA
183160,pan-africa,Unknown,NA,NA
183160,eastern_africa,Unknown,NA,NA
183161,western_africa,Unknown,NA,NA
183161,pan-africa,Unknown,NA,NA
183161,central_africa,Unknown,NA,NA
183167,eastern_africa,Unknown,NA,NA
183167,pan-africa,Unknown,NA,NA
183169,s._africa fw,Unknown,NA,NA
183169,western_africa,Unknown,NA,NA
183169,pan-africa,Unknown,NA,NA
183169,central_africa,Unknown,NA,NA
183170,western_africa,Unknown,NA,NA
183170,pan-africa,Unknown,NA,NA
183170,central_africa,Unknown,NA,NA
183171,western_africa,Unknown,NA,NA
183171,pan-africa,Unknown,NA,NA
183171,central_africa,Unknown,NA,NA
183175,western_africa,Unknown,NA,NA
183175,pan-africa,Unknown,NA,NA
183175,central_africa,Unknown,NA,NA
183177,western_africa,Unknown,NA,NA
183177,pan-africa,Unknown,NA,NA
183177,central_africa,Unknown,NA,NA
183178,pan-africa,Unknown,NA,NA
183178,western_africa,Unknown,NA,NA
183178,central_africa,Unknown,NA,NA
183206,global,Unknown,NA,NA
183207,global,Unknown,NA,NA
183208,global,Unknown,NA,NA
183209,global,Unknown,NA,NA
183211,global,Unknown,NA,NA
183213,global,Unknown,NA,NA
183216,global,Unknown,NA,NA
183219,global,Unknown,NA,NA
183220,global,Unknown,NA,NA
183222,global,Unknown,NA,NA
183224,global,Unknown,NA,NA
183226,global,Unknown,NA,NA
183228,global,Unknown,NA,NA
183229,global,Unknown,NA,NA
183230,global,Unknown,NA,NA
183231,global,Unknown,NA,NA
183233,global,Unknown,NA,NA
183234,global,Unknown,NA,NA
183236,global,Unknown,NA,NA
183237,global,Unknown,NA,NA
183238,global,Unknown,NA,NA
183239,global,Unknown,NA,NA
183240,global,Unknown,NA,NA
183241,global,Unknown,NA,NA
183246,global,Unknown,NA,NA
183249,global,Unknown,NA,NA
183250,global,Unknown,NA,NA
183251,global,Unknown,NA,NA
183253,global,Unknown,NA,NA
183254,global,Unknown,NA,NA
183256,global,Unknown,NA,NA
183261,global,Unknown,NA,NA
183262,global,Unknown,NA,NA
183263,global,Unknown,NA,NA
183264,global,Unknown,NA,NA
183265,global,Unknown,NA,NA
183266,global,Unknown,NA,NA
183269,global,Unknown,NA,NA
183270,global,Unknown,NA,NA
183272,global,Unknown,NA,NA
183275,global,Unknown,NA,NA
183276,global,Unknown,NA,NA
183277,global,Unknown,NA,NA
183280,global,Unknown,NA,NA
183281,global,Unknown,NA,NA
183282,global,Unknown,NA,NA
183283,global,Unknown,NA,NA
183284,global,Unknown,NA,NA
183286,global,Unknown,NA,NA
183287,global,Unknown,NA,NA
183288,global,Unknown,NA,NA
183289,global,Unknown,NA,NA
183290,global,Unknown,NA,NA
183291,global,Unknown,NA,NA
183293,global,Unknown,NA,NA
183295,global,Unknown,NA,NA
183296,global,Unknown,NA,NA
183297,global,Unknown,NA,NA
183298,global,Unknown,NA,NA
183299,global,Unknown,NA,NA
183301,global,Unknown,NA,NA
183303,global,Unknown,NA,NA
183304,global,Unknown,NA,NA
183306,global,Unknown,NA,NA
183311,global,Unknown,NA,NA
183312,global,Unknown,NA,NA
183313,global,Unknown,NA,NA
183315,global,Unknown,NA,NA
183318,global,Unknown,NA,NA
183319,global,Unknown,NA,NA
183320,global,Unknown,NA,NA
183321,global,Unknown,NA,NA
183322,global,Unknown,NA,NA
183324,global,Unknown,NA,NA
183327,global,Unknown,NA,NA
183328,global,Unknown,NA,NA
183329,global,Unknown,NA,NA
183330,global,Unknown,NA,NA
183333,global,Unknown,NA,NA
183334,global,Unknown,NA,NA
183336,global,Unknown,NA,NA
183337,global,Unknown,NA,NA
183338,global,Unknown,NA,NA
183339,global,Unknown,NA,NA
183341,global,Unknown,NA,NA
183343,global,Unknown,NA,NA
183348,global,Unknown,NA,NA
183349,global,Unknown,NA,NA
183352,global,Unknown,NA,NA
183355,global,Unknown,NA,NA
183357,global,Unknown,NA,NA
183359,global,Unknown,NA,NA
183361,global,Unknown,NA,NA
183365,global,Unknown,NA,NA
183366,global,Unknown,NA,NA
183367,global,Unknown,NA,NA
183368,global,Unknown,NA,NA
183370,global,Unknown,NA,NA
183371,global,Unknown,NA,NA
183373,global,Unknown,NA,NA
183375,global,Unknown,NA,NA
183377,global,Unknown,NA,NA
183381,global,Unknown,NA,NA
183384,global,Unknown,NA,NA
183385,global,Unknown,NA,NA
183391,global,Unknown,NA,NA
183392,global,Unknown,NA,NA
183393,global,Unknown,NA,NA
183394,global,Unknown,NA,NA
183396,global,Unknown,NA,NA
183398,global,Unknown,NA,NA
183399,global,Unknown,NA,NA
183400,global,Unknown,NA,NA
183401,global,Unknown,NA,NA
183402,global,Unknown,NA,NA
183403,global,Unknown,NA,NA
183404,global,Unknown,NA,NA
183405,global,Unknown,NA,NA
183408,global,Unknown,NA,NA
183410,global,Unknown,NA,NA
183411,global,Unknown,NA,NA
183412,global,Unknown,NA,NA
183418,global,Unknown,NA,NA
183419,global,Unknown,NA,NA
183420,global,Unknown,NA,NA
183422,global,Unknown,NA,NA
183423,global,Unknown,NA,NA
183424,global,Unknown,NA,NA
183425,global,Unknown,NA,NA
183426,global,Unknown,NA,NA
183427,global,Unknown,NA,NA
183429,global,Unknown,NA,NA
183430,global,Unknown,NA,NA
183431,global,Unknown,NA,NA
183433,global,Unknown,NA,NA
183434,global,Unknown,NA,NA
183436,global,Unknown,NA,NA
183438,global,Unknown,NA,NA
183440,global,Unknown,NA,NA
183442,global,Unknown,NA,NA
183447,global,Unknown,NA,NA
183448,global,Unknown,NA,NA
183449,global,Unknown,NA,NA
183450,global,Unknown,NA,NA
183452,global,Unknown,NA,NA
183455,global,Unknown,NA,NA
183456,global,Unknown,NA,NA
183457,global,Unknown,NA,NA
183460,global,Unknown,NA,NA
183464,global,Unknown,NA,NA
183469,global,Unknown,NA,NA
183472,global,Unknown,NA,NA
183473,global,Unknown,NA,NA
183474,global,Unknown,NA,NA
183477,global,Unknown,NA,NA
183479,global,Unknown,NA,NA
183480,global,Unknown,NA,NA
183481,global,Unknown,NA,NA
183483,global,Unknown,NA,NA
183484,global,Unknown,NA,NA
183485,global,Unknown,NA,NA
183486,global,Unknown,NA,NA
183487,global,Unknown,NA,NA
183488,global,Unknown,NA,NA
183491,global,Unknown,NA,NA
183493,global,Unknown,NA,NA
183494,global,Unknown,NA,NA
183495,global,Unknown,NA,NA
183496,global,Unknown,NA,NA
183497,global,Unknown,NA,NA
183498,global,Unknown,NA,NA
183499,global,Unknown,NA,NA
183500,global,Unknown,NA,NA
183502,global,Unknown,NA,NA
183503,global,Unknown,NA,NA
183504,global,Unknown,NA,NA
183505,global,Unknown,NA,NA
183506,global,Unknown,NA,NA
183507,global,Unknown,NA,NA
183508,global,Unknown,NA,NA
183509,global,Unknown,NA,NA
183511,global,Unknown,NA,NA
183513,global,Unknown,NA,NA
183515,global,Unknown,NA,NA
183518,global,Unknown,NA,NA
183519,global,Unknown,NA,NA
183520,global,Unknown,NA,NA
183521,global,Unknown,NA,NA
183522,global,Unknown,NA,NA
183524,global,Unknown,NA,NA
183525,global,Unknown,NA,NA
183526,global,Unknown,NA,NA
183527,global,Unknown,NA,NA
183528,global,Unknown,NA,NA
183529,global,Unknown,NA,NA
183530,global,Unknown,NA,NA
183531,global,Unknown,NA,NA
183532,global,Unknown,NA,NA
183533,global,Unknown,NA,NA
183535,global,Unknown,NA,NA
183539,global,Unknown,NA,NA
183541,global,Unknown,NA,NA
183542,global,Unknown,NA,NA
183543,global,Unknown,NA,NA
183546,global,Unknown,NA,NA
183548,global,Unknown,NA,NA
183549,global,Unknown,NA,NA
183550,global,Unknown,NA,NA
183551,global,Unknown,NA,NA
183552,global,Unknown,NA,NA
183553,global,Unknown,NA,NA
183554,global,Unknown,NA,NA
183555,global,Unknown,NA,NA
183556,global,Unknown,NA,NA
183557,global,Unknown,NA,NA
183558,global,Unknown,NA,NA
183564,global,Unknown,NA,NA
183566,global,Unknown,NA,NA
183567,global,Unknown,NA,NA
183568,global,Unknown,NA,NA
183571,global,Unknown,NA,NA
183575,global,Unknown,NA,NA
183576,global,Unknown,NA,NA
183579,global,Unknown,NA,NA
183582,global,Unknown,NA,NA
183583,global,Unknown,NA,NA
183584,global,Unknown,NA,NA
183585,global,Unknown,NA,NA
183586,global,Unknown,NA,NA
183587,global,Unknown,NA,NA
183590,global,Unknown,NA,NA
183593,global,Unknown,NA,NA
183596,global,Unknown,NA,NA
183597,global,Unknown,NA,NA
183598,global,Unknown,NA,NA
183599,global,Unknown,NA,NA
183600,global,Unknown,NA,NA
183603,global,Unknown,NA,NA
