iucn_sid,sciname
241133114,Hyporthodus griseofasciatus
241133144,Epinephelus rankini
14051,Mycteroperca olfax
132795,Hyporthodus ergastularius
39303,Dermatolepis inermis
132742,Cephalopholis nigri
132779,Cephalopholis oligosticta
132805,Cephalopholis polleni
132807,Hyporthodus septemfasciatus
132806,Cephalopholis fulva
44675,Hyporthodus quernus
44683,Mycteroperca venenosa
132780,Epinephelus sexfasciatus
132756,Epinephelus miliaris
44672,Dermatolepis striolata
7855,Hyporthodus exsul
132818,Plectropomus maculatus
132778,Epinephelus hexagonatus
132803,Cephalopholis polyspila
132786,Cephalopholis nigripinnis
132746,Epinephelus melanostigma
44676,Epinephelus irroratus
132810,Variola albimarginata
132757,Cephalopholis sonnerati
132761,Cephalopholis cruentata
132808,Cephalopholis cyanostigma
132732,Cephalopholis miniata
132755,Mycteroperca radiatus
132747,Epinephelus spilotoceps
132727,Cephalopholis furcifer
132793,Epinephelus stoliczkae
132743,Cephalopholis formosa
132737,Cephalopholis leopardus
132794,Epinephelus retouti
132728,Epinephelus summana
132741,Cephalopholis sexmaculata
132765,Mycteroperca goreensis
132767,Dermatolepis dermatolepis
132819,Epinephelus adscensionis
132781,Cephalopholis argus
132790,Hyporthodus dermopterus
132825,Cephalopholis spiloparaea
132824,Mycteroperca epistictus
132789,Cephalopholis microprion
132736,Epinephelus rivulatus
118360435,Epinephelus kupangensis
132723,Epinephelus maculatus
132788,Epinephelus merra
132769,Epinephelus fasciatomaculosus
132764,Alphestes afer
132749,Epinephelus stictus
132754,Alphestes immaculatus
132733,Cephalopholis panamensis
132744,Epinephelus analogus
64398,Epinephelus clippertonensis
132750,Epinephelus labriformis
132822,Cephalopholis colonus
132774,Epinephelus areolatus
132821,Epinephelus trimaculatus
64401,Epinephelus gabriellae
132799,Epinephelus quoyanus
14054,Mycteroperca rubra
195291,Hyporthodus chabaudi
132753,Epinephelus polylepis
132787,Epinephelus leucogrammicus
132729,Mycteroperca phenax
132770,Epinephelus guttatus
132752,Epinephelus bilobatus
132813,Epinephelus bontoides
64397,Epinephelus chlorocephalus
132815,Epinephelus cyanopodus
132785,Epinephelus erythrurus
132726,Epinephelus flavocaeruleus
132829,Epinephelus howlandi
64402,Epinephelus indistinctus
132748,Epinephelus longispinis
132745,Mycteroperca morrhua
132804,Epinephelus ongus
132802,Mycteroperca poecilonotus
132792,Epinephelus polystigma
195292,Epinephelus quinquefasciatus
64406,Epinephelus timorensis
132768,Epinephelus trophis
64407,Epinephelus tuamotuensis
132773,Epinephelus tukula
64408,Epinephelus undulatostriatus
132816,Plectropomus powelli
132738,Variola louti
118358912,Epinephelus geoffroyi
118360372,Plectropomus marisrubri
44674,Epinephelus coioides
132735,Epinephelus latifasciatus
132759,Cephalopholis hemistiktos
132772,Hyporthodus octofasciatus
132826,Epinephelus bleekeri
7860,Hyporthodus nigritus
7861,Hyporthodus niveatus
14050,Mycteroperca microlepis
44682,Mycteroperca tigris
64400,Hyporthodus flavolimbatus
64410,Mycteroperca interstitialis
44686,Hyporthodus cifuentesi
64412,Plectropomus laevis
132731,Epinephelus socialis
132776,Plectropomus oligacanthus
118359431,Plectropomus pessuliferus
132817,Epinephelus fasciatus
132798,Mycteroperca heniochus
132784,Epinephelus magniscuttis
132797,Mycteroperca posteli
64405,Epinephelus suborbitalis
132758,Epinephelus tauvina
132739,Epinephelus undulosus
132811,Mycteroperca xenarcha
132801,Plectropomus punctatus
64409,Mycteroperca fusca
132777,Epinephelus diacanthus
14048,Mycteroperca cidi
44681,Epinephelus morio
132724,Mycteroperca bonaci
132830,Mycteroperca acutirostris
195409,Epinephelus itajara
39774,Epinephelus altivelis
43974,Epinephelus akaara
44677,Mycteroperca albomarginatus
44678,Mycteroperca andersoni
61336,Epinephelus awoara
44684,Plectropomus leopardus
14049,Mycteroperca jordani
7859,Mycteroperca marginata
44673,Epinephelus fuscoguttatus
61339,Epinephelus polyphekadion
132734,Hyporthodus niphobles
135381188,Epinephelus bruneus
118360643,Epinephelus moara
61338,Epinephelus malabaricus
7854,Hyporthodus drummondhayi
7862,Epinephelus striatus
132809,Alphestes multiguttatus
132782,Cephalopholis aitha
132725,Cephalopholis aurantia
132722,Epinephelus aeneus
132763,Epinephelus corallicola
61337,Epinephelus daemelii
7858,Epinephelus lanceolatus
14053,Mycteroperca rosacea
132730,Hyporthodus acanthistius
64399,Hyporthodus darwinensis
64404,Hyporthodus perplexus
14052,Mycteroperca prionura
218521889,Epinephelus amblycephalus
132820,Cephalopholis taeniops
132814,Cephalopholis rogaa
132791,Cephalopholis igarashiensis
132796,Mycteroperca caninus
132762,Mycteroperca costae
64411,Plectropomus areolatus
64403,Epinephelus lebretonianus
132800,Cephalopholis albomarginata
132828,Hyporthodus haifensis
132751,Epinephelus coeruleopunctatus
39773,Cephalopholis boenak
132766,Epinephelus macrospilos
132771,Gonioplectrus hispanus
132827,Hyporthodus mystacinus
132783,Cephalopholis urodeta
132760,Epinephelus faveatus
196025,Eptatretus grouseri
196028,Rubicundus lakeside
196033,Eptatretus mccoskeri
196047,Eptatretus bobwisneri
220641049,Eptatretus goslinei
220641082,Myxine greggi
220641121,Myxine martinii
220641177,Myxine phantasma
196057,Myxine glutinosa
196060,Myxine ios
196061,Myxine jespersenae
196013,Eptatretus alastairi
196014,Eptatretus astrolabium
196024,Eptatretus gomoni
196042,Eptatretus rubicundus
196076,Notomyxine tridentiger
196032,Eptatretus mcconnaugheyi
196044,Eptatretus stoutii
196049,Myxine affinis
196080,Eptatretus cheni
196081,Eptatretus chinensis
196082,Eptatretus fernholmi
196083,Eptatretus moki
196084,Eptatretus nelsoni
196085,Eptatretus sheni
196086,Eptatretus springeri
196087,Eptatretus taiwanae
196088,Eptatretus walkeri
196090,Eptatretus wisneri
196091,Eptatretus yangi
196037,Eptatretus nanii
196039,Eptatretus okinoseanus
196040,Eptatretus polytrema
196055,Myxine formosana
196056,Myxine garmani
196063,Myxine kuoi
196058,Myxine hubbsi
196019,Eptatretus deani
196043,Eptatretus sinus
196052,Myxine circifrons
196054,Myxine fernholmi
196062,Myxine knappi
196064,Myxine mccoskeri
196065,Myxine mcmillanae
196068,Myxine robinsorum
155140,Eptatretus wayuu
196059,Myxine hubbsoides
196071,Nemamyxine elongata
196072,Nemamyxine kreffti
196074,Neomyxine biniplicata
196078,Eptatretus ancon
196026,Eptatretus hexatrema
196036,Eptatretus multidens
196041,Eptatretus profundus
196045,Eptatretus strahani
196046,Eptatretus strickrotti
196050,Myxine australis
196051,Myxine capensis
196053,Myxine debueni
196066,Myxine paucidens
196067,Myxine pequenoi
196069,Myxine sotoi
154797,Eptatretus mendozai
196022,Eptatretus fritzi
196023,Eptatretus goliath
196027,Eptatretus indrambaryai
196029,Eptatretus laurahubbsae
196030,Eptatretus longipinnis
196031,Eptatretus lopheliae
196034,Eptatretus menezesi
196035,Eptatretus minor
196038,Eptatretus octatrema
154825,Eptatretus cirrhatus
196015,Eptatretus bischoffii
196016,Eptatretus burgeri
196017,Eptatretus caribbeaus
196018,Eptatretus carlhubbsi
196020,Eptatretus eos
196021,Eptatretus luzonicus
196079,Eptatretus atami
169975,Palinurus elephas
169980,Jasus paulensis
195420,Galearctus avulsus
169955,Homarus gammarus
169967,Nephrops norvegicus
169948,Jasus frontalis
169949,Scyllarus arctus
169951,Panulirus penicillatus
169954,Scyllarides haanii
169956,Thymopides grobovi
169957,Metanephrops andamanicus
169958,Nephropsis aculeata
169959,Metanephrops rubellus
169960,Ibacus brucei
169962,Acanthacaris tenuimana
169963,Metanephrops mozambicus
169964,Panulirus echinatus
169965,Metanephrops australiensis
169966,Panulirus interruptus
169968,Panulirus versicolor
169969,Evibacus princeps
169970,Scyllarides deceptor
169971,Metanephrops sagamiensis
169972,Metanephrops challengeri
169973,Nephropsis neglecta
169974,Nephropsis stewarti
169976,Panulirus argus
169977,Nephropsis malhaensis
169978,Scammarctus batei
169979,Thenus orientalis
169981,Eunephrops manningi
169982,Homarinus capensis
169983,Scyllarides latus
169984,Ibacus peronii
169985,Nephropsis acanthura
169986,Nephropsis rosea
169987,Panulirus ornatus
169988,Panulirus guttatus
169989,Petrarctus brevicornis
169990,Panulirus polyphagus
169991,Scyllarides tridacnophaga
169993,Panulirus inflatus
169995,Parribacus holthuisi
169996,Parribacus caledonicus
169997,Scyllarides brasiliensis
169999,Palinurus gilchristi
170060,Nephropides caribaeus
170000,Acanthacaris caeca
170061,Panulirus gracilis
170063,Arctides regalis
170002,Scyllarides elisabethae
170062,Panulirus homarus
170003,Metanephrops armatus
170064,Metanephrops velutinus
170004,Remiarctus bertholdii
170065,Linuparus somniosus
170005,Nupalirus japonicus
170006,Panulirus japonicus
170007,Puerulus carinatus
170008,Scyllarides squammosus
170079,Metanephrops thomsoni
170009,Homarus americanus
170010,Palinurus delagoae
170080,Puerulus angulatus
170011,Puerulus sewelli
170081,Ibacus ciliatus
170082,Nephropsis agassizii
170013,Parribacus japonicus
170083,Jasus tristani
170014,Panulirus laevicauda
170015,Palinurellus gundlachi
170085,Eunephrops bairdii
170016,Puerulus velutinus
170086,Nephropsis ensirostris
170017,Sagmariasus verreauxi
170087,Ibacus alticrenatus
170018,Nephropsis occidentalis
170088,Scyllarides nodifer
170019,Metanephrops sinensis
170089,Metanephrops neptunus
170020,Scyllarides astori
170090,Parribacus perlatus
170021,Metanephrops binghami
170091,Panulirus brunneiflagellum
170022,Scyllarides roggeveeni
170092,Nephropsis sulcata
170023,Ibacus novemdentatus
170093,Eunephrops cadenasi
170024,Thymopsis nilenta
170094,Panulirus regius
170025,Jasus edwardsii
170095,Thaumastocheles zaleucus
170026,Ibacus brevipes
170096,Thaumastocheles japonicus
170097,Justitia longimanus
170028,Scyllarides herklotsii
170029,Palinustus truncatus
170030,Scyllarides delfosi
170031,Panulirus femoristriga
170032,Nephropsis suhmi
170033,Palibythus magnificus
170034,Arctides antipodarum
170035,Palinurus mauritanicus
170036,Metanephrops japonicus
170037,Eduarctus martensii
170038,Thymops birsteini
170039,Metanephrops formosanus
170040,Metanephrops arafurensis
170041,Panulirus stimpsoni
170042,Projasus parkeri
170043,Palinustus unicornutus
170044,Nephropsis atlantica
170046,Palinurus charlestoni
170047,Palinustus mossamicus
170048,Palinustus waguensis
170049,Palinurellus wieneckii
170050,Metanephrops boschmai
170051,Projasus bahamondei
170052,Arctides guineensis
170053,Metanephrops sibogae
170054,Linuparus trigonus
170055,Petrarctus rugosus
170056,Scyllarus pygmaeus
170057,Panulirus pascuensis
170059,Parribacus scarlatinus
170066,Panulirus longipes
170067,Panulirus marginatus
170068,Neoglyphea inopinata
170069,Nephropsis carpenteri
170070,Linuparus sordidus
170071,Parribacus antarcticus
170072,Jasus lalandii
170073,Panulirus cygnus
170074,Thaumastochelopsis wardi
170075,Scyllarides aequinoctialis
184985,Enoplometopus daumi
184986,Galearctus rapanus
184987,Bathyarctus steatopygus
184988,Galearctus umbilicatus
184989,Stereomastis cerata
184990,Nephropsis holthuisi
184991,Stereomastis trispinosa
184992,Thaumastochelopsis brucei
184993,Enoplometopus antillensis
184994,Biarctus dubius
184995,Eduarctus lewinsohni
184996,Stereomastis panglao
184997,Eduarctus modestus
184998,Enoplometopus debelius
184999,Scyllarus subarctus
185057,Scyllarides obtusus
185058,Pentacheles validus
185000,Stereomastis nana
185060,Enoplometopus occidentalis
185001,Stereomastis alis
185059,Acantharctus posteli
185002,Ibacus pubescens
185061,Pentacheles snyderi
185003,Stereomastis polita
185062,Galearctus timidus
185004,Thymopides laurentae
185072,Stereomastis phosphorus
185005,Enoplometopus gracilipes
185073,Stereomastis aculeata
185006,Eduarctus marginatus
185074,Galearctus kitanoviriosus
185007,Nupalirus chani
185075,Thenus australiensis
185008,Palinurus barbarae
185076,Galearctus aurora
185009,Palinustus holthuisi
185077,Bathyarctus faxoni
185010,Acantharctus delfini
185078,Chelarctus crosnieri
185011,Enoplometopus chacei
185079,Homeryon armarium
185012,Stereomastis sculpta
185013,Bathyarctus ramosae
185080,Chelarctus cultrifer
185014,Thenus indicus
185081,Scyllarus depressus
185015,Cardus crucifer
185082,Willemoesia pacifica
185016,Scyllarus planorbis
185083,Polycheles baccatus
185017,Petrarctus demani
185084,Polycheles perarmatus
185018,Pentacheles gibbus
185085,Jasus caveorum
185019,Polycheles enthrix
185086,Scyllarus americanus
185087,Bathyarctus chani
185020,Crenarctus crenatus
185088,Eduarctus reticulatus
185021,Ibacus chacei
185089,Biarctus pumilus
185022,Stereomastis talismani
185023,Stereomastis surda
185090,Eduarctus pyrrhonotus
185024,Enoplometopus holthuisi
185091,Pentacheles obscurus
185025,Nupalirus vericeli
185092,Thenus unimaculatus
185026,Polycheles typhlops
185093,Crenarctus bicuspidatus
185027,Biarctus vitiensis
185094,Willemoesia inornata
185028,Eduarctus perspicillatus
185095,Scyllarus paradoxus
185029,Thaumastocheles dochmiodon
185096,Eduarctus aesopius
185030,Enoplometopus callistus
185031,Acantharctus ornatus
185032,Biarctus sordidus
185033,Stereomastis evexa
185034,Polycheles amemiyai
185035,Bathyarctus rubens
185036,Stereomastis suhmi
185037,Stereomastis pacifica
185038,Pentacheles laevis
185039,Scyllarus caparti
185040,Stereomastis helleri
185041,Chelarctus aureus
185042,Scyllarus chacei
185043,Laurentaeglyphea neocaledonica
185044,Antarctus mawsoni
185045,Bathyarctus formosanus
185046,Petrarctus veliger
185047,Enoplometopus macrodontus
185048,Antipodarctus aoteanus
185049,Polycheles martini
185050,Willemoesia forceps
185051,Enoplometopus crosnieri
185052,Enoplometopus voigtmanni
185053,Enoplometopus pictus
185054,Willemoesia leptodactyla
185055,Homeryon asper
185056,Thenus parindicus
185063,Metanephrops taiwanicus
185064,Stereomastis auriculata
185065,Nephropsis serrata
185066,Polycheles coccifer
185067,Polycheles tanneri
185068,Eunephrops luckhursti
185069,Stereomastis galil
185070,Petrarctus holthuisi
185071,Polycheles kermadecensis
195345,Gibbularctus gibberosus
223061062,Magnolia pilocarpa
191516,Magnolia duperreana
15112410,Magnolia banghamii
88981112,Magnolia sulawesiana
38405,Magnolia sambuensis
193978,Magnolia morii
193939,Magnolia emarginata
216692936,Magnolia frontinoensis
124097770,Magnolia montebelloensis
216693196,Magnolia veliziana
216693056,Magnolia reynelii
216693192,Magnolia oscarrodrigoi
216693095,Magnolia javieri
216693205,Magnolia zotictla
216693067,Magnolia mixteca
216693081,Magnolia granbarrancae
216693091,Magnolia talpana
15116599,Magnolia rabaniana
211251094,Magnolia quangninhensis
31274,Magnolia wilsonii
204404344,Magnolia sonlaensis
203724168,Magnolia manuensis
203724089,Magnolia clementinana
193994,Magnolia ptaritepuiana
194016,Magnolia venezuelensis
125926443,Magnolia fragarigynandria
125926574,Magnolia shirenshanensis
125926629,Magnolia wuzhishangensis
67513502,Magnolia chiriquiensis
88945313,Magnolia xinyangensis
125926416,Magnolia dimorpha
125926249,Magnolia dabieshanensis
200676757,Magnolia llanganatensis
200677258,Magnolia tribouillierana
86007357,Magnolia vargasiana
200677291,Magnolia napoensis
15112890,Magnolia cristalensis
195287726,Magnolia minor
195290353,Magnolia oblongifolia
195290521,Magnolia orbiculata
200677071,Magnolia resupinatifolia
200677019,Magnolia betuliensis
200677162,Magnolia kachinensis
182247087,Magnolia alejandrae
200677281,Magnolia yajlachhi
200677015,Magnolia brasiliensis
200677230,Magnolia ottoi
182247477,Magnolia mercedesiarum
200677211,Magnolia archilana
200676718,Magnolia poqomchi
124251868,Magnolia mashpi
125926523,Magnolia jianfenglingensis
125926666,Magnolia lamdongensis
124251479,Magnolia chiguila
125926200,Magnolia carnosa
67513642,Magnolia zoquepopolucae
193996,Magnolia pubescens
193990,Magnolia platyphylla
67513605,Magnolia sinacacolinii
216692948,Magnolia enepeceana
193938,Magnolia ekmanii
193998,Magnolia sabahensis
193987,Magnolia persuaveolens
125926595,Magnolia shizhenii
194010,Magnolia stellata
112185191,Magnolia mindoensis
88965631,Magnolia xianianhei
88981028,Magnolia bawangensis
88936923,Magnolia fansipanensis
88944361,Magnolia guangzhouensis
88944775,Magnolia kaifui
88944971,Magnolia lawii
88945056,Magnolia viridipetala
88945600,Magnolia sapaensis
86007342,Magnolia tiepii
84786942,Magnolia nuevoleonensis
67513593,Magnolia peruviana
67513511,Magnolia arroyoana
67513636,Magnolia zamorana
193916,Magnolia chimantensis
193983,Magnolia tarahumara
14050467,Magnolia coronata
67513624,Magnolia vovidesii
193899,Magnolia allenii
67513547,Magnolia lopezobradorii
82782448,Magnolia rzedowskiana
67513639,Magnolia zamudioi
67513490,Magnolia atlantida
67513505,Magnolia cochranei
67513508,Magnolia costaricensis
67513529,Magnolia guanacastensis
67513532,Magnolia inbioana
67513560,Magnolia madidiensis
67513569,Magnolia multinervia
67513581,Magnolia paranaensis
67513596,Magnolia quetzal
67513599,Magnolia savegrensis
67513608,Magnolia steyermarkii
67513611,Magnolia talamancana
67513630,Magnolia wetteri
88558975,Magnolia dealbata
193960,Magnolia lenticellata
38856,Magnolia calophylla
38859,Magnolia guatapensis
38865,Magnolia cespedesii
38867,Magnolia georgii
38875,Magnolia santanderiana
193982,Magnolia ovata
34963,Magnolia officinalis
67513493,Magnolia azulensis
67513496,Magnolia bankardiorum
67513499,Magnolia canandeana
67513517,Magnolia elfina
67513520,Magnolia equatorialis
67513526,Magnolia gentryi
67513535,Magnolia jaenensis
67513541,Magnolia kichuana
67513578,Magnolia palandana
67513584,Magnolia pastazaensis
67513602,Magnolia shuarorum
67513633,Magnolia yantzazana
67513645,Magnolia juninensis
45615,Magnolia dixonii
37455,Magnolia yoroconte
67513553,Magnolia macrocarpa
67513566,Magnolia mayae
67513572,Magnolia oaxacensis
35600,Magnolia iltisiana
67513575,Magnolia ofeliae
67513587,Magnolia pedrazae
67513590,Magnolia perezfarrerae
67513621,Magnolia vallartensis
67513627,Magnolia wendtii
193977,Magnolia mexicana
67513544,Magnolia lacandonica
15113775,Magnolia guerrerensis
67513514,Magnolia decastroi
67513523,Magnolia faustinomirandae
67513538,Magnolia jaliscana
14050337,Magnolia jardinensis
38863,Magnolia yarumalensis
69306476,Magnolia sinostellata
38866,Magnolia espinalii
38873,Magnolia narinensis
67513563,Magnolia manguillo
67513550,Magnolia lozanoi
69321157,Magnolia sanchez-vegae
62591,Magnolia cubensis
68911145,Magnolia bidoupensis
68933824,Magnolia cattienensis
193957,Magnolia lacei
32364,Magnolia aromatica
38870,Magnolia hernandezii
193937,Magnolia domingensis
62592,Magnolia guatemalensis
38864,Magnolia caricifragrans
66772941,Magnolia sumatrana
15115789,Magnolia odoratissima
191874,Magnolia hookeri
31237,Magnolia punduana
15114775,Magnolia mirifolia
15114930,Magnolia obovalifolia
191506,Magnolia chevalieri
31236,Magnolia gustavii
193944,Magnolia fujianensis
15116768,Magnolia sphaerantha
15117105,Magnolia zhengyiana
34967,Magnolia odora
15112870,Magnolia changhungtana
191500,Magnolia cathcartii
191871,Magnolia citrata
191520,Magnolia dandyi
194015,Liriodendron tulipifera
193911,Magnolia borneensis
191491,Magnolia chapensis
15115907,Magnolia patungensis
191502,Magnolia hongheensis
193919,Magnolia crassipes
15114022,Magnolia lanuginosa
191507,Magnolia flaviflora
39011,Magnolia delavayi
15113584,Magnolia fistulosa
15114888,Magnolia nilagirica
194003,Magnolia sieboldii
193981,Magnolia obovata
191498,Magnolia coco
191490,Magnolia clemensiorum
39031,Magnolia boliviana
191508,Magnolia garrettii
15113860,Magnolia iteophylla
191486,Magnolia floribunda
193984,Magnolia pahangensis
15112917,Magnolia figo
15113712,Magnolia guangdongensis
15113742,Magnolia guangxiensis
193940,Magnolia figlarii
194809,Magnolia foveolata
193947,Magnolia gloriensis
191873,Magnolia hodgsonii
191876,Magnolia koordersiana
193954,Magnolia kobus
193945,Magnolia gigantifolia
191493,Magnolia duclouxii
191872,Magnolia elegans
15112893,Magnolia elegantifolia
193980,Magnolia oblonga
191510,Magnolia championii
191515,Magnolia conifera
193918,Magnolia compressa
193896,Magnolia acuminata
193900,Magnolia amazonica
193935,Magnolia dodecapetala
193963,Magnolia longipedunculata
193985,Magnolia pallescens
193992,Magnolia poasana
193997,Magnolia rimachii
194008,Magnolia splendens
31284,Liriodendron chinense
34968,Magnolia baillonii
191509,Magnolia cavaleriei
191511,Magnolia braianensis
191519,Magnolia balansae
193906,Magnolia biondii
193914,Magnolia caveana
194804,Magnolia beccarii
15112781,Magnolia calophylloides
191869,Magnolia champaca
193999,Magnolia salicifolia
15114824,Magnolia montana
15116826,Magnolia sumatrae
193964,Magnolia macklottii
191504,Magnolia martinii
193995,Magnolia pterocarpa
15116687,Magnolia scortechinii
191497,Magnolia macclurei
193952,Magnolia kingii
34962,Magnolia praecalva
193958,Magnolia lanuginosoides
15113909,Magnolia kwangtungensis
193969,Magnolia mariusjacobsia
194020,Magnolia yuyuanensis
191879,Magnolia siamensis
191866,Magnolia betongensis
191518,Magnolia masticata
194014,Magnolia tsiampacca
39005,Magnolia singapurensis
194001,Magnolia sellowiana
191880,Magnolia utilis
193962,Magnolia leveilleana
15116978,Magnolia xiana
191501,Magnolia rufibarbata
194013,Magnolia tripetala
194018,Magnolia virginiana
194019,Magnolia vrieseana
194806,Magnolia pugana
62599,Magnolia sororum
15117052,Magnolia yunnanensis
15117011,Magnolia xinganensis
191878,Magnolia philippinensis
34960,Magnolia nitida
15115847,Magnolia opipara
193936,Magnolia doltsopa
193953,Magnolia kisopa
35601,Magnolia pacifica
193941,Magnolia fraseri
194801,Magnolia angatensis
191492,Magnolia mediocris
191875,Magnolia insignis
32427,Magnolia zenii
39017,Magnolia xanthantha
191494,Magnolia fulva
191505,Magnolia lucida
191514,Magnolia ventii
193956,Magnolia kwangsiensis
193970,Magnolia maudiae
194009,Magnolia sprengeri
32428,Magnolia grandis
34964,Magnolia lotungensis
39014,Magnolia ovoidea
62600,Magnolia fordiana
15113942,Magnolia laevifolia
15112908,Magnolia elliptigemmata
32423,Magnolia amoena
193904,Magnolia ashtonii
193905,Magnolia bintuluensis
193959,Magnolia lasia
32425,Magnolia henryi
194000,Magnolia sarawakensis
194017,Magnolia villosa
191499,Magnolia annamensis
191513,Magnolia albosericea
191867,Magnolia carsonii
193902,Magnolia arcabucoana
193993,Magnolia portoricensis
38858,Magnolia colombiana
15116875,Magnolia vazquezii
39016,Magnolia coriacea
39004,Magnolia liliifera
88981492,Magnolia neomagnifolia
191487,Magnolia nana
191488,Magnolia liliiflora
191489,Magnolia sirindhorniae
191495,Magnolia blaoensis
191496,Magnolia thailandica
191503,Magnolia shiluensis
191512,Magnolia dawsoniana
191517,Magnolia rajaniana
193901,Magnolia angustioblonga
193903,Magnolia argyrothricha
193912,Magnolia campbellii
193917,Magnolia chocoensis
193923,Magnolia decidua
193934,Magnolia denudata
193946,Magnolia globosa
193948,Magnolia grandiflora
193950,Magnolia hamorii
193951,Magnolia irwiniana
193955,Magnolia krusei
193968,Magnolia mannii
193979,Magnolia neillii
193986,Magnolia pealiana
193991,Magnolia pleiocarpa
194002,Magnolia sharpii
194006,Magnolia silvioi
194011,Magnolia striatifolia
194012,Magnolia tamaulipana
194799,Magnolia ernestii
30758,Magnolia schiedeana
31235,Magnolia griffithii
31261,Magnolia kachirachirai
31289,Magnolia sargentiana
32424,Magnolia cylindrica
32426,Magnolia rostrata
34961,Magnolia omeiensis
34965,Magnolia sinica
34966,Magnolia hypolampra
35602,Magnolia panamensis
38855,Magnolia calimaensis
38857,Magnolia cararensis
38861,Magnolia mahechae
38862,Magnolia urraoensis
38868,Magnolia gilbertoi
38871,Magnolia henaoi
38872,Magnolia katiorum
38874,Magnolia polyhypsophylla
38876,Magnolia virolinensis
38877,Magnolia wolfii
62595,Magnolia macrophylla
13704,Monodon monoceros
2785,Bettongia penicillata
253488653,Chlorocebus pygerythrus
5112,Coleura seychellensis
18732,Pteropus livingstonii
2787,Bettongia tropica
21866,Thylacinus cynocephalus
2769,Berylmys mackenziei
2770,Berylmys manipulus
16889,Phascogale pirata
2017,Arborimus albipes
6294,Dasyurus geoffroii
16888,Phascogale calura
11162,Lagorchestes hirsutus
10863,Isoodon auratus
12627,Notamacropus parma
40555,Lasiorhinus latifrons
11171,Lagostrophus fasciatus
555,Aeretes melanopterus
16744,Petrogale burbidgei
40535,Planigale maculata
18102,Potorous longipes
20165,Setonix brachyurus
2784,Bettongia lesueur
6671,Diplothrix legata
19758,Stenonycteris lanosa
14862,Notomys aquilo
19344,Rattus macleari
19351,Rattus nativitatis
18447,Pseudantechinus mimulus
40556,Vombatus ursinus
40636,Pseudantechinus bilarni
16730,Petaurus australis
11163,Lagorchestes leporides
136385,Meles leucurus
40533,Planigale gilesi
40536,Planigale tenuirostris
268512507,Cabassous unicinctus
40534,Planigale ingrami
268982813,Microtus mystacinus
23326,Zyzomys maini
75927841,Conilurus capricornensis
136720,Ovis aries
136383,Capra hircus
136469,Eliomys munbyanus
5587,Crocidura wimmeri
3414,Cabassous tatouay
268512431,Cabassous squamicaudis
16570,Perameles eremiana
5223,Conilurus albipes
14863,Notomys fuscus
14868,Notomys cervinus
136805,Bettongia pusilla
18103,Potorous platyops
136808,Pseudomys calabyi
13132,Melomys rubicola
71510353,Bettongia anhydra
18144,Priodontes maximus
3412,Cabassous centralis
4369,Chaetophractus villosus
15331,Onychogalea lunata
3626,Caloprymnus campestris
12625,Notamacropus greyi
12651,Macrotis leucura
11160,Lagorchestes asomatus
3413,Cabassous chacoensis
4703,Calyptophractus retusus
4704,Chlamyphorus truncatus
21974,Tolypeutes matacus
89604632,Chaetophractus vellerosus
8306,Euphractus sexcinctus
23178,Zaedyus pichiy
40551,Sminthopsis bindi
221730662,Sciurus meridionalis
10591,Hylomyscus baeri
18702,Pteromys volans
219452703,Arvicola italicus
221679815,Stenocranius gregalis
14018,Mustela lutreola
221679655,Stenocranius raddei
221684458,Microtus agrestis
221725561,Alexandromys middendorffii
6204,Cystophora cristata
45955979,Leopoldamys diwangkarai
261173836,Apodemus witherbyi
20486,Spermophilus major
45954439,Sylvisorex silvanorum
7951,Equus hemionus
261173977,Berylmys latouchei
45958849,Rattus nikenii
261173930,Berylmys bowersii
45954374,Myosorex bururiensis
45959213,Neodon linzhiensis
5499,Crateromys australis
261173749,Crocidura kegoensis
45954406,Sylvisorex akaibei
112139816,Rattus detentus
11634,Leporillus conditor
18552,Pseudomys novaehollandiae
18557,Pseudomys shortridgei
45954392,Suncus hututsi
45954401,Surdisorex schlitteri
45954378,Myosorex jejei
45958686,Pseudohydromys sandrae
45955241,Euroscaptor subanura
45958985,Dendromus lachaisei
45959000,Dendromus ruppi
45954382,Myosorex gnoskei
45958683,Pseudohydromys patriciae
46205559,Coendou speratus
199838,Pennatomys nivalis
18725,Pteropus medius
9002,Geocapromys ingrahami
45954370,Cryptotis oreoryctes
11633,Leporillus apicalis
45958541,Notomys robustus
18564,Pseudomys glaucus
14861,Notomys amplus
14864,Notomys longicaudatus
14865,Notomys macrotis
14866,Notomys mordax
75927882,Pseudomys auritus
248107314,Myotis nustrale
19762,Rubrisciurus rubriventer
46675319,Thomasomys andersoni
45958882,Jaculus thaleri
45958852,Ctenomys ibicuiensis
45954361,Cryptotis aroensis
45954204,Crocidura phanluongi
45954289,Crocidura phuquocensis
45954331,Crocidura sokolovi
45959348,Phyllotis alisosiensis
174391079,Erythrocebus patas
45958508,Maxomys tajuddinii
18150,Prionailurus viverrinus
45958680,Pseudohydromys berniceae
39593,Anathana ellioti
41672,Pusa hispida
199899729,Cyclopes didactylus
199900369,Cyclopes catellus
199900356,Cyclopes dorsalis
199900336,Cyclopes ida
199900391,Cyclopes rufus
199900382,Cyclopes thomasi
199900394,Cyclopes xinguensis
14224,Myrmecophaga tridactyla
21349,Tamandua mexicana
21350,Tamandua tetradactyla
45959367,Reithrodontomys musseri
