iucn_sid,sciname,year,old_cat,cat,cat_score,iucn_version
123358286,Aulotrachichthys pulsator,2020,DD,DD,NA,2025-1
123358301,Gephyroberyx japonicus,2020,LC,LC,0,2025-1
123358392,Hoplostethus abramovi,2020,DD,DD,NA,2025-1
123358410,Hoplostethus crassispinus,2020,LC,LC,0,2025-1
123358434,Hoplostethus fedorovi,2020,DD,DD,NA,2025-1
123358461,Hoplostethus grandperrini,2020,DD,DD,NA,2025-1
123358775,Amniataba percoides,2019,LC,LC,0,2025-1
123359108,Hoplostethus mento,2020,LC,LC,0,2025-1
123359232,Hoplostethus pacificus,2023,LC,LC,0,2025-1
123359431,Optivus agastos,2020,LC,LC,0,2025-1
123359446,Optivus agrammus,2020,LC,LC,0,2025-1
123359459,Optivus elongatus,2020,LC,LC,0,2025-1
123359513,Paratrachichthys macleayi,2020,LC,LC,0,2025-1
123359692,Paratrachichthys trailli,2020,LC,LC,0,2025-1
123359782,Parinoberyx horridus,2020,DD,DD,NA,2025-1
123359847,Philypnodon grandiceps,2019,LC,LC,0,2025-1
123359924,Sorosichthys ananassa,2020,LC,LC,0,2025-1
123359936,Philypnodon macrostomus,2019,LC,LC,0,2025-1
123359970,Trachichthys australis,2020,LC,LC,0,2025-1
123360411,Ataxolepis henactis,2020,LC,LC,0,2025-1
123360429,Cetichthys parini,2019,LC,LC,0,2025-1
123360476,Cetomimus craneae,2019,LC,LC,0,2025-1
123360481,Cetomimus picklei,2019,LC,LC,0,2025-1
123360553,Eutaeniophorus festivus,2019,LC,LC,0,2025-1
123360857,Gyrinomimus bruuni,2019,LC,LC,0,2025-1
123360888,Gyrinomimus grahami,2019,LC,LC,0,2025-1
123360939,Notocetichthys trunovi,2019,DD,DD,NA,2025-1
123361038,Parataeniophorus brevis,2020,LC,LC,0,2025-1
123361068,Vitiaziella cubiceps,2020,LC,LC,0,2025-1
123361228,Amblygaster indiana,2018,DD,DD,NA,2025-1
123373847,Lampris immaculatus,2019,LC,LC,0,2025-1
123374956,Lophotus guntheri,2019,LC,LC,0,2025-1
123374976,Lophotus machadoi,2019,DD,DD,NA,2025-1
123375793,Agrostichthys parkeri,2019,LC,LC,0,2025-1
123375825,Desmodema lorum,2020,LC,LC,0,2025-1
123375849,Trachipterus altivelis,2020,LC,LC,0,2025-1
123375979,Trachipterus arawatae,2020,DD,DD,NA,2025-1
123376181,Trachipterus fukuzakii,2020,LC,LC,0,2025-1
123376199,Trachipterus ishikawae,2020,DD,DD,NA,2025-1
123376283,Trachipterus jacksonensis,2019,LC,LC,0,2025-1
123376425,Metavelifer multiradiatus,2020,LC,LC,0,2025-1
123376458,Velifer hypselopterus,2020,LC,LC,0,2025-1
123376569,Brachionichthys australis,2020,LC,LC,0,2025-1
123376622,Brachiopsilus dianthus,2020,EN,EN,0.6,2025-1
123387810,Percalates colonorum,2019,LC,LC,0,2025-1
123423098,Brachiopsilus ziebelli,2020,CR,CR,0.8,2025-1
123423283,Sympterichthys unipennis,2021,DD,DD,NA,2025-1
123423510,Thymichthys politus,2020,CR,CR,0.8,2025-1
123423794,Thymichthys verrucosus,2020,DD,DD,NA,2025-1
123423864,Caulophryne bacescui,2019,DD,DD,NA,2025-1
123424059,Robia legula,2019,DD,DD,NA,2025-1
123424090,Ceratias tentaculatus,2019,LC,LC,0,2025-1
123424581,Caesio xanthalytos,2019,LC,LC,0,2025-1
123424845,Decapterus smithvanizi,2018,LC,LC,0,2025-1
123424889,Pseudocaranx cheilio,2018,LC,LC,0,2025-1
123424951,Seriola aureovittata,2018,LC,LC,0,2025-1
123424986,Seriola dorsalis,2018,LC,LC,0,2025-1
123425392,Emmelichthys marisrubri,2019,DD,DD,NA,2025-1
123426284,Erythrocles acarina,2019,LC,LC,0,2025-1
123426960,Erythrocles schlegelii,2019,LC,LC,0,2025-1
123426979,Plagiogeneion rubiginosum,2019,LC,LC,0,2025-1
123427800,Acentrogobius madraspatensis,2024,LC,LC,0,2025-1
123427908,Acentrogobius signatus,2019,LC,LC,0,2025-1
123427946,Acentrogobius veliensis,2020,EN,EN,0.6,2025-1
123428754,Amblyeleotris aurora,2019,LC,LC,0,2025-1
123430275,Amblyeleotris sungami,2019,LC,LC,0,2025-1
123430310,Amblygobius semicinctus,2019,LC,LC,0,2025-1
123430352,Amblygobius sewardii,2019,DD,DD,NA,2025-1
123431270,Amblyotrypauchen arctocephalus,2019,LC,LC,0,2025-1
123431317,Aulopareia ocellata,2019,LC,LC,0,2025-1
123431369,Bryaninops spongicolus,2019,DD,DD,NA,2025-1
123431387,Callogobius amikami,2020,EN,EN,0.6,2025-1
123431411,Callogobius dori,2019,LC,LC,0,2025-1
123431971,Callogobius flavobrunneus,2019,LC,LC,0,2025-1
123432479,Cryptocentrus caeruleopunctatus,2019,LC,LC,0,2025-1
123432514,Cryptocentrus cryptocentrus,2019,LC,LC,0,2025-1
123433638,Cryptocentrus malindiensis,2019,LC,LC,0,2025-1
123433751,Drombus key,2019,LC,LC,0,2025-1
123433770,Drombus simulus,2019,DD,DD,NA,2025-1
123433930,Gladiogobius rex,2019,LC,LC,0,2025-1
123433971,Glossogobius minutus,2020,VU,VU,0.4,2025-1
123434119,Gobiodon bilineatus,2019,LC,LC,0,2025-1
123434761,Gobiodon fulvus,2020,VU,VU,0.4,2025-1
123434776,Gobiodon irregularis,2019,LC,LC,0,2025-1
123434849,Gobiopsis macrostomus,2019,LC,LC,0,2025-1
123434969,Gobiopsis pinto,2019,LC,LC,0,2025-1
123435117,Drombus bontii,2019,DD,DD,NA,2025-1
123435142,Knipowitschia iljini,2019,DD,DD,NA,2025-1
123435177,Mesogobius nonultimus,2019,DD,DD,NA,2025-1
123435299,Odontamblyopus roseus,2019,DD,DD,NA,2025-1
123435331,Odontamblyopus tenuis,2019,DD,DD,NA,2025-1
123437511,Stonogobiops dracula,2019,LC,LC,0,2025-1
123437732,Taenioides anguillaris,2019,LC,LC,0,2025-1
123438566,Taenioides buchanani,2019,DD,DD,NA,2025-1
123439530,Diagramma centurio,2019,LC,LC,0,2025-1
123439535,Diagramma labiosum,2019,LC,LC,0,2025-1
123439665,Plectorhinchus paulayi,2019,LC,LC,0,2025-1
123439691,Plectorhinchus plagiodesmus,2019,LC,LC,0,2025-1
123439694,Plectorhinchus polytaenia,2019,LC,LC,0,2025-1
123439722,Pomadasys aheneus,2019,LC,LC,0,2025-1
123439745,Pomadasys guoraca,2019,LC,LC,0,2025-1
123439834,Pomadasys multimaculatus,2019,LC,LC,0,2025-1
123439842,Pomadasys punctulatus,2019,LC,LC,0,2025-1
123439853,Pomadasys taeniatus,2019,LC,LC,0,2025-1
123440719,Parascolopsis inermis,2019,LC,LC,0,2025-1
123440780,Parascolopsis townsendi,2019,LC,LC,0,2025-1
123441448,Scolopsis aurata,2019,LC,LC,0,2025-1
123441501,Scolopsis frenata,2019,LC,LC,0,2025-1
123456077,Scolopsis xenochrous,2019,LC,LC,0,2025-1
123479789,Opistognathus ensiferus,2018,DD,DD,NA,2025-1
123479792,Opistognathus simus,2018,DD,DD,NA,2025-1
123479810,Opistognathus crassus,2018,DD,DD,NA,2025-1
123480251,Stalix davidsheni,2018,DD,DD,NA,2025-1
123481305,Acanthoplesiops cappuccino,2018,DD,DD,NA,2025-1
123481338,Plesiops malalaxus,2018,DD,DD,NA,2025-1
123481349,Plesiops multisquamata,2018,DD,DD,NA,2025-1
123481390,Plesiops mystaxus,2018,LC,LC,0,2025-1
123481902,Priacanthus prolixus,2020,LC,LC,0,2025-1
123481988,Anisochromis kenyae,2018,LC,LC,0,2025-1
123482008,Anisochromis mascarenensis,2018,LC,LC,0,2025-1
123482119,Chlidichthys abruptus,2018,LC,LC,0,2025-1
123482149,Chlidichthys auratus,2018,LC,LC,0,2025-1
123482176,Chlidichthys bibulus,2018,LC,LC,0,2025-1
123482213,Chlidichthys cacatuoides,2019,DD,DD,NA,2025-1
123482239,Chlidichthys chagosensis,2018,LC,LC,0,2025-1
123482256,Chlidichthys clibanarius,2018,LC,LC,0,2025-1
123482273,Chlidichthys foudioides,2018,LC,LC,0,2025-1
123482304,Chlidichthys inornatus,2018,LC,LC,0,2025-1
123482315,Chlidichthys johnvoelckeri,2019,LC,LC,0,2025-1
123482318,Chlidichthys pembae,2018,LC,LC,0,2025-1
123482322,Chlidichthys randalli,2018,DD,DD,NA,2025-1
123482346,Chlidichthys rubiceps,2018,LC,LC,0,2025-1
123482355,Chlidichthys smithae,2018,LC,LC,0,2025-1
123482384,Congrogadus subducens,2019,LC,LC,0,2025-1
123482461,Halidesmus coccus,2019,DD,DD,NA,2025-1
123482501,Halidesmus scapularis,2019,LC,LC,0,2025-1
123482511,Halidesmus socotraensis,2018,DD,DD,NA,2025-1
123482517,Halidesmus thomaseni,2019,LC,LC,0,2025-1
123482570,Halimuraena hexagonata,2020,LC,LC,0,2025-1
123482609,Halimuraena lepopareia,2018,LC,LC,0,2025-1
123482627,Halimuraena shakai,2018,LC,LC,0,2025-1
123482676,Halimuraenoides isostigma,2018,DD,DD,NA,2025-1
123483756,Haliophis guttatus,2020,LC,LC,0,2025-1
123484382,Natalichthys leptus,2018,DD,DD,NA,2025-1
123491396,Natalichthys ori,2018,DD,DD,NA,2025-1
123491533,Natalichthys sam,2018,DD,DD,NA,2025-1
123491577,Pseudochromis aureolineatus,2020,DD,DD,NA,2025-1
123491609,Pseudochromis flavivertex,2020,LC,LC,0,2025-1
123491697,Pseudochromis fridmani,2020,LC,LC,0,2025-1
123491720,Pseudochromis kristinae,2020,LC,LC,0,2025-1
123491789,Pseudochromis leucorhynchus,2020,LC,LC,0,2025-1
123491892,Pseudochromis melas,2020,LC,LC,0,2025-1
123491900,Pseudochromis natalensis,2020,LC,LC,0,2025-1
123491918,Pseudochromis olivaceus,2020,LC,LC,0,2025-1
123491937,Pseudochromis punctatus,2020,LC,LC,0,2025-1
123491959,Pseudochromis springeri,2020,LC,LC,0,2025-1
123491963,Pseudochromis tauberae,2020,LC,LC,0,2025-1
123492102,Rusichthys explicitus,2020,DD,DD,NA,2025-1
123495235,Arnoglossus dalgleishi,2021,DD,DD,NA,2025-1
123495297,Bothus swio,2020,DD,DD,NA,2025-1
123495565,Crossorhombus valderostratus,2020,LC,LC,0,2025-1
123495795,Engyprosopon latifrons,2020,DD,DD,NA,2025-1
123495846,Engyprosopon mozambiquensis,2020,LC,LC,0,2025-1
123495849,Engyprosopon natalensis,2020,DD,DD,NA,2025-1
123495890,Laeops nigromaculatus,2021,LC,LC,0,2025-1
123495948,Laeops pectoralis,2021,DD,DD,NA,2025-1
123496007,Laeops sinusarabici,2021,DD,DD,NA,2025-1
123496569,Psettina brevirictis,2021,DD,DD,NA,2025-1
123496683,Tosarhombus smithi,2021,DD,DD,NA,2025-1
123496899,Paracitharus macrolepis,2021,DD,DD,NA,2025-1
123497006,Cynoglossus acaudatus,2020,DD,DD,NA,2025-1
123497053,Cynoglossus acutirostris,2020,LC,LC,0,2025-1
123498424,Cynoglossus attenuatus,2020,LC,LC,0,2025-1
123498476,Cynoglossus cynoglossus,2020,LC,LC,0,2025-1
123498530,Cynoglossus dispar,2020,DD,DD,NA,2025-1
123498533,Cynoglossus durbanensis,2020,DD,DD,NA,2025-1
123498563,Cynoglossus gilchristi,2020,DD,DD,NA,2025-1
123498577,Cynoglossus lida,2020,LC,LC,0,2025-1
123498679,Cynoglossus marleyi,2020,DD,DD,NA,2025-1
123498699,Cynoglossus monopus,2020,LC,LC,0,2025-1
123498776,Cynoglossus semifasciatus,2020,DD,DD,NA,2025-1
123498959,Paraplagusia bilineata,2021,LC,LC,0,2025-1
123499036,Symphurus microrhynchus,2021,DD,DD,NA,2025-1
123499110,Symphurus monostigmus,2020,DD,DD,NA,2025-1
123499447,Pseudorhombus annulatus,2021,DD,DD,NA,2025-1
123499485,Pseudorhombus dupliciocellatus,2021,LC,LC,0,2025-1
123499639,Pseudorhombus micrognathus,2021,DD,DD,NA,2025-1
123499659,Pseudorhombus natalensis,2021,LC,LC,0,2025-1
123499677,Pseudorhombus triocellatus,2021,LC,LC,0,2025-1
123501294,Poecilopsetta colorata,2021,LC,LC,0,2025-1
123502093,Samaris costae,2020,DD,DD,NA,2025-1
123502396,Samaris cristatus,2020,LC,LC,0,2025-1
123502410,Samaris macrolepis,2020,DD,DD,NA,2025-1
123502441,Samariscus longimanus,2020,DD,DD,NA,2025-1
123502456,Samariscus nielseni,2020,DD,DD,NA,2025-1
123502504,Samariscus triocellatus,2020,LC,LC,0,2025-1
123502853,Aseraggodes brevirostris,2019,DD,DD,NA,2025-1
123502871,Aseraggodes diringeri,2019,LC,LC,0,2025-1
123502900,Aseraggodes guttulatus,2020,DD,DD,NA,2025-1
123502973,Aseraggodes heemstrai,2020,LC,LC,0,2025-1
123502982,Aseraggodes jenny,2020,DD,DD,NA,2025-1
123503097,Aseraggodes sinusarabici,2020,DD,DD,NA,2025-1
123503127,Aseraggodes steinitzi,2020,DD,DD,NA,2025-1
123503235,Barnardichthys fulvomarginata,2020,DD,DD,NA,2025-1
123503272,Brachirus macrolepis,2020,DD,DD,NA,2025-1
123503627,Heteromycteris oculus,2020,DD,DD,NA,2025-1
123503647,Liachirus melanospilos,2020,LC,LC,0,2025-1
123503697,Pardachirus morrowi,2020,DD,DD,NA,2025-1
123503731,Solea heinii,2020,DD,DD,NA,2025-1
123503741,Solea ovata,2020,LC,LC,0,2025-1
123503751,Solea turbynei,2020,LC,LC,0,2025-1
123503861,Soleichthys tubiferus,2020,DD,DD,NA,2025-1
123503881,Dagetichthys albomaculatus,2021,LC,LC,0,2025-1
123514105,Zebrias altipinnis,2020,LC,LC,0,2025-1
123516559,Zebrias regani,2020,LC,LC,0,2025-1
123669528,Anthogona britannica,2022,NT,NT,0.2,2025-1
123670775,Halobrecta princeps,2022,CR,CR,0.8,2025-1
123671476,Poecilobothrus majesticus,2022,EX,EX,1,2025-1
124356938,Squalus bassi,2020,LC,LC,0,2025-1
124357052,Squalus mahia,2020,DD,DD,NA,2025-1
124357112,Squalus margaretsmithae,2020,LC,LC,0,2025-1
124357224,Etmopterus alphus,2019,LC,LC,0,2025-1
124357844,Etmopterus compagnoi,2019,LC,LC,0,2025-1
124357891,Etmopterus sculptus,2019,LC,LC,0,2025-1
124396026,Bythaelurus bachi,2019,DD,DD,NA,2025-1
124396124,Bythaelurus naylori,2019,DD,DD,NA,2025-1
124396530,Rhinobatos austini,2019,DD,DD,NA,2025-1
124396693,Raja ocellifera,2020,EN,EN,0.6,2025-1
124398187,Chimaera buccanigella,2020,DD,DD,NA,2025-1
124398222,Chimaera didierae,2020,DD,DD,NA,2025-1
124398312,Chimaera willwatchi,2020,DD,DD,NA,2025-1
124398342,Hydrolagus erithacus,2020,DD,DD,NA,2025-1
124488765,Squalus acutipinnis,2020,NT,NT,0.2,2025-1
124553086,Squalus megalops,2020,LC,LC,0,2025-1
124554059,Chiloscyllium plagiosum,2021,NT,NT,0.2,2025-1
124569516,Raja miraletus,2020,LC,LC,0,2025-1
124696811,Etmopterus unicolor,2018,DD,DD,NA,2025-1
124913616,Aphrosylus argyreatus,2021,LC,LC,0,2025-1
124913656,Aphrosylus calcarator,2021,LC,LC,0,2025-1
124913903,Chrysotus elongatus,2021,LC,LC,0,2025-1
124914683,Hyadina agostinhoi,2021,NT,NT,0.2,2025-1
124914906,Philygria cedercreutzi,2021,DD,DD,NA,2025-1
124915872,Azorastia minutissima,2021,DD,DD,NA,2025-1
124922437,Rachispoda atrolimosa,2021,NT,NT,0.2,2025-1
124924197,Ensina azorica,2021,LC,LC,0,2025-1
125852567,Oncorhynchus masou,2024,LC,LC,0,2025-1
125961121,Gambusia manni,2021,LC,LC,0,2025-1
125962361,Gambusia xanthosoma,2021,EN,EN,0.6,2025-1
125979553,Limia caymanensis,2021,NT,NT,0.2,2025-1
125981340,Limia rivasi,2021,CR,CR,0.8,2025-1
125982386,Limia vittata,2021,LC,LC,0,2025-1
125989461,Poecilia vandepolli,2021,LC,LC,0,2025-1
126555714,Lepidodactylus pantai,2021,DD,DD,NA,2025-1
126618147,Randia manglaris,2019,CR,CR,0.8,2025-1
126707333,Lentipes mekonggaensis,2019,DD,DD,NA,2025-1
126710128,Mobula hypostoma,2022,EN,EN,0.6,2025-1
127826787,Mesoplodon hotaula,2020,DD,DD,NA,2025-1
127827012,Mesoplodon ginkgodens,2020,DD,DD,NA,2025-1
127902230,Sitana ponticeriana,2021,LC,LC,0,2025-1
127932540,Zenarchopterus rasori,2020,LC,LC,0,2025-1
127932780,Zenarchopterus clarus,2020,LC,LC,0,2025-1
127933043,Zenarchopterus xiphophorus,2020,DD,DD,NA,2025-1
127942982,Trimeresurus mutabilis,2021,EN,EN,0.6,2025-1
128706414,Periophthalmodon septemradiatus,2019,LC,LC,0,2025-1
128706509,Periophthalmus weberi,2021,LC,LC,0,2025-1
128709742,Zenarchopterus dunckeri,2020,LC,LC,0,2025-1
128710323,Neostethus amaricola,2020,DD,DD,NA,2025-1
128710885,Gulaphallus panayensis,2020,DD,DD,NA,2025-1
129052489,Schismatogobius hoesei,2019,LC,LC,0,2025-1
129294756,Anchoviella sanfranciscana,2018,DD,DD,NA,2025-1
129295975,Lutjanus sapphirolineatus,2019,LC,LC,0,2025-1
129296277,Pomadasys argyreus,2019,LC,LC,0,2025-1
129296993,Gymnoscopelus bolini,2019,LC,LC,0,2025-1
129297014,Gymnoscopelus braueri,2019,LC,LC,0,2025-1
129297060,Gymnoscopelus fraseri,2019,LC,LC,0,2025-1
129297075,Gymnoscopelus hintonoides,2019,LC,LC,0,2025-1
129297101,Gymnoscopelus microlampas,2019,LC,LC,0,2025-1
129297138,Gymnoscopelus nicholsi,2019,LC,LC,0,2025-1
129297200,Gymnoscopelus opisthopterus,2019,LC,LC,0,2025-1
129297232,Gymnoscopelus piabilis,2019,LC,LC,0,2025-1
129298547,Hintonia candens,2019,LC,LC,0,2025-1
129299170,Notoscopelus japonicus,2019,LC,LC,0,2025-1
129299545,Bolinichthys longipes,2019,LC,LC,0,2025-1
129299583,Bolinichthys nikolayi,2019,LC,LC,0,2025-1
129299900,Ceratoscopelus townsendi,2019,LC,LC,0,2025-1
129300105,Lampadena notialis,2019,LC,LC,0,2025-1
129300151,Lampadena yaquinae,2019,LC,LC,0,2025-1
129300299,Lampanyctus acanthurus,2019,LC,LC,0,2025-1
129300330,Lampanyctus achirus,2019,LC,LC,0,2025-1
129302496,Lampanyctus bensoni,2019,DD,DD,NA,2025-1
129302685,Aipysurus mosaicus,2021,LC,LC,0,2025-1
129302854,Aipysurus pooleorum,2021,DD,DD,NA,2025-1
129305725,Hydrophis donaldi,2021,DD,DD,NA,2025-1
129388312,Lampanyctus bristori,2019,LC,LC,0,2025-1
129388760,Lampanyctus crypticus,2019,LC,LC,0,2025-1
129389236,Lampanyctus fernae,2019,LC,LC,0,2025-1
129389241,Lampanyctus gemmifer,2019,LC,LC,0,2025-1
129389418,Lampanyctus hawaiiensis,2019,LC,LC,0,2025-1
129389530,Lampanyctus hubbsi,2019,LC,LC,0,2025-1
129389577,Lampanyctus idostigma,2019,LC,LC,0,2025-1
129390126,Lampanyctus indicus,2019,LC,LC,0,2025-1
129390462,Lampanyctus iselinoides,2019,LC,LC,0,2025-1
129390595,Lampanyctus macropterus,2019,LC,LC,0,2025-1
129391378,Lampanyctus niger,2019,LC,LC,0,2025-1
129391467,Lampanyctus omostigma,2019,LC,LC,0,2025-1
129391553,Lampanyctus parvicauda,2019,LC,LC,0,2025-1
129394062,Lampanyctus phyllisae,2019,LC,LC,0,2025-1
129394341,Lampanyctus regalis,2019,LC,LC,0,2025-1
129394449,Lampanyctus ritteri,2019,LC,LC,0,2025-1
129394511,Lampanyctus simulator,2019,LC,LC,0,2025-1
129394603,Lampanyctus steinbecki,2019,LC,LC,0,2025-1
129394677,Lampanyctus turneri,2019,LC,LC,0,2025-1
129495899,Discopyge castelloi,2020,DD,DD,NA,2025-1
129495924,Dipturus argentinensis,2020,DD,DD,NA,2025-1
129511143,Parvilux boschmai,2019,LC,LC,0,2025-1
129511152,Parvilux ingens,2019,LC,LC,0,2025-1
129511170,Stenobrachius leucopsarus,2019,LC,LC,0,2025-1
129511181,Stenobrachius nannochir,2019,LC,LC,0,2025-1
129511220,Triphoturus mexicanus,2019,LC,LC,0,2025-1
129511227,Triphoturus microchir,2019,LC,LC,0,2025-1
129511234,Triphoturus nigrescens,2019,LC,LC,0,2025-1
129511241,Triphoturus oculeum,2019,LC,LC,0,2025-1
129511248,Diaphus agassizii,2019,DD,DD,NA,2025-1
129511252,Diaphus aliciae,2019,LC,LC,0,2025-1
129511256,Diaphus antonbruuni,2019,LC,LC,0,2025-1
129511300,Diaphus arabicus,2019,LC,LC,0,2025-1
129511525,Diaphus basileusi,2019,DD,DD,NA,2025-1
129511528,Diaphus chrysorhynchus,2019,LC,LC,0,2025-1
129511555,Diaphus coeruleus,2019,LC,LC,0,2025-1
129511606,Diaphus confusus,2019,DD,DD,NA,2025-1
129511614,Diaphus dahlgreni,2019,DD,DD,NA,2025-1
129511745,Diaphus danae,2019,LC,LC,0,2025-1
129511856,Diaphus diademophilus,2019,LC,LC,0,2025-1
129511949,Diaphus drachmanni,2019,DD,DD,NA,2025-1
129512036,Diaphus fulgens,2019,LC,LC,0,2025-1
130263584,Diaphus gigas,2019,LC,LC,0,2025-1
130263812,Diaphus impostor,2019,LC,LC,0,2025-1
130275086,Diaphus jenseni,2019,LC,LC,0,2025-1
130275173,Diaphus kapalae,2019,LC,LC,0,2025-1
130275223,Diaphus knappi,2019,LC,LC,0,2025-1
130275248,Diaphus kora,2019,DD,DD,NA,2025-1
130275254,Diaphus kuroshio,2019,LC,LC,0,2025-1
130275315,Diaphus lobatus,2019,LC,LC,0,2025-1
130281858,Diaphus malayanus,2019,LC,LC,0,2025-1
130281888,Diaphus mascarensis,2019,LC,LC,0,2025-1
130282156,Diaphus megalops,2019,LC,LC,0,2025-1
130282200,Diaphus minax,2019,LC,LC,0,2025-1
130282230,Diaphus nielseni,2019,LC,LC,0,2025-1
130282441,Diaphus pacificus,2019,LC,LC,0,2025-1
130282725,Diaphus pallidus,2019,DD,DD,NA,2025-1
130282824,Diaphus parini,2019,DD,DD,NA,2025-1
130283033,Diaphus parri,2019,LC,LC,0,2025-1
130283639,Diaphus phillipsi,2019,LC,LC,0,2025-1
130284409,Diaphus regani,2019,LC,LC,0,2025-1
130284614,Diaphus richardsoni,2019,LC,LC,0,2025-1
130284836,Diaphus roei,2019,LC,LC,0,2025-1
130285078,Diaphus sagamiensis,2019,LC,LC,0,2025-1
130285307,Diaphus schmidti,2019,LC,LC,0,2025-1
130285744,Diaphus signatus,2019,LC,LC,0,2025-1
130285977,Diaphus similis,2019,LC,LC,0,2025-1
130286039,Diaphus suborbitalis,2019,LC,LC,0,2025-1
130286297,Diaphus theta,2019,LC,LC,0,2025-1
130286757,Diaphus thiollierei,2019,LC,LC,0,2025-1
130286778,Diaphus trachops,2019,LC,LC,0,2025-1
130286787,Diaphus watasei,2019,LC,LC,0,2025-1
130286796,Diaphus whitleyi,2019,LC,LC,0,2025-1
130286816,Diaphus wisneri,2019,LC,LC,0,2025-1
130286847,Idiolychnus urolampus,2019,LC,LC,0,2025-1
130286862,Benthosema fibulatum,2019,LC,LC,0,2025-1
130338284,Benthosema panamense,2019,LC,LC,0,2025-1
130344486,Centrobranchus andreae,2019,LC,LC,0,2025-1
130344504,Centrobranchus choerocephalus,2019,LC,LC,0,2025-1
130344655,Dasyscopelus brachygnathos,2019,LC,LC,0,2025-1
130345331,Dasyscopelus orientalis,2019,LC,LC,0,2025-1
130345678,Diogenichthys laternatus,2019,LC,LC,0,2025-1
130346023,Diogenichthys panurgus,2019,LC,LC,0,2025-1
130346041,Electrona antarctica,2019,LC,LC,0,2025-1
130346273,Electrona carlsbergi,2019,LC,LC,0,2025-1
130346280,Electrona paucirastra,2019,LC,LC,0,2025-1
130346283,Electrona subaspera,2019,LC,LC,0,2025-1
130346410,Gonichthys barnesi,2019,LC,LC,0,2025-1
130346424,Gonichthys tenuiculus,2019,LC,LC,0,2025-1
130346459,Gonichthys venetus,2019,LC,LC,0,2025-1
130350139,Hygophum atratum,2019,LC,LC,0,2025-1
130350168,Hygophum bruuni,2019,LC,LC,0,2025-1
130350177,Hygophum hanseni,2019,LC,LC,0,2025-1
130350214,Loweina terminata,2019,LC,LC,0,2025-1
130350264,Metelectrona ahlstromi,2019,LC,LC,0,2025-1
130350272,Metelectrona herwigi,2019,LC,LC,0,2025-1
130350289,Metelectrona ventralis,2019,LC,LC,0,2025-1
130350312,Myctophum aurolaternatum,2019,LC,LC,0,2025-1
130350372,Myctophum fissunovi,2019,LC,LC,0,2025-1
130350451,Myctophum lunatum,2019,LC,LC,0,2025-1
130350484,Myctophum ovcharovi,2019,LC,LC,0,2025-1
130350490,Protomyctophum andriashevi,2019,LC,LC,0,2025-1
130350493,Protomyctophum beckeri,2019,LC,LC,0,2025-1
130350496,Protomyctophum bolini,2019,LC,LC,0,2025-1
130350503,Protomyctophum chilense,2019,DD,DD,NA,2025-1
130350508,Protomyctophum choriodon,2019,LC,LC,0,2025-1
130350511,Protomyctophum crockeri,2019,LC,LC,0,2025-1
130350523,Protomyctophum gemmatum,2019,LC,LC,0,2025-1
130350534,Protomyctophum kolaevi,2019,DD,DD,NA,2025-1
130350547,Protomyctophum mcginnisi,2019,DD,DD,NA,2025-1
130350552,Protomyctophum normani,2019,LC,LC,0,2025-1
130350565,Protomyctophum parallelum,2019,LC,LC,0,2025-1
130350771,Protomyctophum subparallelum,2019,LC,LC,0,2025-1
130350825,Protomyctophum tenisoni,2019,LC,LC,0,2025-1
130351028,Protomyctophum thompsoni,2019,LC,LC,0,2025-1
130352266,Symbolophorus californiensis,2019,LC,LC,0,2025-1
130352497,Symbolophorus evermanni,2019,LC,LC,0,2025-1
130352723,Symbolophorus reversus,2019,LC,LC,0,2025-1
130353171,Tarletonbeania crenularis,2019,LC,LC,0,2025-1
130353324,Tarletonbeania taylori,2019,LC,LC,0,2025-1
130353354,Tarletonbeania tenua,2019,DD,DD,NA,2025-1
130353406,Scopelengys clarkei,2019,LC,LC,0,2025-1
130391495,Rhynchorhina mauritaniensis,2019,CR,CR,0.8,2025-1
130393378,Squatina guggenheim,2019,EN,EN,0.6,2025-1
130394197,Scyliorhinus haeckelii,2020,DD,DD,NA,2025-1
130420951,Chimaera ogilbyi,2020,NT,NT,0.2,2025-1
132341128,Hydrobates castro,2021,LC,LC,0,2025-1
132434704,Hydrobates jabejabe,2018,LC,LC,0,2025-1
132438298,Hydrobates leucorhous,2021,NT,NT,0.2,2025-1
132441735,Hydrobates cheimomnestes,2018,VU,VU,0.4,2025-1
132450926,Hydrobates socorroensis,2018,EN,EN,0.6,2025-1
132467692,Puffinus newelli,2019,CR,CR,0.8,2025-1
132468585,Puffinus myrtae,2018,CR,CR,0.8,2025-1
132475824,Aipysurus laevis,2021,LC,LC,0,2025-1
132569524,Astyanax bacalarensis,2019,LC,LC,0,2025-1
134502186,Scaevola plumieri,2018,LC,LC,0,2025-1
134554100,Stolephorus continentalis,2018,DD,DD,NA,2025-1
134554171,Stolephorus oceanicus,2018,DD,DD,NA,2025-1
134817215,Delphinus delphis,2023,LC,LC,0,2025-1
135381188,Epinephelus bruneus,2018,VU,VU,0.4,2025-1
135385511,Steindachneria argentea,2019,LC,LC,0,2025-1
135386429,Cataetyx messieri,2019,LC,LC,0,2025-1
135388190,Paraphyonus iselini,2019,DD,DD,NA,2025-1
135388252,Meteoria longidorsalis,2019,DD,DD,NA,2025-1
135388528,Nybelinella brevianalis,2019,DD,DD,NA,2025-1
135388689,Parasciadonus brevibrachium,2019,DD,DD,NA,2025-1
