iucn_sid,year,rgn_cat_ts,rgn_cat_ts_score,iucn_rgn,iucn_version
224,2011,CR,0.8,europe,2025-1
224,2011,CR,0.8,europe,2025-1
224,2022,CR,0.8,europe,2025-1
225,2010,CR,0.8,europe,2025-1
225,2024,CR,0.8,europe,2025-1
229,2010,CR,0.8,europe,2025-1
229,2024,CR,0.8,europe,2025-1
230,2010,CR,0.8,europe,2025-1
230,2024,CR,0.8,europe,2025-1
232,2010,CR,0.8,europe,2025-1
232,2024,CR,0.8,europe,2025-1
235,2010,CR,0.8,europe,2025-1
235,2024,CR,0.8,europe,2025-1
903,2010,LC,0,europe,2025-1
903,2024,CR,0.8,europe,2025-1
904,2010,LC,0,europe,2025-1
904,2024,NT,0.2,europe,2025-1
906,2010,LC,0,europe,2025-1
906,2024,LC,0,europe,2025-1
907,2010,VU,0.4,europe,2025-1
907,2024,LC,0,europe,2025-1
908,1996,EN,0.6,gulf_of_mexico,2025-1
908,2021,NT,0.2,gulf_of_mexico,2025-1
2474,2007,LC,0,europe,2025-1
2474,2023,LC,0,europe,2025-1
2475,2007,EN,0.6,europe,2025-1
2475,2023,LC,0,europe,2025-1
2477,2007,EN,0.6,europe,2025-1
2477,2023,NT,0.2,europe,2025-1
2478,2007,NT,0.2,europe,2025-1
2478,2023,LC,0,europe,2025-1
5360,2011,LC,0,europe,2025-1
5360,2011,LC,0,europe,2025-1
5363,2010,LC,0,europe,2025-1
5363,2024,LC,0,europe,2025-1
5375,2010,LC,0,europe,2025-1
5375,2024,LC,0,europe,2025-1
5380,2008,EX,1,europe,2025-1
5380,2024,EX,1,europe,2025-1
8881,1986,EN,0.6,europe,2025-1
8881,1988,EN,0.6,europe,2025-1
8881,1990,EN,0.6,europe,2025-1
8881,1994,EN,0.6,europe,2025-1
8881,1996,CR,0.8,europe,2025-1
8881,2006,CR,0.8,europe,2025-1
8881,2009,CR,0.8,europe,2025-1
8881,2024,VU,0.4,europe,2025-1
8951,2010,LC,0,europe,2025-1
8951,2010,LC,0,europe,2025-1
9660,2007,LC,0,europe,2025-1
9660,2025,LC,0,europe,2025-1
10269,2010,CR,0.8,europe,2025-1
10269,2024,CR,0.8,europe,2025-1
11030,2008,LC,0,europe,2025-1
11030,2010,LC,0,europe,2025-1
11141,2007,LC,0,europe,2025-1
11141,2023,LC,0,europe,2025-1
11142,2007,LC,0,europe,2025-1
11142,2023,LC,0,europe,2025-1
11205,1994,EN,0.6,europe,2025-1
11205,1996,CR,0.8,europe,2025-1
11205,2012,CR,0.8,europe,2025-1
11205,2017,CR,0.8,europe,2025-1
11206,2011,LC,0,europe,2025-1
11206,2011,LC,0,europe,2025-1
11206,2024,NT,0.2,europe,2025-1
11884,2010,LC,0,europe,2025-1
11884,2010,LC,0,europe,2025-1
11884,2024,LC,0,europe,2025-1
12419,2007,NT,0.2,europe,2025-1
12419,2025,NT,0.2,europe,2025-1
13006,2007,LC,0,europe,2025-1
13006,2023,LC,0,europe,2025-1
13232,2010,LC,0,europe,2025-1
13232,2010,LC,0,europe,2025-1
13232,2024,LC,0,europe,2025-1
13653,2007,CR,0.8,europe,2025-1
13653,2023,VU,0.4,europe,2025-1
13704,2023,VU,0.4,europe,2025-1
13704,2023,VU,0.4,europe,2025-1
14521,2010,LC,0,europe,2025-1
14521,2010,LC,0,europe,2025-1
14521,2024,LC,0,europe,2025-1
14524,2010,LC,0,europe,2025-1
14524,2010,LC,0,europe,2025-1
14524,2024,LC,0,europe,2025-1
14627,2010,LC,0,pan-africa,2025-1
14627,2020,LC,0,pan-africa,2025-1
15631,2011,LC,0,europe,2025-1
15631,2024,LC,0,europe,2025-1
16580,2010,LC,0,europe,2025-1
16580,2010,LC,0,europe,2025-1
16580,2024,LC,0,europe,2025-1
16781,2010,LC,0,europe,2025-1
16781,2010,LC,0,europe,2025-1
16781,2024,LC,0,europe,2025-1
17013,2007,LC,0,europe,2025-1
17013,2025,LC,0,europe,2025-1
17027,2007,VU,0.4,europe,2025-1
17027,2023,LC,0,europe,2025-1
17793,2006,LC,0,europe,2025-1
17793,2009,LC,0,europe,2025-1
17793,2024,LC,0,europe,2025-1
17795,1990,VU,0.4,europe,2025-1
17795,1994,VU,0.4,europe,2025-1
17795,1996,VU,0.4,europe,2025-1
17795,2006,EN,0.6,europe,2025-1
17795,2009,EN,0.6,europe,2025-1
17795,2024,NT,0.2,europe,2025-1
17797,1996,VU,0.4,europe,2025-1
17797,2006,NT,0.2,europe,2025-1
17797,2009,VU,0.4,europe,2025-1
17797,2024,LC,0,europe,2025-1
17800,1990,EN,0.6,europe,2025-1
17800,1994,EN,0.6,europe,2025-1
17800,1996,VU,0.4,europe,2025-1
17800,2006,NT,0.2,europe,2025-1
17800,2009,NT,0.2,europe,2025-1
17800,2024,EN,0.6,europe,2025-1
18877,2010,LC,0,europe,2025-1
18877,2010,LC,0,europe,2025-1
18877,2024,LC,0,europe,2025-1
18878,2010,LC,0,europe,2025-1
18878,2010,LC,0,europe,2025-1
19387,2007,LC,0,pan-africa,2025-1
19387,2016,LC,0,pan-africa,2025-1
19782,2010,LC,0,europe,2025-1
19782,2010,LC,0,europe,2025-1
19782,2024,LC,0,europe,2025-1
19855,2014,VU,0.4,europe,2025-1
19855,2024,VU,0.4,europe,2025-1
19859,2006,LC,0,europe,2025-1
19859,2024,VU,0.4,europe,2025-1
19861,2008,LC,0,europe,2025-1
19861,2011,LC,0,europe,2025-1
19861,2024,LC,0,europe,2025-1
19877,2010,LC,0,europe,2025-1
19877,2010,LC,0,europe,2025-1
20745,2008,EX,1,europe,2025-1
20745,2024,NT,0.2,europe,2025-1
20860,2010,LC,0,europe,2025-1
20860,2010,LC,0,europe,2025-1
20860,2024,LC,0,europe,2025-1
20862,2008,LC,0,europe,2025-1
20862,2011,LC,0,europe,2025-1
20862,2024,LC,0,europe,2025-1
21257,2010,LC,0,europe,2025-1
21257,2010,LC,0,europe,2025-1
21257,2024,LC,0,europe,2025-1
