iucn_sid,habs,max_depth
41730,"9_2, 9_8",< 200 m
41731,"9_2, 9_8",< 200 m
41732,"9_2, 9_9",< 200 m
41733,"9_4, 9_6, 9_9, 9_10, 12_7",< 200 m
41735,"9_1, 9_4, 9_5, 9_6, 9_10",< 200 m
41736,"9_1, 9_2, 9_8, 10_1, 10_2",200 m +
41737,"9_1, 9_4, 9_5, 9_6",< 200 m
41738,"9_1, 9_4, 9_5, 9_6",< 200 m
41739,"9_1, 9_4, 9_5, 9_6",< 200 m
41740,"11_1_1, 11_1_2, 11_5",200 m +
41741,"9_1, 9_4, 9_5, 9_10, 10_1, 11_1_1, 11_1_2, 11_5",200 m +
41743,"9_4, 9_6, 9_10",< 200 m
41745,"10_1, 10_2, 10_3, 11_1_1, 11_1_2, 11_5",deep oceanic
41746,"11_1_1, 11_1_2, 11_5",200 m +
41747,"10_2, 10_3, 11_1_1, 11_1_2, 11_5",deep oceanic
41749,"10_2, 11_1_1, 11_1_2, 11_5",200 m +
41752,"9_3, 9_4, 9_5, 11_1_2",200 m +
41753,"9_2, 9_3, 9_4, 9_5, 9_6, 9_7",< 200 m
41754,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6, 9_8_1, 9_8_3, 9_8_5, 9_8, 9_9, 9_10, 10_1, 12_1, 12_2, 12_3, 12_4, 12_5, 12_7, 13_1",200 m +
41755,"9_1, 10_1, 10_2, 10_3",deep oceanic
41756,9_10,< 200 m
41759,"10_1, 10_2, 10_3",deep oceanic
41760,"10_1, 10_2, 10_3",deep oceanic
41772,"9_1, 12_2",< 200 m
41791,"9_2, 9_4, 9_5, 9_6, 9_8",< 200 m
41792,"9_2, 9_4, 9_5, 9_6, 9_8",< 200 m
41793,11_5,200 m +
41794,"10_1, 10_2, 10_3, 11_1_1, 11_1_2, 11_5",deep oceanic
41795,"9_2, 11_1_1, 11_1_2",200 m +
41797,"9_4, 9_5, 9_6, 9_9, 9_10, 12_4",< 200 m
41798,"9_2, 9_3, 9_4, 9_5, 9_6, 10_1, 10_2, 10_3, 10_4, 11_1_1, 11_1_2, 11_5",deep oceanic
41799,"9_5, 11_1_2",200 m +
41800,"9_5, 11_1_2",200 m +
41801,"9_4, 10_1, 11_1_1, 11_1_2",200 m +
41802,"10_1, 10_2, 11_1_1, 11_1_2, 11_5",200 m +
41804,"11_1_1, 11_1_2",200 m +
41805,"11_1_1, 11_1_2",200 m +
41806,"11_1_1, 11_1_2",200 m +
41807,"11_1_1, 11_1_2",200 m +
41808,"11_1_1, 11_1_2",200 m +
41809,"11_1_1, 11_1_2",200 m +
41810,"9_4, 9_5, 9_6, 9_10",< 200 m
41811,11_1_2,200 m +
41812,"11_1_1, 11_1_2",200 m +
41813,10_1,200 m +
41814,"9_6, 11_1_1, 11_1_2",200 m +
41816,"9_4, 9_5, 9_6, 9_8",< 200 m
41818,"9_4, 9_8",< 200 m
41819,"9_2, 9_8, 9_9, 12_1, 12_6",< 200 m
41820,"9_4, 9_8",< 200 m
41821,"11_1_1, 11_1_2",200 m +
41822,"9_4, 9_5",< 200 m
41823,"9_1, 10_1, 10_2, 11_1_1, 11_1_2, 11_5",200 m +
41824,"9_2, 9_4, 9_7, 9_9",< 200 m
41826,"11_1_1, 11_1_2",200 m +
41827,"9_6, 11_1_1, 11_1_2",200 m +
41828,"9_4, 9_5, 9_6, 9_8",< 200 m
41829,"11_1_1, 11_1_2",200 m +
41830,"10_1, 10_2, 10_3",deep oceanic
41831,"9_4, 9_5, 9_6, 9_8",< 200 m
41832,"9_1, 9_8",< 200 m
41835,"9_4, 9_8, 9_9",< 200 m
41836,"9_2, 9_3, 9_4, 9_5, 9_8, 9_9, 12_7",< 200 m
41837,"9_2, 9_3, 9_4, 9_5, 9_7, 9_8, 9_9, 9_10, 12_1, 12_2, 12_3, 12_6, 15_11",< 200 m
41838,"9_2, 9_4, 9_7, 9_8, 13_1, 15_11",< 200 m
41839,"9_2, 9_8",< 200 m
41840,"11_1_1, 11_1_2",200 m +
41841,"9_2, 9_3, 9_4",< 200 m
41842,"9_2, 9_3, 9_4, 9_5, 9_7, 9_9",< 200 m
41843,"11_1_1, 11_1_2",200 m +
41844,"9_2, 9_4, 9_7, 9_9",< 200 m
41845,11_1_2,200 m +
41846,"9_4, 9_5, 9_6, 9_10",< 200 m
41848,"9_2, 9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
41850,"9_1, 9_4, 9_9, 9_10",< 200 m
41851,"9_1, 9_4, 9_5, 9_6",< 200 m
41852,"9_1, 9_4, 9_5, 9_6, 9_9, 9_10",< 200 m
41853,"9_2, 9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
41855,"10_1, 10_2, 10_3, 11_1_1, 11_1_2",deep oceanic
41856,"10_1, 10_2",200 m +
41857,"11_1_1, 11_1_2, 11_5",200 m +
41858,"10_1, 10_2, 10_3",deep oceanic
41860,11_1_1,200 m +
41861,"11_1_1, 11_1_2",200 m +
41862,"9_2, 9_4, 9_5, 9_6, 9_9",< 200 m
41863,"11_1_1, 11_1_2",200 m +
41864,"9_2, 9_7, 9_8",< 200 m
41866,"9_4, 9_9, 9_10",< 200 m
41870,9_8,< 200 m
41871,"9_1, 10_1, 10_2, 10_3, 11_1_1, 11_1_2, 11_5",deep oceanic
41872,"9_2, 9_4, 9_5, 9_6, 9_8, 9_9",< 200 m
41873,"9_4, 9_8",< 200 m
41874,"9_2, 9_4, 9_5, 9_6, 9_9, 9_10",< 200 m
41875,"9_2, 9_4, 9_8, 9_9",< 200 m
41876,"9_1, 9_2, 9_4, 9_5, 9_6, 9_8_3, 9_8, 10_1, 10_2, 11_1_1, 11_1_2, 11_1, 11_5",200 m +
41878,"9_2, 9_4, 9_5, 9_6, 9_8, 9_9, 10_1",200 m +
41880,"9_2, 9_7, 12_1",< 200 m
42196,13_1,unknown
42248,12_2,< 20 m
42393,12_5,< 20 m
42394,"9_10, 12_5",< 200 m
42653,12_2,< 20 m
42654,12_2,< 20 m
42675,12_5,< 20 m
42700,"11_1_1, 11_1_2, 11_1",200 m +
42701,"11_1_1, 11_1_2",200 m +
42703,"11_1_1, 11_1_2",200 m +
42704,"11_1_1, 11_1_2",200 m +
42706,"9_5, 11_1_1, 11_1_2",200 m +
42707,"9_5, 11_1_1, 11_1_2",200 m +
42709,11_1,200 m +
42710,11_1,200 m +
42711,"11_1_1, 11_1_2",200 m +
42712,"9_6, 9_10",< 200 m
42713,9_4,< 200 m
42716,"9_1, 9_4, 9_5, 11_1_1, 11_1_2",200 m +
42717,"9_2, 9_4",< 200 m
42718,11_1,200 m +
42720,"11_1_1, 11_1_2",200 m +
42721,"9_4, 9_5",< 200 m
42722,"11_1_1, 11_1_2",200 m +
42723,"9_5, 11_1_1, 11_1_2",200 m +
42725,"9_5, 11_1_1, 11_1_2",200 m +
42726,"11_1_1, 11_1_2",200 m +
42727,"9_5, 11_1_1, 11_1_2",200 m +
42728,11_1_2,200 m +
42729,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
42730,"9_4, 9_5",< 200 m
42838,"11_1_1, 11_1_2",200 m +
43906,13_1,unknown
43909,13_1,unknown
43910,13_1,unknown
43921,13_1,unknown
43972,"9_2, 9_3, 9_4, 9_5, 10_1, 10_2, 11_1_1, 11_1_2",200 m +
43974,"9_2, 9_8",< 200 m
43989,13_1,unknown
43993,"9_5, 9_10",< 200 m
44011,13_1,unknown
44033,13_1,unknown
44034,13_1,unknown
44036,13_1,unknown
44037,13_1,unknown
44039,13_1,unknown
44041,13_1,unknown
44042,13_1,unknown
44077,13_1,unknown
44080,13_1,unknown
44081,13_1,unknown
44117,13_1,unknown
44123,13_1,unknown
44166,"9_10, 12_5",< 200 m
44170,"9_6, 11_1_2",200 m +
44171,"11_1_1, 11_1_2",200 m +
44181,"12_1, 12_2, 12_3, 12_7",< 20 m
44183,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
44185,9_10,< 200 m
44186,9_4,< 200 m
44189,"12_2, 13_1",< 20 m
44191,"12_1, 12_2, 12_3, 12_4, 12_5, 13_1",< 20 m
44205,"10_1, 11_1_2",200 m +
44206,"9_4, 9_5, 9_6, 11_1_1",200 m +
44207,"11_1_1, 11_1_2",200 m +
44209,10_1,200 m +
44210,"11_1_1, 11_1_2, 11_5",200 m +
44211,"11_1_1, 11_1_2",200 m +
44212,"11_1_1, 11_1_2",200 m +
44213,"11_1_1, 11_1_2",200 m +
44214,"11_1_1, 11_1_2",200 m +
44215,10_1,200 m +
44216,"11_1_1, 11_1_2",200 m +
44217,"11_1_1, 11_1_2",200 m +
44218,"11_1_1, 11_1_2, 11_5",200 m +
44219,"11_1_1, 11_1_2",200 m +
44220,"11_1_1, 11_1_2",200 m +
44221,"11_1_1, 11_1_2",200 m +
44222,"11_1_1, 11_1_2",200 m +
44223,"11_1_1, 11_1_2",200 m +
44224,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44225,"11_1_1, 11_1_2",200 m +
44226,10_1,200 m +
44227,"11_1_1, 11_1_2",200 m +
44228,"11_1_1, 11_1_2",200 m +
44229,"11_1_1, 11_1_2",200 m +
44275,12_2,< 20 m
44314,13_1,unknown
44365,13_1,unknown
44478,9_10,< 200 m
44479,9_10,< 200 m
44502,9_10,< 200 m
44514,"10_2, 11_1_2",200 m +
44515,"10_1, 10_2, 11_5",200 m +
44563,"11_1_1, 11_1_2",200 m +
44564,11_1_2,200 m +
44565,"10_1, 10_2, 10_3, 11_1_1, 11_1_2, 11_5",deep oceanic
44566,"11_1_1, 11_1_2, 11_5",200 m +
44567,"11_1_1, 11_1_2",200 m +
44568,"11_1_1, 11_1_2",200 m +
44570,10_1,200 m +
44571,"9_4, 9_5, 9_6",< 200 m
44572,"11_1_1, 11_1_2",200 m +
44573,"11_1_1, 11_1_2",200 m +
44574,"11_1_1, 11_1_2",200 m +
44575,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44576,"11_1_1, 11_1_2",200 m +
44577,"11_1_1, 11_1_2",200 m +
44578,"9_2, 9_4, 9_5, 9_8",< 200 m
44579,"9_2, 9_8",< 200 m
44580,"9_1, 9_4, 9_5, 9_6",< 200 m
44581,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44582,"9_3, 9_4, 9_5, 9_6",< 200 m
44583,"9_3, 9_4, 9_5, 9_6",< 200 m
44584,"9_4, 9_5, 9_6",< 200 m
44585,"9_2, 9_3, 9_4, 9_7",< 200 m
44586,"9_8, 11_1_1, 11_1_2",200 m +
44587,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44590,"11_1_1, 11_1_2",200 m +
44591,"9_1, 9_4, 9_5, 9_6, 9_10",< 200 m
44592,"9_4, 9_5, 9_6, 9_10",< 200 m
44595,"9_1, 9_9, 9_10, 10_1",200 m +
44596,"9_3, 9_4, 9_5, 9_6",< 200 m
44597,"9_3, 9_4, 9_5, 9_6, 9_10, 11_1_1, 11_1_2",200 m +
44598,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
44599,"11_1_1, 11_1_2",200 m +
44600,11_1_2,200 m +
44601,"11_1_1, 11_1_2",200 m +
44602,"11_1_1, 11_1_2",200 m +
44603,10_2,200 m +
44604,"11_1_1, 11_1_2",200 m +
44606,"9_2, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44607,"9_5, 11_1_1, 11_1_2",200 m +
44608,"11_1_1, 11_1_2",200 m +
44609,"9_2, 9_4, 9_5, 11_1_1, 11_1_2",200 m +
44610,"11_1_1, 11_1_2",200 m +
44611,"11_1_1, 11_1_2",200 m +
44612,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44613,"9_2, 9_4, 9_5, 9_6, 9_7",< 200 m
44614,"9_2, 9_3, 9_4, 9_5, 11_1_1, 11_1_2",200 m +
44615,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44617,"9_4, 9_5, 9_6, 9_8",< 200 m
44618,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44619,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44620,"11_1_1, 11_1_2",200 m +
44621,"9_4, 9_10, 11_1_2, 12_4",200 m +
44639,"11_1_1, 11_1_2",200 m +
44641,"9_3, 9_4, 9_5, 9_6",< 200 m
44642,"9_3, 9_4, 9_5, 9_6",< 200 m
44643,"9_3, 9_4, 9_5, 9_6",< 200 m
44644,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44645,"11_1_1, 11_1_2",200 m +
44647,"9_4, 9_5, 9_6, 9_10, 12_7",< 200 m
44649,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44650,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
44651,"11_1_1, 11_1_2",200 m +
44652,"11_1_1, 11_1_2",200 m +
44653,"9_5, 9_6, 11_1_1, 11_1_2",200 m +
44654,"11_1_1, 11_1_2",200 m +
44655,"11_1_1, 11_1_2",200 m +
44656,"11_1_1, 11_1_2",200 m +
44657,"10_2, 10_3, 11_1_1, 11_1_2",deep oceanic
44666,"9_4, 9_5, 9_6",< 200 m
44668,"9_1, 9_8, 9_9",< 200 m
44669,"9_1, 9_8, 9_9",< 200 m
44670,"9_1, 9_8, 9_9",< 200 m
44671,"9_1, 9_7, 9_8, 9_9",< 200 m
44672,"9_2, 9_8",< 200 m
44673,"9_8, 9_9, 9_10",< 200 m
44674,"9_1, 9_3, 9_4, 9_5, 9_6, 9_8, 9_9, 9_10, 10_1, 12_4, 12_7",200 m +
44675,"9_2, 9_8",< 200 m
44676,"9_2, 9_8",< 200 m
44677,"9_2, 9_8",< 200 m
44678,"9_2, 12_1, 15_11",< 200 m
44679,9_8,< 200 m
44681,"9_2, 9_3, 9_4, 9_5, 9_6, 9_8, 9_9",< 200 m
44682,"9_2, 9_8",< 200 m
44683,"9_2, 9_4, 9_5, 9_6, 9_8, 9_9",< 200 m
44684,9_8,< 200 m
44685,"9_1, 9_8",< 200 m
44686,"9_2, 9_3, 9_4",< 200 m
44779,13_1,unknown
44993,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
44996,"9_4, 9_5, 9_6, 11_1_2",200 m +
45116,9_8,< 200 m
45925,"9_4, 9_8, 9_9, 9_10",< 200 m
46517,13_1,unknown
46583,12_5,< 20 m
46585,12_7,< 20 m
46864,"10_1, 10_2, 10_3, 11_1_1, 11_1_2, 11_5",deep oceanic
46865,"11_1_1, 11_1_2, 11_5",200 m +
54734,12_5,< 20 m
54820,12_2,< 20 m
58023,9_10,< 200 m
58360,12_5,< 20 m
58542,12_5,< 20 m
58705,9_10,< 200 m
60080,"9_4, 11_1_2",200 m +
60081,"9_4, 9_6",< 200 m
60082,"9_4, 9_9, 9_10",< 200 m
60083,"9_2, 9_4, 9_9",< 200 m
60084,"9_2, 9_4, 9_9",< 200 m
60085,"9_2, 9_4, 9_10",< 200 m
60087,"9_2, 9_4, 9_5, 9_6, 11_1_2",200 m +
60088,"9_4, 9_5, 11_1_2",200 m +
60089,"9_2, 9_4, 9_7",< 200 m
60090,"9_4, 9_5, 9_10, 11_1_2",200 m +
60091,11_1_2,200 m +
60092,"9_4, 9_5, 11_1_2",200 m +
60093,"9_4, 9_5, 11_1_2",200 m +
60094,"9_2, 9_4, 9_9",< 200 m
60095,"9_4, 9_5, 9_6",< 200 m
60096,"11_1_1, 11_1_2",200 m +
60097,"9_4, 9_9, 9_10",< 200 m
60098,"9_4, 9_5",< 200 m
60099,11_1_2,200 m +
60100,"9_4, 9_5",< 200 m
60101,11_1_2,200 m +
60102,"9_4, 9_9, 9_10, 11_1_2",200 m +
60103,"9_4, 11_1_1, 11_1_2",200 m +
60104,"9_4, 9_5, 11_1_2",200 m +
60105,"9_4, 9_5, 11_1_2",200 m +
60106,"9_4, 9_5",< 200 m
60107,"9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
60108,"9_1, 10_1",200 m +
60109,"9_4, 9_8, 9_9, 9_10",< 200 m
60110,"9_3, 9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
60111,"9_4, 11_1_2",200 m +
60112,"9_4, 9_5, 9_6, 9_7, 9_10, 12_5",< 200 m
60113,"9_4, 9_5, 9_6, 9_9, 9_10",< 200 m
60116,"9_3, 9_4, 9_5, 9_10",< 200 m
60117,"9_1, 9_4, 9_6, 9_8, 9_9, 9_10",< 200 m
60118,"11_1_1, 11_1_2",200 m +
60120,"9_1, 9_4, 9_10",< 200 m
60121,"9_1, 9_4, 9_9, 9_10, 10_1",200 m +
60123,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6, 9_9, 10_1",200 m +
60124,"9_5, 11_1_2",200 m +
60125,"9_4, 9_5, 9_6, 9_10",< 200 m
60126,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6, 9_9, 10_1",200 m +
60127,"9_1, 9_4, 9_5, 9_6, 9_8_4, 9_8, 9_10, 10_1",200 m +
60128,"9_1, 9_9, 9_10, 10_1",200 m +
60129,"9_1, 9_4, 9_5, 9_8, 9_9, 9_10, 10_1",200 m +
60130,"9_1, 9_4, 9_5, 9_6",< 200 m
60131,9_6,< 200 m
60132,"9_8, 11_1_1, 11_1_2",200 m +
60134,"9_3, 9_4, 9_5, 9_6, 9_8, 10_1",200 m +
60135,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
60136,"9_2, 9_3, 9_4, 9_8",< 200 m
60138,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
60139,"11_1_1, 11_1_2, 11_5",200 m +
60140,"10_2, 10_3, 11_1_1, 11_1_2",deep oceanic
60141,"9_5, 9_6, 11_1_1, 11_1_2",200 m +
60142,"11_1_1, 11_1_2",200 m +
60143,"11_1_1, 11_1_2",200 m +
60144,"11_1_1, 11_1_2, 11_5",200 m +
60145,"11_1_1, 11_1_2",200 m +
60146,"11_1_1, 11_1_2",200 m +
60147,"9_4, 9_5, 9_6, 9_10",< 200 m
60148,"9_4, 9_5, 9_10",< 200 m
60150,"9_4, 9_5, 9_6, 9_9",< 200 m
60151,"9_5, 9_6, 9_10",< 200 m
60152,"9_2, 9_5, 9_7, 9_10",< 200 m
60153,"9_4, 9_5, 9_6, 9_10",< 200 m
60154,"9_2, 9_3, 9_4, 9_5, 9_6, 9_10",< 200 m
60155,"9_4, 9_5, 9_6",< 200 m
60156,"9_2, 9_3, 9_4, 9_5, 9_6, 9_8",< 200 m
60157,"9_2, 9_4, 9_5",< 200 m
60158,"9_1, 9_4, 9_5, 9_6, 9_9, 9_10",< 200 m
60159,"9_4, 9_5, 9_6, 9_9, 9_10",< 200 m
60161,"9_4, 9_5, 9_6, 9_8, 9_9, 9_10, 12_7",< 200 m
60162,"9_4, 9_5, 9_6, 9_8, 11_1_2, 12_4, 12_7",200 m +
60163,"9_4, 9_10",< 200 m
60164,"9_4, 9_10",< 200 m
60166,"9_4, 9_5, 9_6, 9_10, 12_4",< 200 m
60167,"9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
60168,"9_4, 9_5, 9_6",< 200 m
60169,"9_4, 9_5, 9_6",< 200 m
60170,"9_4, 9_5, 9_6, 9_10",< 200 m
60171,"9_5, 9_7, 9_10",< 200 m
60172,"9_4, 9_5, 9_6",< 200 m
60175,"9_4, 9_5, 9_6, 9_10",< 200 m
60176,"9_1, 10_1",200 m +
60177,"9_4, 9_7",< 200 m
60178,"9_4, 9_5, 9_6",< 200 m
60179,"9_4, 9_5",< 200 m
60180,"9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
60181,"9_4, 9_5, 9_6",< 200 m
60182,"9_4, 9_5, 9_6, 9_10",< 200 m
60183,"11_1_1, 11_1_2",200 m +
60184,"11_1_1, 11_1_2",200 m +
60185,"11_1_1, 11_1_2, 11_5",200 m +
60186,"11_1_1, 11_1_2",200 m +
60187,"9_5, 9_6, 11_1_1, 11_1_2",200 m +
60188,"11_1_1, 11_1_2",200 m +
60189,"11_1_1, 11_1_2",200 m +
60190,"11_1_1, 11_1_2",200 m +
60191,"9_2, 9_4, 10_1, 11_1_1, 11_1_2",200 m +
60193,"11_1_1, 11_1_2",200 m +
60194,"11_1_1, 11_1_2",200 m +
60196,"11_1_1, 11_1_2, 11_5",200 m +
60197,"11_1_1, 11_1_2, 11_5",200 m +
60198,"9_1, 10_1",200 m +
60199,"9_1, 9_8, 10_1, 10_2, 10_3",deep oceanic
60200,"9_1, 9_8, 10_1",200 m +
60201,"9_1, 9_4, 9_5, 9_6, 9_10",< 200 m
60202,"9_1, 9_4, 9_5, 9_6",< 200 m
60203,"9_3, 9_4, 9_5, 9_6, 9_10",< 200 m
60204,"9_3, 9_4, 9_5, 9_6",< 200 m
60205,"9_1, 9_3, 9_4, 9_5, 9_6",< 200 m
60206,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
60208,"11_1_1, 11_1_2",200 m +
60209,"11_1_1, 11_1_2",200 m +
60210,"10_1, 10_2, 10_3",deep oceanic
60211,"10_1, 10_2",200 m +
60212,"9_1, 10_1, 10_2, 10_3",deep oceanic
60213,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6, 9_7, 9_9, 9_10, 10_1, 10_2, 10_3, 11_1_1, 11_1_2, 11_5",deep oceanic
60214,"10_1, 10_2, 10_3, 11_1_1, 11_1_2",deep oceanic
60215,"10_1, 10_2, 11_1_1, 11_1_2",200 m +
60217,"9_1, 9_8, 10_1",200 m +
60218,"9_1, 9_5, 9_6, 9_10",< 200 m
60219,"9_1, 10_1, 10_2",200 m +
60225,"9_1, 10_1, 10_2, 10_3",deep oceanic
60226,"11_1_1, 11_1_2",200 m +
60227,"9_1, 9_7",< 200 m
60228,"11_1_1, 11_1_2",200 m +
60229,"11_1_1, 11_1_2",200 m +
60230,"11_1_1, 11_1_2",200 m +
60231,10_1,200 m +
60232,"11_1_1, 11_1_2",200 m +
60233,"9_2, 9_3, 9_4, 9_5, 11_1_1, 11_1_2",200 m +
60234,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
60235,"9_2, 9_3, 9_4, 9_8, 11_1_1, 11_1_2",200 m +
60236,"10_1, 10_2, 11_1_1, 11_1_2",200 m +
60237,"11_1_1, 11_1_2",200 m +
60238,10_2,200 m +
60239,"10_1, 10_2, 11_1_1, 11_1_2",200 m +
60240,10_2,200 m +
60241,"11_1_1, 11_1_2",200 m +
60242,"10_2, 10_3, 11_1_1, 11_1_2",deep oceanic
60243,"10_1, 10_2, 11_1_1, 11_1_2",200 m +
60244,"10_2, 11_1_1, 11_1_2",200 m +
60245,"10_1, 10_2",200 m +
60246,"10_1, 10_2, 11_1_1, 11_1_2",200 m +
60247,"9_4, 9_5, 9_6, 11_1_2",200 m +
60302,"12_4, 12_5, 12_7",< 20 m
60324,"9_1, 9_4, 9_8_6, 9_8, 9_10, 12_7",< 200 m
60344,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6, 9_7, 9_9, 9_10, 10_1, 10_2, 12_1, 12_2, 12_3, 12_4, 12_5, 12_6, 12_7, 15_11, 15_13",200 m +
60447,9_10,< 200 m
60708,12_4,< 20 m
61207,"9_10, 12_7",< 200 m
61213,"9_10, 12_7",< 200 m
61250,"9_2, 9_8_3, 9_8, 9_10, 10_1, 12_7",200 m +
61278,"9_1, 9_10",< 200 m
61314,"9_1, 9_7, 9_8, 9_9, 10_1",200 m +
61333,"9_1, 9_10, 10_1, 12_5",200 m +
61334,"9_4, 9_5, 9_6, 9_10",< 200 m
61335,"9_1, 9_8, 10_1",200 m +
61336,"9_2, 9_3, 9_4, 9_5, 9_8, 12_6",< 200 m
61337,"9_2, 9_10, 12_1, 12_6",< 200 m
61338,"9_2, 9_4, 9_5, 9_8, 9_10, 12_4, 12_6, 12_7",< 200 m
61339,9_8,< 200 m
61340,"9_1, 9_7, 9_8, 9_10, 10_1",200 m +
61395,9_10,< 200 m
61398,"9_3, 9_4, 9_5, 9_6",< 200 m
61399,"11_1_1, 11_1_2",200 m +
61400,"11_1_1, 11_1_2",200 m +
61401,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
61402,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
61403,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
61404,"9_4, 9_5, 9_6, 9_8",< 200 m
61405,"9_3, 9_4, 11_1_1, 11_1_2",200 m +
61406,"9_4, 9_5, 9_6",< 200 m
61407,"9_1, 10_1",200 m +
61408,"9_2, 9_3, 9_4, 9_5, 9_6, 9_7, 10_1, 10_2, 11_1_1, 11_1_2",200 m +
61416,"9_2, 9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
61417,"9_5, 9_6, 11_1_1, 11_1_2",200 m +
61418,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
61419,"9_4, 9_5, 9_6",< 200 m
61422,"9_1, 9_8, 9_9, 10_1",200 m +
61460,12_4,< 20 m
61473,12_5,< 20 m
61478,12_1,< 20 m
61489,12_5,< 20 m
61500,"12_1, 13_1",< 20 m
61503,"12_1, 13_1",< 20 m
61504,"12_1, 13_1",< 20 m
61506,12_1,< 20 m
61528,"12_1, 13_1",< 20 m
61538,"9_10, 12_5",< 200 m
61547,"12_1, 13_1",< 20 m
61552,"12_1, 13_1",< 20 m
61572,12_1,< 20 m
61574,12_1,< 20 m
61575,12_1,< 20 m
61577,12_1,< 20 m
61584,12_1,< 20 m
61598,13_1,unknown
61606,13_1,unknown
61614,13_1,unknown
61615,13_1,unknown
61617,13_1,unknown
61618,12_2,< 20 m
61621,13_1,unknown
61623,13_1,unknown
61624,13_1,unknown
61628,13_1,unknown
61645,13_1,unknown
61648,13_1,unknown
61649,13_1,unknown
61653,13_1,unknown
61654,12_2,< 20 m
61667,13_1,unknown
61743,"9_2, 12_1",< 200 m
62217,"9_10, 12_7",< 200 m
62222,10_1,200 m +
62224,"9_1, 9_10",< 200 m
62225,"9_10, 10_1",200 m +
62237,12_5,< 20 m
62239,12_5,< 20 m
62241,12_4,< 20 m
62256,"9_4, 9_5, 9_6, 9_10, 12_2, 12_7",< 200 m
62335,12_2,< 20 m
62466,12_7,< 20 m
62543,12_2,< 20 m
63100,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63101,"9_3, 9_4, 9_5, 9_6",< 200 m
63102,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63103,"11_1_1, 11_1_2, 11_5",200 m +
63104,"11_1_1, 11_1_2",200 m +
63106,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63107,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63108,"10_1, 10_2, 11_1_1, 11_1_2",200 m +
63109,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63110,"9_4, 9_5, 9_6, 11_1_2",200 m +
63111,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63112,"11_1_1, 11_1_2",200 m +
63113,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63114,"9_2, 9_3, 9_4, 9_5, 9_6, 10_2, 10_3, 11_1_1, 11_1_2, 11_1",deep oceanic
63115,"10_3, 11_1_1, 11_1_2",deep oceanic
63116,"9_3, 9_4, 9_5, 9_6, 11_1",200 m +
63117,"9_3, 9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63119,"11_1_1, 11_1_2",200 m +
63120,"9_4, 9_5, 9_6, 11_1_1, 11_1_2",200 m +
63121,"9_4, 9_5, 9_6",< 200 m
