iucn_sid,sciname,main_common_name,published_year,old_cat,criteria,cat,cat_score,iucn_version
197019,Notarius neogranatensis,Caribbean Sculptured Sea Catfish,2020,VU,B1ab(iii),VU,0.4,2020-3
197031,Sciades passany,Passany Sea Catfish,2015,DD,NA,DD,NA,2020-3
197036,Aldrichetta forsteri,Yelloweyed Mullet,2014,LC,NA,LC,0,2020-3
197037,Chelon bispinosus,Cape Verde Mullet,2015,LC,NA,LC,0,2020-3
197043,Neochelon falcipinnis,Sicklefin Mullet,2018,DD,NA,DD,NA,2020-3
197044,Liza grandisquamis,Largescaled Mullet,2015,DD,NA,DD,NA,2020-3
197047,Chelon melinopterus,Otomebora Mullet,2017,LC,NA,LC,0,2020-3
197048,Planiliza persica,Persian Mullet,2015,DD,NA,DD,NA,2020-3
197054,Ellochelon vaigiensis,Squaretail Mullet,2017,LC,NA,LC,0,2020-3
197056,Mugil bananensis,Banana Mullet,2015,LC,NA,LC,0,2020-3
197058,Mugil capurrii,Leaping African Mullet,2015,LC,NA,LC,0,2020-3
197060,Mugil rubrioculus,Redeye Mullet,2015,LC,NA,LC,0,2020-3
197063,Trachystoma petardi,Freshwater Mullet,2019,LC,NA,LC,0,2020-3
197070,Paramugil parmatus,Broad-mouthed Mullet,2020,LC,NA,LC,0,2020-3
197076,Valamugil robustus,Robust Mullet,2017,LC,NA,LC,0,2020-3
197078,Amphiarius phrygiatus,Kukwari Sea Catfish,2015,LC,NA,LC,0,2020-3
197079,Notarius rugispinis,Softhead Sea Catfish,2015,LC,NA,LC,0,2020-3
197086,Rajella fyllae,Round Skate,2020,LC,NA,LC,0,2020-3
197087,Squatina dumeril,Atlantic Angelshark,2019,LC,NA,LC,0,2020-3
197275,Geotria australis,Pouched Lamprey,2019,DD,NA,DD,NA,2020-3
197276,Anguilla dieffenbachii,New Zealand Longfin Eel,2019,EN,A2bd,EN,0.6,2020-3
197277,Galaxias brevipinnis,Climbing Galaxias,2019,LC,NA,LC,0,2020-3
197278,Galaxias fasciatus,Banded Kokopu,2014,LC,NA,LC,0,2020-3
197279,Galaxias maculatus,Common Galaxias,2019,LC,NA,LC,0,2020-3
197304,Rhombosolea retiaria,Black Flounder,2014,DD,NA,DD,NA,2020-3
197319,Gobiomorphus cotidianus,Common Bully,2014,LC,NA,LC,0,2020-3
197320,Gobiomorphus gobioides,Giant Bully,2014,LC,NA,LC,0,2020-3
197321,Gobiomorphus hubbsi,Bluegill Bully,2014,VU,A4bc,VU,0.4,2020-3
197322,Gobiomorphus huttoni,Redfin Bully,2014,NT,NA,NT,0.2,2020-3
197325,Retropinna retropinna,Common Smelt,2014,LC,NA,LC,0,2020-3
197327,Stokellia anisodon,Stokells Smelt,2014,LC,NA,LC,0,2020-3
197330,Cheimarrichthys fosteri,Torrentfish,2014,VU,A2bc,VU,0.4,2020-3
198547,Bathysolea profundicola,Deepwater Sole,2015,LC,NA,LC,0,2020-3
198550,Pomatoschistus pictus,Painted Goby,2014,LC,NA,LC,0,2020-3
198551,Serranus cabrilla,Comber,2015,LC,NA,LC,0,2020-3
198552,Pomatoschistus norvegicus,Norway Goby,2014,LC,NA,LC,0,2020-3
198553,Pegusa lascaris,Sand Sole,2015,LC,NA,LC,0,2020-3
198554,Callionymus reticulatus,Reticulated Dragonet,2014,LC,NA,LC,0,2020-3
198555,Epigonus constanciae,Constance Deepwater Cardinalfish,2015,LC,NA,LC,0,2020-3
198556,Arnoglossus thori,Thor's Scaldfish,2015,DD,NA,DD,NA,2020-3
198557,Capros aper,Boarfish,2015,LC,NA,LC,0,2020-3
198558,Priacanthus arenatus,Atlantic Bigeye,2015,LC,NA,LC,0,2020-3
198559,Physiculus dalwigki,Black Codling,2015,LC,NA,LC,0,2020-3
198560,Scorpaena elongata,Slender Rockfish,2015,LC,NA,LC,0,2020-3
198561,Kyphosus sectatrix,Bermuda Sea Chub,2015,LC,NA,LC,0,2020-3
198562,Merluccius merluccius,European Hake,2016,LC,NA,LC,0,2020-3
198563,Stomias boa,Boa Dragonfish,2015,LC,NA,LC,0,2020-3
198564,Cataetyx alleni,NA,2015,LC,NA,LC,0,2020-3
198565,Sphyraena sphyraena,European Barracuda,2015,LC,NA,LC,0,2020-3
198566,Exocoetus volitans,Tropical Two-wing Flyingfish,2015,LC,NA,LC,0,2020-3
198568,Engraulis encrasicolus,European Anchovy,2015,LC,NA,LC,0,2020-3
198570,Gobius niger,Black Goby,2015,LC,NA,LC,0,2020-3
198571,Centrolophus niger,Rudderfish,2015,LC,NA,LC,0,2020-3
198573,Belone belone,Garpike,2015,LC,NA,LC,0,2020-3
198575,Cheilopogon exsiliens,Bandwing Flyingfish,2015,LC,NA,LC,0,2020-3
198576,Cheilopogon heterurus,Blotchwing Flyingfish,2015,LC,NA,LC,0,2020-3
198577,Hyporhamphus picarti,African Halfbeak,2015,LC,NA,LC,0,2020-3
198578,Beryx decadactylus,Alfonsino,2015,LC,NA,LC,0,2020-3
198579,Hoplostethus mediterraneus,Silver Roughy,2015,LC,NA,LC,0,2020-3
198580,Sardina pilchardus,European Pilchard,2015,LC,NA,LC,0,2020-3
198581,Sardinella aurita,Round Sardinella,2015,LC,NA,LC,0,2020-3
198582,Sardinella maderensis,Madeiran Sardinella,2015,VU,A2d,VU,0.4,2020-3
198583,Sprattus sprattus,European Sprat,2018,LC,NA,LC,0,2020-3
198585,Merlangius merlangus,Whiting,2014,LC,NA,LC,0,2020-3
198589,Gaidropsarus granti,Azores Rockling,2015,DD,NA,DD,NA,2020-3
198590,Gaidropsarus vulgaris,Three-bearded Rockling,2014,LC,NA,LC,0,2020-3
198592,Molva macrophthalma,Spanish Ling,2014,LC,NA,LC,0,2020-3
198594,Coryphaenoides guentheri,Günther's Grenadier,2015,LC,NA,LC,0,2020-3
198595,Coryphaenoides mediterraneus,Mediterranean Grenadier,2015,LC,NA,LC,0,2020-3
198596,Hymenocephalus italicus,Glasshead Grenadier,2015,LC,NA,LC,0,2020-3
198597,Nezumia aequalis,Common Atlantic Grenadier,2015,LC,NA,LC,0,2020-3
198598,Nezumia sclerorhynchus,Roughtip Grenadier,2015,LC,NA,LC,0,2020-3
198599,Trachyrincus scabrus,Roughsnout Grenadier,2015,LC,NA,LC,0,2020-3
198600,Gadella maraldi,Gadella,2015,LC,NA,LC,0,2020-3
198601,Lepidion guentheri,Morid Cod,2014,LC,NA,LC,0,2020-3
198602,Mora moro,Common Mora,2015,LC,NA,LC,0,2020-3
198604,Phycis phycis,Forkbeard,2015,LC,NA,LC,0,2020-3
198605,Apletodon incognitus,Porte-écuelle des Oursins,2014,LC,NA,LC,0,2020-3
198606,Diplecogaster bimaculata,Two-spotted Clingfish,2015,LC,NA,LC,0,2020-3
198608,Trachipterus trachypterus,Mediterranean Dealfish,2015,LC,NA,LC,0,2020-3
198609,Lophius budegassa,Black-bellied Angler,2015,DD,NA,DD,NA,2020-3
198610,Lophius piscatorius,Angler fish,2015,LC,NA,LC,0,2020-3
198611,Benthosema glaciale,Glacier Lantern Fish,2015,LC,NA,LC,0,2020-3
198612,Ceratoscopelus maderensis,Madeira Lantern Fish,2015,LC,NA,LC,0,2020-3
198613,Diaphus metopoclampus,Spothead Lantern Fish,2015,LC,NA,LC,0,2020-3
198614,Diogenichthys atlanticus,Longfin Lanternfish,2015,LC,NA,LC,0,2020-3
198615,Electrona risso,Electric Lantern Fish,2015,LC,NA,LC,0,2020-3
198616,Gonichthys cocco,Cocco's Lanternfish,2015,LC,NA,LC,0,2020-3
198617,Hygophum hygomii,Bermuda Lantern Fish,2015,LC,NA,LC,0,2020-3
198618,Lampanyctus crocodilus,Jewel Lanternfish,2015,LC,NA,LC,0,2020-3
198619,Lampanyctus pusillus,Pygmy Lanternfish,2015,LC,NA,LC,0,2020-3
198620,Lobianchia dofleini,Dofleini's Lantern Fish,2015,LC,NA,LC,0,2020-3
198621,Notoscopelus bolini,Lanternfish,2015,LC,NA,LC,0,2020-3
198622,Bellottia apoda,NA,2019,LC,NA,LC,0,2020-3
198623,Cataetyx laticeps,Picuca,2015,LC,NA,LC,0,2020-3
198624,Carapus acus,Pearl Fish,2015,LC,NA,LC,0,2020-3
198625,Ophidion barbatum,Snake Blenny,2019,LC,NA,LC,0,2020-3
198626,Alepocephalus rostratus,Risso's Smooth-head,2015,LC,NA,LC,0,2020-3
198627,Glossanodon leioglossus,Smalltoothed Argentine,2015,LC,NA,LC,0,2020-3
198628,Microstoma microstoma,Slender Smallmouth,2015,LC,NA,LC,0,2020-3
198630,Gymnammodytes cicerelus,Mediterranean Sand Eel,2015,LC,NA,LC,0,2020-3
198632,Scartella cristata,Molly Miller,2014,LC,NA,LC,0,2020-3
198633,Callanthias ruber,Parrot Seaperch,2015,LC,NA,LC,0,2020-3
198634,Callionymus lyra,Dragonet,2015,LC,NA,LC,0,2020-3
198635,Callionymus maculatus,Spotted Dragonet,2015,LC,NA,LC,0,2020-3
198636,Callionymus pusillus,Sailfin Dragonet,2014,LC,NA,LC,0,2020-3
198637,Callionymus risso,Risso’s Dragonet,2014,LC,NA,LC,0,2020-3
198638,Synchiropus phaeton,Phaeton Dragonet,2015,LC,NA,LC,0,2020-3
198640,Campogramma glaycos,Vadigo,2015,LC,NA,LC,0,2020-3
198641,Caranx rhonchus,False Scad,2015,LC,NA,LC,0,2020-3
198642,Lichia amia,Leerfish,2015,LC,NA,LC,0,2020-3
198643,Seriola dumerili,Greater Amberjack,2015,LC,NA,LC,0,2020-3
198644,Trachinotus ovatus,Pompano,2015,LC,NA,LC,0,2020-3
198645,Trachurus mediterraneus,Mediterranean Horse Mackerel,2015,LC,NA,LC,0,2020-3
198646,Trachurus picturatus,Blue Jack Mackerel,2015,LC,NA,LC,0,2020-3
198647,Trachurus trachurus,Atlantic Horse Mackerel,2015,VU,A2bd,VU,0.4,2020-3
198648,Schedophilus medusophagus,Cornish Blackfish,2019,LC,NA,LC,0,2020-3
198649,Cepola macrophthalma,Red Bandfish,2015,LC,NA,LC,0,2020-3
198650,Remora australis,Whalesucker,2015,LC,NA,LC,0,2020-3
198651,Remora remora,Common Remora,2015,LC,NA,LC,0,2020-3
198652,Epigonus denticulatus,Pencil Cardinal,2015,LC,NA,LC,0,2020-3
198653,Epigonus telescopus,Cardinal Fish,2015,LC,NA,LC,0,2020-3
198654,Crystallogobius linearis,Crystal Goby,2014,LC,NA,LC,0,2020-3
198655,Deltentosteus collonianus,Toothed Goby,2014,LC,NA,LC,0,2020-3
198657,Gobius auratus,Golden Goby,2014,LC,NA,LC,0,2020-3
198659,Gobius couchi,Couch's Goby,2014,LC,NA,LC,0,2020-3
198660,Gobius cruentatus,Red-mouthed Goby,2015,LC,NA,LC,0,2020-3
198662,Gobius paganellus,Rock Goby,2015,LC,NA,LC,0,2020-3
198663,Gobius roulei,Roule's Goby,2014,LC,NA,LC,0,2020-3
198664,Lebetus guilleti,Guillet's Goby,2014,LC,NA,LC,0,2020-3
198665,Lesueurigobius friesii,Frie's Goby,2015,LC,NA,LC,0,2020-3
198667,Pomatoschistus marmoratus,Marbled Goby,2014,LC,NA,LC,0,2020-3
198668,Pomatoschistus minutus,Sand Goby,2014,LC,NA,LC,0,2020-3
198669,Thorogobius ephippiatus,Leopard-spotted Goby,2014,LC,NA,LC,0,2020-3
198670,Lobotes surinamensis,Atlantic Tripletail,2015,LC,NA,LC,0,2020-3
198671,Dicentrarchus punctatus,Spotted Seabass,2015,LC,NA,LC,0,2020-3
198673,Mullus barbatus,Red Mullet,2015,LC,NA,LC,0,2020-3
198674,Mullus surmuletus,Striped Red Mullet,2015,LC,NA,LC,0,2020-3
198675,Cubiceps capensis,Cape Fathead,2015,LC,NA,LC,0,2020-3
198676,Cubiceps gracilis,Longfin Cigarfish,2015,LC,NA,LC,0,2020-3
198706,Argyrosomus regius,Meagre,2020,LC,NA,LC,0,2020-3
198707,Sciaena umbra,Brown Meagre,2020,NT,NA,NT,0.2,2020-3
198708,Umbrina canariensis,Canary Drum,2020,LC,NA,LC,0,2020-3
198709,Umbrina cirrosa,Shi Drum,2020,VU,A2b,VU,0.4,2020-3
198710,Umbrina ronchus,Fusca Drum,2020,DD,NA,DD,NA,2020-3
198711,Anthias anthias,Swallowtail Seaperch,2015,LC,NA,LC,0,2020-3
198712,Serranus hepatus,Brown Comber,2015,LC,NA,LC,0,2020-3
198713,Serranus scriba,Painted Comber,2015,LC,NA,LC,0,2020-3
198714,Sphyraena viridensis,Yellowmouth Barracuda,2015,LC,NA,LC,0,2020-3
198715,Stromateus fiatola,Blue Butterfish,2015,LC,NA,LC,0,2020-3
198716,Tetragonurus cuvieri,Smalleye Squaretail,2015,LC,NA,LC,0,2020-3
198718,Trachinus araneus,Spotted Weever,2015,LC,NA,LC,0,2020-3
198719,Trachinus draco,Greater Weever,2015,LC,NA,LC,0,2020-3
198720,Trachinus radiatus,Starry Weever,2015,LC,NA,LC,0,2020-3
198721,Lepidopus caudatus,Silver Scabbardfish,2015,DD,NA,DD,NA,2020-3
198722,Uranoscopus scaber,Atlantic Stargazer,2015,LC,NA,LC,0,2020-3
198723,Melanostigma atlanticum,Atlantic Soft Pout,2015,LC,NA,LC,0,2020-3
198724,Arnoglossus laterna,Mediterranean Scaldfish,2015,LC,NA,LC,0,2020-3
198725,Bothus podas,Wide-eyed Flounder,2015,LC,NA,LC,0,2020-3
198726,Citharus linguatula,Spotted Flounder,2015,LC,NA,LC,0,2020-3
198727,Symphurus ligulatus,Elongate Tonguesole,2015,LC,NA,LC,0,2020-3
198728,Symphurus nigrescens,Tonguesole,2015,LC,NA,LC,0,2020-3
198734,Microchirus azevia,Bastard Sole,2015,DD,NA,DD,NA,2020-3
198735,Microchirus ocellatus,Foureyed Sole,2015,DD,NA,DD,NA,2020-3
198736,Microchirus variegatus,Thickback Sole,2015,LC,NA,LC,0,2020-3
198737,Monochirus hispidus,Whiskered Sole,2015,LC,NA,LC,0,2020-3
198739,Solea solea,Dover Sole,2015,DD,NA,DD,NA,2020-3
198740,Synapturichthys kleinii,Klein's Sole,2015,DD,NA,DD,NA,2020-3
198741,Taurulus bubalis,Longspined Bullhead,2014,LC,NA,LC,0,2020-3
198742,Peristedion cataphractum,African Armoured Searobin,2015,LC,NA,LC,0,2020-3
198743,Pontinus kuhlii,Offshore Rockfish,2015,DD,NA,DD,NA,2020-3
198744,Scorpaena loppei,Cadenat's Rockfish,2015,LC,NA,LC,0,2020-3
198745,Scorpaena maderensis,Madeira Rockfish,2015,LC,NA,LC,0,2020-3
198746,Scorpaena notata,Red Scorpionfish,2015,LC,NA,LC,0,2020-3
198747,Scorpaena porcus,Black Scorpionfish,2020,LC,NA,LC,0,2020-3
198748,Scorpaena scrofa,Red Scorpionfish,2015,LC,NA,LC,0,2020-3
198750,Chelidonichthys cuculus,Red Gurnard,2015,LC,NA,LC,0,2020-3
198751,Chelidonichthys lastoviza,Streaked Gurnard,2015,LC,NA,LC,0,2020-3
198752,Chelidonichthys lucerna,Tub Gurnard,2015,LC,NA,LC,0,2020-3
198753,Chelidonichthys obscurus,Longfin Gurnard,2015,LC,NA,LC,0,2020-3
198755,Lepidotrigla dieuzeidei,Spiny Gurnard,2015,LC,NA,LC,0,2020-3
198756,Trigla lyra,Piper,2015,LC,NA,LC,0,2020-3
198757,Cyclothone braueri,Brauer's Eye-nosed Fish,2015,LC,NA,LC,0,2020-3
198758,Vinciguerria attenuata,Slender Lightfish,2015,LC,NA,LC,0,2020-3
198759,Vinciguerria poweriae,Power's Deep-water Bristle-mouth Fish,2015,LC,NA,LC,0,2020-3
198760,Maurolicus muelleri,Silvery Lightfish,2019,LC,NA,LC,0,2020-3
198761,Bathophilus nigerrimus,Scaleless Dragonfish,2015,LC,NA,LC,0,2020-3
198762,Borostomias antarcticus,Snaggletooth,2015,LC,NA,LC,0,2020-3
198763,Nerophis maculatus,Spotted Pipefish,2015,DD,NA,DD,NA,2020-3
198764,Nerophis ophidion,Straightnose Pipefish,2015,LC,NA,LC,0,2020-3
198765,Syngnathus acus,Longsnout Pipefish,2015,LC,NA,LC,0,2020-3
198766,Syngnathus phlegon,Pelagic Spiny Pipefish,2014,DD,NA,DD,NA,2020-3
198767,Syngnathus typhle,Broadnosed Pipefish,2014,LC,NA,LC,0,2020-3
198769,Zeus faber,Atlantic John Dory,2015,DD,NA,DD,NA,2020-3
198772,Alectis alexandrina,Alexandria Pompano,2015,LC,NA,LC,0,2020-3
198774,Parablennius pilicornis,Ringneck Blenny,2014,LC,NA,LC,0,2020-3
198775,Coelorinchus caelorhincus,Hollowsnout Grenadier,2015,LC,NA,LC,0,2020-3
198776,Lepadogaster purpurea,Cornish Sucker,2015,LC,NA,LC,0,2020-3
198794,Melampus luteus,NA,2016,LC,NA,LC,0,2020-3
198845,Halopyrgus pupoides,NA,2013,LC,NA,LC,0,2020-3
198892,Potamopyrgus estuarinus,NA,2013,LC,NA,LC,0,2020-3
198893,Potamopyrgus kaitunuparaoa,NA,2013,VU,D2,VU,0.4,2020-3
198920,Neophocaena phocaenoides,Indo-Pacific Finless Porpoise,2017,VU,A2cde+3cde+4cde,VU,0.4,2020-3
198921,Mobula birostris,Giant Manta Ray,2020,EN,A2bcd+3d,EN,0.6,2020-3
198972,Anguilla interioris,Highlands Long-finned Eel,2020,DD,NA,DD,NA,2020-3
198973,Anguilla borneensis,Indonesian Longfinned Eel,2020,VU,A2c+4c,VU,0.4,2020-3
198975,Coloconger cadenati,NA,2015,LC,NA,LC,0,2020-3
198980,Ariosoma anago,Dark-finned Conger-eel,2019,DD,NA,DD,NA,2020-3
198983,Ophichthus leonensis,NA,2015,DD,NA,DD,NA,2020-3
198985,Heteroconger hassi,Spotted Garden-eel,2019,LC,NA,LC,0,2020-3
198986,Xenomystax austrinus,NA,2019,LC,NA,LC,0,2020-3
198987,Heteroconger tricia,NA,2019,DD,NA,DD,NA,2020-3
198995,Promyllantor atlanticus,NA,2015,DD,NA,DD,NA,2020-3
198996,Aprognathodon platyventris,Stripe Eel,2015,LC,NA,LC,0,2020-3
198998,Myrichthys pardalis,Leopard Eel,2015,LC,NA,LC,0,2020-3
199005,Conger macrocephalus,NA,2019,LC,NA,LC,0,2020-3
199006,Ariosoma opistophthalmum,NA,2019,LC,NA,LC,0,2020-3
199007,Bascanichthys paulensis,NA,2015,LC,NA,LC,0,2020-3
199008,Ichthyapus insularis,NA,2015,DD,NA,DD,NA,2020-3
199012,Ariosoma obud,NA,2019,DD,NA,DD,NA,2020-3
199014,Gorgasia sillneri,NA,2019,DD,NA,DD,NA,2020-3
199016,Bathyuroconger parvibranchialis,NA,2019,LC,NA,LC,0,2020-3
199019,Conger esculentus,Grey Conger,2015,LC,NA,LC,0,2020-3
199020,Ariosoma sereti,NA,2019,LC,NA,LC,0,2020-3
199022,Gorgasia inferomaculata,NA,2019,DD,NA,DD,NA,2020-3
199024,Promyllantor purpureus,NA,2019,LC,NA,LC,0,2020-3
199028,Bathymyrus smithi,Maputo Conger,2019,LC,NA,LC,0,2020-3
199029,Myrichthys breviceps,Sharptail Eel,2015,LC,NA,LC,0,2020-3
199030,Uroconger erythraeus,NA,2019,LC,NA,LC,0,2020-3
199031,Ariosoma bauchotae,NA,2019,DD,NA,DD,NA,2020-3
199033,Rhynchoconger trewavasae,NA,2019,LC,NA,LC,0,2020-3
199034,Conger myriaster,Whitespotted Conger,2019,LC,NA,LC,0,2020-3
199035,Congriscus megastomus,NA,2019,LC,NA,LC,0,2020-3
199036,Brachysomophis atlanticus,NA,2015,LC,NA,LC,0,2020-3
199038,Hemerorhinus opici,NA,2015,DD,NA,DD,NA,2020-3
199039,Gnathophis capensis,Southern Conger,2019,LC,NA,LC,0,2020-3
199040,Rhynchoconger gracilior,Whiptail Conger,2015,LC,NA,LC,0,2020-3
199042,Ariosoma multivertebratum,NA,2019,DD,NA,DD,NA,2020-3
199043,Gnathophis macroporis,Largepore Conger,2019,LC,NA,LC,0,2020-3
199046,Promyllantor adenensis,NA,2019,LC,NA,LC,0,2020-3
199050,Gorgasia thamani,NA,2019,LC,NA,LC,0,2020-3
199052,Bathycongrus varidens,Largehead Conger,2019,LC,NA,LC,0,2020-3
199054,Gnathophis leptosomatus,NA,2019,LC,NA,LC,0,2020-3
199055,Japonoconger africanus,NA,2015,LC,NA,LC,0,2020-3
199058,Acromycter nezumi,NA,2019,LC,NA,LC,0,2020-3
199059,Nettenchelys pygmaea,Pygmy Duckbill Eel,2015,LC,NA,LC,0,2020-3
199060,Heteroconger enigmaticus,NA,2019,LC,NA,LC,0,2020-3
199062,Heteroconger tomberua,NA,2019,DD,NA,DD,NA,2020-3
199063,Macrocephenchelys brachialis,NA,2019,LC,NA,LC,0,2020-3
199068,Ilyophis brunneus,Muddy Arrowtooth Eel,2015,LC,NA,LC,0,2020-3
199070,Xyrias guineensis,NA,2015,DD,NA,DD,NA,2020-3
199071,Yirrkala tenuis,Thin Sand-eel,2016,LC,NA,LC,0,2020-3
199073,Ariosoma ophidiophthalmus,NA,2019,DD,NA,DD,NA,2020-3
199074,Diploconger polystigmatus,Head-band Conger,2019,LC,NA,LC,0,2020-3
199075,Heteroconger cobra,Garden Eel,2019,LC,NA,LC,0,2020-3
199078,Heteroconger longissimus,Brown Garden Eel,2015,LC,NA,LC,0,2020-3
199086,Pseudomyrophis frio,Slender Worm Eel,2015,LC,NA,LC,0,2020-3
199087,Congrosoma evermanni,Evermann's Conger,2019,LC,NA,LC,0,2020-3
199088,Haptenchelys texis,NA,2015,LC,NA,LC,0,2020-3
199090,Gorgasia hawaiiensis,Hawaiian Garden Eel,2019,LC,NA,LC,0,2020-3
199091,Heteroconger perissodon,Black Garden Eel,2019,LC,NA,LC,0,2020-3
199094,Ariosoma major,NA,2019,LC,NA,LC,0,2020-3
199095,Ariosoma anagoides,Big-eye Conger,2019,DD,NA,DD,NA,2020-3
199096,Gorgasia naeocepaea,NA,2019,LC,NA,LC,0,2020-3
199097,Ariosoma meeki,NA,2019,LC,NA,LC,0,2020-3
199099,Bathymyrus echinorhynchus,NA,2019,LC,NA,LC,0,2020-3
199106,Myrophis punctatus,Speckled Worm Eel,2015,LC,NA,LC,0,2020-3
199107,Conger oligoporus,NA,2019,LC,NA,LC,0,2020-3
199113,Gorgasia klausewitzi,Klausewitz' Garden Eel,2019,LC,NA,LC,0,2020-3
199114,Echiophis intertinctus,Spotted Spoon-nose Eel,2015,LC,NA,LC,0,2020-3
199115,Callechelys guineensis,Shorttail Snake Eel,2015,LC,NA,LC,0,2020-3
199116,Macrocephenchelys brevirostris,Rubbernose Conger,2019,LC,NA,LC,0,2020-3
199117,Gnathophis asanoi,NA,2019,LC,NA,LC,0,2020-3
199122,Parabathymyrus fijiensis,NA,2019,LC,NA,LC,0,2020-3
199125,Dalophis obtusirostris,NA,2015,DD,NA,DD,NA,2020-3
199126,Ariosoma nigrimanum,NA,2019,DD,NA,DD,NA,2020-3
199130,Heteroconger chapmani,NA,2019,DD,NA,DD,NA,2020-3
199133,Ariosoma marginatum,Large-eye Conger,2019,LC,NA,LC,0,2020-3
199135,Herpetoichthys regius,Ornate Snake Eel,2015,DD,NA,DD,NA,2020-3
199136,Gnathophis habenatus,Little Conger Eel,2019,LC,NA,LC,0,2020-3
199139,Pseudomyrophis atlanticus,Atlantic Worm Eel,2015,LC,NA,LC,0,2020-3
199140,Bathycongrus wallacei,Longnose Conger,2019,LC,NA,LC,0,2020-3
199141,Gnathophis xenica,NA,2019,DD,NA,DD,NA,2020-3
199143,Lumiconger arafura,Black Conger-eel,2019,LC,NA,LC,0,2020-3
199146,Pisodonophis semicinctus,Saddled Snake Eel,2015,LC,NA,LC,0,2020-3
199147,Blachea xenobranchialis,Frillgill Conger,2019,LC,NA,LC,0,2020-3
199148,Gnathophis musteliceps,NA,2019,LC,NA,LC,0,2020-3
199156,Phaenomonas longissima,Short-maned Sand Eel,2015,LC,NA,LC,0,2020-3
199157,Gordiichthys leibyi,String Eel,2015,LC,NA,LC,0,2020-3
199160,Gnathophis castlei,Castle's Conger,2019,LC,NA,LC,0,2020-3
199161,Pseudophichthys splendens,Purplemouthed Conger,2015,LC,NA,LC,0,2020-3
199164,Acromycter longipectoralis,NA,2019,DD,NA,DD,NA,2020-3
199166,Chiloconger philippinensis,NA,2019,LC,NA,LC,0,2020-3
199169,Hoplunnis punctata,NA,2015,LC,NA,LC,0,2020-3
199170,Gnathophis heterolinea,NA,2019,DD,NA,DD,NA,2020-3
199172,Gnathophis umbrellabius,Fringe-nosed Conger-eel,2019,LC,NA,LC,0,2020-3
199174,Kenyaconger heemstrai,NA,2019,DD,NA,DD,NA,2020-3
199175,Gnathophis neocaledoniensis,NA,2019,LC,NA,LC,0,2020-3
199177,Heteroconger obscurus,NA,2019,LC,NA,LC,0,2020-3
199180,Paraconger notialis,Guinean Conger,2015,LC,NA,LC,0,2020-3
199186,Gnathophis nasutus,Bignose Conger,2019,LC,NA,LC,0,2020-3
199187,Stemonidium hypomelas,Black Serrivomerid Eel,2015,LC,NA,LC,0,2020-3
199188,Gnathophis microps,Smalleye Conger,2019,LC,NA,LC,0,2020-3
199189,Dalophis multidentatus,NA,2015,DD,NA,DD,NA,2020-3
199191,Bathycongrus aequoreus,NA,2019,LC,NA,LC,0,2020-3
199198,Heteroconger luteolus,Yellow Garden Eel,2015,LC,NA,LC,0,2020-3
199200,Conger cinereus,Ashen Conger Eel,2019,LC,NA,LC,0,2020-3
199202,Parabathymyrus brachyrhynchus,NA,2019,LC,NA,LC,0,2020-3
199205,Paraconger caudilimbatus,Margintail Conger,2015,LC,NA,LC,0,2020-3
199207,Gorgasia taiwanensis,Sharp-nose Garden eel,2019,LC,NA,LC,0,2020-3
199208,Bathycongrus bullisi,Bullish Conger,2019,LC,NA,LC,0,2020-3
199213,Bathymyrus simus,NA,2019,LC,NA,LC,0,2020-3
199217,Ophichthus cylindroideus,Dusky Snake Eel,2015,LC,NA,LC,0,2020-3
199218,Castleichthys auritus,Eared Conger,2019,DD,NA,DD,NA,2020-3
199220,Ariosoma mauritianum,Blunt-tooth Conger,2019,LC,NA,LC,0,2020-3
199221,Aplatophis chauliodus,Fangtooth Snake Eel,2015,LC,NA,LC,0,2020-3
199223,Rhynchoconger flavus,Yellow Conger,2015,LC,NA,LC,0,2020-3
199224,Japonoconger caribbeus,NA,2019,LC,NA,LC,0,2020-3
199227,Parabathymyrus karrerae,NA,2019,LC,NA,LC,0,2020-3
199230,Bathycongrus nasicus,NA,2019,LC,NA,LC,0,2020-3
199231,Mystriophis crosnieri,NA,2015,LC,NA,LC,0,2020-3
199232,Ophichthus puncticeps,Palespotted Eel,2015,LC,NA,LC,0,2020-3
199234,Bathycongrus guttulatus,Lined Conger,2019,LC,NA,LC,0,2020-3
199235,Bathycongrus trimaculatus,NA,2019,LC,NA,LC,0,2020-3
199239,Parabathymyrus macrophthalmus,NA,2019,LC,NA,LC,0,2020-3
199240,Apterichtus monodi,NA,2015,LC,NA,LC,0,2020-3
199241,Apterichtus gracilis,NA,2015,DD,NA,DD,NA,2020-3
199243,Conger philippinus,NA,2019,DD,NA,DD,NA,2020-3
199244,Bathycongrus odontostomus,Toothy Conger,2019,LC,NA,LC,0,2020-3
199247,Scalanago lateralis,Ladder Eel,2019,LC,NA,LC,0,2020-3
199249,Histiobranchus bathybius,Deep-water Arrowtooth Eel,2015,DD,NA,DD,NA,2020-3
199256,Gordiichthys randalli,Rope Eel,2015,LC,NA,LC,0,2020-3
199259,Gordiichthys ergodes,Irksone Eel,2015,DD,NA,DD,NA,2020-3
199264,Uroconger lepturus,Yellow Pike-conger,2019,LC,NA,LC,0,2020-3
199266,Congrhynchus talabonoides,NA,2019,LC,NA,LC,0,2020-3
199267,Gordiichthys irretitus,Horsehair Eel,2015,LC,NA,LC,0,2020-3
