iucn_sid,range_km2,sciname,dbf_file
87520116,446217.2500038147,Thalassophryne montevidensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
87520235,59685.00001144409,Thalassophryne punctata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
87568608,462569.25000190735,Stipecampus cristatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
87568739,23839.5,Phyllopteryx dewysea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
88342897,641360.5,Stigmatopora argus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
88342975,122924.00001335144,Stigmatopora macropterygia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
88342995,62142.50001525879,Stigmatopora narinosa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
88343011,837345.2500267029,Stigmatopora nigra,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
89808701,35413.25004577637,Oryzias javanicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
89808829,8721.249991178513,Dermogenys collettei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
89808868,9490.500020503998,Datnioides microlepis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
89808895,31680.75000476837,Gobiopterus birtwistlei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
89825414,32147.25001144409,Glossogobius illimis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
90982465,15202.249971866608,Lentipes adelphizonus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
90983755,1236.5000042915344,Sicyopus multisquamatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
90984522,2464.749990940094,Stiphodon zebrinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
90985422,4725.750008106232,Neostethus borneensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
90985462,97.50000023841858,Neostethus geminus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
90985510,32482.999990940094,Neostethus lankesteri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
90985567,113,Neostethus palawanensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
90985656,920.7499990463257,Neostethus villadolidi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
90985687,1006.750002861023,Neostethus zamboangae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
90985760,358.99999618530273,Phallostethus lehi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
90985820,22350.74999833107,Phenacostethus posthon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
90986192,11233.500001192093,Dermogenys sumatrana,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
90994633,92889.75003504753,Zenarchopterus ectuntio,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
91078620,113538.49995017052,Awaous litturatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
91078805,39.5,Awaous personatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
91079854,25181.249984502792,Brachygobius aggregatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
91080608,70012.7500333786,Glossogobius circumspectus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
91080722,98026.74999761581,Gobiopterus brachypterus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
91081017,130.25,Pseudapocryptes borneensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
91081336,45264.750049591064,Schismatogobius bruynisi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
91081361,6711.499999284744,Schismatogobius marmoratus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
91081499,6211.000005483627,Sicyopterus microcephalus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
91081562,2463.250007390976,Sicyopterus parvei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
91083121,31614.500012159348,Stiphodon atropurpureus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
91083230,4953.249990940094,Stiphodon carisa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
91083342,6775.250002861023,Stiphodon maculidorsalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
91083447,3462.5000097751617,Stiphodon multisquamus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
91083559,1110.250007867813,Stiphodon ornatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
91088142,52563.99999785423,Oxyeleotris urophthalmus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
91103716,54862.24999666214,Pangio kuhlii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
91182641,50029.75003576279,Mystus abbreviatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
91209505,5812225.750098705,Squalus acanthias,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
91221467,5223.5000257492065,Pangasius kunyit,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
91348333,2231.9999969005585,Pao leiurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
91350867,168753.25001716614,Coilia coomansi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
91350886,1867046.2500019073,Coilia dussumieri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
91351231,1285314.750007391,Setipinna melanochir,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
91602885,1518424.5000047684,Johnius weberi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/CROAKERS_DRUMS.dbf
91603690,17263.749981880188,Trypauchenichthys sumatrensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
91603714,1978.2499952316284,Trypauchenichthys typus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
95567639,1651007.250021696,Osteomugil engeli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
95568324,28094.50001001358,Monodactylus falciformis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
95568732,122516.5000565052,Acentrogobius audax,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
95569528,50308.24997162819,Atherinomorus duodecimalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
95882787,1238541.2499964237,Haliichthys taeniophorus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SYNGNATHIFORM_FISHES.dbf
95972054,389.75,Synodus isolatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
95972092,7790764.249970198,Upeneus guttatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
95984916,27007.750007629395,Gnatholepis knighti,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
95999331,595883.4999639988,Trimma capostriatum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
96004823,206464.2500114441,Trimma fangi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
96004847,368257.5000040531,Trimma lantana,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
96011200,52738.75001144409,Pteropsaron longipinnis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
96018882,83301.25001144409,Pteropsaron springeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
97358453,9623.999985933304,Batagur baska,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/TURTLES.dbf
97755641,5830657.750000238,Escualosa thoracata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
97755916,494066.0000078678,Herklotsichthys collettei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
97755938,1679861.2500050068,Herklotsichthys lippa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
97756224,460632.00002861023,Herklotsichthys ovalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
97757259,924038.9999945164,Nematalosa vlaminghi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
97758877,150299,Sardinella dayi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
97759908,233229.5000116825,Spratelloides lewisi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
97780614,226186.7499885559,Trypauchenopsis intermedia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
97780757,3943121.4999821186,Vanderhorstia phaeostictus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
97780868,1288289.999984026,Lotilia klausewitzi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
97784720,598088.9999704361,Pseudolarimichthys terengganui,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/CROAKERS_DRUMS.dbf
97784924,77944.2499961853,Sonorolux fluminis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/CROAKERS_DRUMS.dbf
98468449,0,Alosa braschnikowi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98468550,0,Alosa curensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98470072,165439.25005340576,Alosa pontica,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
98470302,0,Alosa saposchnikowii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98470668,2076813.500049591,Amblygaster clupeoides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
98470734,6805705.249937534,Amblygaster sirm,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
98471004,351331.7500076294,Brevoortia pectinata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
98471199,5316663.999998093,Clupea pallasii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98471289,0,Clupeonella engrauliformis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98471433,0,Clupeonella grimmi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98472093,106940.25002241135,Ehirava fluviatilis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
98472163,195471.0000038147,Escualosa elongata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
98472309,157755.25,Herklotsichthys blackburni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
98472387,294025.25002098083,Herklotsichthys castelnaui,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
98472446,2320954.2499780655,Herklotsichthys dispilonotus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
98472646,748949.2500014305,Herklotsichthys gotoi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98472694,296075.749992609,Herklotsichthys koningsbergeri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98472718,162377.7499885559,Herklotsichthys spilurus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
98472908,57009.50001144409,Hyperlophus translucidus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98472935,121971.75,Hyperlophus vittatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
98735314,6342179.49997282,Chirocentrus nudus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
98735411,235821.25000476837,Thryssa whiteheadi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
98798114,57100.499992370605,Encrasicholina gloria,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
98798304,69895.75,Encrasicholina intermedia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
98805658,163853.24997520447,Nematalosa arabica,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98821820,316.75000047683716,Potamalosa richmondia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98822415,426629.25001335144,Ramnogaster arcuata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
98822816,780132.2500276566,Sardinella atricauda,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98829528,1331977.7500448227,Sardinella brachysoma,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
98830797,212165.75000953674,Sardinella hualiensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
98831444,3910.7499961853027,Sardinella marquesensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
98832271,2008788.7499153614,Sardinella melanura,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
98835195,55287.75,Sardinella neglecta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
98835748,292657.7499961853,Sardinella richardsoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98838439,7243117.749964237,Spratelloides delicatulus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98839002,803025.9999923706,Spratelloides robustus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
98839225,169851.7500076294,Sprattus antipodum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98839582,211244.50000190735,Sprattus muelleri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
98840585,315145.0000114441,Sprattus novaehollandiae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
98841657,18132.74998474121,Strangomera bentincki,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
98842673,49265.00000190735,Tenualosa macrura,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
98888849,74274.2499961853,Anchoa compressa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
98890443,456086.99998664856,Anchoa pectoralis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98891120,551851.5000190735,Anchoa tricolor,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98891738,59.750003814697266,Anchovia landivarensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
98892186,431452.24998021126,Anchovia surinamensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98893448,2237.5,Anchoviella miarcha,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
98893713,283708.25,Coilia macrognathos,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
98894402,1001157.7499804497,Coilia mystus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
98895427,1048145.7500107288,Coilia nasus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
98897391,171644.2500076294,Coilia ramcarati,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
98899338,280467,Coilia rebentischii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98899826,323658.75002098083,Coilia reynaldi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98901778,54514,Encrasicholina macrocephala,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
98940490,222957.9999961853,Encrasicholina oligobranchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98943344,11419.750007629395,Encrasicholina purpurea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
98953869,845910.2500133514,Engraulis australis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
98962403,264648.75,Engraulis capensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
98969433,1565654.9999918938,Engraulis japonicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
98987583,176477.00000047684,Papuengraulis micropinna,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
98987864,32739.750003814697,Pseudosetipinna haizhouensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
98988969,531570.9999661446,Pterengraulis atherinoides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
98990237,60483.2500038147,Setipinna paxtoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
98990439,2399078.0000543594,Setipinna taty,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
98991365,2284717.000036955,Setipinna tenuifilis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
99000675,12836,Stolephorus advenus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
99000824,709701.249997139,Stolephorus andhraensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
99001393,53253.25001716614,Stolephorus apiensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
99003622,402378.9999923706,Stolephorus brachycephalus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
99004333,880724.000002861,Stolephorus carpentariae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
99004812,1471505.2499690056,Stolephorus chinensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
99005308,1738943.7500019073,Stolephorus dubiosus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
99006153,43161.24998855591,Stolephorus holodon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
99006883,110,Stolephorus multibranchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
99008092,94354.50000572205,Stolephorus nelsoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
99008295,1828,Stolephorus pacificus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
99079032,2710.7499961853027,Stolephorus teguhi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
99079669,355228.25000047684,Thryssa adelae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
99079806,1279028.2500154972,Thryssa aestuaria,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
99079842,232374.2500038147,Thryssa brevicauda,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
99079982,967513.9999861717,Thryssa chefuensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
99080026,320780.4999809265,Thryssa dayi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
99084894,1573471.750002861,Thryssa encrasicholoides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
99085827,420495.4999923706,Thryssa malabarica,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
99085985,283555.4999952316,Thryssa marasriae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
99086293,470236.74999046326,Thryssa purava,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
99086912,6360965.9999136925,Thryssa setirostris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
99086953,448010.00002479553,Thryssa spinidens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
99087971,988708.2499876022,Ilisha filigera,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
99092368,1423458.0000457764,Ilisha kampeni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
99092426,1387724.000001192,Ilisha lunula,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
99092571,98557.2499923706,Ilisha macrogaster,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART9.dbf
99092637,105460.2500038147,Ilisha pristigastroides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART1.dbf
99092808,527389.4999771118,Ilisha striatula,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART2.dbf
99093073,1152037.0000190735,Opisthopterus valenciennesi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART3.dbf
99167147,261843.49998664856,Etrumeus acuminatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART4.dbf
99167321,20209.000003814697,Etrumeus golanii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
99167411,11419.750007629395,Etrumeus makiawa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
99167439,958593.0000214577,Etrumeus micropus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
99167483,76036.74998092651,Etrumeus wongratanai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART8.dbf
