"rgn_id","fao_id","scientificname","stock_id","stockid","stocklong","commonname","idtemp2"
145,21,"Gadus morhua","Gadus_morhua-21","COD1f-XIV","Atlantic cod NAFO 1f and ICES 14","Atlantic cod",1
145,27,"Gadus morhua","Gadus_morhua-27","COD1f-XIV","Atlantic cod NAFO 1f and ICES 14","Atlantic cod",2
73,18,"Gadus morhua","Gadus_morhua-18",NA,NA,NA,NA
163,21,"Gadus morhua","Gadus_morhua-21",NA,NA,NA,NA
218,21,"Gadus morhua","Gadus_morhua-21",NA,NA,NA,NA
219,21,"Gadus morhua","Gadus_morhua-21",NA,NA,NA,NA
261,21,"Gadus morhua","Gadus_morhua-21",NA,NA,NA,NA
55,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
57,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
59,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
69,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
70,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
73,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
141,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
143,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
144,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
174,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
175,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
176,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
177,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
178,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
179,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
180,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
181,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
182,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
183,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
189,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
222,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
223,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
227,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
228,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
262,27,"Gadus morhua","Gadus_morhua-27",NA,NA,NA,NA
131,31,"Gadus morhua","Gadus_morhua-31",NA,NA,NA,NA
132,31,"Gadus morhua","Gadus_morhua-31",NA,NA,NA,NA
62,34,"Gadus morhua","Gadus_morhua-34",NA,NA,NA,NA
106,34,"Gadus morhua","Gadus_morhua-34",NA,NA,NA,NA
61,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
62,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
68,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
73,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
74,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
75,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
76,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
80,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
179,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
182,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
184,37,"Gadus morhua","Gadus_morhua-37",NA,NA,NA,NA
266,41,"Gadus morhua","Gadus_morhua-41",NA,NA,NA,NA
269,51,"Gadus morhua","Gadus_morhua-51",NA,NA,NA,NA
16,57,"Gadus morhua","Gadus_morhua-57",NA,NA,NA,NA
206,57,"Gadus morhua","Gadus_morhua-57",NA,NA,NA,NA
216,57,"Gadus morhua","Gadus_morhua-57",NA,NA,NA,NA
231,57,"Gadus morhua","Gadus_morhua-57",NA,NA,NA,NA
255,57,"Gadus morhua","Gadus_morhua-57",NA,NA,NA,NA
207,61,"Gadus morhua","Gadus_morhua-61",NA,NA,NA,NA
209,61,"Gadus morhua","Gadus_morhua-61",NA,NA,NA,NA
210,61,"Gadus morhua","Gadus_morhua-61",NA,NA,NA,NA
255,61,"Gadus morhua","Gadus_morhua-61",NA,NA,NA,NA
163,67,"Gadus morhua","Gadus_morhua-67",NA,NA,NA,NA
15,71,"Gadus morhua","Gadus_morhua-71",NA,NA,NA,NA
206,71,"Gadus morhua","Gadus_morhua-71",NA,NA,NA,NA
216,71,"Gadus morhua","Gadus_morhua-71",NA,NA,NA,NA
255,71,"Gadus morhua","Gadus_morhua-71",NA,NA,NA,NA
135,77,"Gadus morhua","Gadus_morhua-77",NA,NA,NA,NA
73,NA,"Gadus morhua","Gadus_morhua-NA",NA,NA,NA,NA
143,NA,"Gadus morhua","Gadus_morhua-NA",NA,NA,NA,NA
145,NA,"Gadus morhua","Gadus_morhua-NA",NA,NA,NA,NA
180,NA,"Gadus morhua","Gadus_morhua-NA",NA,NA,NA,NA
216,NA,"Gadus morhua","Gadus_morhua-NA",NA,NA,NA,NA
218,NA,"Gadus morhua","Gadus_morhua-NA",NA,NA,NA,NA
223,NA,"Gadus morhua","Gadus_morhua-NA",NA,NA,NA,NA
80,37,"Nephrops norvegicus","Nephrops_norvegicus-37","NEPHMEDGSA17-18","Norway lobster Adriatic Sea","Norway lobster",7
82,37,"Nephrops norvegicus","Nephrops_norvegicus-37","NEPHMEDGSA17-18","Norway lobster Adriatic Sea","Norway lobster",8
184,37,"Nephrops norvegicus","Nephrops_norvegicus-37","NEPHMEDGSA17-18","Norway lobster Adriatic Sea","Norway lobster",9
186,37,"Nephrops norvegicus","Nephrops_norvegicus-37","NEPHMEDGSA17-18","Norway lobster Adriatic Sea","Norway lobster",10
187,37,"Nephrops norvegicus","Nephrops_norvegicus-37","NEPHMEDGSA17-18","Norway lobster Adriatic Sea","Norway lobster",11
232,37,"Nephrops norvegicus","Nephrops_norvegicus-37","NEPHMEDGSA17-18","Norway lobster Adriatic Sea","Norway lobster",12
163,21,"Nephrops norvegicus","Nephrops_norvegicus-21",NA,NA,NA,NA
218,21,"Nephrops norvegicus","Nephrops_norvegicus-21",NA,NA,NA,NA
73,27,"Nephrops norvegicus","Nephrops_norvegicus-27",NA,NA,NA,NA
