"rgn_id","fao_id","RAM_area_m2","stockid","stocklong"
12,71,2.48835e+11,"SWORDNPAC","Swordfish North Pacific"
12,71,2.48835e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
12,71,2.48835e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
12,71,2.48835e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
13,61,2.30288e+11,"ALBANPAC","Albacore tuna North Pacific"
13,61,2.30288e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
13,61,2.30288e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
13,61,2.30288e+11,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
13,61,2.30288e+11,"SWORDNPAC","Swordfish North Pacific"
13,61,2.30288e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
13,61,2.30288e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
13,61,2.30288e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
13,71,7.40702e+11,"ALBANPAC","Albacore tuna North Pacific"
13,71,7.40702e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
13,71,7.40702e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
13,71,7.40702e+11,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
13,71,7.40702e+11,"SWORDNPAC","Swordfish North Pacific"
13,71,7.40702e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
13,71,7.40702e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
13,71,7.40702e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
14,61,97581622225,"ALBANPAC","Albacore tuna North Pacific"
14,61,2.59121e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
14,61,2.59121e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
14,61,1.8214e+11,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
14,61,2.5912e+11,"SWORDNPAC","Swordfish North Pacific"
14,61,2.5912e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
14,61,1.44726e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
14,61,2.5912e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
14,71,82243357452,"BMARLINPAC","Blue marlin Pacific Ocean"
14,71,82243357452,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
14,71,1577124071,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
14,71,82243357452,"SWORDNPAC","Swordfish North Pacific"
14,71,82243357452,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
14,71,82243357452,"SKJCWPAC","Skipjack tuna Central Western Pacific"
14,71,82243357452,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
15,61,95561597563,"ALBANPAC","Albacore tuna North Pacific"
15,61,1.01513e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
15,61,1.01513e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
15,61,1.01513e+11,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
15,61,1.01513e+11,"SWORDNPAC","Swordfish North Pacific"
15,61,1.01513e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
15,61,1.01513e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
15,61,1.01513e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
15,71,1.19104e+12,"ALBANPAC","Albacore tuna North Pacific"
15,71,1.72693e+12,"BMARLINPAC","Blue marlin Pacific Ocean"
15,71,1.72693e+12,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
15,71,1.49748e+12,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
15,71,1.72693e+12,"SWORDNPAC","Swordfish North Pacific"
15,71,1.72693e+12,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
15,71,1.72693e+12,"SKJCWPAC","Skipjack tuna Central Western Pacific"
15,71,1.72693e+12,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,57,3.53379e+12,"SBT","Southern bluefin tuna Southern Oceans"
16,57,5.11884e+11,"BIGHTREDSE","Bight redfish Southeast Australia"
16,57,2.05558e+11,"DEEPFLATHEADSE","Deepwater flathead Southeast Australia"
16,57,2.15911e+12,"GEMFISHSE","common gemfish Southeast Australia"
16,57,84775557127,"NZLINGESE","New Zealand ling Eastern half of Southeast Australia"
16,57,4.80676e+11,"NZLINGWSE","New Zealand ling Western half of Southeast Australia"
16,57,90433903921,"OROUGHYSE","Orange roughy Southeast Australia"
16,57,2.27671e+11,"SILVERFISHSE","Silverfish Southeast Australia"
16,57,2.98626e+11,"SWHITSE","School whiting Southeast Australia"
16,57,2.1178e+11,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,57,81089373049,"WAREHOUESE","Blue Warehou Eastern half of Southeast Australia"
16,57,3.44087e+11,"WAREHOUWSE","Blue Warehou Western half of Southeast Australia"
16,57,3.51303e+12,"ALBAIO","Albacore tuna Indian Ocean"
16,57,1.64964e+12,"BIGEYEIO","Bigeye tuna Indian Ocean"
16,57,2.98674e+12,"BLKMARLINIO","Black marlin Indian Ocean"
16,57,2.98674e+12,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
16,57,3.51303e+12,"SKJCIO","Skipjack tuna Indian Ocean"
16,57,2.98674e+12,"STMARLINIO","Striped marlin Indian Ocean"
16,57,2.98674e+12,"SWORDIO","Swordfish Indian Ocean"
16,57,2.98674e+12,"YFINEIO","Yellowfin tuna Indian Ocean"
16,57,2.00407e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
16,57,2.00407e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,57,1.86545e+11,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,57,441900049.9,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,57,9.52703e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
16,57,88675011235,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,57,14240022154,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,71,2.79813e+11,"SBT","Southern bluefin tuna Southern Oceans"
16,71,45706065341,"GEMFISHSE","common gemfish Southeast Australia"
16,71,20345072554,"SWHITSE","School whiting Southeast Australia"
16,71,420497376.6,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,71,1.49712e+12,"BMARLINPAC","Blue marlin Pacific Ocean"
16,71,1.49712e+12,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,71,1.46017e+12,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,71,1.70904e+12,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,71,1.7424e+12,"SKJCWPAC","Skipjack tuna Central Western Pacific"
16,71,1.63369e+12,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,71,1.77864e+12,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
16,81,1.16741e+12,"SBT","Southern bluefin tuna Southern Oceans"
16,81,9554514306,"BIGHTREDSE","Bight redfish Southeast Australia"
16,81,6.25036e+11,"GEMFISHSE","common gemfish Southeast Australia"
16,81,23987662493,"NZLINGESE","New Zealand ling Eastern half of Southeast Australia"
16,81,7257876199,"OROUGHYSE","Orange roughy Southeast Australia"
16,81,15406213715,"SILVERFISHSE","Silverfish Southeast Australia"
16,81,36213015209,"SWHITSE","School whiting Southeast Australia"
16,81,41207480971,"TIGERFLATSE","Tiger flathead Southeast Australia"
16,81,28861792250,"WAREHOUESE","Blue Warehou Eastern half of Southeast Australia"
16,81,1.24907e+12,"BMARLINPAC","Blue marlin Pacific Ocean"
16,81,1.24907e+12,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
16,81,1.2324e+12,"ALBASPAC","Albacore tuna South Pacific Ocean"
16,81,1.00653e+12,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
16,81,1.09286e+12,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
16,81,1.04142e+12,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
17,71,3.78668e+11,"ALBANPAC","Albacore tuna North Pacific"
17,71,2.38713e+12,"BMARLINPAC","Blue marlin Pacific Ocean"
17,71,2.38713e+12,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
17,71,1.72935e+11,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
17,71,2.67919e+11,"SWORDNPAC","Swordfish North Pacific"
17,71,2.26217e+12,"ALBASPAC","Albacore tuna South Pacific Ocean"
17,71,2.39201e+12,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
17,71,2.39486e+12,"SKJCWPAC","Skipjack tuna Central Western Pacific"
17,71,2.08059e+12,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
17,71,2.3936e+12,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
18,71,1.28186e+12,"BMARLINPAC","Blue marlin Pacific Ocean"
18,71,1.28186e+12,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
18,71,1.28186e+12,"ALBASPAC","Albacore tuna South Pacific Ocean"
18,71,1.28186e+12,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
18,71,9.63482e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
18,71,1.28186e+12,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
18,71,1.28186e+12,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
18,81,792649051.7,"BMARLINPAC","Blue marlin Pacific Ocean"
18,81,792649051.7,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
18,81,792649051.7,"ALBASPAC","Albacore tuna South Pacific Ocean"
18,81,792649051.7,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
18,81,792649051.7,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
18,81,792649051.7,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
19,71,7.52127e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
19,71,7.52127e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
19,71,7.52127e+11,"ALBASPAC","Albacore tuna South Pacific Ocean"
19,71,7.52127e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
19,71,7.52127e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
19,71,7.52127e+11,"STMARLINSWPO","Striped marlin Southwestern Pacific Ocean"
19,71,7.52127e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
20,61,3.26589e+11,"ALBANPAC","Albacore tuna North Pacific"
20,61,3.26589e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
20,61,3.26589e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
20,61,3.26589e+11,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
20,61,3.26589e+11,"SWORDNPAC","Swordfish North Pacific"
20,61,3.26589e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
20,61,3.26589e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
20,61,3.26589e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
21,61,1.15784e+11,"ALBANPAC","Albacore tuna North Pacific"
21,61,1.15784e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
21,61,1.15784e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
21,61,1.15784e+11,"STMARLINWCNPAC","Striped marlin Western and Central North Pacific"
21,61,1.15784e+11,"SWORDNPAC","Swordfish North Pacific"
21,61,1.05536e+11,"BIGEYECWPAC","Bigeye tuna Central Western Pacific"
21,61,1.15784e+11,"SKJCWPAC","Skipjack tuna Central Western Pacific"
21,61,1.14823e+11,"YFINCWPAC","Yellowfin tuna Central Western Pacific"
24,71,48007495897,"BMARLINPAC","Blue marlin Pacific Ocean"
24,71,48007495897,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
25,57,1.19029e+11,"ALBAIO","Albacore tuna Indian Ocean"
25,57,1.19029e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
25,57,1.19029e+11,"BLKMARLINIO","Black marlin Indian Ocean"
25,57,1.19029e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
25,57,1.19029e+11,"SKJCIO","Skipjack tuna Indian Ocean"
25,57,1.19029e+11,"STMARLINIO","Striped marlin Indian Ocean"
25,57,1.19029e+11,"SWORDIO","Swordfish Indian Ocean"
25,57,1.19029e+11,"YFINEIO","Yellowfin tuna Indian Ocean"
25,71,1.87684e+11,"BMARLINPAC","Blue marlin Pacific Ocean"
25,71,1.87684e+11,"PACBTUNA","Pacific bluefin tuna Pacific Ocean"
26,57,6.60044e+11,"ALBAIO","Albacore tuna Indian Ocean"
26,57,6.60044e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
26,57,6.60044e+11,"BLKMARLINIO","Black marlin Indian Ocean"
26,57,6.60044e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
26,57,6.60044e+11,"SKJCIO","Skipjack tuna Indian Ocean"
26,57,6.60044e+11,"STMARLINIO","Striped marlin Indian Ocean"
26,57,6.60044e+11,"SWORDIO","Swordfish Indian Ocean"
26,57,6.60044e+11,"YFINEIO","Yellowfin tuna Indian Ocean"
28,51,1.64528e+11,"ALBAIO","Albacore tuna Indian Ocean"
28,51,1.64528e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
28,51,1.64528e+11,"BLKMARLINIO","Black marlin Indian Ocean"
28,51,1.64528e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
28,51,1.64528e+11,"SKJCIO","Skipjack tuna Indian Ocean"
28,51,1.64528e+11,"STMARLINIO","Striped marlin Indian Ocean"
28,51,1.64528e+11,"SWORDIO","Swordfish Indian Ocean"
28,51,1.64528e+11,"YFINEIO","Yellowfin tuna Indian Ocean"
29,51,62931711919,"ALBAIO","Albacore tuna Indian Ocean"
29,51,62931711919,"BIGEYEIO","Bigeye tuna Indian Ocean"
29,51,62931711919,"BLKMARLINIO","Black marlin Indian Ocean"
29,51,62931711919,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
29,51,62931711919,"SKJCIO","Skipjack tuna Indian Ocean"
29,51,62931711919,"STMARLINIO","Striped marlin Indian Ocean"
29,51,62931711919,"SWORDIO","Swordfish Indian Ocean"
29,51,62931711919,"YFINEIO","Yellowfin tuna Indian Ocean"
30,51,43410343144,"ALBAIO","Albacore tuna Indian Ocean"
30,51,43410343144,"BIGEYEIO","Bigeye tuna Indian Ocean"
30,51,43410343144,"BLKMARLINIO","Black marlin Indian Ocean"
30,51,43410343144,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
30,51,43410343144,"SKJCIO","Skipjack tuna Indian Ocean"
30,51,43410343144,"STMARLINIO","Striped marlin Indian Ocean"
30,51,43410343144,"SWORDIO","Swordfish Indian Ocean"
30,51,43410343144,"YFINEIO","Yellowfin tuna Indian Ocean"
31,51,1.33233e+12,"ALBAIO","Albacore tuna Indian Ocean"
31,51,1.33233e+12,"BIGEYEIO","Bigeye tuna Indian Ocean"
31,51,1.33233e+12,"BLKMARLINIO","Black marlin Indian Ocean"
31,51,1.33233e+12,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
31,51,1.33233e+12,"SKJCIO","Skipjack tuna Indian Ocean"
31,51,1.33233e+12,"STMARLINIO","Striped marlin Indian Ocean"
31,51,1.33233e+12,"SWORDIO","Swordfish Indian Ocean"
31,51,1.33233e+12,"YFINEIO","Yellowfin tuna Indian Ocean"
32,51,3.14873e+11,"ALBAIO","Albacore tuna Indian Ocean"
32,51,3.14873e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
32,51,3.14873e+11,"BLKMARLINIO","Black marlin Indian Ocean"
32,51,3.14873e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
32,51,3.14873e+11,"SKJCIO","Skipjack tuna Indian Ocean"
32,51,3.14873e+11,"STMARLINIO","Striped marlin Indian Ocean"
32,51,3.14873e+11,"SWORDIO","Swordfish Indian Ocean"
32,51,3.14873e+11,"YFINEIO","Yellowfin tuna Indian Ocean"
33,51,62210846312,"ALBAIO","Albacore tuna Indian Ocean"
33,51,62210846312,"BIGEYEIO","Bigeye tuna Indian Ocean"
33,51,62210846312,"BLKMARLINIO","Black marlin Indian Ocean"
33,51,62210846312,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
33,51,62210846312,"SKJCIO","Skipjack tuna Indian Ocean"
33,51,62210846312,"STMARLINIO","Striped marlin Indian Ocean"
33,51,62210846312,"SWORDIO","Swordfish Indian Ocean"
33,51,62210846312,"YFINEIO","Yellowfin tuna Indian Ocean"
34,51,1.21568e+11,"ALBAIO","Albacore tuna Indian Ocean"
34,51,1.21568e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
34,51,1.21568e+11,"BLKMARLINIO","Black marlin Indian Ocean"
34,51,1.21568e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
34,51,1.21568e+11,"SKJCIO","Skipjack tuna Indian Ocean"
34,51,1.21568e+11,"STMARLINIO","Striped marlin Indian Ocean"
34,51,1.21568e+11,"SWORDIO","Swordfish Indian Ocean"
34,51,1.21568e+11,"YFINEIO","Yellowfin tuna Indian Ocean"
35,51,1.25064e+11,"ALBAIO","Albacore tuna Indian Ocean"
35,51,1.25064e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
35,51,1.25064e+11,"BLKMARLINIO","Black marlin Indian Ocean"
35,51,1.25064e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
35,51,1.25064e+11,"SKJCIO","Skipjack tuna Indian Ocean"
35,51,1.25064e+11,"STMARLINIO","Striped marlin Indian Ocean"
35,51,1.25064e+11,"SWORDIO","Swordfish Indian Ocean"
35,51,1.25064e+11,"YFINEIO","Yellowfin tuna Indian Ocean"
36,51,2.70501e+11,"ALBAIO","Albacore tuna Indian Ocean"
36,51,2.70501e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
36,51,2.70501e+11,"BLKMARLINIO","Black marlin Indian Ocean"
36,51,2.70501e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
36,51,2.70501e+11,"SKJCIO","Skipjack tuna Indian Ocean"
36,51,2.70501e+11,"STMARLINIO","Striped marlin Indian Ocean"
36,51,2.70501e+11,"SWORDIO","Swordfish Indian Ocean"
36,51,2.70501e+11,"YFINEIO","Yellowfin tuna Indian Ocean"
37,51,1.27273e+12,"ALBAIO","Albacore tuna Indian Ocean"
37,51,1.27273e+12,"BIGEYEIO","Bigeye tuna Indian Ocean"
37,51,1.27273e+12,"BLKMARLINIO","Black marlin Indian Ocean"
37,51,1.27273e+12,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
37,51,1.27273e+12,"SKJCIO","Skipjack tuna Indian Ocean"
37,51,1.27273e+12,"STMARLINIO","Striped marlin Indian Ocean"
37,51,1.27273e+12,"SWORDIO","Swordfish Indian Ocean"
37,51,1.27273e+12,"YFINEIO","Yellowfin tuna Indian Ocean"
38,51,6.38542e+11,"ALBAIO","Albacore tuna Indian Ocean"
38,51,6.38542e+11,"BIGEYEIO","Bigeye tuna Indian Ocean"
38,51,6.38542e+11,"BLKMARLINIO","Black marlin Indian Ocean"
38,51,6.38542e+11,"BMARLINIO","Indo-Pacific blue marlin Indian Ocean"
38,51,6.38542e+11,"SKJCIO","Skipjack tuna Indian Ocean"
38,51,6.38542e+11,"STMARLINIO","Striped marlin Indian Ocean"
38,51,6.38542e+11,"SWORDIO","Swordfish Indian Ocean"
