name,count,code,country,presence,origin,distribution_code
142121866,31,AG,Antigua and Barbuda,Extant,Native,Native
142121866,31,AI,Anguilla,Extant,Native,Native
142121866,31,AW,Aruba,Extant,Native,Native
142121866,31,BB,Barbados,Extant,Native,Native
142121866,31,BQ,"Bonaire, Sint Eustatius and Saba",Extant,Native,Native
142121866,31,BR,Brazil,Extant,Native,Native
142121866,31,CG,Congo,Extant,Native,Native
142121866,31,CO,Colombia,Extant,Native,Native
142121866,31,CV,Cabo Verde,Extant,Native,Native
142121866,31,CW,Curaçao,Extant,Native,Native
142121866,31,DM,Dominica,Extant,Native,Native
142121866,31,GA,Gabon,Extant,Native,Native
142121866,31,GF,French Guiana,Extant,Native,Native
142121866,31,GP,Guadeloupe,Extant,Native,Native
142121866,31,GQ,Equatorial Guinea,Extant,Native,Native
142121866,31,GW,Guinea-Bissau,Extant,Native,Native
142121866,31,GY,Guyana,Extant,Native,Native
142121866,31,KN,Saint Kitts and Nevis,Extant,Native,Native
142121866,31,LC,Saint Lucia,Extant,Native,Native
142121866,31,MF,Saint Martin (French part),Extant,Native,Native
142121866,31,MQ,Martinique,Extant,Native,Native
142121866,31,MR,Mauritania,Extant,Native,Native
142121866,31,MS,Montserrat,Extant,Native,Native
142121866,31,SH,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,Native
142121866,31,SR,Suriname,Extant,Native,Native
142121866,31,ST,Sao Tome and Principe,Extant,Native,Native
142121866,31,TT,Trinidad and Tobago,Extant,Native,Native
142121866,31,VC,Saint Vincent and the Grenadines,Extant,Native,Native
142121866,31,VE,"Venezuela, Bolivarian Republic of",Extant,Native,Native
142121866,31,VG,"Virgin Islands, British",Extant,Native,Native
142121866,31,VI,"Virgin Islands, U.S.",Extant,Native,Native
