name,count,code,country,presence,origin,distribution_code
11146,11,AO,Angola,Extant,Native,Native
11146,11,AR,Argentina,Extant,Native,Native
11146,11,AU,Australia,Extant,Native,Native
11146,11,CL,Chile,Extant,Native,Native
11146,11,FK,Falkland Islands (Malvinas),Extant,Native,Native
11146,11,"NA",Namibia,Extant,Native,Native
11146,11,NZ,New Zealand,Extant,Native,Native
11146,11,PE,Peru,Extant,Native,Native
11146,11,SH,"Saint Helena, Ascension and Tristan da Cunha",Extant,Native,Native
11146,11,TF,French Southern Territories,Extant,Native,Native
11146,11,ZA,South Africa,Extant,Native,Native
