name,count,code,country,presence,origin,distribution_code
120868935,20,AL,Albania,Possibly Extinct,Native,Possibly Extinct
120868935,20,BA,Bosnia and Herzegovina,Extinct Post-1500,Native,Regionally Extinct
120868935,20,BG,Bulgaria,Extinct Post-1500,Native,Regionally Extinct
120868935,20,CY,Cyprus,Extant,Native,Native
120868935,20,EG,Egypt,Possibly Extinct,Native,Possibly Extinct
120868935,20,GE,Georgia,Extinct Post-1500,Native,Regionally Extinct
120868935,20,GR,Greece,Extant,Native,Native
120868935,20,HR,Croatia,Possibly Extinct,Native,Possibly Extinct
120868935,20,IL,Israel,Possibly Extinct,Native,Possibly Extinct
120868935,20,IT,Italy,Possibly Extinct,Native,Possibly Extinct
120868935,20,LB,Lebanon,Possibly Extinct,Native,Possibly Extinct
120868935,20,LY,Libya,Possibly Extinct,Native,Possibly Extinct
120868935,20,ME,Montenegro,Extinct Post-1500,Native,Regionally Extinct
120868935,20,MT,Malta,Extinct Post-1500,Native,Regionally Extinct
120868935,20,RO,Romania,Extinct Post-1500,Native,Regionally Extinct
120868935,20,RU,Russian Federation,Extinct Post-1500,Native,Regionally Extinct
120868935,20,SI,Slovenia,Extinct Post-1500,Native,Regionally Extinct
120868935,20,TN,Tunisia,Possibly Extinct,Native,Possibly Extinct
120868935,20,TR,Turkey,Extant,Native,Native
120868935,20,UA,Ukraine,Extinct Post-1500,Native,Regionally Extinct
