name,year,assess_year,code,category
20738,2019,2018,LC,Least Concern
20738,2012,2008,LC,Least Concern
20738,2008,2008,LC,Least Concern
20738,1996,1996,DD,Data Deficient
20738,1994,1994,K,Insufficiently Known
