rgn_id,taxa_code,sust_coeff
14,Abalones_1,global_species
163,Abalones_2,global_species
25,Abalones_3,global_species
102,Abalones_4,global_species
224,Abalones_5,global_species
48,Abalones_6,global_species
216,Akiami paste shrimp_7,taxon_group_avg
14,Amberjacks nei_8,region_family_avg
207,Aquatic invertebrates nei_9,global_avg
143,Arctic char_10,none
183,Atlantic ditch shrimp_11,taxon_group_avg
182,Atlantic ditch shrimp_12,taxon_group_avg
183,Atlantic salmon_13,global_species
143,Atlantic salmon_14,global_species
175,Atlantic salmon_15,global_species
75,Baltic prawn_16,taxon_group_avg
216,Banana prawn_17,region_family_avg
207,Banana prawn_18,region_family_avg
13,Banana prawn_19,region_family_avg
208,Banana prawn_20,region_family_avg
15,Banana prawn_21,region_family_avg
25,Banana prawn_22,region_family_avg
206,Banana prawn_23,region_family_avg
216,Banded grouper_24,family_avg
216,Barramundi(=Giant seaperch)_25,global_species
25,Barramundi(=Giant seaperch)_26,global_species
206,Barramundi(=Giant seaperch)_27,global_species
16,Barramundi(=Giant seaperch)_28,global_species
14,Barramundi(=Giant seaperch)_29,global_species
15,Barramundi(=Giant seaperch)_30,global_species
208,Barramundi(=Giant seaperch)_31,global_species
79,Barramundi(=Giant seaperch)_32,global_species
147,Barramundi(=Giant seaperch)_33,global_species
40,Barramundi(=Giant seaperch)_34,global_species
17,Barramundi(=Giant seaperch)_35,global_species
203,Barramundi(=Giant seaperch)_36,global_species
6,Barramundi(=Giant seaperch)_37,global_species
53,Barramundi(=Giant seaperch)_38,global_species
54,Barramundi(=Giant seaperch)_39,global_species
216,Barred-chest grouper_40,family_avg
20,Bastard halibut_41,taxon_group_avg
182,Beluga_42,global_species
216,Bigeye trevally_43,region_family_avg
216,Black pomfret_44,region_family_avg
163,Black seabass_45,global_species
14,Blackhead seabream_46,family_avg
216,Blacktail snapper_47,taxon_group_avg
216,Blood cockle_48,taxon_group_avg
163,Blue crab_49,global_avg
137,Blue shrimp_50,region_family_avg
129,Blue shrimp_51,region_family_avg
147,Blue shrimp_52,georegion_family_avg
5,Blue shrimp_53,georegion_family_avg
134,Blue shrimp_54,region_family_avg
131,Blue shrimp_55,region_family_avg
139,Blue shrimp_56,region_family_avg
247,Blue shrimp_57,region_family_avg
6,Blue shrimp_58,region_family_avg
216,Blue shrimp_59,region_family_avg
18,Blue shrimp_60,region_family_avg
135,Blue shrimp_61,region_family_avg
14,Blue swimming crab_62,global_avg
208,Blue swimming crab_63,global_avg
50,Bluespot mullet_64,taxon_group_avg
216,Bluespot mullet_65,taxon_group_avg
