rgn_id,taxa_code,taxa_group,family,year,tonnes,vyear
163,Abalones_2,GAST,Haliotidae,2012,250,2025
14,Abalones_1,GAST,Haliotidae,2013,48.58,2024
25,Abalones_3,GAST,Haliotidae,2013,2,2024
163,Abalones_2,GAST,Haliotidae,2013,201,2024
14,Abalones_1,GAST,Haliotidae,2013,48.58,2025
25,Abalones_3,GAST,Haliotidae,2013,2,2025
163,Abalones_2,GAST,Haliotidae,2013,201,2025
14,Abalones_1,GAST,Haliotidae,2014,61.149,2024
25,Abalones_3,GAST,Haliotidae,2014,2,2024
163,Abalones_2,GAST,Haliotidae,2014,341,2024
14,Abalones_1,GAST,Haliotidae,2014,61.149,2025
25,Abalones_3,GAST,Haliotidae,2014,2,2025
163,Abalones_2,GAST,Haliotidae,2014,341,2025
14,Abalones_1,GAST,Haliotidae,2015,56.7,2024
25,Abalones_3,GAST,Haliotidae,2015,2,2024
102,Abalones_4,GAST,Haliotidae,2015,1479,2024
163,Abalones_2,GAST,Haliotidae,2015,341,2024
14,Abalones_1,GAST,Haliotidae,2015,56.7,2025
25,Abalones_3,GAST,Haliotidae,2015,2,2025
102,Abalones_4,GAST,Haliotidae,2015,1479,2025
163,Abalones_2,GAST,Haliotidae,2015,341,2025
14,Abalones_1,GAST,Haliotidae,2016,31.474,2024
25,Abalones_3,GAST,Haliotidae,2016,2,2024
102,Abalones_4,GAST,Haliotidae,2016,1400,2024
163,Abalones_2,GAST,Haliotidae,2016,341,2024
14,Abalones_1,GAST,Haliotidae,2016,31.474,2025
25,Abalones_3,GAST,Haliotidae,2016,2,2025
102,Abalones_4,GAST,Haliotidae,2016,1400,2025
163,Abalones_2,GAST,Haliotidae,2016,341,2025
14,Abalones_1,GAST,Haliotidae,2017,28.278,2024
25,Abalones_3,GAST,Haliotidae,2017,2,2024
102,Abalones_4,GAST,Haliotidae,2017,1276,2024
163,Abalones_2,GAST,Haliotidae,2017,341,2024
14,Abalones_1,GAST,Haliotidae,2017,28.278,2025
25,Abalones_3,GAST,Haliotidae,2017,2,2025
102,Abalones_4,GAST,Haliotidae,2017,1276,2025
163,Abalones_2,GAST,Haliotidae,2017,341,2025
14,Abalones_1,GAST,Haliotidae,2018,11.91,2024
25,Abalones_3,GAST,Haliotidae,2018,2,2024
102,Abalones_4,GAST,Haliotidae,2018,1522.22,2024
163,Abalones_2,GAST,Haliotidae,2018,154,2024
14,Abalones_1,GAST,Haliotidae,2018,11.91,2025
25,Abalones_3,GAST,Haliotidae,2018,2,2025
102,Abalones_4,GAST,Haliotidae,2018,1522.22,2025
163,Abalones_2,GAST,Haliotidae,2018,154,2025
14,Abalones_1,GAST,Haliotidae,2019,18.287,2024
25,Abalones_3,GAST,Haliotidae,2019,2,2024
102,Abalones_4,GAST,Haliotidae,2019,1656.56,2024
163,Abalones_2,GAST,Haliotidae,2019,154,2024
224,Abalones_5,GAST,Haliotidae,2019,1567,2024
14,Abalones_1,GAST,Haliotidae,2019,18.287,2025
25,Abalones_3,GAST,Haliotidae,2019,2,2025
102,Abalones_4,GAST,Haliotidae,2019,1656.56,2025
163,Abalones_2,GAST,Haliotidae,2019,154,2025
224,Abalones_5,GAST,Haliotidae,2019,1567,2025
14,Abalones_1,GAST,Haliotidae,2020,24.695,2024
25,Abalones_3,GAST,Haliotidae,2020,2,2024
102,Abalones_4,GAST,Haliotidae,2020,1976.56,2024
163,Abalones_2,GAST,Haliotidae,2020,154,2024
224,Abalones_5,GAST,Haliotidae,2020,500,2024
14,Abalones_1,GAST,Haliotidae,2020,24.695,2025
25,Abalones_3,GAST,Haliotidae,2020,2,2025
102,Abalones_4,GAST,Haliotidae,2020,1976.56,2025
163,Abalones_2,GAST,Haliotidae,2020,154,2025
224,Abalones_5,GAST,Haliotidae,2020,500,2025
14,Abalones_1,GAST,Haliotidae,2021,12.186,2024
25,Abalones_3,GAST,Haliotidae,2021,2,2024
102,Abalones_4,GAST,Haliotidae,2021,2463.29,2024
163,Abalones_2,GAST,Haliotidae,2021,154,2024
224,Abalones_5,GAST,Haliotidae,2021,562,2024
14,Abalones_1,GAST,Haliotidae,2021,12.186,2025
25,Abalones_3,GAST,Haliotidae,2021,2,2025
102,Abalones_4,GAST,Haliotidae,2021,2463.29,2025
163,Abalones_2,GAST,Haliotidae,2021,154,2025
224,Abalones_5,GAST,Haliotidae,2021,562,2025
14,Abalones_1,GAST,Haliotidae,2022,65.171,2024
25,Abalones_3,GAST,Haliotidae,2022,2,2024
48,Abalones_6,GAST,Haliotidae,2022,3,2024
102,Abalones_4,GAST,Haliotidae,2022,2254.72,2024
163,Abalones_2,GAST,Haliotidae,2022,154,2024
224,Abalones_5,GAST,Haliotidae,2022,568,2024
14,Abalones_1,GAST,Haliotidae,2022,65.171,2025
25,Abalones_3,GAST,Haliotidae,2022,2,2025
48,Abalones_6,GAST,Haliotidae,2022,3,2025
102,Abalones_4,GAST,Haliotidae,2022,2254.72,2025
163,Abalones_2,GAST,Haliotidae,2022,154,2025
224,Abalones_5,GAST,Haliotidae,2022,568,2025
14,Abalones_1,GAST,Haliotidae,2023,13.609,2024
25,Abalones_3,GAST,Haliotidae,2023,2,2024
48,Abalones_6,GAST,Haliotidae,2023,3,2024
102,Abalones_4,GAST,Haliotidae,2023,2439.28,2024
163,Abalones_2,GAST,Haliotidae,2023,150,2024
224,Abalones_5,GAST,Haliotidae,2023,370,2024
14,Abalones_1,GAST,Haliotidae,2023,13.609,2025
25,Abalones_3,GAST,Haliotidae,2023,2,2025
48,Abalones_6,GAST,Haliotidae,2023,3,2025
102,Abalones_4,GAST,Haliotidae,2023,2439.28,2025
163,Abalones_2,GAST,Haliotidae,2023,150,2025
224,Abalones_5,GAST,Haliotidae,2023,370,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1973,1,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1973,1,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1974,2,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1974,2,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1975,7,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1975,7,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1976,10,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1976,10,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1977,11,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1977,11,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1978,12,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1978,12,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1979,69,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1979,69,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1980,166,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1980,166,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1981,136,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1981,136,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1982,157,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1982,157,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1983,164,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1983,164,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1984,104,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1984,104,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1985,257,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1985,257,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1986,929,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1986,929,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1987,3014,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1987,3014,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1988,334,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1988,334,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1989,1143,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1989,1143,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1990,1389,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1990,1389,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1991,3735,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1991,3735,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1992,104,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1992,104,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1993,228,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1993,228,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1994,2652,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1994,2652,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1995,1392,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1995,1392,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1996,673,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1996,673,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1997,328,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1997,328,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1998,264,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1998,264,2025
216,Akiami paste shrimp_7,SH,Sergestidae,1999,93,2024
216,Akiami paste shrimp_7,SH,Sergestidae,1999,93,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2000,544,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2000,544,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2001,610,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2001,610,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2002,415,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2002,415,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2003,694,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2003,694,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2004,226,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2004,226,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2005,164,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2005,164,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2006,100,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2006,100,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2007,81,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2007,81,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2008,100,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2008,100,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2009,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2009,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2010,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2010,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2011,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2011,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2012,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2012,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2013,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2013,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2014,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2014,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2015,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2015,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2016,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2016,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2017,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2017,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2018,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2018,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2019,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2019,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2020,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2020,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2021,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2021,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2022,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2022,0,2025
216,Akiami paste shrimp_7,SH,Sergestidae,2023,0,2024
216,Akiami paste shrimp_7,SH,Sergestidae,2023,0,2025
14,Amberjacks nei_8,F,Carangidae,1993,51,2024
14,Amberjacks nei_8,F,Carangidae,1993,51,2025
14,Amberjacks nei_8,F,Carangidae,1994,61,2024
14,Amberjacks nei_8,F,Carangidae,1994,61,2025
14,Amberjacks nei_8,F,Carangidae,1995,3,2024
14,Amberjacks nei_8,F,Carangidae,1995,3,2025
14,Amberjacks nei_8,F,Carangidae,1996,148,2024
14,Amberjacks nei_8,F,Carangidae,1996,148,2025
14,Amberjacks nei_8,F,Carangidae,1997,648,2024
14,Amberjacks nei_8,F,Carangidae,1997,648,2025
14,Amberjacks nei_8,F,Carangidae,1998,989,2024
14,Amberjacks nei_8,F,Carangidae,1998,989,2025
14,Amberjacks nei_8,F,Carangidae,1999,898,2024
14,Amberjacks nei_8,F,Carangidae,1999,898,2025
14,Amberjacks nei_8,F,Carangidae,2000,536,2024
14,Amberjacks nei_8,F,Carangidae,2000,536,2025
14,Amberjacks nei_8,F,Carangidae,2001,424,2024
14,Amberjacks nei_8,F,Carangidae,2001,424,2025
14,Amberjacks nei_8,F,Carangidae,2002,620,2024
14,Amberjacks nei_8,F,Carangidae,2002,620,2025
14,Amberjacks nei_8,F,Carangidae,2003,843,2024
14,Amberjacks nei_8,F,Carangidae,2003,843,2025
14,Amberjacks nei_8,F,Carangidae,2004,682,2024
14,Amberjacks nei_8,F,Carangidae,2004,682,2025
14,Amberjacks nei_8,F,Carangidae,2005,752,2024
14,Amberjacks nei_8,F,Carangidae,2005,752,2025
14,Amberjacks nei_8,F,Carangidae,2006,822,2024
14,Amberjacks nei_8,F,Carangidae,2006,822,2025
14,Amberjacks nei_8,F,Carangidae,2007,1265,2024
14,Amberjacks nei_8,F,Carangidae,2007,1265,2025
14,Amberjacks nei_8,F,Carangidae,2008,1241,2024
14,Amberjacks nei_8,F,Carangidae,2008,1241,2025
14,Amberjacks nei_8,F,Carangidae,2009,475,2024
14,Amberjacks nei_8,F,Carangidae,2009,475,2025
14,Amberjacks nei_8,F,Carangidae,2010,218,2024
14,Amberjacks nei_8,F,Carangidae,2010,218,2025
14,Amberjacks nei_8,F,Carangidae,2011,654,2024
14,Amberjacks nei_8,F,Carangidae,2011,654,2025
14,Amberjacks nei_8,F,Carangidae,2012,635,2024
14,Amberjacks nei_8,F,Carangidae,2012,635,2025
14,Amberjacks nei_8,F,Carangidae,2013,702.59,2024
14,Amberjacks nei_8,F,Carangidae,2013,702.59,2025
14,Amberjacks nei_8,F,Carangidae,2014,710.04,2024
14,Amberjacks nei_8,F,Carangidae,2014,710.04,2025
14,Amberjacks nei_8,F,Carangidae,2015,554,2024
14,Amberjacks nei_8,F,Carangidae,2015,554,2025
14,Amberjacks nei_8,F,Carangidae,2016,543.867,2024
14,Amberjacks nei_8,F,Carangidae,2016,543.867,2025
14,Amberjacks nei_8,F,Carangidae,2017,512.542,2024
14,Amberjacks nei_8,F,Carangidae,2017,512.542,2025
14,Amberjacks nei_8,F,Carangidae,2018,592.933,2024
14,Amberjacks nei_8,F,Carangidae,2018,592.933,2025
14,Amberjacks nei_8,F,Carangidae,2019,675.16,2024
14,Amberjacks nei_8,F,Carangidae,2019,675.16,2025
14,Amberjacks nei_8,F,Carangidae,2020,686.794,2024
14,Amberjacks nei_8,F,Carangidae,2020,686.794,2025
14,Amberjacks nei_8,F,Carangidae,2021,580.421,2024
14,Amberjacks nei_8,F,Carangidae,2021,580.421,2025
14,Amberjacks nei_8,F,Carangidae,2022,157.15,2024
14,Amberjacks nei_8,F,Carangidae,2022,157.15,2025
14,Amberjacks nei_8,F,Carangidae,2023,191.7,2024
14,Amberjacks nei_8,F,Carangidae,2023,191.7,2025
207,Aquatic invertebrates nei_9,INV,Invertabrates,2019,850,2024
207,Aquatic invertebrates nei_9,INV,Invertabrates,2019,850,2025
207,Aquatic invertebrates nei_9,INV,Invertabrates,2020,850,2024
207,Aquatic invertebrates nei_9,INV,Invertabrates,2020,850,2025
207,Aquatic invertebrates nei_9,INV,Invertabrates,2021,850,2024
207,Aquatic invertebrates nei_9,INV,Invertabrates,2021,850,2025
207,Aquatic invertebrates nei_9,INV,Invertabrates,2022,850,2024
207,Aquatic invertebrates nei_9,INV,Invertabrates,2022,850,2025
207,Aquatic invertebrates nei_9,INV,Invertabrates,2023,850,2024
207,Aquatic invertebrates nei_9,INV,Invertabrates,2023,850,2025
143,Arctic char_10,F,Salmonidae,1987,3,2024
143,Arctic char_10,F,Salmonidae,1987,3,2025
143,Arctic char_10,F,Salmonidae,1988,10,2024
143,Arctic char_10,F,Salmonidae,1988,10,2025
143,Arctic char_10,F,Salmonidae,1989,10,2024
143,Arctic char_10,F,Salmonidae,1989,10,2025
143,Arctic char_10,F,Salmonidae,1990,69,2024
143,Arctic char_10,F,Salmonidae,1990,69,2025
143,Arctic char_10,F,Salmonidae,1991,217,2024
143,Arctic char_10,F,Salmonidae,1991,217,2025
143,Arctic char_10,F,Salmonidae,1992,321,2024
143,Arctic char_10,F,Salmonidae,1992,321,2025
143,Arctic char_10,F,Salmonidae,1993,340,2024
143,Arctic char_10,F,Salmonidae,1993,340,2025
143,Arctic char_10,F,Salmonidae,1994,388,2024
143,Arctic char_10,F,Salmonidae,1994,388,2025
143,Arctic char_10,F,Salmonidae,1995,471,2024
143,Arctic char_10,F,Salmonidae,1995,471,2025
143,Arctic char_10,F,Salmonidae,1996,541,2024
143,Arctic char_10,F,Salmonidae,1996,541,2025
143,Arctic char_10,F,Salmonidae,1997,262,2024
143,Arctic char_10,F,Salmonidae,1997,262,2025
143,Arctic char_10,F,Salmonidae,1998,424,2024
143,Arctic char_10,F,Salmonidae,1998,424,2025
143,Arctic char_10,F,Salmonidae,1999,532,2024
143,Arctic char_10,F,Salmonidae,1999,532,2025
143,Arctic char_10,F,Salmonidae,2000,634,2024
143,Arctic char_10,F,Salmonidae,2000,634,2025
143,Arctic char_10,F,Salmonidae,2001,825,2024
143,Arctic char_10,F,Salmonidae,2001,825,2025
143,Arctic char_10,F,Salmonidae,2002,1067,2024
143,Arctic char_10,F,Salmonidae,2002,1067,2025
143,Arctic char_10,F,Salmonidae,2003,1400,2024
143,Arctic char_10,F,Salmonidae,2003,1400,2025
143,Arctic char_10,F,Salmonidae,2004,1025,2024
143,Arctic char_10,F,Salmonidae,2004,1025,2025
143,Arctic char_10,F,Salmonidae,2005,568,2024
143,Arctic char_10,F,Salmonidae,2005,568,2025
143,Arctic char_10,F,Salmonidae,2006,812,2024
143,Arctic char_10,F,Salmonidae,2006,812,2025
143,Arctic char_10,F,Salmonidae,2007,1545,2024
143,Arctic char_10,F,Salmonidae,2007,1545,2025
143,Arctic char_10,F,Salmonidae,2008,2785,2024
143,Arctic char_10,F,Salmonidae,2008,2785,2025
143,Arctic char_10,F,Salmonidae,2009,2405,2024
143,Arctic char_10,F,Salmonidae,2009,2405,2025
143,Arctic char_10,F,Salmonidae,2010,2427,2024
143,Arctic char_10,F,Salmonidae,2010,2427,2025
143,Arctic char_10,F,Salmonidae,2011,3021,2024
143,Arctic char_10,F,Salmonidae,2011,3021,2025
143,Arctic char_10,F,Salmonidae,2012,3089,2024
