rgn_id,taxa_code,taxa_group,family,year,tonnes,vyear
14,Abalones_1,GAST,Haliotidae,1976,4,2024
14,Abalones_1,GAST,Haliotidae,1976,4,2025
14,Abalones_1,GAST,Haliotidae,1977,128,2024
14,Abalones_1,GAST,Haliotidae,1977,128,2025
14,Abalones_1,GAST,Haliotidae,1978,144,2024
14,Abalones_1,GAST,Haliotidae,1978,144,2025
14,Abalones_1,GAST,Haliotidae,1979,118,2024
14,Abalones_1,GAST,Haliotidae,1979,118,2025
14,Abalones_1,GAST,Haliotidae,1980,130,2024
14,Abalones_1,GAST,Haliotidae,1980,130,2025
14,Abalones_1,GAST,Haliotidae,1981,451,2024
14,Abalones_1,GAST,Haliotidae,1981,451,2025
14,Abalones_1,GAST,Haliotidae,1982,170,2024
14,Abalones_1,GAST,Haliotidae,1982,170,2025
14,Abalones_1,GAST,Haliotidae,1983,157,2024
14,Abalones_1,GAST,Haliotidae,1983,157,2025
14,Abalones_1,GAST,Haliotidae,1984,144,2024
14,Abalones_1,GAST,Haliotidae,1984,144,2025
14,Abalones_1,GAST,Haliotidae,1985,253,2024
163,Abalones_2,GAST,Haliotidae,1985,23,2024
14,Abalones_1,GAST,Haliotidae,1985,253,2025
163,Abalones_2,GAST,Haliotidae,1985,23,2025
14,Abalones_1,GAST,Haliotidae,1986,502,2024
163,Abalones_2,GAST,Haliotidae,1986,281,2024
14,Abalones_1,GAST,Haliotidae,1986,502,2025
163,Abalones_2,GAST,Haliotidae,1986,281,2025
14,Abalones_1,GAST,Haliotidae,1987,1072,2024
163,Abalones_2,GAST,Haliotidae,1987,0,2024
14,Abalones_1,GAST,Haliotidae,1987,1072,2025
163,Abalones_2,GAST,Haliotidae,1987,0,2025
14,Abalones_1,GAST,Haliotidae,1988,1157,2024
163,Abalones_2,GAST,Haliotidae,1988,56,2024
14,Abalones_1,GAST,Haliotidae,1988,1157,2025
163,Abalones_2,GAST,Haliotidae,1988,56,2025
14,Abalones_1,GAST,Haliotidae,1989,833,2024
163,Abalones_2,GAST,Haliotidae,1989,0,2024
14,Abalones_1,GAST,Haliotidae,1989,833,2025
163,Abalones_2,GAST,Haliotidae,1989,0,2025
14,Abalones_1,GAST,Haliotidae,1990,884,2024
163,Abalones_2,GAST,Haliotidae,1990,0,2024
14,Abalones_1,GAST,Haliotidae,1990,884,2025
163,Abalones_2,GAST,Haliotidae,1990,0,2025
14,Abalones_1,GAST,Haliotidae,1991,1169,2024
163,Abalones_2,GAST,Haliotidae,1991,0,2024
14,Abalones_1,GAST,Haliotidae,1991,1169,2025
163,Abalones_2,GAST,Haliotidae,1991,0,2025
14,Abalones_1,GAST,Haliotidae,1992,1200,2024
163,Abalones_2,GAST,Haliotidae,1992,0,2024
14,Abalones_1,GAST,Haliotidae,1992,1200,2025
163,Abalones_2,GAST,Haliotidae,1992,0,2025
14,Abalones_1,GAST,Haliotidae,1993,821,2024
163,Abalones_2,GAST,Haliotidae,1993,0,2024
14,Abalones_1,GAST,Haliotidae,1993,821,2025
163,Abalones_2,GAST,Haliotidae,1993,0,2025
14,Abalones_1,GAST,Haliotidae,1994,828,2024
163,Abalones_2,GAST,Haliotidae,1994,0,2024
14,Abalones_1,GAST,Haliotidae,1994,828,2025
163,Abalones_2,GAST,Haliotidae,1994,0,2025
14,Abalones_1,GAST,Haliotidae,1995,1396,2024
163,Abalones_2,GAST,Haliotidae,1995,0,2024
14,Abalones_1,GAST,Haliotidae,1995,1396,2025
163,Abalones_2,GAST,Haliotidae,1995,0,2025
14,Abalones_1,GAST,Haliotidae,1996,1618,2024
163,Abalones_2,GAST,Haliotidae,1996,265,2024
14,Abalones_1,GAST,Haliotidae,1996,1618,2025
163,Abalones_2,GAST,Haliotidae,1996,265,2025
14,Abalones_1,GAST,Haliotidae,1997,2045,2024
163,Abalones_2,GAST,Haliotidae,1997,265,2024
14,Abalones_1,GAST,Haliotidae,1997,2045,2025
163,Abalones_2,GAST,Haliotidae,1997,265,2025
14,Abalones_1,GAST,Haliotidae,1998,2199,2024
163,Abalones_2,GAST,Haliotidae,1998,0,2024
14,Abalones_1,GAST,Haliotidae,1998,2199,2025
163,Abalones_2,GAST,Haliotidae,1998,0,2025
14,Abalones_1,GAST,Haliotidae,1999,1683,2024
163,Abalones_2,GAST,Haliotidae,1999,0,2024
14,Abalones_1,GAST,Haliotidae,1999,1683,2025
163,Abalones_2,GAST,Haliotidae,1999,0,2025
14,Abalones_1,GAST,Haliotidae,2000,2311,2024
163,Abalones_2,GAST,Haliotidae,2000,0,2024
14,Abalones_1,GAST,Haliotidae,2000,2311,2025
163,Abalones_2,GAST,Haliotidae,2000,0,2025
14,Abalones_1,GAST,Haliotidae,2001,2385,2024
163,Abalones_2,GAST,Haliotidae,2001,0,2024
14,Abalones_1,GAST,Haliotidae,2001,2385,2025
163,Abalones_2,GAST,Haliotidae,2001,0,2025
14,Abalones_1,GAST,Haliotidae,2002,2170,2024
163,Abalones_2,GAST,Haliotidae,2002,0,2024
14,Abalones_1,GAST,Haliotidae,2002,2170,2025
163,Abalones_2,GAST,Haliotidae,2002,0,2025
14,Abalones_1,GAST,Haliotidae,2003,967,2024
163,Abalones_2,GAST,Haliotidae,2003,0,2024
14,Abalones_1,GAST,Haliotidae,2003,967,2025
163,Abalones_2,GAST,Haliotidae,2003,0,2025
14,Abalones_1,GAST,Haliotidae,2004,1211,2024
163,Abalones_2,GAST,Haliotidae,2004,262,2024
14,Abalones_1,GAST,Haliotidae,2004,1211,2025
163,Abalones_2,GAST,Haliotidae,2004,262,2025
14,Abalones_1,GAST,Haliotidae,2005,473,2024
25,Abalones_3,GAST,Haliotidae,2005,20,2024
163,Abalones_2,GAST,Haliotidae,2005,253,2024
14,Abalones_1,GAST,Haliotidae,2005,473,2025
25,Abalones_3,GAST,Haliotidae,2005,20,2025
163,Abalones_2,GAST,Haliotidae,2005,253,2025
14,Abalones_1,GAST,Haliotidae,2006,639,2024
25,Abalones_3,GAST,Haliotidae,2006,20,2024
163,Abalones_2,GAST,Haliotidae,2006,175,2024
14,Abalones_1,GAST,Haliotidae,2006,639,2025
25,Abalones_3,GAST,Haliotidae,2006,20,2025
163,Abalones_2,GAST,Haliotidae,2006,175,2025
14,Abalones_1,GAST,Haliotidae,2007,312,2024
25,Abalones_3,GAST,Haliotidae,2007,30,2024
163,Abalones_2,GAST,Haliotidae,2007,175,2024
14,Abalones_1,GAST,Haliotidae,2007,312,2025
25,Abalones_3,GAST,Haliotidae,2007,30,2025
163,Abalones_2,GAST,Haliotidae,2007,175,2025
14,Abalones_1,GAST,Haliotidae,2008,320,2024
25,Abalones_3,GAST,Haliotidae,2008,30,2024
163,Abalones_2,GAST,Haliotidae,2008,175,2024
14,Abalones_1,GAST,Haliotidae,2008,320,2025
25,Abalones_3,GAST,Haliotidae,2008,30,2025
163,Abalones_2,GAST,Haliotidae,2008,175,2025
14,Abalones_1,GAST,Haliotidae,2009,213,2024
25,Abalones_3,GAST,Haliotidae,2009,10,2024
163,Abalones_2,GAST,Haliotidae,2009,200,2024
14,Abalones_1,GAST,Haliotidae,2009,213,2025
25,Abalones_3,GAST,Haliotidae,2009,10,2025
163,Abalones_2,GAST,Haliotidae,2009,200,2025
14,Abalones_1,GAST,Haliotidae,2010,171,2024
25,Abalones_3,GAST,Haliotidae,2010,5,2024
163,Abalones_2,GAST,Haliotidae,2010,250,2024
14,Abalones_1,GAST,Haliotidae,2010,171,2025
25,Abalones_3,GAST,Haliotidae,2010,5,2025
163,Abalones_2,GAST,Haliotidae,2010,250,2025
14,Abalones_1,GAST,Haliotidae,2011,56.9,2024
25,Abalones_3,GAST,Haliotidae,2011,5,2024
163,Abalones_2,GAST,Haliotidae,2011,250,2024
14,Abalones_1,GAST,Haliotidae,2011,56.9,2025
25,Abalones_3,GAST,Haliotidae,2011,5,2025
163,Abalones_2,GAST,Haliotidae,2011,250,2025
14,Abalones_1,GAST,Haliotidae,2012,63,2024
25,Abalones_3,GAST,Haliotidae,2012,5,2024
163,Abalones_2,GAST,Haliotidae,2012,250,2024
14,Abalones_1,GAST,Haliotidae,2012,63,2025
25,Abalones_3,GAST,Haliotidae,2012,5,2025
