rgn_id,taxa_code,sust_coeff,vyear
205,Giant tiger prawn_154,none,2024
31,Giant tiger prawn_149,global_species,2025
37,Giant tiger prawn_150,global_species,2025
42,Giant tiger prawn_151,global_species,2025
153,Giant tiger prawn_152,global_species,2025
184,Giant tiger prawn_153,global_species,2025
205,Giant tiger prawn_154,none,2025
102,Giant tiger prawn_155,global_species,2024
247,Giant tiger prawn_156,global_species,2024
102,Giant tiger prawn_155,global_species,2025
247,Giant tiger prawn_156,global_species,2025
208,Giant tiger prawn_157,global_species,2024
208,Giant tiger prawn_157,global_species,2025
194,Giant tiger prawn_158,global_species,2024
194,Giant tiger prawn_158,global_species,2025
41,Giant tiger prawn_159,global_species,2024
41,Giant tiger prawn_159,global_species,2025
209,Giant tiger prawn_160,global_species,2024
209,Giant tiger prawn_160,global_species,2025
54,Giant tiger prawn_161,global_species,2024
54,Giant tiger prawn_161,global_species,2025
202,Giant tiger prawn_162,global_species,2024
202,Giant tiger prawn_162,global_species,2025
17,Giant tiger prawn_163,global_species,2024
17,Giant tiger prawn_163,global_species,2025
204,Giant tiger prawn_164,none,2024
204,Giant tiger prawn_164,none,2025
106,Giant tiger prawn_165,global_species,2024
106,Giant tiger prawn_165,global_species,2025
182,Giant tiger prawn_166,global_species,2024
182,Giant tiger prawn_166,global_species,2025
80,Giant tiger prawn_167,global_species,2024
80,Giant tiger prawn_167,global_species,2025
184,Gilthead seabream_168,none,2024
184,Gilthead seabream_168,none,2025
61,Gilthead seabream_169,global_species,2024
61,Gilthead seabream_169,global_species,2025
80,Gilthead seabream_170,none,2024
80,Gilthead seabream_170,none,2025
214,Gilthead seabream_171,none,2024
214,Gilthead seabream_171,none,2025
183,Gilthead seabream_172,none,2024
183,Gilthead seabream_172,none,2025
79,Gilthead seabream_173,global_species,2024
79,Gilthead seabream_173,global_species,2025
182,Gilthead seabream_174,none,2024
182,Gilthead seabream_174,none,2025
78,Gilthead seabream_175,global_species,2024
78,Gilthead seabream_175,global_species,2025
54,Gilthead seabream_176,global_species,2024
54,Gilthead seabream_176,global_species,2025
84,Gilthead seabream_177,global_species,2024
190,Gilthead seabream_178,global_species,2024
84,Gilthead seabream_177,global_species,2025
190,Gilthead seabream_178,global_species,2025
75,Gobies nei_179,taxon_group_avg,2024
75,Gobies nei_179,taxon_group_avg,2025
183,Golden carpet shell_180,taxon_group_avg,2024
183,Golden carpet shell_180,taxon_group_avg,2025
8,Golden-lined spinefoot_181,taxon_group_avg,2024
8,Golden-lined spinefoot_181,taxon_group_avg,2025
206,Greasy grouper_182,family_avg,2024
206,Greasy grouper_182,family_avg,2025
14,Greasyback shrimp_183,region_family_avg,2024
14,Greasyback shrimp_183,region_family_avg,2025
209,Green mud crab_184,global_avg,2024
209,Green mud crab_184,global_avg,2025
54,Green tiger prawn_185,region_family_avg,2024
54,Green tiger prawn_185,region_family_avg,2025
184,Green tiger prawn_186,region_family_avg,2024
184,Green tiger prawn_186,region_family_avg,2025
48,Green tiger prawn_187,region_family_avg,2024
48,Green tiger prawn_187,region_family_avg,2025
216,Greenback mullet_188,taxon_group_avg,2024
216,Greenback mullet_188,taxon_group_avg,2025
182,Grooved carpet shell_189,taxon_group_avg,2024
182,Grooved carpet shell_189,taxon_group_avg,2025
184,Grooved carpet shell_190,taxon_group_avg,2024
184,Grooved carpet shell_190,taxon_group_avg,2025
62,Grooved carpet shell_191,taxon_group_avg,2024
62,Grooved carpet shell_191,taxon_group_avg,2025
25,Groupers nei_192,family_avg,2024
25,Groupers nei_192,family_avg,2025
14,Groupers nei_193,family_avg,2024
14,Groupers nei_193,family_avg,2025
216,Groupers nei_194,family_avg,2024
216,Groupers nei_194,family_avg,2025
214,Groupers nei_195,family_avg,2024
214,Groupers nei_195,family_avg,2025
208,Groupers nei_196,family_avg,2024
208,Groupers nei_196,family_avg,2025
15,"Groupers, seabasses nei_197",family_avg,2024
15,"Groupers, seabasses nei_197",family_avg,2025
216,"Groupers, seabasses nei_198",family_avg,2024
216,"Groupers, seabasses nei_198",family_avg,2025
115,"Gudgeons, sleepers nei_199",taxon_group_avg,2024
115,"Gudgeons, sleepers nei_199",taxon_group_avg,2025
208,Humpback grouper_200,family_avg,2024
208,Humpback grouper_200,family_avg,2025
216,Humpback grouper_201,family_avg,2024
216,Humpback grouper_201,family_avg,2025
207,Indian white prawn_202,region_family_avg,2024
207,Indian white prawn_202,region_family_avg,2025
203,Indian white prawn_203,region_family_avg,2024
203,Indian white prawn_203,region_family_avg,2025
191,Indian white prawn_204,region_family_avg,2024
191,Indian white prawn_204,region_family_avg,2025
81,Indian white prawn_205,georegion_family_avg,2024
102,Indian white prawn_206,region_family_avg,2024
81,Indian white prawn_205,georegion_family_avg,2025
102,Indian white prawn_206,region_family_avg,2025
50,Indian white prawn_207,region_family_avg,2024
50,Indian white prawn_207,region_family_avg,2025
54,Indian white prawn_208,region_family_avg,2024
54,Indian white prawn_208,region_family_avg,2025
48,Indian white prawn_209,region_family_avg,2024
48,Indian white prawn_209,region_family_avg,2025
41,Indian white prawn_210,region_family_avg,2024
41,Indian white prawn_210,region_family_avg,2025
47,Indian white prawn_211,georegion_family_avg,2024
47,Indian white prawn_211,georegion_family_avg,2025
204,Indian white prawn_212,region_family_avg,2024
204,Indian white prawn_212,region_family_avg,2025
14,Indo-Pacific swamp crab_213,global_avg,2024
216,Indo-Pacific swamp crab_214,global_avg,2024
14,Indo-Pacific swamp crab_213,global_avg,2025
216,Indo-Pacific swamp crab_214,global_avg,2025
15,Indo-Pacific swamp crab_215,global_avg,2024
25,Indo-Pacific swamp crab_216,global_avg,2024
15,Indo-Pacific swamp crab_215,global_avg,2025
25,Indo-Pacific swamp crab_216,global_avg,2025
206,Indo-Pacific swamp crab_217,global_avg,2024
206,Indo-Pacific swamp crab_217,global_avg,2025
37,Indo-Pacific swamp crab_218,global_avg,2024
37,Indo-Pacific swamp crab_218,global_avg,2025
16,Indo-Pacific swamp crab_219,global_avg,2024
16,Indo-Pacific swamp crab_219,global_avg,2025
40,Indo-Pacific swamp crab_220,global_avg,2024
40,Indo-Pacific swamp crab_220,global_avg,2025
247,Indo-Pacific swamp crab_221,global_avg,2024
247,Indo-Pacific swamp crab_221,global_avg,2025
202,Indo-Pacific swamp crab_222,global_avg,2024
202,Indo-Pacific swamp crab_222,global_avg,2025
42,Indo-Pacific swamp crab_223,global_avg,2024
42,Indo-Pacific swamp crab_223,global_avg,2025
24,Indo-Pacific swamp crab_224,global_avg,2024
24,Indo-Pacific swamp crab_224,global_avg,2025
17,Indo-Pacific swamp crab_225,global_avg,2024
207,Indo-Pacific swamp crab_226,global_avg,2024
17,Indo-Pacific swamp crab_225,global_avg,2025
207,Indo-Pacific swamp crab_226,global_avg,2025
18,Indo-Pacific swamp crab_227,global_avg,2024
18,Indo-Pacific swamp crab_227,global_avg,2025
43,Indo-Pacific swamp crab_228,global_avg,2024
208,Indo-Pacific swamp crab_229,global_avg,2024
43,Indo-Pacific swamp crab_228,global_avg,2025
208,Indo-Pacific swamp crab_229,global_avg,2025
231,Indo-Pacific swamp crab_230,global_avg,2024
231,Indo-Pacific swamp crab_230,global_avg,2025
152,Indo-Pacific swamp crab_231,global_avg,2024
152,Indo-Pacific swamp crab_231,global_avg,2025
184,Japanese carpet shell_232,taxon_group_avg,2024
184,Japanese carpet shell_232,taxon_group_avg,2025
14,Japanese carpet shell_233,taxon_group_avg,2024
14,Japanese carpet shell_233,taxon_group_avg,2025
182,Japanese carpet shell_234,taxon_group_avg,2024
182,Japanese carpet shell_234,taxon_group_avg,2025
14,Japanese eel_235,none,2024
14,Japanese eel_235,none,2025
102,Japanese meagre_236,family_avg,2024
102,Japanese meagre_236,family_avg,2025
209,Japanese seabass_237,taxon_group_avg,2024
209,Japanese seabass_237,taxon_group_avg,2025
14,Japanese seabass_238,taxon_group_avg,2024
14,Japanese seabass_238,taxon_group_avg,2025
14,Japanese spiny lobster_239,global_avg,2024
14,Japanese spiny lobster_239,global_avg,2025
216,Jawla paste shrimp_240,taxon_group_avg,2024
216,Jawla paste shrimp_240,taxon_group_avg,2025
208,John's snapper_241,taxon_group_avg,2024
208,John's snapper_241,taxon_group_avg,2025
210,Kuruma prawn_242,georegion_family_avg,2024
210,Kuruma prawn_242,georegion_family_avg,2025
14,Kuruma prawn_243,region_family_avg,2024
14,Kuruma prawn_243,region_family_avg,2025
20,Kuruma prawn_244,region_family_avg,2024
20,Kuruma prawn_244,region_family_avg,2025
179,Kuruma prawn_245,georegion_family_avg,2024
182,Kuruma prawn_246,region_family_avg,2024
179,Kuruma prawn_245,georegion_family_avg,2025
182,Kuruma prawn_246,region_family_avg,2025
16,Kuruma prawn_247,region_family_avg,2024
16,Kuruma prawn_247,region_family_avg,2025
183,Kuruma prawn_248,georegion_family_avg,2024
184,Kuruma prawn_249,region_family_avg,2024
183,Kuruma prawn_248,georegion_family_avg,2025
184,Kuruma prawn_249,region_family_avg,2025
80,Kuruma prawn_250,region_family_avg,2024
102,Kuruma prawn_251,region_family_avg,2024
80,Kuruma prawn_250,region_family_avg,2025
102,Kuruma prawn_251,region_family_avg,2025
82,Kuruma prawn_252,georegion_family_avg,2024
82,Kuruma prawn_252,georegion_family_avg,2025
209,Kuruma prawn_253,region_family_avg,2024
209,Kuruma prawn_253,region_family_avg,2025
14,Largemouth black bass_254,taxon_group_avg,2024
14,Largemouth black bass_254,taxon_group_avg,2025
167,Lebranche mullet_255,taxon_group_avg,2024
167,Lebranche mullet_255,taxon_group_avg,2025
209,Lefteye flounders nei_256,taxon_group_avg,2024
209,Lefteye flounders nei_256,taxon_group_avg,2025
216,Longfin trevally_257,region_family_avg,2024
216,Longfin trevally_257,region_family_avg,2025
216,Longspine grouper_258,family_avg,2024
216,Longspine grouper_258,family_avg,2025
208,Malabar grouper_259,family_avg,2024
208,Malabar grouper_259,family_avg,2025
208,Mangrove red snapper_260,taxon_group_avg,2024
208,Mangrove red snapper_260,taxon_group_avg,2025
216,Mangrove red snapper_261,taxon_group_avg,2024
216,Mangrove red snapper_261,taxon_group_avg,2025
208,Marble goby_262,taxon_group_avg,2024
208,Marble goby_262,taxon_group_avg,2025
14,Marine crabs nei_263,global_avg,2024
14,Marine crabs nei_263,global_avg,2025
209,Marine crabs nei_264,global_avg,2024
209,Marine crabs nei_264,global_avg,2025
20,Marine crustaceans nei_265,global_avg,2024
20,Marine crustaceans nei_265,global_avg,2025
80,Marine crustaceans nei_266,global_avg,2024
80,Marine crustaceans nei_266,global_avg,2025
14,Marine fishes nei_267,taxon_group_avg,2024
204,Marine fishes nei_268,taxon_group_avg,2024
14,Marine fishes nei_267,taxon_group_avg,2025
204,Marine fishes nei_268,taxon_group_avg,2025
32,Marine fishes nei_269,taxon_group_avg,2024
132,Marine fishes nei_270,taxon_group_avg,2024
134,Marine fishes nei_271,taxon_group_avg,2024
32,Marine fishes nei_269,taxon_group_avg,2025
132,Marine fishes nei_270,taxon_group_avg,2025
134,Marine fishes nei_271,taxon_group_avg,2025
214,Marine fishes nei_272,taxon_group_avg,2024
214,Marine fishes nei_272,taxon_group_avg,2025
203,Marine fishes nei_273,taxon_group_avg,2024
203,Marine fishes nei_273,taxon_group_avg,2025
25,Marine fishes nei_274,taxon_group_avg,2024
25,Marine fishes nei_274,taxon_group_avg,2025
15,Marine fishes nei_275,taxon_group_avg,2024
184,Marine fishes nei_276,taxon_group_avg,2024
15,Marine fishes nei_275,taxon_group_avg,2025
184,Marine fishes nei_276,taxon_group_avg,2025
208,Marine fishes nei_277,taxon_group_avg,2024
208,Marine fishes nei_277,taxon_group_avg,2025
79,Marine fishes nei_278,taxon_group_avg,2024
79,Marine fishes nei_278,taxon_group_avg,2025
80,Marine fishes nei_279,taxon_group_avg,2024
80,Marine fishes nei_279,taxon_group_avg,2025
207,Marine fishes nei_280,taxon_group_avg,2024
207,Marine fishes nei_280,taxon_group_avg,2025
180,Marine fishes nei_281,taxon_group_avg,2024
180,Marine fishes nei_281,taxon_group_avg,2025
45,Marine fishes nei_282,taxon_group_avg,2024
45,Marine fishes nei_282,taxon_group_avg,2025
14,Marine molluscs nei_283,taxon_group_avg,2024
14,Marine molluscs nei_283,taxon_group_avg,2025
24,Marine molluscs nei_284,taxon_group_avg,2024
24,Marine molluscs nei_284,taxon_group_avg,2025
216,Masked grouper_285,family_avg,2024
216,Masked grouper_285,family_avg,2025
184,Meagre_286,none,2024
184,Meagre_286,none,2025
182,Meagre_287,none,2024
182,Meagre_287,none,2025
214,Meagre_288,none,2024
214,Meagre_288,none,2025
80,Mediterranean shore crab_289,global_avg,2024
80,Mediterranean shore crab_289,global_avg,2025
216,Metapenaeus shrimps nei_290,region_family_avg,2024
216,Metapenaeus shrimps nei_290,region_family_avg,2025
15,Metapenaeus shrimps nei_291,region_family_avg,2024
15,Metapenaeus shrimps nei_291,region_family_avg,2025
25,Metapenaeus shrimps nei_292,region_family_avg,2024
25,Metapenaeus shrimps nei_292,region_family_avg,2025
207,Metapenaeus shrimps nei_293,region_family_avg,2024
207,Metapenaeus shrimps nei_293,region_family_avg,2025
14,Milkfish_294,taxon_group_avg,2024
15,Milkfish_295,taxon_group_avg,2024
216,Milkfish_296,taxon_group_avg,2024
14,Milkfish_294,taxon_group_avg,2025
15,Milkfish_295,taxon_group_avg,2025
216,Milkfish_296,taxon_group_avg,2025
9,Milkfish_297,taxon_group_avg,2024
212,Milkfish_298,taxon_group_avg,2024
9,Milkfish_297,taxon_group_avg,2025
212,Milkfish_298,taxon_group_avg,2025
153,Milkfish_299,taxon_group_avg,2024
153,Milkfish_299,taxon_group_avg,2025
155,Milkfish_300,taxon_group_avg,2024
155,Milkfish_300,taxon_group_avg,2025
10,Milkfish_301,taxon_group_avg,2024
10,Milkfish_301,taxon_group_avg,2025
13,Milkfish_302,taxon_group_avg,2024
13,Milkfish_302,taxon_group_avg,2025
202,Milkfish_303,taxon_group_avg,2024
231,Milkfish_304,taxon_group_avg,2024
202,Milkfish_303,taxon_group_avg,2025
231,Milkfish_304,taxon_group_avg,2025
8,Milkfish_305,taxon_group_avg,2024
40,Milkfish_306,taxon_group_avg,2024
8,Milkfish_305,taxon_group_avg,2025
40,Milkfish_306,taxon_group_avg,2025
17,Milkfish_307,taxon_group_avg,2024
17,Milkfish_307,taxon_group_avg,2025
43,Milkfish_308,taxon_group_avg,2024
206,Milkfish_309,taxon_group_avg,2024
43,Milkfish_308,taxon_group_avg,2025
206,Milkfish_309,taxon_group_avg,2025
7,Milkfish_310,taxon_group_avg,2024
7,Milkfish_310,taxon_group_avg,2025
8,Mottled spinefoot_311,taxon_group_avg,2024
8,Mottled spinefoot_311,taxon_group_avg,2025
208,Mud spiny lobster_312,global_avg,2024
208,Mud spiny lobster_312,global_avg,2025
216,Mullets nei_313,taxon_group_avg,2024
216,Mullets nei_313,taxon_group_avg,2025
196,Mullets nei_314,taxon_group_avg,2024
196,Mullets nei_314,taxon_group_avg,2025
183,Mullets nei_315,taxon_group_avg,2024
183,Mullets nei_315,taxon_group_avg,2025
