rgn_id,taxa_code,sust_coeff,vyear
14,Abalones_1,global_species,2024
14,Abalones_1,global_species,2025
163,Abalones_2,global_species,2024
163,Abalones_2,global_species,2025
25,Abalones_3,global_species,2024
25,Abalones_3,global_species,2025
102,Abalones_4,global_species,2024
102,Abalones_4,global_species,2025
224,Abalones_5,global_species,2024
224,Abalones_5,global_species,2025
48,Abalones_6,global_species,2024
48,Abalones_6,global_species,2025
216,Akiami paste shrimp_7,taxon_group_avg,2024
216,Akiami paste shrimp_7,taxon_group_avg,2025
14,Amberjacks nei_8,region_family_avg,2024
14,Amberjacks nei_8,region_family_avg,2025
207,Aquatic invertebrates nei_9,global_avg,2024
207,Aquatic invertebrates nei_9,global_avg,2025
143,Arctic char_10,none,2024
143,Arctic char_10,none,2025
183,Atlantic ditch shrimp_11,taxon_group_avg,2024
183,Atlantic ditch shrimp_11,taxon_group_avg,2025
182,Atlantic ditch shrimp_12,taxon_group_avg,2024
182,Atlantic ditch shrimp_12,taxon_group_avg,2025
183,Atlantic salmon_13,global_species,2024
183,Atlantic salmon_13,global_species,2025
143,Atlantic salmon_14,global_species,2024
143,Atlantic salmon_14,global_species,2025
175,Atlantic salmon_15,global_species,2024
175,Atlantic salmon_15,global_species,2025
75,Baltic prawn_16,taxon_group_avg,2024
75,Baltic prawn_16,taxon_group_avg,2025
216,Banana prawn_17,region_family_avg,2024
216,Banana prawn_17,region_family_avg,2025
207,Banana prawn_18,region_family_avg,2024
207,Banana prawn_18,region_family_avg,2025
13,Banana prawn_19,region_family_avg,2024
208,Banana prawn_20,region_family_avg,2024
13,Banana prawn_19,region_family_avg,2025
208,Banana prawn_20,region_family_avg,2025
15,Banana prawn_21,region_family_avg,2024
15,Banana prawn_21,region_family_avg,2025
25,Banana prawn_22,region_family_avg,2024
25,Banana prawn_22,region_family_avg,2025
206,Banana prawn_23,region_family_avg,2024
206,Banana prawn_23,region_family_avg,2025
216,Banded grouper_24,family_avg,2024
216,Banded grouper_24,family_avg,2025
216,Barramundi(=Giant seaperch)_25,global_species,2024
216,Barramundi(=Giant seaperch)_25,global_species,2025
25,Barramundi(=Giant seaperch)_26,global_species,2024
25,Barramundi(=Giant seaperch)_26,global_species,2025
206,Barramundi(=Giant seaperch)_27,global_species,2024
206,Barramundi(=Giant seaperch)_27,global_species,2025
16,Barramundi(=Giant seaperch)_28,global_species,2024
16,Barramundi(=Giant seaperch)_28,global_species,2025
14,Barramundi(=Giant seaperch)_29,global_species,2024
14,Barramundi(=Giant seaperch)_29,global_species,2025
15,Barramundi(=Giant seaperch)_30,global_species,2024
15,Barramundi(=Giant seaperch)_30,global_species,2025
208,Barramundi(=Giant seaperch)_31,global_species,2024
208,Barramundi(=Giant seaperch)_31,global_species,2025
79,Barramundi(=Giant seaperch)_32,global_species,2024
79,Barramundi(=Giant seaperch)_32,global_species,2025
147,Barramundi(=Giant seaperch)_33,global_species,2024
147,Barramundi(=Giant seaperch)_33,global_species,2025
40,Barramundi(=Giant seaperch)_34,global_species,2024
40,Barramundi(=Giant seaperch)_34,global_species,2025
17,Barramundi(=Giant seaperch)_35,global_species,2024
17,Barramundi(=Giant seaperch)_35,global_species,2025
203,Barramundi(=Giant seaperch)_36,global_species,2024
203,Barramundi(=Giant seaperch)_36,global_species,2025
6,Barramundi(=Giant seaperch)_37,global_species,2024
6,Barramundi(=Giant seaperch)_37,global_species,2025
53,Barramundi(=Giant seaperch)_38,global_species,2024
53,Barramundi(=Giant seaperch)_38,global_species,2025
54,Barramundi(=Giant seaperch)_39,global_species,2024
54,Barramundi(=Giant seaperch)_39,global_species,2025
216,Barred-chest grouper_40,family_avg,2024
216,Barred-chest grouper_40,family_avg,2025
20,Bastard halibut_41,taxon_group_avg,2024
20,Bastard halibut_41,taxon_group_avg,2025
182,Beluga_42,global_species,2024
182,Beluga_42,global_species,2025
216,Bigeye trevally_43,region_family_avg,2024
216,Bigeye trevally_43,region_family_avg,2025
216,Black pomfret_44,region_family_avg,2024
216,Black pomfret_44,region_family_avg,2025
163,Black seabass_45,global_species,2024
163,Black seabass_45,global_species,2025
14,Blackhead seabream_46,family_avg,2024
14,Blackhead seabream_46,family_avg,2025
216,Blacktail snapper_47,taxon_group_avg,2024
216,Blacktail snapper_47,taxon_group_avg,2025
216,Blood cockle_48,taxon_group_avg,2024
216,Blood cockle_48,taxon_group_avg,2025
163,Blue crab_49,global_avg,2024
163,Blue crab_49,global_avg,2025
137,Blue shrimp_50,region_family_avg,2024
137,Blue shrimp_50,region_family_avg,2025
129,Blue shrimp_51,region_family_avg,2024
147,Blue shrimp_52,georegion_family_avg,2024
129,Blue shrimp_51,region_family_avg,2025
147,Blue shrimp_52,georegion_family_avg,2025
5,Blue shrimp_53,georegion_family_avg,2024
5,Blue shrimp_53,georegion_family_avg,2025
134,Blue shrimp_54,region_family_avg,2024
134,Blue shrimp_54,region_family_avg,2025
131,Blue shrimp_55,region_family_avg,2024
131,Blue shrimp_55,region_family_avg,2025
139,Blue shrimp_56,region_family_avg,2024
139,Blue shrimp_56,region_family_avg,2025
247,Blue shrimp_57,region_family_avg,2024
247,Blue shrimp_57,region_family_avg,2025
6,Blue shrimp_58,region_family_avg,2024
6,Blue shrimp_58,region_family_avg,2025
216,Blue shrimp_59,region_family_avg,2024
216,Blue shrimp_59,region_family_avg,2025
18,Blue shrimp_60,region_family_avg,2024
18,Blue shrimp_60,region_family_avg,2025
135,Blue shrimp_61,region_family_avg,2024
135,Blue shrimp_61,region_family_avg,2025
14,Blue swimming crab_62,global_avg,2024
14,Blue swimming crab_62,global_avg,2025
208,Blue swimming crab_63,global_avg,2024
208,Blue swimming crab_63,global_avg,2025
50,Bluespot mullet_64,taxon_group_avg,2024
50,Bluespot mullet_64,taxon_group_avg,2025
216,Bluespot mullet_65,taxon_group_avg,2024
216,Bluespot mullet_65,taxon_group_avg,2025
135,Bonefish_66,taxon_group_avg,2024
135,Bonefish_66,taxon_group_avg,2025
183,Brill_67,taxon_group_avg,2024
183,Brill_67,taxon_group_avg,2025
16,Brine shrimp_68,taxon_group_avg,2024
16,Brine shrimp_68,taxon_group_avg,2025
191,Brine shrimps nei_69,taxon_group_avg,2024
191,Brine shrimps nei_69,taxon_group_avg,2025
182,Brown meagre_70,region_family_avg,2024
182,Brown meagre_70,region_family_avg,2025
16,Brown tiger prawn_71,region_family_avg,2024
16,Brown tiger prawn_71,region_family_avg,2025
208,Brown-marbled grouper_72,family_avg,2024
208,Brown-marbled grouper_72,family_avg,2025
216,Brown-marbled grouper_73,family_avg,2024
216,Brown-marbled grouper_73,family_avg,2025
135,Callinectes swimcrabs nei_74,global_avg,2024
135,Callinectes swimcrabs nei_74,global_avg,2025
84,Caramote prawn_75,georegion_family_avg,2024
84,Caramote prawn_75,georegion_family_avg,2025
182,Caramote prawn_76,region_family_avg,2024
182,Caramote prawn_76,region_family_avg,2025
14,Clams_77,global_species,2024
14,Clams_77,global_species,2025
62,Clams_78,global_species,2024
62,Clams_78,global_species,2025
135,Clams_79,global_species,2024
135,Clams_79,global_species,2025
183,Clams_80,global_species,2024
183,Clams_80,global_species,2025
216,Coarse shrimp_81,region_family_avg,2024
216,Coarse shrimp_81,region_family_avg,2025
14,Cobia_82,global_species,2024
14,Cobia_82,global_species,2025
182,Cockles_83,global_species,2024
182,Cockles_83,global_species,2025
182,Common prawn_84,taxon_group_avg,2024
182,Common prawn_84,taxon_group_avg,2025
184,Common prawn_85,taxon_group_avg,2024
184,Common prawn_85,taxon_group_avg,2025
115,Common snook_86,taxon_group_avg,2024
115,Common snook_86,taxon_group_avg,2025
84,Common sole_87,global_species,2024
84,Common sole_87,global_species,2025
183,Common sole_88,global_species,2024
183,Common sole_88,global_species,2025
80,Common sole_89,global_species,2024
80,Common sole_89,global_species,2025
184,Common two-banded seabream_90,region_family_avg,2024
184,Common two-banded seabream_90,region_family_avg,2025
182,Corrugated venus_91,taxon_group_avg,2024
182,Corrugated venus_91,taxon_group_avg,2025
183,Corrugated venus_92,taxon_group_avg,2024
183,Corrugated venus_92,taxon_group_avg,2025
224,Corvina drum_93,family_avg,2024
224,Corvina drum_93,family_avg,2025
208,Crimson snapper_94,taxon_group_avg,2024
208,Crimson snapper_94,taxon_group_avg,2025
216,Deepwater longtail red snapper_95,taxon_group_avg,2024
216,Deepwater longtail red snapper_95,taxon_group_avg,2025
14,Diphos sanguin_96,taxon_group_avg,2024
14,Diphos sanguin_96,taxon_group_avg,2025
16,Eastern king prawn_97,region_family_avg,2024
16,Eastern king prawn_97,region_family_avg,2025
16,Eastern school shrimp_98,region_family_avg,2024
16,Eastern school shrimp_98,region_family_avg,2025
184,European eel_99,global_species,2024
184,European eel_99,global_species,2025
84,European eel_100,global_species,2024
84,European eel_100,global_species,2025
179,European eel_101,global_species,2024
179,European eel_101,global_species,2025
62,European eel_102,global_species,2024
62,European eel_102,global_species,2025
183,European eel_103,global_species,2024
183,European eel_103,global_species,2025
186,European eel_104,global_species,2024
186,European eel_104,global_species,2025
80,European eel_105,global_species,2024
80,European eel_105,global_species,2025
175,European eel_106,global_species,2024
182,European eel_107,global_species,2024
175,European eel_106,global_species,2025
182,European eel_107,global_species,2025
75,European flounder_108,family_avg,2024
75,European flounder_108,family_avg,2025
184,European seabass_109,none,2024
184,European seabass_109,none,2025
61,European seabass_110,global_species,2024
61,European seabass_110,global_species,2025
179,European seabass_111,none,2024
179,European seabass_111,none,2025
80,European seabass_112,none,2024
80,European seabass_112,none,2025
214,European seabass_113,none,2024
214,European seabass_113,none,2025
183,European seabass_114,none,2024
183,European seabass_114,none,2025
176,European seabass_115,global_species,2024
176,European seabass_115,global_species,2025
79,European seabass_116,global_species,2024
79,European seabass_116,global_species,2025
182,European seabass_117,none,2024
182,European seabass_117,none,2025
78,European seabass_118,global_species,2024
78,European seabass_118,global_species,2025
84,European seabass_119,global_species,2024
84,European seabass_119,global_species,2025
175,European whitefish_120,region_family_avg,2024
175,European whitefish_120,region_family_avg,2025
138,Fine flounder_121,taxon_group_avg,2024
138,Fine flounder_121,taxon_group_avg,2025
138,Flatfishes nei_122,taxon_group_avg,2024
138,Flatfishes nei_122,taxon_group_avg,2025
14,Flathead grey mullet_123,taxon_group_avg,2024
184,Flathead grey mullet_124,taxon_group_avg,2024
14,Flathead grey mullet_123,taxon_group_avg,2025
184,Flathead grey mullet_124,taxon_group_avg,2025
18,Flathead grey mullet_125,taxon_group_avg,2024
18,Flathead grey mullet_125,taxon_group_avg,2025
61,Flathead grey mullet_126,taxon_group_avg,2024
61,Flathead grey mullet_126,taxon_group_avg,2025
80,Flathead grey mullet_127,taxon_group_avg,2024
80,Flathead grey mullet_127,taxon_group_avg,2025
167,Flathead grey mullet_128,taxon_group_avg,2024
167,Flathead grey mullet_128,taxon_group_avg,2025
216,Flathead grey mullet_129,taxon_group_avg,2024
216,Flathead grey mullet_129,taxon_group_avg,2025
20,Fleshy prawn_130,region_family_avg,2024
20,Fleshy prawn_130,region_family_avg,2025
209,Fleshy prawn_131,region_family_avg,2024
209,Fleshy prawn_131,region_family_avg,2025
25,Fourfinger threadfin_132,taxon_group_avg,2024
25,Fourfinger threadfin_132,taxon_group_avg,2025
14,Fourfinger threadfin_133,taxon_group_avg,2024
14,Fourfinger threadfin_133,taxon_group_avg,2025
208,Fourfinger threadfin_134,taxon_group_avg,2024
208,Fourfinger threadfin_134,taxon_group_avg,2025
216,Foursaddle grouper_135,family_avg,2024
216,Foursaddle grouper_135,family_avg,2025
208,Giant grouper_136,family_avg,2024
208,Giant grouper_136,family_avg,2025
14,Giant tiger prawn_137,global_species,2024
14,Giant tiger prawn_137,global_species,2025
207,Giant tiger prawn_138,none,2024
207,Giant tiger prawn_138,none,2025
216,Giant tiger prawn_139,none,2024
216,Giant tiger prawn_139,none,2025
15,Giant tiger prawn_140,global_species,2024
15,Giant tiger prawn_140,global_species,2025
203,Giant tiger prawn_141,none,2024
203,Giant tiger prawn_141,none,2025
206,Giant tiger prawn_142,none,2024
206,Giant tiger prawn_142,none,2025
25,Giant tiger prawn_143,global_species,2024
40,Giant tiger prawn_144,global_species,2024
25,Giant tiger prawn_143,global_species,2025
40,Giant tiger prawn_144,global_species,2025
18,Giant tiger prawn_145,global_species,2024
18,Giant tiger prawn_145,global_species,2025
16,Giant tiger prawn_146,global_species,2024
50,Giant tiger prawn_147,global_species,2024
16,Giant tiger prawn_146,global_species,2025
50,Giant tiger prawn_147,global_species,2025
7,Giant tiger prawn_148,global_species,2024
7,Giant tiger prawn_148,global_species,2025
31,Giant tiger prawn_149,global_species,2024
37,Giant tiger prawn_150,global_species,2024
42,Giant tiger prawn_151,global_species,2024
153,Giant tiger prawn_152,global_species,2024
184,Giant tiger prawn_153,global_species,2024
